uid,rank,activity,type
tf:d12eb2858c8c4a4c9d47c19edb52ab99,3,Comp1,production_tasks
tf:6e659a86d284497eb26b0d74078f1629,4,Comp2,production_tasks
tf:c2161af466d1497f8ce0a636623e90e8,0,Comp2,production_tasks
tf:44c78d74fe7e423eb828e0b551b8ef02,1,Comp3,production_tasks
tf:79d9909abb214b4b8ab3b3110e3d20d2,2,Comp2,production_tasks
tf:20e3b7d7f9d14230973d53f6a3d4d1ac,3,Comp1,production_tasks
tf:d1004ca8a25e47538b33c7f7a330acf7,4,Comp2,production_tasks
tf:9258b8216e1c4c96a962562a306cda7b,5,Comp2,production_tasks
tf:03ef08d8e58e4b848bc95e21a8782e33,6,Comp2,production_tasks
tf:aa25a25ab06d4a43b44ec5c472cdc094,0,Comp2,production_tasks
tf:5f490c516089485eadf1179645ed34ef,1,Comp2,production_tasks
tf:de3820353b3f4762b1667fe46fd5a13f,2,Comp3,production_tasks
tf:b3b93bfd2efe481e9495ce3b55a7fed7,3,Comp2,production_tasks
tf:9c29456d139e4d30b24b41912e76fb9e,4,Comp2,production_tasks
tf:e9a5171669f2467380f3409a74fe6b96,0,Comp3,production_tasks
tf:5c64112e7cc141cc88446997db3f3e18,1,Comp1,production_tasks
tf:da9058679f9d44d6a651be8bc584d78c,2,Comp2,production_tasks
tf:40cb18b5558b483281a5eb670de1e429,3,Comp1,production_tasks
tf:064d03683ee244acbc3a6617eb7ad1c1,4,Comp3,production_tasks
tf:c5dad525a67146c595f7b3389ad1cbcb,5,Comp3,production_tasks
tf:541710913bf04742a7f52e5273d4607a,6,Comp2,production_tasks
tf:6eae2da53aca4c1a8f6148c3c9156f1a,0,Comp2,production_tasks
tf:8599c9f1112643ecb3dcdc4ff7669068,1,Comp3,production_tasks
tf:7e1cfb7816664a14a8a8d4c15d9b790d,2,Comp2,production_tasks
tf:8947902401254d3284e45adf43259a4f,3,Comp3,production_tasks
tf:aabe915680304afebd58ab45d8cf1106,4,Comp3,production_tasks
tf:4236608333ad4564917acdd1b25c3cbe,0,Comp1,production_tasks
tf:95af8e9dd7784bcebea8b84533c228d6,1,Comp1,production_tasks
tf:b6a5918687b44dc7a3708a2b4ddf1ddf,2,Comp1,production_tasks
tf:38b2b0f6dfdd4e51b785adfc4995b572,3,Comp3,production_tasks
tf:f8e427c37fce49be9eca69b18b2144e9,4,Comp1,production_tasks
tf:a397f6133c734b2eb0bb47f98ccedbb3,5,Comp1,production_tasks
tf:c283d91273cc49f890178285de19421d,6,Comp3,production_tasks
tf:c10355f1463842458e35538f08236d35,0,Comp3,production_tasks
tf:281c11474a52414fa450821328f1d020,1,Comp2,production_tasks
tf:4a3d9230082046138c44f36258db7802,2,Comp1,production_tasks
tf:2c6401d2c5e84d35b8f8a4790ed41ba0,3,Comp2,production_tasks
tf:5a9c9f73e12a4590965825eaa0852d34,4,Comp3,production_tasks
tf:3b621aaaffb444088b1d6ee3fbe76815,5,Comp3,production_tasks
tf:13e2f926f960483c9c21d051b61bd76b,6,Comp1,production_tasks
tf:7badec6b19be496cb4d75a23a4e0b6d2,7,Comp1,production_tasks
tf:bc2be846e70e446da837758d035fcc85,8,Comp3,production_tasks
tf:71512f2391b5452cba1324d21f44f3e5,0,Comp1,production_tasks
tf:ce1b9c3298dc48b38db7d9b362b8ac46,1,Comp1,production_tasks
tf:8364c28f4f49417d9ff25c1e35e8d4ce,2,Comp3,production_tasks
tf:f68046f090804ab18293c6fd96fac1bb,3,Comp1,production_tasks
tf:88f4fe571c2541cf949b3a639a99c849,4,Comp3,production_tasks
tf:824b58d7974e479a8313ed7e099d0a90,5,Comp1,production_tasks
tf:0f31ea339b2044aab97ef5210991e257,6,Comp1,production_tasks
tf:9e8e2429b91b478abd5c2fd250eb0a20,7,Comp3,production_tasks
tf:05ea2115d3e148e4ada527f694695435,8,Comp2,production_tasks
tf:90dc65494e5446bd8e5ea52122f85d48,0,Comp1,production_tasks
tf:c87d41782b914e77829d765f98dfbd4a,1,Comp1,production_tasks
tf:94084c7e470a49f2bbc64a9efbb2376d,2,Comp2,production_tasks
tf:dbd1d6818fdc49c6b09b2a52acfed04b,3,Comp2,production_tasks
tf:f78829a3b6444cf98ab99dd283b761a7,4,Comp3,production_tasks
tf:8af482a098c84b27b9cb7d2541ab7897,5,Comp3,production_tasks
tf:381a6102f52544b288b94b01b51723cc,6,Comp2,production_tasks
tf:44506b0d09ca498eb78d12b934bc6506,7,Comp3,production_tasks
tf:681bee3b736243b88056058ee3d10c31,8,Comp3,production_tasks
tf:de0b922ca28449b6b26a9b0191f01e81,0,Comp3,production_tasks
tf:8e9631c69d0e41d2b8bf8e4469c90188,1,Comp1,production_tasks
tf:4312debb280e4ae5ababfea1c83eac2a,2,Comp2,production_tasks
tf:bf52544901cf46abb4e546ace757db69,3,Comp3,production_tasks
tf:c00d2c2745ac4733ae982e59b002a65a,4,Comp2,production_tasks
tf:4de568463be8427a97595f7d8a55feda,5,Comp1,production_tasks
tf:a88ec8808be047769c4b6e5adae5cb32,6,Comp2,production_tasks
tf:a4f3462f9fbb43c399c7b5cfb44a5f93,7,Comp2,production_tasks
tf:622031153a3f4a0eb6aa2d6beca544fd,0,Comp3,production_tasks
tf:5d8d12f3073f4fa895dffb4dd3cb5a92,1,Comp1,production_tasks
tf:0e6062f6b1cb47109e25bfef41fa70ce,2,Comp1,production_tasks
tf:50bac1ebb33348efbc47a001cacd1792,3,Comp2,production_tasks
tf:86de3faa99004c85968405e7e3b20b50,4,Comp1,production_tasks
tf:67d9fc8e952c496e831950b85834c5a2,5,Comp2,production_tasks
tf:45350f823f9e4f1f8c9127e4501245d1,0,Comp1,production_tasks
tf:440e729886c64f0a997a82653bc0b43f,1,Comp2,production_tasks
tf:8ae118ba0e1e485ea01bbe47fae4288e,2,Comp1,production_tasks
tf:f685a5b9eb7f40cea36bad8ea5cd2c94,3,Comp3,production_tasks
tf:9f80907d6f4c4b00b61ba80665724006,4,Comp2,production_tasks
tf:fc397bb0ea9a4238a9f25fff9be887bc,5,Comp2,production_tasks
tf:fea6e61b6faa4f28b92d6f2443b445e8,6,Comp3,production_tasks
tf:a8c34e7a96fb4df6a65673c9e322262c,0,Comp3,production_tasks
tf:1e47eefd9dd04fb584a7626f4bc3b604,1,Comp3,production_tasks
tf:414d993f3b394b7ba594d2a6af9b74ff,2,Comp2,production_tasks
tf:2686039192d34417bea6c515868b525e,3,Comp2,production_tasks
tf:0576a9e6f5104fc18dd98b4b003561ca,4,Comp1,production_tasks
tf:de420cf0c53a4454baa5f98ab58cf6ff,5,Comp2,production_tasks
tf:2e1ca302ee4e4bcfb229ab7c5421475c,0,Comp1,production_tasks
tf:2173a24d88f64a75822b0f43e8d11bbf,1,Comp3,production_tasks
tf:a69d86ea154d42958eec43f6b208278e,2,Comp2,production_tasks
tf:727548c264f94ba8ae42343191842e8f,3,Comp2,production_tasks
tf:3cbcbbc8f7f6409683936ece7af093fd,4,Comp1,production_tasks
tf:ba7f6319d8774b60ab460860c5eb7957,5,Comp2,production_tasks
tf:007fa3fb5c004fa4ad8ea60522698630,0,Comp2,production_tasks
tf:0793e4da7b684f9b8e6b34a0ebd86320,1,Comp1,production_tasks
tf:22ee13cf63d646a18de7ac2f4467b800,2,Comp3,production_tasks
tf:5bc2df600251491ea49bfcf737829383,3,Comp3,production_tasks
tf:96a31d366ca94db6a091c5b10791e7a5,4,Comp3,production_tasks
tf:747877b1803149daa6f7e6d3d0a34db8,5,Comp2,production_tasks
tf:3c9b7068848a46b4b5497d0773e9aa98,0,Comp2,production_tasks
tf:84167b6807bd42a094ca9ef5dd827544,1,Comp2,production_tasks
tf:4b625b34666c4cdc80567af370135014,2,Comp2,production_tasks
tf:ddf059fbc5bf400aa025d5ff426a2efd,3,Comp2,production_tasks
tf:497cb40c910a44238e76d67642558c69,4,Comp1,production_tasks
tf:5aa3d48b53e7466697503f1a3385fdae,5,Comp1,production_tasks
tf:9bf469f97bbe48beab36d516c4517933,6,Comp3,production_tasks
tf:3519b70ec0b4439bbfce2cd3574ea0f3,7,Comp1,production_tasks
tf:87c1a2fbd705445a91ba66d1ee788bd8,0,Comp3,production_tasks
tf:0469c54420e547099e85ad6fb2c4c74c,1,Comp3,production_tasks
tf:fade47da87ad4c46b580c2e8cdd03cd4,2,Comp3,production_tasks
tf:ef06b3f8c4e64d82be2df7c88cf52ed7,3,Comp3,production_tasks
tf:7460f67c51b3474bbcb328ccf5d8a0f5,4,Comp3,production_tasks
tf:3d3a5d63da764ff5b3ea955a40cdd42b,5,Comp3,production_tasks
tf:f7a2a9ab81dc41b88e058079aa253443,6,Comp2,production_tasks
tf:3640073139344f4fa3514e1de11f20b7,0,Comp3,production_tasks
tf:e19ae9a746c44644beb222775eda20ef,1,Comp1,production_tasks
tf:f687df1c1dd14624b1c8512e0d1a0cf8,2,Comp2,production_tasks
tf:90ad792e6f4d474b87b2d76c33dc37a0,3,Comp2,production_tasks
tf:0a3a522aca1b404891b9d6bdc217b377,4,Comp3,production_tasks
tf:ff92c541d92548998f74d70a3338e628,0,Comp3,production_tasks
tf:0b63a28e3fff4326b50292c8368f2cbc,1,Comp3,production_tasks
tf:d244d8b07a684cb890189293cac97a0b,2,Comp1,production_tasks
tf:387b66874572481a89c88695ce611714,3,Comp3,production_tasks
tf:fcbd27b98ff64635925c26a2eac7bf0e,4,Comp1,production_tasks
tf:da2983dbf26e4322afbfde37f3b25912,0,Comp2,production_tasks
tf:d35d1d2c4a8c4ea8956dfcf365c5283e,1,Comp3,production_tasks
tf:cb9c6e43d08e48bba8722575810afe28,2,Comp2,production_tasks
tf:65fee7891ae9417586774df1c9597d1f,3,Comp1,production_tasks
tf:0b9899c9a69d4a73ad94cc37f676ecb5,4,Comp2,production_tasks
tf:b90a01066a704529ad5074951352e87b,5,Comp2,production_tasks
tf:439c9d5e95da45019fba9d209cd83a3b,6,Comp2,production_tasks
tf:8f420a5360e24e3881cc6b30930c91f0,7,Comp1,production_tasks
tf:cc44c9fab0d941a686528018fff75a1e,8,Comp1,production_tasks
tf:b95aae6a040c473cb04ada04cfb30634,0,Comp3,production_tasks
tf:d4a90c47282744b7b5146ecf5c955b84,1,Comp1,production_tasks
tf:3c1cc762eced453ebfb35f340e4cc420,2,Comp3,production_tasks
tf:5bd176a77964424facc57dd8fe898199,3,Comp1,production_tasks
tf:d56ffc86f6834020949fb39f3cc1ccbd,4,Comp2,production_tasks
tf:06e2c273fa3e4c409ee4e8f5443329fe,5,Comp1,production_tasks
tf:1e2a0ee8e5e2415dba460572df3b6965,6,Comp1,production_tasks
tf:55f3239d36b84adb9477b2e3650926d2,7,Comp3,production_tasks
tf:a47d2ccb644f46568c82954614b46619,8,Comp1,production_tasks
tf:364b21934ede44e0ab0918e138a2b532,0,Comp3,production_tasks
tf:d85cab6ae04e44d784592dd4ee9d64c9,1,Comp1,production_tasks
tf:ebbcbaf54a2a473881e9323247c78a53,2,Comp1,production_tasks
tf:b3b5ff6835a1461ab0540924c79e3f43,3,Comp1,production_tasks
tf:28b1086a27e04ab7aa99182ac6dab3f4,4,Comp1,production_tasks
tf:7a51411227594617a2a0944e6664b3cf,0,Comp1,production_tasks
tf:962b83b859554e5abf4bbf6c824dd318,1,Comp1,production_tasks
tf:c7297679063349a3a0069d6ad198933f,2,Comp3,production_tasks
tf:37a4b27be2eb4bacbb61c6f14a399f1b,3,Comp1,production_tasks
tf:ac26d439b89e4a109cdc5e8867e2b6c1,4,Comp3,production_tasks
tf:a1802ff2544d4418a4947daf94e243c1,5,Comp1,production_tasks
tf:6ab06a2587af4d768079282494957de6,6,Comp3,production_tasks
tf:f0b139821d444a7bbebf692614e4be2b,7,Comp1,production_tasks
tf:51c861b745624236bb5c1a1392fa5321,8,Comp2,production_tasks
tf:a9f61aaeb2964815add089a2da65e450,0,Comp2,production_tasks
tf:5ca63041987a479d8ce4857bdb035596,1,Comp1,production_tasks
tf:f4a07514cdbc44e489b585764c1990de,2,Comp2,production_tasks
tf:43bb81a2397849a18447ea245fc4f784,3,Comp2,production_tasks
tf:c14af91b8ace4e19926758f6346db3da,4,Comp1,production_tasks
tf:f36dffa0171549e88de2dc4ac8e32c70,5,Comp3,production_tasks
tf:4f48bac7a573405aa8f71048e19eed18,6,Comp2,production_tasks
tf:6fb51b4caf9b41518bd8ab865d32fd1a,7,Comp3,production_tasks
tf:036d729228ba4f03852ff9d6e533230c,0,Comp2,production_tasks
tf:e902ca58556e43fa95fc38a7d8c1a081,1,Comp2,production_tasks
tf:d18dc63fa4634716af4ebdb31c80aa90,2,Comp3,production_tasks
tf:131c82b69c0e4e09a91107493f71a867,3,Comp2,production_tasks
tf:32fad271496548aa8e13bf83d855fb67,4,Comp1,production_tasks
tf:dd335b50cf894f2f8d80f492ff67754f,5,Comp2,production_tasks
tf:e8323950833d47c791e3b4acefe89299,0,Comp3,production_tasks
tf:5c4e067f31df417fb3bee73628377840,1,Comp1,production_tasks
tf:ee8278d380b24ad7b32d9f5e15717a6e,2,Comp3,production_tasks
tf:c1d6f28709a549b4967a23bf0b201013,3,Comp3,production_tasks
tf:21e180eb0ae64d90bac5096c9be26a9d,4,Comp2,production_tasks
tf:e2c1b5b80f224d3591506cd2a9ae30ab,5,Comp2,production_tasks
tf:4e20f28d05374d25922aa1897456a2ae,6,Comp2,production_tasks
tf:72f015fc64a146da9f83c81024e2351c,7,Comp1,production_tasks
tf:4168d80304cc4924b99857e9556b380b,8,Comp3,production_tasks
tf:8721023013a445609dce713be9a0dd1e,0,Comp2,production_tasks
tf:c2371a26808c47aeb042f55c8faa41dc,1,Comp1,production_tasks
tf:5f7b8f6036ff4d938e5ff7cce2789e2e,2,Comp1,production_tasks
tf:e44dbcbbebb842b6b2bdb5937e018ad7,3,Comp2,production_tasks
tf:c92d16a6502b42bfa70b429a4ef09be8,4,Comp3,production_tasks
tf:96570c5dbb8e46d2aeacfd236418fe82,5,Comp1,production_tasks
tf:e71c6b38f20f4407a84603cc95c2c002,6,Comp2,production_tasks
tf:a2997e452509468180c86a517399e449,7,Comp1,production_tasks
tf:2a3b2582031a43439e015790373cae96,0,Comp1,production_tasks
tf:8d2f852ede094826abd70b28731adad8,1,Comp3,production_tasks
tf:730b4223b56d4b769fcee4d99e723e6e,2,Comp3,production_tasks
tf:2b147b1c6d0447888a4510ad7acd3c8d,3,Comp2,production_tasks
tf:f4beaaed53c749208bdbbc6064e481e0,4,Comp1,production_tasks
tf:64513e0f3c8b4284b6faab04d624ab12,5,Comp1,production_tasks
tf:5f21eaec3a274cd3ad89eb9bcc4aec7a,6,Comp1,production_tasks
tf:361aec216833448887febead5ee07549,7,Comp2,production_tasks
tf:f0a9b6233474420b8375bd2194a86cfb,0,Comp2,production_tasks
tf:8270283e2a20454390dc419b7f104cd9,1,Comp2,production_tasks
tf:5946829d567a4911a93afee3ff7eee6d,2,Comp1,production_tasks
tf:6ef54b99bc4747b581a806a5c93400fe,3,Comp3,production_tasks
tf:f393e86fab3549669018e0bc4407f216,4,Comp1,production_tasks
tf:25d35a9692a1456e8eafa5110d05cad0,5,Comp3,production_tasks
tf:71ee70ff90c4431fbb4f8be86104e3f7,6,Comp2,production_tasks
tf:05a5f956af9e443bad43ba33baba72db,7,Comp1,production_tasks
tf:07a9c791c8d4462aa2ce2022026d3cb6,0,Comp3,production_tasks
tf:68b9c13c3bcd4cee9c1eb45b60bc8ea2,1,Comp2,production_tasks
tf:cb17de1736bd48b38e9372fd96f6de27,2,Comp3,production_tasks
tf:ee6a06dbddd548379b130e1336989ff5,3,Comp2,production_tasks
tf:490604bed1ac453f89379e41caa281d2,4,Comp1,production_tasks
tf:1b8c13af7ca949379293727c00393f8a,5,Comp1,production_tasks
tf:1ef09438ae924aec9d470d85bc55f5cb,6,Comp3,production_tasks
tf:895233f5eb6241cc8cbcccea2c82b5db,7,Comp3,production_tasks
tf:c00c777f93804de59dc9e93158399f4d,0,Comp3,production_tasks
tf:bf123fa6b1364b85ba99e71ffbc1e145,1,Comp2,production_tasks
tf:de5fe43b868d4fe29b84b26065e27d6a,2,Comp1,production_tasks
tf:4db99648c5894641af69b752cebaf198,3,Comp2,production_tasks
tf:02dc4be6d0384b4dbe04b6e5168dbdd6,4,Comp3,production_tasks
tf:413b8cb476414b48a178c9eeba1c4aa3,5,Comp2,production_tasks
tf:895b125a94604c6aa843a638e5e1eb24,6,Comp3,production_tasks
tf:56367d31cc6741039653ae7f836c3af1,7,Comp2,production_tasks
tf:8543c6f4628b4d738d1e0f434b023ea9,0,Comp3,production_tasks
tf:009dfdbfc51d40d3851ef600fd3c975b,1,Comp3,production_tasks
tf:7b90c2991a0747c98a152af8a0a503c2,2,Comp3,production_tasks
tf:d919f53a1b0b4ccc86aa5b25acc90190,3,Comp3,production_tasks
tf:1b3d3b8885b4489d89d6234e7ba3a4f4,4,Comp3,production_tasks
tf:5af539d2b3ea4ea29171a94d18bc4cbf,5,Comp2,production_tasks
tf:98fbfcbbd59e42ef9d9fd422f741a98a,0,Comp1,production_tasks
tf:38fbd3f5ccac482ea0875b50e5b81423,1,Comp1,production_tasks
tf:b33bafbc8318489b804e66196f0f1249,2,Comp1,production_tasks
tf:9236c8f5ce63477ba316664fd66edc59,3,Comp1,production_tasks
tf:3c5defd108ec4e34bbf11f73d7e1fa8d,4,Comp3,production_tasks
tf:3436f7a595864df986b225a16ae6d780,0,Comp2,production_tasks
tf:e1314f2593c94b38ac4a5754458b640c,1,Comp1,production_tasks
tf:eb328564766940318f017cddf0b00fcc,2,Comp1,production_tasks
tf:dc1d729f104d423fa0dc09b36b7decaf,3,Comp1,production_tasks
tf:70be2142ebbf45ada72ffc01495cb261,4,Comp1,production_tasks
tf:d5947fc2be18469abf90c3434502b720,0,Comp2,production_tasks
tf:9ae3a14b9ebd468c9e9c0e7b872a4fe2,1,Comp3,production_tasks
tf:bae2e9981aa24052a2cb0ae9bef2578b,2,Comp3,production_tasks
tf:a50064f5a72f47e988ddb4ab2f5bb26f,3,Comp2,production_tasks
tf:3d775d1ca3034c64acb6206b3a7bf9b9,4,Comp1,production_tasks
tf:601cbd13616b4309ba03a12b2ae48cb2,5,Comp2,production_tasks
tf:668fbe3b483f4011b2aa551e274dfa03,6,Comp1,production_tasks
tf:14f0a715e998481ebd428949e7b60bdc,7,Comp2,production_tasks
tf:abd7d48536c54a4c868aa0d5a3b0749e,0,Comp2,production_tasks
tf:befc149c37f347048b432745b40ba525,1,Comp2,production_tasks
tf:1991d3e8ff8d4c2abc42301346d4cac6,2,Comp1,production_tasks
tf:d0ec754c21444589848f5a50daefce2a,3,Comp3,production_tasks
tf:e115e4962c9e444f983cc052450e2f7d,4,Comp2,production_tasks
tf:ab0c28557be04dd4a899f46bac93baad,5,Comp1,production_tasks
tf:2d6265f0bcf444b5994e73a9b128c224,6,Comp1,production_tasks
tf:76ad2a697c254778b51ad4d8a4a2be9f,7,Comp3,production_tasks
tf:0135b544a5ff436c84dc118d2869affb,8,Comp3,production_tasks
tf:69f489de7b884e54951538787e6dcdb7,0,Comp3,production_tasks
tf:39059ccc767845fa91a9b1019aa295f8,1,Comp3,production_tasks
tf:4d408cadfbae462e88469109c7db6d1a,2,Comp2,production_tasks
tf:be882be6639c4e3baadb989b99d47cb2,3,Comp1,production_tasks
tf:01e2da59d7824c57b3b59ca338ccb9d4,4,Comp2,production_tasks
tf:2f249b1812e641e3872cb073f25a0e78,5,Comp1,production_tasks
tf:6bd71e12fe2b4762bef9d0781f023ad4,0,Comp3,production_tasks
tf:1f5d92391ff94cb29753b8b519c42798,1,Comp1,production_tasks
tf:00c55a51e1274e0ab6db5cae62b19e40,2,Comp3,production_tasks
tf:37c4e3711baa4f788f58bb6042a89f1c,3,Comp1,production_tasks
tf:5ccef2f7d15a4410b7e77c2afa6b5890,4,Comp2,production_tasks
tf:1368df5d9e4f4a95badc67aef6b8ff3d,0,Comp1,production_tasks
tf:4355bdb5b65a4031b9eca6b5ebc307cc,1,Comp2,production_tasks
tf:e8fd9dd286904b508763de26d2a00a04,2,Comp2,production_tasks
tf:c73b9e738caa484c81fd54d08e04bf84,3,Comp1,production_tasks
tf:10ab3c5650174470ad78057dd383e35b,4,Comp1,production_tasks
tf:4d67b400d81340e0aa4249498d62ad9d,5,Comp1,production_tasks
tf:74f73e250081426cab0b906909f5c880,6,Comp1,production_tasks
tf:b334d9ca8ee241c7a398472446903f09,7,Comp1,production_tasks
tf:2fb2f6273c584323a0d81c846729aec6,0,Comp1,production_tasks
tf:2125f44fcb384db193fbb328772e59c4,1,Comp2,production_tasks
tf:92b2270ac47345749233fa28d0100bb9,2,Comp2,production_tasks
tf:075e34b141e74b9ab7411ee78d601d96,3,Comp1,production_tasks
tf:d5744dad569e4b6a9ff97a1d8bd0d98b,4,Comp1,production_tasks
tf:163876c957ca4ec8821e8a18453c0f45,5,Comp1,production_tasks
tf:e8861154a52342e886f5e471d8e1c1a6,0,Comp2,production_tasks
tf:055f6bb90f4f4b6aa73e53e9bc669fc4,1,Comp1,production_tasks
tf:47b41a39874b439c87a2c8aff6a1ab7d,2,Comp3,production_tasks
tf:01c6616a8c864d1dba3f8561aec96d74,3,Comp1,production_tasks
tf:edf48fafb5b24ba2a8946434b934b0c1,4,Comp2,production_tasks
tf:eab402cdc67343e6aabf34ef57fd7686,5,Comp1,production_tasks
tf:3eceef51f0a5411faf7c82809e62e02f,6,Comp3,production_tasks
tf:3e85726c110e4674b7030f910af32fff,0,Comp3,production_tasks
tf:4fd03dd4c5784fd4a38f44eeea0625e8,1,Comp1,production_tasks
tf:94486b98d9b7423aab4a57b775f628f6,2,Comp1,production_tasks
tf:9ed22686f3894bc7bec784142002c893,3,Comp3,production_tasks
tf:780a424ceaf144f9973a08cd4dccebef,4,Comp2,production_tasks
tf:1838e768185d425eae9824b32dd8e0f5,0,Comp3,production_tasks
tf:c02ea2685b2b471a85161b936f045dad,1,Comp2,production_tasks
tf:b7ec78fac9dd4370a4628fd615b0d7a4,2,Comp2,production_tasks
tf:349d3a249d554d538eec688f309a6eca,3,Comp2,production_tasks
tf:81b40a6eb26f422a856bea16cf5b2323,4,Comp1,production_tasks
tf:c928eecfe8e447348dd6ebf3b1ee2146,5,Comp2,production_tasks
tf:28867bedc18f49a3a0706708e7e6cb96,6,Comp2,production_tasks
tf:595060eae19f4af98955f86175737344,7,Comp2,production_tasks
tf:cdb52ecab3f94848928cbac18f7c297d,0,Comp2,production_tasks
tf:cee0e5de31dc471294bcd1244653b124,1,Comp1,production_tasks
tf:9b4ec6bad1714cd8908c68481874c9c4,2,Comp2,production_tasks
tf:ccaabdf0950d4e27940b6f485092a411,3,Comp2,production_tasks
tf:d932e02849044af48d6f472a39806f78,4,Comp3,production_tasks
tf:8ef4215dc75e44d58579d6c2e5f0afa3,5,Comp1,production_tasks
tf:4e9bc3c3ca1144878ac17c630ccec776,6,Comp2,production_tasks
tf:357572f034a340258d5f2ee891b9da5f,7,Comp2,production_tasks
tf:abb3bcc523264c62b9fe4d3f909b361b,0,Comp1,production_tasks
tf:84347a88547140b480f466f2354db0af,1,Comp2,production_tasks
