function_id,device_id
fn:7e27a12468194c83b7f66216f14e15c3,dev:3a64f43a634245809af3d9962077552e
fn:222c9ba84e364ea6b327362df7260904,dev:4f75b13e510e4709b9048e6bf015f0a6
fn:222c9ba84e364ea6b327362df7260904,dev:8bdcf4b09bae4c5787ee5d6eaf34cad4
fn:222c9ba84e364ea6b327362df7260904,dev:ff0183ccd7ad4ec09740ae31d47d0df5
fn:f462da7b14a443dea0987291cd1205bd,dev:2bd57b034f904f5c943d6b919d747aa3
fn:f462da7b14a443dea0987291cd1205bd,dev:0340acf7f8844e2bae1ca023a99fac48
fn:e9597a00be2f47c4af8b42ac1840324f,dev:94a8347b4fb94770bacedc6c2744a1ea
fn:e9597a00be2f47c4af8b42ac1840324f,dev:74b22fd9044447deb12cae750d3864e3
fn:29e64e81928e4ce78528b654cf25bce0,dev:a0700abbf7314111a6d9a69af5a19559
fn:29e64e81928e4ce78528b654cf25bce0,dev:c883ea5ab2b04a03b39e5245efb6e1e8
fn:5dac4f15fdd44474a1f6f27a3d8b7115,dev:32da2c3fd2544300a731a2076d2a1a62
fn:7dbc35dbb251440b930f44e3e6ed4da0,dev:f3d3fe0ef46442fa83794abe92d18d6a
fn:7dbc35dbb251440b930f44e3e6ed4da0,dev:5916b024eb454b5faf0c4c5257d49963
fn:14ec16e0c5c643b5af5f1593d0a50970,dev:f00abe74e67e45eebeca753355fadd93
fn:14ec16e0c5c643b5af5f1593d0a50970,dev:07c73506c7e34e208ee34f97665c7b6b
fn:14ec16e0c5c643b5af5f1593d0a50970,dev:664b2c696f184b01b61aa60d50d2902e
fn:152c4c8d52c748ecabf4b72fc87e6611,dev:a1a43581e57f4df8a2bc5f1286119376
fn:152c4c8d52c748ecabf4b72fc87e6611,dev:a42d5508392440eea0924c0be839798c
fn:2af06769ca4742e38844558daf9b4e28,dev:5916b024eb454b5faf0c4c5257d49963
fn:2af06769ca4742e38844558daf9b4e28,dev:b45a17d0caf34cd59e4b44c6449e9aed
fn:8b428cd22dc04ebcbdd05087f58f62b2,dev:66db2877d4d441aa81c20d0a254cccff
fn:8b428cd22dc04ebcbdd05087f58f62b2,dev:a2e960d99b1c4c6e9580b2b32742256c
fn:a86ce0a4a1474c149f6c4961489c324c,dev:f14957f2efa6465282b89340249b8773
fn:a86ce0a4a1474c149f6c4961489c324c,dev:af7a4b5ac67d47d5865d96db9c1fcb3a
fn:a86ce0a4a1474c149f6c4961489c324c,dev:b497a368009d4138bd6b363b8f36cd82
fn:7304e1bfcf754874a4c88541effe41e3,dev:a2e960d99b1c4c6e9580b2b32742256c
fn:7304e1bfcf754874a4c88541effe41e3,dev:25b893688c1f48bfb346a4840bf504d6
fn:e542044781ae4bf5bf0814c25112f17c,dev:d30ca3f695ba47abae06e4c78eb57da8
fn:e542044781ae4bf5bf0814c25112f17c,dev:a4cec372bcde4b248f6f25f9cf924be9
fn:3d5db3e14cae4a6a986b208443a393b4,dev:ebe576617fd14778bb01859f72831001
fn:3d5db3e14cae4a6a986b208443a393b4,dev:a94444de18b64b288ec95f91e911f947
fn:d7226e6c168c401ab178a9e5435a3571,dev:23b4352e3fef45bfb00085b1904be6e5
fn:44eae0347f6945de8dfa1f86e6f73dc5,dev:3657618886d5498eab99ffecc1902a64
fn:44eae0347f6945de8dfa1f86e6f73dc5,dev:4ec26a1cf53844548cb928f217c72e71
fn:f09a20e13cc94dce94b842692b6bf74b,dev:bdc3a4d0881745e9bf2ee8644212fc9c
fn:a4dae632a90348bfa4096525fff75d71,dev:446e270e4b184f589806ae970572d564
fn:a4dae632a90348bfa4096525fff75d71,dev:df6ab286594346cb9a10268f7ba7db77
fn:e0786fc56d9c47c1a1331532c625d90b,dev:2218c7c3554f4b2787e45c107591a00a
fn:e0786fc56d9c47c1a1331532c625d90b,dev:8de5aa8a2fb740e8a91f2475b0fab692
fn:e0786fc56d9c47c1a1331532c625d90b,dev:28627f4d9b694718b72c92bf76e289f8
fn:7a091d0a6b1742e78fbcd60912947206,dev:5d0dd7e776674aa79dc782ca1955c3a8
fn:7a091d0a6b1742e78fbcd60912947206,dev:697c7fe3ca014908ba92b29fed497a05
fn:ac0be27bbf4f43bca30a0b4b6b2307df,dev:4ec26a1cf53844548cb928f217c72e71
fn:ac0be27bbf4f43bca30a0b4b6b2307df,dev:f32832cf8cf847b68c7b8641fc8eb5a7
fn:f8ddf6b7949a4799900c1eb2c336b358,dev:c101d2bc5f314056b4b867a0dc31d5a4
fn:f8ddf6b7949a4799900c1eb2c336b358,dev:cf28837563c64795a3f71dc0e3d4c660
fn:f8ddf6b7949a4799900c1eb2c336b358,dev:abf3556be91044529046e7d058149ec5
fn:0ebf0b6f2a284c99badb0b3720d06824,dev:2bad9b5cb03e4e40a65b8e097fb296c5
fn:ca281bac7cb94ac19b32bb07fa03571a,dev:4117f4d2c38142a19ce99156801b1622
fn:ca281bac7cb94ac19b32bb07fa03571a,dev:e78cd91d9d3e469dbd92f8dc897e9380
fn:ece03259195a4f72b37299bccdc5ddb6,dev:39a809e222de43849f897e2089c7374d
fn:ece03259195a4f72b37299bccdc5ddb6,dev:4117f4d2c38142a19ce99156801b1622
fn:38e9540d90844292b08f0482e7883e29,dev:0937a705de444372aca720ce0dca5169
fn:38e9540d90844292b08f0482e7883e29,dev:63b2b2e9050249c19b3308c51fda61e1
fn:6c565822c4164a4fa232d98b244d6f48,dev:ceb7bc61d96142a8a2cb1855cc67ac39
fn:6c565822c4164a4fa232d98b244d6f48,dev:074fdfffe03d4bbaa83370f1d4083f50
fn:d77ed3d61ad5449ea757f84fdee6ed3b,dev:ae6178516c5b4023bec7db539af9d803
fn:d77ed3d61ad5449ea757f84fdee6ed3b,dev:1d511059645c4b4bb1a65370e438c8a6
fn:7b3270d9e46944ac8a56e5431ab8251a,dev:d0efbb1751dc40ed93806a55cf3d4847
fn:434a4d6dde414e35885f92a79cd86171,dev:cebdcb6a3fec4be7be6bb48e2c5cba79
fn:434a4d6dde414e35885f92a79cd86171,dev:87227fbe06d74af0acd483d610644daf
fn:7be2f1b2ffca49a4b2c1047a04cf741e,dev:5e4aec1403924707b407d4d27ef96680
fn:7be2f1b2ffca49a4b2c1047a04cf741e,dev:def96067d74f450bb1b11bb20c9b5962
fn:7be2f1b2ffca49a4b2c1047a04cf741e,dev:c203f10652624dc9a1cc942820b78969
fn:8d9f6187f0c9416fa9925826afb3bc32,dev:0a44ee58b7e04c038ee1dbacf032cce7
fn:8d9f6187f0c9416fa9925826afb3bc32,dev:d0bc89c6d8eb47f4a15831134a59074a
fn:6d12f148ca924945a163dacea19eb897,dev:f713fc00113b47e9af4b532a7010c49a
fn:6d12f148ca924945a163dacea19eb897,dev:cebdcb6a3fec4be7be6bb48e2c5cba79
fn:c8a243b551874974a4a78a2ccd13640c,dev:2d545d057a3448d4967d0d31d112dc6f
fn:c8a243b551874974a4a78a2ccd13640c,dev:e183651f8f324a02a2f4af2da4b57e57
fn:a360fb3b2c0f4785b259d74bce189376,dev:f49a475d744244b29bbffca23863026a
fn:a360fb3b2c0f4785b259d74bce189376,dev:d1342e96296e467cbf42d446c2f884ee
fn:7838ee3f6ba249f28ac76673d72b9070,dev:a72dd03fc75b4dbcab3f02b1ba53bfae
fn:7838ee3f6ba249f28ac76673d72b9070,dev:2d545d057a3448d4967d0d31d112dc6f
fn:835eeb84f4f84fa5bc4d6e8476d27721,dev:57820b0149974fb88ac68d72ce8966a3
fn:835eeb84f4f84fa5bc4d6e8476d27721,dev:dd161a63329543b09144e59b70555239
fn:e9fbca278bbf4bdbb8cd87b22a9553a2,dev:a5a58087a5354d95ad34e3e548169d9c
fn:c04c4c3c211a47c8b404ec220ff187ed,dev:cde230399c2c492d83a9a46f21633821
fn:c04c4c3c211a47c8b404ec220ff187ed,dev:98c8492a4ea047b69f85c60d2afd7b3d
fn:c04c4c3c211a47c8b404ec220ff187ed,dev:accf569788f4480d92a1ca8edda438a5
