uid,duration,routing_id
tf:c45d552ad44748389756510d01f67168,4.0,ro:cc6ac70c40aa46d49df0b3e1aab4c27c
tf:13728d2c142d445b891c3edb32ee39f4,5.0,ro:f3ff0936bbbe44c5b2bba973ed8e0357
tf:bea9d28a20d047caa3a7e858471b33e8,5.0,ro:f3ff0936bbbe44c5b2bba973ed8e0357
tf:92eabcb9ce764e42a5f0a05136248daa,6.0,ro:f3ff0936bbbe44c5b2bba973ed8e0357
tf:4bb84a8234754d10bab2736a84bf206a,7.0,ro:f3ff0936bbbe44c5b2bba973ed8e0357
tf:f4304ab844a742edab1cdce09485e4f9,8.0,ro:f3ff0936bbbe44c5b2bba973ed8e0357
tf:b2fc10fdc1e749259de3835cb28c4c87,4.0,ro:f3ff0936bbbe44c5b2bba973ed8e0357
tf:1534f84f9e634563bf6c21dc0899945a,3.0,ro:f3ff0936bbbe44c5b2bba973ed8e0357
tf:51b5d83673504a9ba0094af9c0922238,8.0,ro:f3ff0936bbbe44c5b2bba973ed8e0357
tf:164f06dcaacb448e8cdfc6e744cf2f59,5.0,ro:f3ff0936bbbe44c5b2bba973ed8e0357
tf:e448a17743174f1fbfe7cc7b93d008bb,9.0,ro:6f0e8f2d941a453cae57f4dd9ca7e8ae
tf:ea6bb0a3d67d4fb194545547a4b3a89e,6.0,ro:6f0e8f2d941a453cae57f4dd9ca7e8ae
tf:7806496dc7274cf3a25949559732b8b7,6.0,ro:6f0e8f2d941a453cae57f4dd9ca7e8ae
tf:44daa9b2a69c4edfab780bbc7526084a,3.0,ro:6f0e8f2d941a453cae57f4dd9ca7e8ae
tf:791caacf6b2345f79025cc6afce0e91c,3.0,ro:6f0e8f2d941a453cae57f4dd9ca7e8ae
tf:5f46e2fe702b41debb49e7c9e7826bde,1.0,ro:6f0e8f2d941a453cae57f4dd9ca7e8ae
tf:e7e3ac6de95d478ca9533174f0c0b799,4.0,ro:bd292bf19e8e464f85f0660b9635426c
tf:b8f6c4086b764d97821072867fc95995,6.0,ro:bd292bf19e8e464f85f0660b9635426c
tf:d435df519f49433e8968a1d6022964ab,6.0,ro:bd292bf19e8e464f85f0660b9635426c
tf:d12eb2858c8c4a4c9d47c19edb52ab99,4.0,ro:bd292bf19e8e464f85f0660b9635426c
tf:6e659a86d284497eb26b0d74078f1629,2.0,ro:bd292bf19e8e464f85f0660b9635426c
tf:c2161af466d1497f8ce0a636623e90e8,3.0,ro:84769234ad1244fab18f5e1ac76af734
tf:44c78d74fe7e423eb828e0b551b8ef02,4.0,ro:84769234ad1244fab18f5e1ac76af734
tf:79d9909abb214b4b8ab3b3110e3d20d2,8.0,ro:84769234ad1244fab18f5e1ac76af734
tf:20e3b7d7f9d14230973d53f6a3d4d1ac,3.0,ro:84769234ad1244fab18f5e1ac76af734
tf:d1004ca8a25e47538b33c7f7a330acf7,7.0,ro:84769234ad1244fab18f5e1ac76af734
tf:9258b8216e1c4c96a962562a306cda7b,6.0,ro:84769234ad1244fab18f5e1ac76af734
tf:03ef08d8e58e4b848bc95e21a8782e33,9.0,ro:84769234ad1244fab18f5e1ac76af734
tf:aa25a25ab06d4a43b44ec5c472cdc094,2.0,ro:0e6b9161d5814f8795074bd153f916cc
tf:5f490c516089485eadf1179645ed34ef,8.0,ro:0e6b9161d5814f8795074bd153f916cc
tf:de3820353b3f4762b1667fe46fd5a13f,4.0,ro:0e6b9161d5814f8795074bd153f916cc
tf:b3b93bfd2efe481e9495ce3b55a7fed7,9.0,ro:0e6b9161d5814f8795074bd153f916cc
tf:9c29456d139e4d30b24b41912e76fb9e,6.0,ro:0e6b9161d5814f8795074bd153f916cc
tf:e9a5171669f2467380f3409a74fe6b96,3.0,ro:99f978d58c4d44e48ee0e0ecb7ce0df3
tf:5c64112e7cc141cc88446997db3f3e18,2.0,ro:99f978d58c4d44e48ee0e0ecb7ce0df3
tf:da9058679f9d44d6a651be8bc584d78c,3.0,ro:99f978d58c4d44e48ee0e0ecb7ce0df3
tf:40cb18b5558b483281a5eb670de1e429,4.0,ro:99f978d58c4d44e48ee0e0ecb7ce0df3
tf:064d03683ee244acbc3a6617eb7ad1c1,7.0,ro:99f978d58c4d44e48ee0e0ecb7ce0df3
tf:c5dad525a67146c595f7b3389ad1cbcb,1.0,ro:99f978d58c4d44e48ee0e0ecb7ce0df3
tf:541710913bf04742a7f52e5273d4607a,9.0,ro:99f978d58c4d44e48ee0e0ecb7ce0df3
tf:6eae2da53aca4c1a8f6148c3c9156f1a,4.0,ro:8ccbdc7ccf2c438d814eb7edf0d18780
tf:8599c9f1112643ecb3dcdc4ff7669068,1.0,ro:8ccbdc7ccf2c438d814eb7edf0d18780
tf:7e1cfb7816664a14a8a8d4c15d9b790d,2.0,ro:8ccbdc7ccf2c438d814eb7edf0d18780
tf:8947902401254d3284e45adf43259a4f,8.0,ro:8ccbdc7ccf2c438d814eb7edf0d18780
tf:aabe915680304afebd58ab45d8cf1106,3.0,ro:8ccbdc7ccf2c438d814eb7edf0d18780
tf:4236608333ad4564917acdd1b25c3cbe,5.0,ro:ccf2ab3e5e3d49409db8343a2f026164
tf:95af8e9dd7784bcebea8b84533c228d6,7.0,ro:ccf2ab3e5e3d49409db8343a2f026164
tf:b6a5918687b44dc7a3708a2b4ddf1ddf,6.0,ro:ccf2ab3e5e3d49409db8343a2f026164
tf:38b2b0f6dfdd4e51b785adfc4995b572,8.0,ro:ccf2ab3e5e3d49409db8343a2f026164
tf:f8e427c37fce49be9eca69b18b2144e9,2.0,ro:ccf2ab3e5e3d49409db8343a2f026164
tf:a397f6133c734b2eb0bb47f98ccedbb3,2.0,ro:ccf2ab3e5e3d49409db8343a2f026164
tf:c283d91273cc49f890178285de19421d,4.0,ro:ccf2ab3e5e3d49409db8343a2f026164
tf:c10355f1463842458e35538f08236d35,9.0,ro:e57d4f33200c49b8afb6e70b7ff776cf
tf:281c11474a52414fa450821328f1d020,8.0,ro:e57d4f33200c49b8afb6e70b7ff776cf
tf:4a3d9230082046138c44f36258db7802,4.0,ro:e57d4f33200c49b8afb6e70b7ff776cf
tf:2c6401d2c5e84d35b8f8a4790ed41ba0,8.0,ro:e57d4f33200c49b8afb6e70b7ff776cf
tf:5a9c9f73e12a4590965825eaa0852d34,7.0,ro:e57d4f33200c49b8afb6e70b7ff776cf
tf:3b621aaaffb444088b1d6ee3fbe76815,1.0,ro:e57d4f33200c49b8afb6e70b7ff776cf
tf:13e2f926f960483c9c21d051b61bd76b,1.0,ro:e57d4f33200c49b8afb6e70b7ff776cf
tf:7badec6b19be496cb4d75a23a4e0b6d2,4.0,ro:e57d4f33200c49b8afb6e70b7ff776cf
tf:bc2be846e70e446da837758d035fcc85,2.0,ro:e57d4f33200c49b8afb6e70b7ff776cf
tf:71512f2391b5452cba1324d21f44f3e5,3.0,ro:eae191c75375499993e85e05201c050f
tf:ce1b9c3298dc48b38db7d9b362b8ac46,8.0,ro:eae191c75375499993e85e05201c050f
tf:8364c28f4f49417d9ff25c1e35e8d4ce,8.0,ro:eae191c75375499993e85e05201c050f
tf:f68046f090804ab18293c6fd96fac1bb,9.0,ro:eae191c75375499993e85e05201c050f
tf:88f4fe571c2541cf949b3a639a99c849,7.0,ro:eae191c75375499993e85e05201c050f
tf:824b58d7974e479a8313ed7e099d0a90,3.0,ro:eae191c75375499993e85e05201c050f
tf:0f31ea339b2044aab97ef5210991e257,1.0,ro:eae191c75375499993e85e05201c050f
tf:9e8e2429b91b478abd5c2fd250eb0a20,1.0,ro:eae191c75375499993e85e05201c050f
tf:05ea2115d3e148e4ada527f694695435,9.0,ro:eae191c75375499993e85e05201c050f
tf:90dc65494e5446bd8e5ea52122f85d48,8.0,ro:6593a640f2f849308daf69dd23129a7d
tf:c87d41782b914e77829d765f98dfbd4a,8.0,ro:6593a640f2f849308daf69dd23129a7d
tf:94084c7e470a49f2bbc64a9efbb2376d,9.0,ro:6593a640f2f849308daf69dd23129a7d
tf:dbd1d6818fdc49c6b09b2a52acfed04b,4.0,ro:6593a640f2f849308daf69dd23129a7d
tf:f78829a3b6444cf98ab99dd283b761a7,9.0,ro:6593a640f2f849308daf69dd23129a7d
tf:8af482a098c84b27b9cb7d2541ab7897,8.0,ro:6593a640f2f849308daf69dd23129a7d
tf:381a6102f52544b288b94b01b51723cc,1.0,ro:6593a640f2f849308daf69dd23129a7d
tf:44506b0d09ca498eb78d12b934bc6506,9.0,ro:6593a640f2f849308daf69dd23129a7d
tf:681bee3b736243b88056058ee3d10c31,5.0,ro:6593a640f2f849308daf69dd23129a7d
tf:de0b922ca28449b6b26a9b0191f01e81,8.0,ro:493f95e036bf447081cc2981b7d6ff56
tf:8e9631c69d0e41d2b8bf8e4469c90188,8.0,ro:493f95e036bf447081cc2981b7d6ff56
tf:4312debb280e4ae5ababfea1c83eac2a,4.0,ro:493f95e036bf447081cc2981b7d6ff56
tf:bf52544901cf46abb4e546ace757db69,7.0,ro:493f95e036bf447081cc2981b7d6ff56
tf:c00d2c2745ac4733ae982e59b002a65a,7.0,ro:493f95e036bf447081cc2981b7d6ff56
tf:4de568463be8427a97595f7d8a55feda,5.0,ro:493f95e036bf447081cc2981b7d6ff56
tf:a88ec8808be047769c4b6e5adae5cb32,9.0,ro:493f95e036bf447081cc2981b7d6ff56
tf:a4f3462f9fbb43c399c7b5cfb44a5f93,5.0,ro:493f95e036bf447081cc2981b7d6ff56
tf:622031153a3f4a0eb6aa2d6beca544fd,7.0,ro:153059c3eb9a4071a6a90c86083d651b
tf:5d8d12f3073f4fa895dffb4dd3cb5a92,4.0,ro:153059c3eb9a4071a6a90c86083d651b
tf:0e6062f6b1cb47109e25bfef41fa70ce,8.0,ro:153059c3eb9a4071a6a90c86083d651b
tf:50bac1ebb33348efbc47a001cacd1792,1.0,ro:153059c3eb9a4071a6a90c86083d651b
tf:86de3faa99004c85968405e7e3b20b50,3.0,ro:153059c3eb9a4071a6a90c86083d651b
tf:67d9fc8e952c496e831950b85834c5a2,7.0,ro:153059c3eb9a4071a6a90c86083d651b
tf:45350f823f9e4f1f8c9127e4501245d1,9.0,ro:d671f57328c34935b3791b1a62b05e5e
tf:440e729886c64f0a997a82653bc0b43f,8.0,ro:d671f57328c34935b3791b1a62b05e5e
tf:8ae118ba0e1e485ea01bbe47fae4288e,8.0,ro:d671f57328c34935b3791b1a62b05e5e
tf:f685a5b9eb7f40cea36bad8ea5cd2c94,5.0,ro:d671f57328c34935b3791b1a62b05e5e
tf:9f80907d6f4c4b00b61ba80665724006,8.0,ro:d671f57328c34935b3791b1a62b05e5e
tf:fc397bb0ea9a4238a9f25fff9be887bc,1.0,ro:d671f57328c34935b3791b1a62b05e5e
tf:fea6e61b6faa4f28b92d6f2443b445e8,5.0,ro:d671f57328c34935b3791b1a62b05e5e
tf:a8c34e7a96fb4df6a65673c9e322262c,3.0,ro:da7a5c0374934d4bb30bf86c9b9d66fc
tf:1e47eefd9dd04fb584a7626f4bc3b604,4.0,ro:da7a5c0374934d4bb30bf86c9b9d66fc
tf:414d993f3b394b7ba594d2a6af9b74ff,1.0,ro:da7a5c0374934d4bb30bf86c9b9d66fc
tf:2686039192d34417bea6c515868b525e,8.0,ro:da7a5c0374934d4bb30bf86c9b9d66fc
tf:0576a9e6f5104fc18dd98b4b003561ca,8.0,ro:da7a5c0374934d4bb30bf86c9b9d66fc
tf:de420cf0c53a4454baa5f98ab58cf6ff,2.0,ro:da7a5c0374934d4bb30bf86c9b9d66fc
tf:2e1ca302ee4e4bcfb229ab7c5421475c,1.0,ro:167f0dda99014670a83431f95c82ab52
tf:2173a24d88f64a75822b0f43e8d11bbf,8.0,ro:167f0dda99014670a83431f95c82ab52
tf:a69d86ea154d42958eec43f6b208278e,1.0,ro:167f0dda99014670a83431f95c82ab52
tf:727548c264f94ba8ae42343191842e8f,7.0,ro:167f0dda99014670a83431f95c82ab52
tf:3cbcbbc8f7f6409683936ece7af093fd,6.0,ro:167f0dda99014670a83431f95c82ab52
tf:ba7f6319d8774b60ab460860c5eb7957,3.0,ro:167f0dda99014670a83431f95c82ab52
tf:007fa3fb5c004fa4ad8ea60522698630,8.0,ro:1993d8c636ab452e939ec717ee00818d
tf:0793e4da7b684f9b8e6b34a0ebd86320,4.0,ro:1993d8c636ab452e939ec717ee00818d
tf:22ee13cf63d646a18de7ac2f4467b800,4.0,ro:1993d8c636ab452e939ec717ee00818d
tf:5bc2df600251491ea49bfcf737829383,3.0,ro:1993d8c636ab452e939ec717ee00818d
tf:96a31d366ca94db6a091c5b10791e7a5,4.0,ro:1993d8c636ab452e939ec717ee00818d
tf:747877b1803149daa6f7e6d3d0a34db8,6.0,ro:1993d8c636ab452e939ec717ee00818d
tf:3c9b7068848a46b4b5497d0773e9aa98,1.0,ro:e30c8de3d4374d9b93c9009bfeeb1388
tf:84167b6807bd42a094ca9ef5dd827544,1.0,ro:e30c8de3d4374d9b93c9009bfeeb1388
tf:4b625b34666c4cdc80567af370135014,8.0,ro:e30c8de3d4374d9b93c9009bfeeb1388
tf:ddf059fbc5bf400aa025d5ff426a2efd,9.0,ro:e30c8de3d4374d9b93c9009bfeeb1388
tf:497cb40c910a44238e76d67642558c69,2.0,ro:e30c8de3d4374d9b93c9009bfeeb1388
tf:5aa3d48b53e7466697503f1a3385fdae,9.0,ro:e30c8de3d4374d9b93c9009bfeeb1388
tf:9bf469f97bbe48beab36d516c4517933,4.0,ro:e30c8de3d4374d9b93c9009bfeeb1388
tf:3519b70ec0b4439bbfce2cd3574ea0f3,7.0,ro:e30c8de3d4374d9b93c9009bfeeb1388
tf:87c1a2fbd705445a91ba66d1ee788bd8,7.0,ro:4f83bbe9e1e7474589e81e77584a010a
tf:0469c54420e547099e85ad6fb2c4c74c,1.0,ro:4f83bbe9e1e7474589e81e77584a010a
tf:fade47da87ad4c46b580c2e8cdd03cd4,2.0,ro:4f83bbe9e1e7474589e81e77584a010a
tf:ef06b3f8c4e64d82be2df7c88cf52ed7,4.0,ro:4f83bbe9e1e7474589e81e77584a010a
tf:7460f67c51b3474bbcb328ccf5d8a0f5,1.0,ro:4f83bbe9e1e7474589e81e77584a010a
tf:3d3a5d63da764ff5b3ea955a40cdd42b,3.0,ro:4f83bbe9e1e7474589e81e77584a010a
tf:f7a2a9ab81dc41b88e058079aa253443,2.0,ro:4f83bbe9e1e7474589e81e77584a010a
tf:3640073139344f4fa3514e1de11f20b7,7.0,ro:dc3d703b75aa40e1a997bd342dd15ade
tf:e19ae9a746c44644beb222775eda20ef,7.0,ro:dc3d703b75aa40e1a997bd342dd15ade
tf:f687df1c1dd14624b1c8512e0d1a0cf8,6.0,ro:dc3d703b75aa40e1a997bd342dd15ade
tf:90ad792e6f4d474b87b2d76c33dc37a0,7.0,ro:dc3d703b75aa40e1a997bd342dd15ade
tf:0a3a522aca1b404891b9d6bdc217b377,7.0,ro:dc3d703b75aa40e1a997bd342dd15ade
tf:ff92c541d92548998f74d70a3338e628,3.0,ro:5714df987ca44216bd6f59f5d0823002
tf:0b63a28e3fff4326b50292c8368f2cbc,2.0,ro:5714df987ca44216bd6f59f5d0823002
tf:d244d8b07a684cb890189293cac97a0b,3.0,ro:5714df987ca44216bd6f59f5d0823002
tf:387b66874572481a89c88695ce611714,1.0,ro:5714df987ca44216bd6f59f5d0823002
tf:fcbd27b98ff64635925c26a2eac7bf0e,7.0,ro:5714df987ca44216bd6f59f5d0823002
tf:da2983dbf26e4322afbfde37f3b25912,4.0,ro:db23c0d8723c4bc3a4f57f3506b1d4bd
tf:d35d1d2c4a8c4ea8956dfcf365c5283e,2.0,ro:db23c0d8723c4bc3a4f57f3506b1d4bd
tf:cb9c6e43d08e48bba8722575810afe28,5.0,ro:db23c0d8723c4bc3a4f57f3506b1d4bd
tf:65fee7891ae9417586774df1c9597d1f,7.0,ro:db23c0d8723c4bc3a4f57f3506b1d4bd
tf:0b9899c9a69d4a73ad94cc37f676ecb5,4.0,ro:db23c0d8723c4bc3a4f57f3506b1d4bd
tf:b90a01066a704529ad5074951352e87b,6.0,ro:db23c0d8723c4bc3a4f57f3506b1d4bd
tf:439c9d5e95da45019fba9d209cd83a3b,5.0,ro:db23c0d8723c4bc3a4f57f3506b1d4bd
tf:8f420a5360e24e3881cc6b30930c91f0,5.0,ro:db23c0d8723c4bc3a4f57f3506b1d4bd
tf:cc44c9fab0d941a686528018fff75a1e,2.0,ro:db23c0d8723c4bc3a4f57f3506b1d4bd
tf:b95aae6a040c473cb04ada04cfb30634,7.0,ro:5806698dddbd4efe88cdd14ee414ff84
tf:d4a90c47282744b7b5146ecf5c955b84,9.0,ro:5806698dddbd4efe88cdd14ee414ff84
tf:3c1cc762eced453ebfb35f340e4cc420,5.0,ro:5806698dddbd4efe88cdd14ee414ff84
tf:5bd176a77964424facc57dd8fe898199,6.0,ro:5806698dddbd4efe88cdd14ee414ff84
tf:d56ffc86f6834020949fb39f3cc1ccbd,2.0,ro:5806698dddbd4efe88cdd14ee414ff84
tf:06e2c273fa3e4c409ee4e8f5443329fe,9.0,ro:5806698dddbd4efe88cdd14ee414ff84
tf:1e2a0ee8e5e2415dba460572df3b6965,7.0,ro:5806698dddbd4efe88cdd14ee414ff84
tf:55f3239d36b84adb9477b2e3650926d2,4.0,ro:5806698dddbd4efe88cdd14ee414ff84
tf:a47d2ccb644f46568c82954614b46619,1.0,ro:5806698dddbd4efe88cdd14ee414ff84
tf:364b21934ede44e0ab0918e138a2b532,9.0,ro:d3c02bb4ac004d98b044da4dd07cfffd
tf:d85cab6ae04e44d784592dd4ee9d64c9,3.0,ro:d3c02bb4ac004d98b044da4dd07cfffd
tf:ebbcbaf54a2a473881e9323247c78a53,5.0,ro:d3c02bb4ac004d98b044da4dd07cfffd
tf:b3b5ff6835a1461ab0540924c79e3f43,1.0,ro:d3c02bb4ac004d98b044da4dd07cfffd
tf:28b1086a27e04ab7aa99182ac6dab3f4,1.0,ro:d3c02bb4ac004d98b044da4dd07cfffd
tf:7a51411227594617a2a0944e6664b3cf,2.0,ro:2cdbd67572ff4c5e99277ef3df378a98
tf:962b83b859554e5abf4bbf6c824dd318,3.0,ro:2cdbd67572ff4c5e99277ef3df378a98
tf:c7297679063349a3a0069d6ad198933f,9.0,ro:2cdbd67572ff4c5e99277ef3df378a98
tf:37a4b27be2eb4bacbb61c6f14a399f1b,5.0,ro:2cdbd67572ff4c5e99277ef3df378a98
tf:ac26d439b89e4a109cdc5e8867e2b6c1,6.0,ro:2cdbd67572ff4c5e99277ef3df378a98
tf:a1802ff2544d4418a4947daf94e243c1,3.0,ro:2cdbd67572ff4c5e99277ef3df378a98
tf:6ab06a2587af4d768079282494957de6,9.0,ro:2cdbd67572ff4c5e99277ef3df378a98
tf:f0b139821d444a7bbebf692614e4be2b,7.0,ro:2cdbd67572ff4c5e99277ef3df378a98
tf:51c861b745624236bb5c1a1392fa5321,3.0,ro:2cdbd67572ff4c5e99277ef3df378a98
tf:a9f61aaeb2964815add089a2da65e450,9.0,ro:a884092947154c70b53ee2840a39d9c3
tf:5ca63041987a479d8ce4857bdb035596,4.0,ro:a884092947154c70b53ee2840a39d9c3
tf:f4a07514cdbc44e489b585764c1990de,6.0,ro:a884092947154c70b53ee2840a39d9c3
tf:43bb81a2397849a18447ea245fc4f784,5.0,ro:a884092947154c70b53ee2840a39d9c3
tf:c14af91b8ace4e19926758f6346db3da,4.0,ro:a884092947154c70b53ee2840a39d9c3
tf:f36dffa0171549e88de2dc4ac8e32c70,3.0,ro:a884092947154c70b53ee2840a39d9c3
tf:4f48bac7a573405aa8f71048e19eed18,8.0,ro:a884092947154c70b53ee2840a39d9c3
tf:6fb51b4caf9b41518bd8ab865d32fd1a,4.0,ro:a884092947154c70b53ee2840a39d9c3
tf:036d729228ba4f03852ff9d6e533230c,3.0,ro:e728e817a35d4f628d3841ff4f6e50e5
tf:e902ca58556e43fa95fc38a7d8c1a081,1.0,ro:e728e817a35d4f628d3841ff4f6e50e5
tf:d18dc63fa4634716af4ebdb31c80aa90,6.0,ro:e728e817a35d4f628d3841ff4f6e50e5
tf:131c82b69c0e4e09a91107493f71a867,8.0,ro:e728e817a35d4f628d3841ff4f6e50e5
tf:32fad271496548aa8e13bf83d855fb67,8.0,ro:e728e817a35d4f628d3841ff4f6e50e5
tf:dd335b50cf894f2f8d80f492ff67754f,5.0,ro:e728e817a35d4f628d3841ff4f6e50e5
tf:e8323950833d47c791e3b4acefe89299,4.0,ro:0fa74a1d62884a91b13d53ecabe9d0c2
tf:5c4e067f31df417fb3bee73628377840,6.0,ro:0fa74a1d62884a91b13d53ecabe9d0c2
tf:ee8278d380b24ad7b32d9f5e15717a6e,7.0,ro:0fa74a1d62884a91b13d53ecabe9d0c2
tf:c1d6f28709a549b4967a23bf0b201013,1.0,ro:0fa74a1d62884a91b13d53ecabe9d0c2
tf:21e180eb0ae64d90bac5096c9be26a9d,4.0,ro:0fa74a1d62884a91b13d53ecabe9d0c2
tf:e2c1b5b80f224d3591506cd2a9ae30ab,2.0,ro:0fa74a1d62884a91b13d53ecabe9d0c2
tf:4e20f28d05374d25922aa1897456a2ae,9.0,ro:0fa74a1d62884a91b13d53ecabe9d0c2
tf:72f015fc64a146da9f83c81024e2351c,8.0,ro:0fa74a1d62884a91b13d53ecabe9d0c2
tf:4168d80304cc4924b99857e9556b380b,4.0,ro:0fa74a1d62884a91b13d53ecabe9d0c2
tf:8721023013a445609dce713be9a0dd1e,7.0,ro:83006e7a4b164e2d86829669cc0844ca
tf:c2371a26808c47aeb042f55c8faa41dc,2.0,ro:83006e7a4b164e2d86829669cc0844ca
tf:5f7b8f6036ff4d938e5ff7cce2789e2e,9.0,ro:83006e7a4b164e2d86829669cc0844ca
tf:e44dbcbbebb842b6b2bdb5937e018ad7,3.0,ro:83006e7a4b164e2d86829669cc0844ca
tf:c92d16a6502b42bfa70b429a4ef09be8,8.0,ro:83006e7a4b164e2d86829669cc0844ca
tf:96570c5dbb8e46d2aeacfd236418fe82,7.0,ro:83006e7a4b164e2d86829669cc0844ca
tf:e71c6b38f20f4407a84603cc95c2c002,5.0,ro:83006e7a4b164e2d86829669cc0844ca
tf:a2997e452509468180c86a517399e449,7.0,ro:83006e7a4b164e2d86829669cc0844ca
tf:2a3b2582031a43439e015790373cae96,1.0,ro:6c54beb71c6a4e94a05109e798dbf6a3
tf:8d2f852ede094826abd70b28731adad8,1.0,ro:6c54beb71c6a4e94a05109e798dbf6a3
tf:730b4223b56d4b769fcee4d99e723e6e,9.0,ro:6c54beb71c6a4e94a05109e798dbf6a3
tf:2b147b1c6d0447888a4510ad7acd3c8d,3.0,ro:6c54beb71c6a4e94a05109e798dbf6a3
tf:f4beaaed53c749208bdbbc6064e481e0,8.0,ro:6c54beb71c6a4e94a05109e798dbf6a3
tf:64513e0f3c8b4284b6faab04d624ab12,6.0,ro:6c54beb71c6a4e94a05109e798dbf6a3
tf:5f21eaec3a274cd3ad89eb9bcc4aec7a,2.0,ro:6c54beb71c6a4e94a05109e798dbf6a3
tf:361aec216833448887febead5ee07549,3.0,ro:6c54beb71c6a4e94a05109e798dbf6a3
tf:f0a9b6233474420b8375bd2194a86cfb,3.0,ro:925c87c9314a48fab290e678a5b98737
