uid,need_date,device_id
tm:3c29d815b1f64cc7bcb88d40c605b17b,1088.0,dev:2218c7c3554f4b2787e45c107591a00a
tm:4f41a82ae7d94e16a75f406b296e79e4,1093.0,dev:28627f4d9b694718b72c92bf76e289f8
tm:25f5df065de5422da31baab7ac5ce28f,1021.5,dev:697c7fe3ca014908ba92b29fed497a05
tm:79c45cfc103a4c18b5b4aa681587116e,1078.0,dev:4ec26a1cf53844548cb928f217c72e71
tm:36fb26f407ae4b29b70a8b27994d3890,1201.5,dev:2218c7c3554f4b2787e45c107591a00a
tm:fea2d56c27264524af518b3808f998bf,1206.5,dev:28627f4d9b694718b72c92bf76e289f8
tm:80c7cd8647104748811bc85dc5b99a23,1179.0,dev:4ec26a1cf53844548cb928f217c72e71
tm:0ccb6b094da149cc81560303faeb0ffd,1310.5,dev:28627f4d9b694718b72c92bf76e289f8
tm:77be01ede85d4737b17d2f81be9ecd52,1420.5,dev:2218c7c3554f4b2787e45c107591a00a
tm:d4beb353286c41baa8bf1bc9236e35c3,1425.5,dev:28627f4d9b694718b72c92bf76e289f8
tm:dd32cf034e1b4150a0a2ec5531001ecf,1187.0,dev:2218c7c3554f4b2787e45c107591a00a
tm:d5d31765a4104fe3978b30918e2673ce,1192.0,dev:28627f4d9b694718b72c92bf76e289f8
tm:b9480d495b1e493986e1722f62388362,996.5,dev:697c7fe3ca014908ba92b29fed497a05
tm:48d55c711835488a8da5446e4a10bf6b,1015.0,dev:4ec26a1cf53844548cb928f217c72e71
tm:96983caa81174d8699ce6b1a0460ca92,1157.0,dev:697c7fe3ca014908ba92b29fed497a05
tm:0666377bf54b49c28f72aaa53a96a4b6,1286.5,dev:4ec26a1cf53844548cb928f217c72e71
tm:e805b02a6a0b4497bb8c2c690d56b757,1446.5,dev:697c7fe3ca014908ba92b29fed497a05
tm:f99393d8cf1f4d4baa0e0edfad07e475,799.5,dev:c101d2bc5f314056b4b867a0dc31d5a4
tm:dd662b0e6f1e43bfa85409e4f8609950,791.5,dev:63b2b2e9050249c19b3308c51fda61e1
tm:91e60ddc7cb147359b7a05262b82768d,818.0,dev:4117f4d2c38142a19ce99156801b1622
tm:e5a75efdd23a4b9c88010bfd37d21742,888.5,dev:c101d2bc5f314056b4b867a0dc31d5a4
tm:23e00655556840dd833047c6ad512f00,889.5,dev:63b2b2e9050249c19b3308c51fda61e1
tm:03ec6c5a9da14ef093315eb6461baa74,936.0,dev:4117f4d2c38142a19ce99156801b1622
tm:228519a8863b41f1b960a63e04d4c102,984.5,dev:c101d2bc5f314056b4b867a0dc31d5a4
tm:4c9eba618ed846adbe9fdf8c0f673a72,987.5,dev:63b2b2e9050249c19b3308c51fda61e1
tm:620e22bc00fe4a07b1e7ceb2e4995788,1051.0,dev:4117f4d2c38142a19ce99156801b1622
tm:4afe9eca5f0048fa820ef618986dceaf,1073.0,dev:c101d2bc5f314056b4b867a0dc31d5a4
tm:ea0e5c9eee724789b44fcbfcf7d71012,1166.5,dev:c101d2bc5f314056b4b867a0dc31d5a4
tm:eeb4d1aa478e49219d9212f28210eacc,1251.5,dev:c101d2bc5f314056b4b867a0dc31d5a4
tm:be931043953a47e3baabc78ff2ec7ad9,1181.0,dev:c101d2bc5f314056b4b867a0dc31d5a4
tm:e61727f1355a43bca8b0989036978fee,975.0,dev:63b2b2e9050249c19b3308c51fda61e1
tm:1295f3e34b694ce7921b31a923199953,975.0,dev:4117f4d2c38142a19ce99156801b1622
tm:021dc5a45a8e49ac9fbbb0bdd9858a39,792.0,dev:c203f10652624dc9a1cc942820b78969
tm:d5e2218ddf99402f924da5b8c9604eee,817.0,dev:d0bc89c6d8eb47f4a15831134a59074a
tm:d52e45a6204d43deb07a71d59bca8e02,822.0,dev:1d511059645c4b4bb1a65370e438c8a6
tm:f0a5174526f84a1084381f8a6904c275,772.0,dev:cebdcb6a3fec4be7be6bb48e2c5cba79
tm:c75fe5648a624599b921ad2503bb7569,890.5,dev:c203f10652624dc9a1cc942820b78969
tm:c4da7c2922fa4a638c608260507ab581,929.0,dev:d0bc89c6d8eb47f4a15831134a59074a
tm:294b094290054056a3bb202d5adf1a8a,934.0,dev:1d511059645c4b4bb1a65370e438c8a6
tm:808c4a97e156467fa4c45d40545af453,873.0,dev:cebdcb6a3fec4be7be6bb48e2c5cba79
tm:a39c776e1cab48bc8f932d45bf13f53e,991.0,dev:c203f10652624dc9a1cc942820b78969
tm:4c83af9bd2c1403198e916cf0de9583b,1038.0,dev:1d511059645c4b4bb1a65370e438c8a6
tm:76e274980fc54f55a362ba0d23a78463,976.0,dev:cebdcb6a3fec4be7be6bb48e2c5cba79
tm:08dbd21e2286457eb281081e98756520,1094.5,dev:c203f10652624dc9a1cc942820b78969
tm:7ee7b939d12a4cda81ede1f3e5b6ee6e,1075.0,dev:cebdcb6a3fec4be7be6bb48e2c5cba79
tm:f5d6884c572b4b279c9daad6daa7ca6d,1199.0,dev:c203f10652624dc9a1cc942820b78969
tm:5eb80cf7df754f2d973876c88d58cc3e,1178.0,dev:cebdcb6a3fec4be7be6bb48e2c5cba79
tm:6e82f4a09cb34693a95047cb3244adf8,1297.5,dev:c203f10652624dc9a1cc942820b78969
tm:720308263f7041cebe2a78230d5184e5,1191.0,dev:c203f10652624dc9a1cc942820b78969
tm:a8bcde073d8e49bc85a1b6ea1aeccc65,1126.0,dev:d0bc89c6d8eb47f4a15831134a59074a
tm:8cbc05bcf16845528356f08e6aa082f6,1131.0,dev:1d511059645c4b4bb1a65370e438c8a6
tm:cae60878b0e94364b2b4300280b01493,1074.0,dev:cebdcb6a3fec4be7be6bb48e2c5cba79
tm:c2e7950442bc444195f33b0710162c2e,784.0,dev:accf569788f4480d92a1ca8edda438a5
tm:b81aa844948540c79ec5d60e8f7a5865,471.5,dev:dd161a63329543b09144e59b70555239
tm:1b9741d1423f4f9ba68b45a728d28fd4,476.5,dev:d1342e96296e467cbf42d446c2f884ee
tm:331266ee595d4d0e88a163c075f8750d,842.0,dev:2d545d057a3448d4967d0d31d112dc6f
tm:e6272fc4bbf449b69f6c84097964c212,876.5,dev:accf569788f4480d92a1ca8edda438a5
tm:839dba2926fb42e98797166339aef64c,579.0,dev:dd161a63329543b09144e59b70555239
tm:9586ebda49424d2899155758b36db10a,584.0,dev:d1342e96296e467cbf42d446c2f884ee
tm:d894df3be9a7405bbd89f8abebe28ad4,948.0,dev:2d545d057a3448d4967d0d31d112dc6f
tm:9be29277020947c593f3c0342359bd36,966.0,dev:accf569788f4480d92a1ca8edda438a5
tm:489721785a6e43678827d24ef692e58d,1054.0,dev:2d545d057a3448d4967d0d31d112dc6f
tm:bb5b8ca3fb5d47a5a5c641d7a79da169,1058.0,dev:accf569788f4480d92a1ca8edda438a5
tm:0129d22a50bc47b38448a1cd228ecb4d,1163.0,dev:2d545d057a3448d4967d0d31d112dc6f
tm:d976abd251134ef3b6febfe0550488eb,1150.5,dev:accf569788f4480d92a1ca8edda438a5
tm:a91f2aa62b5f45c5b68282cb93bc679b,1241.5,dev:accf569788f4480d92a1ca8edda438a5
tm:f932a77ae2dc4d2788f2a01baae0bb1a,1198.5,dev:accf569788f4480d92a1ca8edda438a5
tm:f1f5a19607d2492b8f064415a2b5e419,1084.0,dev:dd161a63329543b09144e59b70555239
tm:9768ff089a0e42bcb4b38dfb6c4eb92c,1089.0,dev:d1342e96296e467cbf42d446c2f884ee
tm:ef07d62f614a464394ad54ef7b7f66d6,1127.5,dev:2d545d057a3448d4967d0d31d112dc6f
