parent_id,child_id
fn:d2b44d9b2cf24fe98e12f2b7a619ae22,fn:bd5c09b0632d4abe88c48f5b3030155b
fn:d2b44d9b2cf24fe98e12f2b7a619ae22,fn:1b8c3ee0aa2f4ab2ab9c3f2ed8d564fa
fn:f8602cce01f641d3947bbfe019ad41af,fn:66d56a1100004bc5b5dcf246efca6c46
fn:f8602cce01f641d3947bbfe019ad41af,fn:695bb77dfc7c4ee49fecf43afdd9787d
fn:c3815e5d9a6848e3b4937acbb97839ab,fn:e4bc958fb8214d2f8c147065df057a9b
fn:c3815e5d9a6848e3b4937acbb97839ab,fn:29c2151136464174a0681231dc9776c9
fn:ec063768beb645f5b4013aa12b799268,fn:b98d976c00ed4d7d8226123c20ba99db
fn:ec063768beb645f5b4013aa12b799268,fn:cd9ff4be7ecb45239dcee6b892682ddf
fn:626a1220ec1a4a55a842932ef91a013c,fn:b496a0f819fc4f27b94af6d1d27b5ca7
fn:626a1220ec1a4a55a842932ef91a013c,fn:5ea9e7602fb8497a8123ae226efa067c
fn:ece1c1b20cc04ea3b55695c310c3701f,fn:285a9da6ee2340de9e1579f31c8cc9d6
fn:ece1c1b20cc04ea3b55695c310c3701f,fn:8e8174a5cc0840ca921d95980b1ab899
fn:39fa788e63ed4e93a35f88173f6f7e30,fn:97ecbf5436c74a6aa696445685dd1d41
fn:39fa788e63ed4e93a35f88173f6f7e30,fn:045c154b0d844498b6838945d8fcb2ba
fn:c669793ba8c64834b0c8273180f80f5d,fn:ca2b55bc5eee454299dbe2c4a96f1726
fn:c669793ba8c64834b0c8273180f80f5d,fn:f15ed4d8e61948d8ba20949970366080
fn:de294089d67e49a1b917301ab94eb4bf,fn:d55c8ba075104df4ae9d0461822ffea2
fn:de294089d67e49a1b917301ab94eb4bf,fn:6977049dd0e547da92727285ac429df3
fn:213d200efc354f0f87c64fca72099906,fn:b0a85ce300644f42b689c67cc4a39b7b
fn:213d200efc354f0f87c64fca72099906,fn:8bc083b8bc93455c93263e6fabceda60
fn:bb99bf39e73044e988af6dd3a2380cac,fn:0dc580b459f34d25bd5ed2196da95d76
fn:bb99bf39e73044e988af6dd3a2380cac,fn:dc339a0395b84626880666cd7a0ebc76
fn:7f3fba845dc545d9822fcd2e5c39f7b6,fn:44e7f5e060a44b99a9553d90cb975fbc
fn:7f3fba845dc545d9822fcd2e5c39f7b6,fn:c680d16a139c40b1b426cd97dde6766d
fn:da4f2e5be23e47dabe532a716a5061f4,fn:30a90c96d35840afa35769b0384e60a5
fn:da4f2e5be23e47dabe532a716a5061f4,fn:b247b8aecd6b4fe99a3e3084e96a0867
fn:80586ff7f2ad48bb99c4a80d2f4d48c4,fn:3bbe243297274ed292235bb736928450
fn:80586ff7f2ad48bb99c4a80d2f4d48c4,fn:1e72fae6d40d4f319a5efa4c0a47386b
fn:5a607304534a4ec5a9164482d0886dca,fn:be65cd758f51495da2a62f149b627169
fn:5a607304534a4ec5a9164482d0886dca,fn:367aa58978ed47cd92e448c35c895c69
fn:392c13c98c254aa0a15d39d2e35497b2,fn:22829b97ace94113bf0d966bdcd44bd9
fn:392c13c98c254aa0a15d39d2e35497b2,fn:2f382826555e4b47b2e09b42e9f4f5ed
fn:31231fec10ac4ccf9732c16f3703b60c,fn:fcdec815b68e4300a71a89e14b75148c
fn:31231fec10ac4ccf9732c16f3703b60c,fn:2bbb27ff564046718792a7b4067eaebb
fn:d44b0cf4048d41a1a1ef489c01d1f281,fn:d4e6190e1332429196f60e5663957221
fn:d44b0cf4048d41a1a1ef489c01d1f281,fn:cd3f95543a704152877b35e44d3a1913
fn:27d738f3d2ae4cb6b369a288af258c11,fn:cab4ce1ff0b543ffb0b632c3ae229348
fn:27d738f3d2ae4cb6b369a288af258c11,fn:6b91eec44aee4cc0b4c242725301e96f
fn:764cc51ea1cd427a8c19d851ad52db88,fn:d6542f170d1344f7b4b9dafccc7c3713
fn:764cc51ea1cd427a8c19d851ad52db88,fn:26daec70b0a24c6eb4f4d377dc672530
fn:5ba5d5ce9e7945f3bb635d897d62cf88,fn:e8b9c50619ac4ad89f798f90eb6a60f5
fn:5ba5d5ce9e7945f3bb635d897d62cf88,fn:2e22fd4cbbb442aaa64708aff5ee1b53
fn:8745e4239f2448dab0a48f05b6eb658e,fn:eda9016ae0bf4f1aacd5ccd47b23fc09
fn:8745e4239f2448dab0a48f05b6eb658e,fn:3f427307a82c4e0e85326247414b7789
fn:f494eb5b90764f878a8865452e2a1418,fn:1a1d13227cc440ed8193ad1e4d0b739e
fn:f494eb5b90764f878a8865452e2a1418,fn:098f3ef74a4142b990a1e4f6ed07da70
fn:400ec5f3903943a9ba4960b5f041b818,fn:713101ddec0043cd88daceda26ede82b
fn:400ec5f3903943a9ba4960b5f041b818,fn:f3c2c43ca9454ee1b1d398838b38a837
fn:c585042d765e49a4879c20fc7ea0b3bd,fn:7fc4368d5b5c422fa93a460e85f27bb0
fn:c585042d765e49a4879c20fc7ea0b3bd,fn:692bcecd9fd04fa19fab784dff1667fb
fn:69a081c4ce0940348993bdfb019f96e2,fn:80c3a7aadfb6468796de978dc08c84ef
fn:69a081c4ce0940348993bdfb019f96e2,fn:8843ee5abb4746c9b6d1eb652b7960f1
fn:9457cb8276e5498db27505ce52b1fd4f,fn:439d5eb5af13466a90837cdb4c278652
fn:9457cb8276e5498db27505ce52b1fd4f,fn:a09c805176fb4200bacfa994f3faf70f
fn:9d260a0924a9456898e962d70be25c81,fn:eb3e3f5294a8496c93a106560f96153c
fn:9d260a0924a9456898e962d70be25c81,fn:4ae6e2e9b6614dd8881817cdb11bb8c7
fn:1de39e7e7d8e4447a720e6bff561ba14,fn:1ea25e53ac9641f8b27eeb8c1c47790f
fn:1de39e7e7d8e4447a720e6bff561ba14,fn:6bd08bca1a0a4abd8a5db46792824e0c
fn:5b55932507a3453e9c18654d0638e430,fn:3601acbb353e48e1973579cc950306fc
fn:5b55932507a3453e9c18654d0638e430,fn:f230821eda264ee7b377bb7d33cd93f8
fn:4254ff52c6c3490f9a75076b30eeb7e4,fn:536d80757000423ab392c70d16e3d681
fn:4254ff52c6c3490f9a75076b30eeb7e4,fn:0d956ec6d2314e6581e9a654e59a7619
fn:f2e4d835984148f19f43045d1cda4d9a,fn:d81eedba8d5f41bea37bdfa6348bbbc0
fn:f2e4d835984148f19f43045d1cda4d9a,fn:e3023eef029f47029b440a14c1583c5c
fn:f56e8d53ef114170a1e489b781daa21d,fn:9347442f1013416392778e26a8aaa6f4
fn:f56e8d53ef114170a1e489b781daa21d,fn:ca2e93ffccf44fd1ba200bb219cebd75
fn:1c7e8ed3bfa34cddbcaed93994497c7b,fn:76b2f9e2c5ad4585b86cc32a88d00820
fn:1c7e8ed3bfa34cddbcaed93994497c7b,fn:28700e5190b247be81d5d7b805682402
fn:57f984ae4413490b8a1672b64cd1b05f,fn:9dff9f7cc33f45b795b1ac928c30fe27
fn:57f984ae4413490b8a1672b64cd1b05f,fn:cc0404ca375f4a02919c31ed08670a04
fn:a4fe6133a716419caae31f5112402282,fn:9613f25452f54034874457247713c2b4
fn:a4fe6133a716419caae31f5112402282,fn:bd38d456e6da409eac3c068cdc1a4dc4
fn:13f3d42f7fb34bd79564d375b08f7f81,fn:b34bf695e557409b8292ef8d0202bc02
fn:13f3d42f7fb34bd79564d375b08f7f81,fn:fbf74839ca6f44729f4cdbdb3a82d10b
fn:c12cada97e9445f697dc2eba55c1cfb7,fn:82021b40d52f43d19c35c6a5541f303b
fn:c12cada97e9445f697dc2eba55c1cfb7,fn:8ff99eba499a4b84b2ce87f032f635d4
fn:e399662c523f4e399db9ffc1152205f2,fn:7231efde0b9049dca8d8709d0ace0200
fn:e399662c523f4e399db9ffc1152205f2,fn:ec8afb00db794a9fae69077f994b531b
fn:28163b81e79f481596dd9378961525a4,fn:c2119a8b567f41c2b147df608fa18bf9
fn:28163b81e79f481596dd9378961525a4,fn:6a9f5cf71990424bb7c4db109a77c5ed
fn:0d576b12b29d4329ab952f3d32a1f05f,fn:bffb459ed26c483d8fb73172537e6c21
fn:0d576b12b29d4329ab952f3d32a1f05f,fn:afe88fd0609f4a89badbdea735ef7807
fn:fae3762cb5224109ac204466bd95697d,fn:d73593e4154e4e9d82aa3214859cb31a
fn:fae3762cb5224109ac204466bd95697d,fn:c8fa4362f6db4825ae49c3b3b0ba432d
fn:3608de38216441a7a6e31dc9daafe22d,fn:791b27b120b0459fa028a0c5055c031d
fn:3608de38216441a7a6e31dc9daafe22d,fn:3e199af78e5f495fb10a4b09d4e64d24
fn:66d037693fed4111bdb91f4d3e32c35e,fn:bdae2c9a37eb46f6811f11f5e5b73d4a
fn:66d037693fed4111bdb91f4d3e32c35e,fn:9d4c6b9da21a41d7857fdcd4edb52db9
fn:3c251209123a47cab2ffc15c73c8b833,fn:af6564a392624eae84647cfe2a4390ca
fn:3c251209123a47cab2ffc15c73c8b833,fn:0bdeb674f5a9432d808b97b8c64c0f6f
fn:42614abaeaa248ff98b1d05e09714a02,fn:78af89bdc0e8463d84456fd5a75097c1
fn:42614abaeaa248ff98b1d05e09714a02,fn:47bdaee4fc514b2d872d160310b52d01
fn:cf1d3607fe954f13b0c3137646160b79,fn:327d80ac24ba4b738c238c59d3f7e58a
fn:cf1d3607fe954f13b0c3137646160b79,fn:9dbaebc68aeb47ac88b2d0ba01fbe650
fn:e2368c9210744e67a3f1f70eee0fa9be,fn:c5654424b7064f48bdafa9210c9cd3aa
fn:e2368c9210744e67a3f1f70eee0fa9be,fn:3e2c2308d3964c2daa0bc302f03ee130
fn:a22d0f58e36243ec9bde7ea79f44fc98,fn:196abcd013f947ce8b227ae7ec65e5d4
fn:a22d0f58e36243ec9bde7ea79f44fc98,fn:9bf0bd90250844d9a9239881542ef99a
fn:3459f7c83bb3411298acbed80befc2df,fn:cb4d05a13a88406e817b76f043c3679a
fn:3459f7c83bb3411298acbed80befc2df,fn:6e27a576ff0b4012a29f9c75fd8394ea
fn:7010fb5df97e4ceda3a509cc74b6a0ad,fn:11e7754cc32b489f9adb3e0f2d2b9088
fn:7010fb5df97e4ceda3a509cc74b6a0ad,fn:154ba6a6064d401ab7e5f945d052849d
fn:57d52828a1be460faf4cc61f876d6ba1,fn:0847ca6e6c304e8dbed4aaa8f4d078c0
fn:57d52828a1be460faf4cc61f876d6ba1,fn:1bdce79a189440ad83152236d6a7af50
fn:bbdcf72b9c8746369165c70bd611b876,fn:1d56f59c5a4a42b283069d8fa0307ea7
fn:bbdcf72b9c8746369165c70bd611b876,fn:12d8b7b212dc443bb37af6ed3433be03
fn:c6a30d4eeb87436b95d5a110fe90676f,fn:692c7069222c48bcaaaf30a6af23f4cd
fn:c6a30d4eeb87436b95d5a110fe90676f,fn:9001617eabe14d7f96ccaf14fc32f53e
fn:b52840fc9b13475fb41cb79b102a38ca,fn:24fd81a4336e417681389ef332297c01
fn:b52840fc9b13475fb41cb79b102a38ca,fn:065df54c01974b04bb4521be1a066c34
fn:ca08ec8089f64387bd4fe03f4e652a01,fn:3499e2024142469794aa7bcca4401942
fn:ca08ec8089f64387bd4fe03f4e652a01,fn:574ce00632fd43e99de3b4542b796e76
fn:bcbf6b658e294205b1e8f29202e49f21,fn:9b275ee9117c4ce9b0f6d4ca0825c1d7
fn:bcbf6b658e294205b1e8f29202e49f21,fn:b5a9c431f40e40559ac16069e5a44376
fn:dd3b07bcce064cd5b967d8328e23a50a,fn:f553b1f6bfc64c71950e526753c41bf9
fn:dd3b07bcce064cd5b967d8328e23a50a,fn:8407531b7f4e4be498a9b88f9be36a70
fn:44bd82be048a4c7c864854e5aa94e9c7,fn:86ac019932ef460f9c2a07f6e841c975
fn:44bd82be048a4c7c864854e5aa94e9c7,fn:b71ac4cc3e3748e0b39550415681c363
fn:16496e2201ae4fec9b12525f2169afd3,fn:82823d660db74f57ba87600dc8fbe263
fn:16496e2201ae4fec9b12525f2169afd3,fn:1d68444e83c24bd8bd16968d43f30cab
fn:b1fdf50d8ba44a15a4f9111cf545e4fc,fn:bff527cb70e64557b9aa8ee7c9980507
fn:b1fdf50d8ba44a15a4f9111cf545e4fc,fn:b8c76ffddbf94b01a0628651fc56fd6c
fn:f0a4df503f684a78bc620af97f5d5402,fn:0d161254bb984fbebe30d53979bc6dfa
fn:f0a4df503f684a78bc620af97f5d5402,fn:d87f89d8c6174db1b712825ff6bd0e21
fn:fafdb6c8d2eb4bdf9ad61625affd6850,fn:3a8d17776a9f479993b8ca84d7425ae6
fn:fafdb6c8d2eb4bdf9ad61625affd6850,fn:ec6ebddabcd64278b5766a0efad22eb8
fn:e68bca22f18b488e867534eb036fca25,fn:5997909e41394415a3d2e0cde08c7e14
fn:e68bca22f18b488e867534eb036fca25,fn:e6df7cd37ce644e2a61d2a386d3083cd
fn:7f96b2e2062e4e41b38fb5cdfdde77e4,fn:ef8dc1ce6ecf43bf97853c08eeef701d
fn:7f96b2e2062e4e41b38fb5cdfdde77e4,fn:efe6ee19de634a18b38033b93d4b568d
fn:2b9e2a89d5164da88ba378f112988ac5,fn:636d0f63b9604ffeadffcf8076bddccf
fn:2b9e2a89d5164da88ba378f112988ac5,fn:715965dd711f48a687abc13befbe7801
fn:28144fac9f3d41a5bd6767052895761a,fn:19461b36d0a74b3ab665d4933744def5
fn:28144fac9f3d41a5bd6767052895761a,fn:6ce9c27454df4f938d72c04389bbee8e
fn:2678f496354f495893ebfbeba75e1594,fn:386e521f5e4e4f05a23f7314fdbae819
fn:2678f496354f495893ebfbeba75e1594,fn:b37f3022008e4c75bf87e4f21cf6604d
fn:81715477d3974eb39adca09262111907,fn:65d2b953648f4100a5af30819b80da15
fn:81715477d3974eb39adca09262111907,fn:19725547b45f4e23ad800992fc5e56f5
fn:7ecdd46e4cca429a8a91e183594b737f,fn:8d7d86516de0440abff775200274511a
fn:7ecdd46e4cca429a8a91e183594b737f,fn:d49d8804aab542108ae8c1bf4cbd8c03
fn:7fbec86e873949f8bbad09f4c202a42f,fn:8bbe844a875c4e21bcd0f87429ef8d42
fn:7fbec86e873949f8bbad09f4c202a42f,fn:592ddc1311ea4feda11490cc8fc48ccb
fn:093e8980c3024abd85cd0e5eb9a4886f,fn:87a37a2382084f87b904bc4ea30f1d93
fn:093e8980c3024abd85cd0e5eb9a4886f,fn:7660c1ebb8fb40c2a61edd16960c1249
fn:2e6fc615015e41658b1a1e6dd77ca385,fn:b7b059cf54884d97930950bedb2afbf0
fn:2e6fc615015e41658b1a1e6dd77ca385,fn:433a6b793f9a4b5ea0356ff236ec6fe7
fn:bc7b474c63b54fc6b1c0b5cba19f146d,fn:20f9d36ef992461db0dc145c87dce673
fn:bc7b474c63b54fc6b1c0b5cba19f146d,fn:0d7569d84e654b839806c8daf8b796e2
fn:ead0a6a127164b35add56f28fccc5d8d,fn:a1caeafe4ad340a6b16ac2c9501dfae7
fn:ead0a6a127164b35add56f28fccc5d8d,fn:47b1d621943f460188eb36cb73f96121
fn:fe40d9eedfcd41b2b04f2278432ec2d6,fn:f1ccb35ac8a44af18971ecf0f6af7665
fn:fe40d9eedfcd41b2b04f2278432ec2d6,fn:93b81f09a96a46bab015938b35ca8cc8
fn:c955554d61134d12a94cac036cbcb164,fn:9f5372d4f95d440b9a8b00b3de4c1ba2
fn:c955554d61134d12a94cac036cbcb164,fn:c0befa1f11324e85a65ee1e79885ec4f
fn:24aa062fc11e497286526de7e801f8db,fn:fd36b6339bba49ae8ec060f01dc8e978
fn:24aa062fc11e497286526de7e801f8db,fn:3a9b40a3bcb549df8b52637f30979abf
fn:5835707d1d4d43eaae62b96592426076,fn:f0d6f98da52b4c24a7ba96fa804e1398
fn:5835707d1d4d43eaae62b96592426076,fn:33415236cf8343a9923934e1408eb610
fn:494cbbf807b54b8897da840cae33a6ee,fn:eb25d5f4c93b406d82290600c0e2c9b4
fn:494cbbf807b54b8897da840cae33a6ee,fn:2cee09b676744a4abf264703ac447dae
fn:c156275e394d486f8610a211a42dd424,fn:b7d6f8d4567e4362984992ca1e993652
fn:c156275e394d486f8610a211a42dd424,fn:4aa3ba8c6927473489d0c0961585fdcd
fn:fb267d8754e74a13890f7264ef315258,fn:2315d493641e4d1483a55c5a3476c88a
fn:fb267d8754e74a13890f7264ef315258,fn:6c4e10b527e8429cb04e907fe0a4a563
fn:37fd3d146c6b4011a1a45578fa79fe9d,fn:86fafddbaee64567a9cf711f18e07230
fn:37fd3d146c6b4011a1a45578fa79fe9d,fn:3bacc455604e4cc0a4be504cd748e058
fn:fd2fcbd8a0aa4d2f9d80f9b076e474c0,fn:a47a647d26ff4df889d502e304d5ea7b
fn:fd2fcbd8a0aa4d2f9d80f9b076e474c0,fn:a3d50f6db37e45c28f23cf105663d89a
fn:ac17860db4d94da6b27b1b3b2b9467b0,fn:3e44923ebc644fc58c4c74701cb81898
fn:ac17860db4d94da6b27b1b3b2b9467b0,fn:7083c8223a7545a79dffb4703e9be97c
fn:676cb1aea1884772adda574afb7efe78,fn:bbaf35c72d5243e183a31287b9342743
fn:676cb1aea1884772adda574afb7efe78,fn:5a109f9a4db340c5a5233095fc412e95
fn:6d77d4f05c1a4705a447bdf2421cf3db,fn:be5a74d7f3434d7fbfe4d30f2ef3ca9f
fn:6d77d4f05c1a4705a447bdf2421cf3db,fn:5fb6fbde7677478bb3c99e68f52ffc37
fn:c268091d2e5b4bb6a48412f93b50d670,fn:10119e12a93943ea8de359d803a8ccb1
fn:c268091d2e5b4bb6a48412f93b50d670,fn:004300a7d3d64edca2cfbcaf48a8143a
fn:2455228dae2d4f14828210dd8e15fad9,fn:613bf83fa8db40408fa484bb5f6560e8
fn:2455228dae2d4f14828210dd8e15fad9,fn:7b6d4eb7631c40b1aba7f379839ed9b3
fn:331b7ee534a74adc92546caa6e537010,fn:0859af01fac44cf4b9a5d7a84c3e2182
fn:331b7ee534a74adc92546caa6e537010,fn:97a81c0180d142838cf9c0edf05a8441
