uid,need_date,device_id
tm:19cb9c206a3a4ad2bf1ace9e3fb20057,1,dev:61e4c4b16dab45018998a42fd662c27e
tm:19ce3e871a924c7d8f7c7513c6ac4bb9,5,dev:3fe8bcb5933b4557ab55d56183b6bb6a
tm:19e8241fd6274351a5f90772b7b62c58,7,dev:88924c92fcb74544916d99ca24f1bf19
tm:19f7043eadd74800ae56b0cbf7578fa5,8,dev:d83f17f8677749de8fa57045f22d7fdd
tm:1a164be94c7e4073867cc40c2d3d9582,2,dev:e501ad1714354da68218758ef255d51c
tm:1aa05437012c4f1dbd43373d05f182df,5,dev:4f92fd32b35e465ab8bf996221f63aa3
tm:1aa6549cc5ac49159d37cedd91fb9942,7,dev:c349a5008b4a4c939f9cc85a1a7f399f
tm:1ae0c88983e54fa68a3cff3eb1026529,10,dev:aef9fc43fa544ce3a304b37a9fa1adf4
tm:1b314fc4389e4277b8f7d13d3166cbaf,5,dev:6fabd6aa6e9348fa8172212d1daa4bed
tm:1b4e271814f44afabe300f2d472979cb,5,dev:8f84d3ab731f4c908d1d030965e2b817
tm:1b79e670262b47439f503de2516eddc7,12,dev:0082cd80aa354fa29fb7eea59e6160cd
tm:1b8c38a91529499a84e3489568cd95a9,7,dev:69416adc39b147adbd01a37c19278f1c
tm:1ba99da73e6e4a108e57cc4d57e976e0,7,dev:b1be536acc684ae9ba680547cda29777
tm:1bb5425bedbd43b0880c3cbb589f8050,5,dev:037c886254454b1b9d084bc4f1aa5f29
tm:1c33e85d4f8a479e85bcd6ccb710fa33,39,dev:62da80f4fa024f4d8f583346c96c45e9
tm:1c9bc88ebda147b7aeeed8cb63227c61,14,dev:9a0214b442c948f49b70c66947d2e3e3
tm:1ca0358026ba4d4ba333e7dfbf70f8eb,6,dev:cb45e94f66d348dba21c19332ece9f4f
tm:1d11ccd01e714fef966daf27f06a2567,5,dev:326c7baca9084f2f988e55673e2ff836
tm:1d3d5605ae824ede8bcc4b9d1d306b6e,8,dev:a16589021a2043268c354d7f8fca2ae2
tm:1d45306067d248e493b5a9004a0526b1,15,dev:3dbde55eac5e41e6a05d5be8981920ed
tm:1d64d5caaf904903aa1cb97db479c4f8,5,dev:0edef316934b4c649c02ee04b8eab220
tm:1d9754c7517c4bc993dfa0c9b4c08802,5,dev:f1904e655c5c4f328ee2013cfef22e1c
tm:1db5dd0eb8d9458899bbfea4a34a3e52,5,dev:01df8f4e69974accb22fad2ea18ff805
tm:1e7b47c5abb34c6382a96f1549c3ca3d,6,dev:69fa37105398485bbbc89f9a07e29d03
tm:1ed165a39ad94e24aa4697b048ab1fd8,5,dev:097c24c129f84a0fbc599dd178e65c3f
tm:1edffc89149a49d68d834330271ccb82,5,dev:d8e13780a10f496f996a85858208cf35
tm:1f01cdcaece846019062ec9946a28e7f,5,dev:fb0a88f6c805407d890427a869cbea79
tm:1f47fe840a6c4bce91c6507a994b51ab,5,dev:c721bdd41e624803b964d2fd8e5fcf4b
tm:1f4c90e8a2834b328170b5ecb7c94a3c,3,dev:21915fbd31b8438f94717c2555751e5e
tm:1f50bf79b7684353bbcf2ada326ef38f,5,dev:419e2782ed254b3b82d46ded449d4860
tm:1f7b2120c70344598b653d8999f2fb2d,14,dev:6ce991bdce2841f89eaa9dd2d7366dd9
tm:1f8cb0aa77634a61a0c1775a5fe78ed7,9,dev:ad7ff3fb82654377b32857035cd746c3
tm:1fca4bef46f54028a2bcec40cb6ec563,5,dev:6b057dd45da04c2d8f0ee763000bd54a
tm:2004b6ee05944224981fb09c8306aaeb,9,dev:fa9565745a934f769fcc0a583f2db4ff
tm:20489728f57d4de5b99b0d47c44d9ca8,5,dev:4a398c4c970a49298c7d01598e583243
tm:207865a3d16a4593912e01ffeb1ad00e,5,dev:20ed52f2a8424abfbaefe1c4961604bf
tm:208fa14664e344e38902649fe95f420c,5,dev:2089b197f1334d86a0b5530bd579a76d
tm:20c467a08a884b10b4e15d78df694232,10,dev:acc8b97d9e08444f9500e2809bd368d7
tm:20cb604400ad48caaaa8dd451365c0e2,2,dev:d5e37bc65999408c968002eb95f76e52
tm:20db007d33994c1fb7e2a621dda0cec2,5,dev:fa1cbcdac5fd4d3ea4564d356bdf55f1
tm:20f18a1463324a84a71143cff8f2a934,12,dev:f4803ec1e9ff4359a4bbc4371657c3ed
tm:20fc0544965d47ccb616d5dbdbb5ba0c,9,dev:b1e69a8cef844f019e9dc6603ace9caa
tm:2112f5e520c74d42b600284ce6597e72,13,dev:d6dc42c2009e4038ac55a6d06e13c403
tm:216628de362348a2a5054b82ecd0f48b,5,dev:c15d5d21475642169d84216ccc076829
tm:21770bc1b81743be85805927385a00ad,14,dev:abcdbe7fbfce47b48926f0e30782d860
tm:21827be4201845ecbf292b790408e8c9,9,dev:b1e69a8cef844f019e9dc6603ace9caa
tm:2192935fca9347239a63bbc9b57dcfd7,5,dev:58bd450bd930407cb81c63d7a0eac835
tm:21d4a8ad876144a7a887869a3633864b,5,dev:db603de9a279467cb36ca9c6a4291b0d
tm:22280d5609d84d7c8c5a66eda41f5364,8,dev:af46a26a44a3428f8cfdc7381968d9fb
tm:226ceafe490d4d5297bc80e78e5d0b09,5,dev:61788120876c4a89885436a1710c8eed
tm:2274b7aac7be401882935347e75361d9,15,dev:560639bced9d47f78e90aac22ff94c49
tm:22928ca5835d463b992c8623a35b823d,5,dev:31817dc4ee2245d9ab54a424ba1f33dc
tm:22fbc8081ed543f7930e842b87f0acb4,5,dev:a655d49915bb46ad9019b570cf9bf23b
tm:23127d89cb334c1698eda65facd3f089,5,dev:59eeff046a3a47498efb4dec8edae05e
tm:233a1914be85457491d46e0fbb17f5a9,9,dev:0b8d378337bb475f91affa769bac0a10
tm:23463ae9d96f469bbe462db94d5951de,5,dev:8219e99985d14a92aa721405c6bcd10c
tm:2383aa20b7c14c0e9a5d27e87b61cc52,5,dev:3af2cd52eb9044aaacfc7c0fada06217
tm:23e037df12c548379477bf916310c8cf,5,dev:8ca606c55c27433190afb77e83d9ae01
tm:23f61ab2b1ce462d9b2213fffac80387,2,dev:c9cfa0bd22134b32b5e5c64401455fdc
tm:240fb7545de64f09a5696da8696e77d2,12,dev:789cb3f4d475423d829b8e017ea87a55
tm:24728e1ba4f6475eb0c704f542df93b1,3,dev:072fadd0cf0d4019af29f3080d9a2e88
tm:248a2705b64a4679a778de3d13c28793,5,dev:7341a0d9064b4291a0ee786ed4d8dbd8
tm:24d41f6bacfa4828810a815c56d23fed,5,dev:687374f2f33742e1a20bdafb0da418ac
tm:24d854f7d61641f89687946810345c91,5,dev:1383d2bf20164f2b844f7b08509a6d6c
tm:24da995aba90434d8f48fa3f42224df8,11,dev:326886d27a31486085f54deee9d68b5f
tm:24fbd20b41df4b8092fdaa3cb17f23b8,5,dev:1540a20c0ee244118a9806a26179a42b
tm:2509a2ce02144bf1a888a1841c95af5b,5,dev:4cec26fa65ae4b358fded8c6d88529a6
tm:25129cc42f4f42c392c56c497c8c552d,5,dev:69fa37105398485bbbc89f9a07e29d03
tm:25893e825e0a4f23b9f7c395003e4a80,5,dev:ff85c8a14c71429a9aadf0ba1b356c23
tm:2614cbd23be242e7ad42b532907f063d,5,dev:4cec26fa65ae4b358fded8c6d88529a6
tm:26212a8c74ad4cf1a0f234e3a32664bb,6,dev:a683f79b342a438386770b2ba4a2dfc2
tm:265e500b0d33415d92a6216c5da029d1,15,dev:45cef536c96641c487c23c6bf475bdb9
tm:266848d04ae441628d4ee0d573642a67,5,dev:8f84d3ab731f4c908d1d030965e2b817
tm:26d0930e043e467aa1430aac2e36aef0,7,dev:35c3846a637d4da6b8013dfd3c965fdb
tm:26f0da2b660a46588bde52913527e334,5,dev:f67f7c7105be464ba00e43cca8122644
tm:274a812702c741489462e1a6a27a2549,5,dev:da38873194b34e79a84490e2fd033124
tm:276b56d2a21b4c21bd3ca6c8af6865aa,5,dev:9bc83279cee941daa4306866e685ea87
tm:278bba6ebc3c4dba8b6660055b7e2a23,5,dev:973f006cdd7c4192bae1ab70a9a20a76
tm:27a68e681b35485ab8634c1d9a16d1a3,5,dev:5ad67c70ab704c9ba6133257d153cbae
tm:2806a5b16fae44d3810c6230136d4068,5,dev:4bd2d8c008624e5492b9d1ca1f5a7430
tm:2852740aae6e423fa5959b218a66e04a,5,dev:8608af5acef44a8a8a9ef9523a41f3ad
tm:2888aa19213b432da7f6079679556e45,2,dev:b67a03611fb743c2bcc33e3ad3299b17
tm:28a6f167cc1a4156b8d9d3b651b63483,5,dev:60d131196f004428bf70c0a2ccfa87e3
tm:28e17ead830a44c5b22e3f0372442a45,9,dev:579644f21a484ef8bf14b9b8e35cf9a5
tm:29b1d035243f40fd9440257de9437670,5,dev:f8e109d8d1be45a2bf58bee425048875
tm:29bb99a5d50b45c28763062602487804,13,dev:1e36bb67091e48a78df004de3e10c844
tm:29e11e4a88ce4d6f976752bf5923517a,1,dev:a2f556a2965448c480bb71a44b147972
tm:29e6f522002144259a759284f38ca1bd,5,dev:19979bb0aac540c3aec53383557aa2da
tm:2a3efed96dfd411d9390159255a9a7e1,15,dev:6bf278ed8824486b919864849966538f
tm:2a45511f29c6400198ee05a8f0351918,8,dev:3b8ca221f70c465a8e699653c1535a46
tm:2a84da7e19a44a3983906f6aa7bbf9c1,5,dev:75c6b5b5c5f849c3b4289b168988fc7e
tm:2a8b35f83ac94ff0afd869a4889d6fa9,5,dev:db603de9a279467cb36ca9c6a4291b0d
tm:2a970c6e89324de89bc273e22cf21133,2,dev:4f06448071c6465bac87a4c44fd07aa7
tm:2b0f5bf8ff3a48c4aab7a9223e34e05f,5,dev:ff76bd5524e54df99d528e5b399b57c8
tm:2b1a225613b94f208abf135d884bec9e,5,dev:4cec26fa65ae4b358fded8c6d88529a6
tm:2b5ae722e84a481bb9b6177b51b882e1,5,dev:b9d114f97dd949a2a8f80584d23a5d83
tm:2b6839bf53ec46eb9b3a300e7bf3c18f,11,dev:11a8ff88e27b415abf75253eaf0c1f28
tm:2b6c868821514f8690f091c4a53f0406,5,dev:6a0f2297c1824fa2b24f9dcf84ccb79e
tm:2b9e5ab0ce6c4bef919bd5d13844880a,5,dev:ad1a91ed3daa454ead7e748bb1c1a5cf
tm:2ba4dc5b3a304f838ec9c03cb7ca483e,9,dev:e2c09c31126646a688b72b33b6fd2d57
tm:2bbbb193f95445eaa6cf1f9f9191c24a,12,dev:a28a1dc6bce84b68a35f9057969b3eff
tm:2bdbb8c2ea2d443e8aaacf3eda262482,3,dev:77f0b123b7c6495f8cc160d6bd8867a0
tm:2bf8179656a94412aee035822b35fc2f,11,dev:270b648fc0034445af603559aec604f0
tm:2bfc7262b8ca4b5b84a5530284dbe034,4,dev:84eff55cd24c4b29b79d24462cdd8df6
tm:2bff58c5d39843959cfdc014a6f9f859,5,dev:93e7009eb1024fe28a22e8f8866c3c93
tm:2c212d5a51134c828c2e38f562cf721a,5,dev:c0e9665be24545e6a8d45e7b38e4120d
tm:2c3edd5569994916b5d5374792420d77,13,dev:f48191ec20bd477aba24a615421b83a1
tm:2c40043699a84e8eaa3e7dfe4031408e,5,dev:dbafb70ff9224a14b86abf06d537c023
