uid,rule,problem_id
ma:3060af70894141b8b9873ba74ab94677,FIFO,pb:33cc8d5e68cd4fa3aa91c39e3c6d6d14
ma:310fb40fadb740e4a78d095133f421d5,FIFO,pb:9cca31dd55b347499aa60349a8c4793b
ma:31819f48f2804b11b4a7c21bb373250f,FIFO,pb:9cca31dd55b347499aa60349a8c4793b
ma:31ea57c06b614172bcd03e4528d539cc,FIFO,pb:3a433ba9ae01473f830c8c269fe92029
ma:322b794f23924c48a6d8913cbd260eda,FIFO,pb:185806bd2e7e4f0caf8d33460ad2c62b
ma:3344f138cd06416b8f7cc72afb5fa818,FIFO,pb:f3ba004856044e53a3692c75eb1cf69b
ma:3376fb36100d472ea772452782c32f1b,FIFO,pb:3a433ba9ae01473f830c8c269fe92029
ma:3384f76c39874afaada9f0e0fdbb4818,FIFO,pb:90f25203994641d39016e3cc20bc0a37
ma:3588da7de0c349d69373e0fdc23eba68,FIFO,pb:a654116c4b794d3e96d4562ad37fc4e5
ma:35bb8cfa3cc640c6852f81b4b80ef2d6,FIFO,pb:33cc8d5e68cd4fa3aa91c39e3c6d6d14
ma:36ed31a5d7b54b36857172cfa66ea2f3,FIFO,pb:3c9913b1d28a47cdb99766fa5c27d863
ma:36f3917344854af5ac4dadb9ce936ea1,FIFO,pb:b01f562a231e4b53af5c6b415288d18e
ma:383d0beb9f7b43d0b39d45bd0cf31208,FIFO,pb:ed3ea9608ca74bb69f2536898bd31427
ma:3842d803f74c4dcaa6648cfeccf53084,FIFO,pb:0bcaf28192774a0891c340e0e086b905
ma:38681e3a72a046eaa4e6ea2f4c46dd7f,FIFO,pb:78399d3059ff43c5be8cfd63e68d9bd7
ma:387bf0fb158645e0ac4bf0e547e97d24,FIFO,pb:f3ba004856044e53a3692c75eb1cf69b
ma:3886ee5f439e47a5ad1295a091bd6f54,FIFO,pb:bcfbfb3fa92d4604862a0da3da7638e0
ma:38c7a5a3ca9f469bbd087db0b916c6d3,FIFO,pb:a654116c4b794d3e96d4562ad37fc4e5
ma:394a708710cc43d79029dcffd351b42f,FIFO,pb:33cc8d5e68cd4fa3aa91c39e3c6d6d14
ma:39d70c8a1b0e4542bb0619453077025e,FIFO,pb:fddd52252d0640518b6894d8296375e8
ma:39df8293c15442f78160d7e229af8fab,FIFO,pb:5d63b1fb18344fb7a9c1ed18a4613a36
ma:39eb491fbeac4592af627016ca9a1a2c,FIFO,pb:3c9913b1d28a47cdb99766fa5c27d863
ma:3a30c495b8324558a324b9ce96afbcce,FIFO,pb:2ffc42249ea242a399b00763437eea4e
ma:3ae9be3293da4d43a2a59c4360e4893f,FIFO,pb:fddd52252d0640518b6894d8296375e8
ma:3bf0e46d61264c149b9afc145572f56f,FIFO,pb:9cca31dd55b347499aa60349a8c4793b
ma:3bf13d9143874f649a5614ecc82d7d59,FIFO,pb:176e6ec1a4d542d6a22fe3e8cfaac50f
ma:3c0662c13c9a4ed19cbd65e14a8f399e,FIFO,pb:f3ba004856044e53a3692c75eb1cf69b
ma:3c99a03c3b374c84bf62c2ad6dfdc6dd,FIFO,pb:bcfbfb3fa92d4604862a0da3da7638e0
ma:3d0453c5573c409e8a28fa07d48ed7b8,FIFO,pb:5d63b1fb18344fb7a9c1ed18a4613a36
ma:3d921b2da95d474b8f122cf7ad7291d7,FIFO,pb:90f25203994641d39016e3cc20bc0a37
ma:3e93a30e03f64845945d08a14236fb3e,FIFO,pb:b01f562a231e4b53af5c6b415288d18e
ma:3f28cf59ccc243a68a8b7cdc07c5bee1,FIFO,pb:2ffc42249ea242a399b00763437eea4e
ma:3f417b504f7b463a948bf48aa62ece85,FIFO,pb:8231682ab1e84ef588b516fe49089726
ma:40d52ab941614662abf02574a4513eab,FIFO,pb:61a6abe5f8f04cce941bc45cd304daf6
ma:41021b50904143c095b9b9e6d0ac4a1d,FIFO,pb:f3ba004856044e53a3692c75eb1cf69b
ma:4171c390269c4228b95ac23dbd851f23,FIFO,pb:8c3ac989ffc7440f9d08d7fdc24619ca
ma:42010d303fd941b8a4972040bf15bf49,FIFO,pb:5d63b1fb18344fb7a9c1ed18a4613a36
ma:44446d32b24b4caea79ccbd7841ebc7f,FIFO,pb:a654116c4b794d3e96d4562ad37fc4e5
ma:45c584cffa5542fea8b873bdaa388739,FIFO,pb:0a5a9dcce87e4e508b390d1c7aa93edf
ma:461eacd4b2d84340bdd4a607dffaf0df,FIFO,pb:2ffc42249ea242a399b00763437eea4e
ma:46955d6bbc6b412d90a4fc511fc917ef,FIFO,pb:33376eb0e3f14caa852f8df298d9ab61
ma:4781d312cc6e4b54840514ce91ac6639,FIFO,pb:97fbd93bdf6f4ad28800fbe1a84a87d6
ma:47ca4c7d94444660a50e22a9baa9ea11,FIFO,pb:78399d3059ff43c5be8cfd63e68d9bd7
ma:481bb798bf144caf9d51ce7ddc183624,FIFO,pb:47ce7c852cb34f7eba94705c5f213931
ma:481cfe97884e4125a1875cf1062fe2c1,FIFO,pb:5d63b1fb18344fb7a9c1ed18a4613a36
ma:48913faeb333486b83d1eff0e25fb266,FIFO,pb:cac21748a3964e1581d6959395f823dc
ma:48e6e7fdc6144a3a9bcf8f64f26543f4,FIFO,pb:4880a397240847a9801e5529c5615429
ma:49de06de1060420fb7dea59e1c162246,FIFO,pb:5c57c48685b042e98c02a7741a11c5e9
ma:49f6fa7ee37444ff94c1f2f987762886,FIFO,pb:714c1a89c04a47fdba55ba882caad568
ma:4a4a6961fda5460f93c042f0a2b93124,FIFO,pb:2ffc42249ea242a399b00763437eea4e
ma:4a94bec1a0804778bbc74e69c86b1b51,FIFO,pb:b01f562a231e4b53af5c6b415288d18e
ma:4ab96af1b8a24fd18d6872a8be1242d4,FIFO,pb:8231682ab1e84ef588b516fe49089726
ma:4ad2cafbb33148d98096cecd42b990b6,FIFO,pb:78399d3059ff43c5be8cfd63e68d9bd7
ma:4aea7e432dde4a7aae16a7c0d6550861,FIFO,pb:9cca31dd55b347499aa60349a8c4793b
ma:4aeda42d003a408e95e9605eee473c7c,FIFO,pb:0bcaf28192774a0891c340e0e086b905
ma:4aefbd91b1164dc48666d55595900658,FIFO,pb:11e12b004dba4446bc326ae424a8c416
ma:4b0f5171c7f6439381529c3f107fa489,FIFO,pb:bcfbfb3fa92d4604862a0da3da7638e0
ma:4b7d9f4d6e4d4be6bc2ba7f729993cc6,FIFO,pb:0bcaf28192774a0891c340e0e086b905
ma:4c282bc68e2a49319a7bea7925b6d14c,FIFO,pb:8231682ab1e84ef588b516fe49089726
ma:4c4e2754ce4846a69796033624c3218f,FIFO,pb:fddd52252d0640518b6894d8296375e8
ma:4ca216f494584c4cb0230895e5d8ea87,FIFO,pb:f08c58f6dce0415b8077905c30d2e664
ma:4d51c798ef974f41835f66837068deab,FIFO,pb:bbcb690333b44a109272c42532f4e08b
ma:4e542bfb9ffd487490f5cd21d339870c,FIFO,pb:b01f562a231e4b53af5c6b415288d18e
ma:4ebee26fa70d4013b1ed72e631fc9b65,FIFO,pb:fddd52252d0640518b6894d8296375e8
ma:4f1dc81690dc408fab056e1a1a6733bb,FIFO,pb:33cc8d5e68cd4fa3aa91c39e3c6d6d14
ma:4f63336a69ae467598d5f2d931f545aa,FIFO,pb:b01f562a231e4b53af5c6b415288d18e
ma:4f9749c67fee4625bac2b10a07f8c811,FIFO,pb:47ce7c852cb34f7eba94705c5f213931
ma:507eaebd2502459bbc1a7da9e3aa0ad0,FIFO,pb:8c3ac989ffc7440f9d08d7fdc24619ca
ma:50a388c303594028930eeeca57ee4425,FIFO,pb:61a6abe5f8f04cce941bc45cd304daf6
ma:51f3eec8c3254433aaeac4572e91e15e,FIFO,pb:013b6da1481b4160a1a6e5d27a80df8d
ma:5262dcc4fca04029ade4961f3b766bdd,FIFO,pb:0bcaf28192774a0891c340e0e086b905
ma:53e46c3f64b94541bc4548ab29b111f6,FIFO,pb:0bcaf28192774a0891c340e0e086b905
ma:5415d728e81f496db9da35015c949df4,FIFO,pb:fddd52252d0640518b6894d8296375e8
ma:54a63c64fd854f4e8802713ced45b81a,FIFO,pb:90f25203994641d39016e3cc20bc0a37
ma:550cf0d045cc4f2283224eea966b7026,FIFO,pb:bcfbfb3fa92d4604862a0da3da7638e0
ma:55574e98c48a4f57adf27601e6aa2442,FIFO,pb:33cc8d5e68cd4fa3aa91c39e3c6d6d14
ma:56e328059c2245c588c941d0b52f7638,FIFO,pb:8231682ab1e84ef588b516fe49089726
ma:577e4a0c402146a69eedceb03a9e91f4,FIFO,pb:97fbd93bdf6f4ad28800fbe1a84a87d6
ma:57ed84b80fac429d9859b845a26a962b,FIFO,pb:90f25203994641d39016e3cc20bc0a37
ma:57f98f690146419c92965c8e2d5183a5,FIFO,pb:47ce7c852cb34f7eba94705c5f213931
ma:5900c2e2e16d49f79a7c99d0d8bd0e8a,FIFO,pb:3c9913b1d28a47cdb99766fa5c27d863
ma:5a758e9ec60c4be7bbab72fc60a9a543,FIFO,pb:bcfbfb3fa92d4604862a0da3da7638e0
ma:5b1909a1342f4023bdd14f14c260ad82,FIFO,pb:47ce7c852cb34f7eba94705c5f213931
ma:5b23b5ee77f34cf996e9b611dc8b3a12,FIFO,pb:a67413b2f94a40d095ac97a7e6afcc2f
ma:5b569a3f68044b5fa41de471ec29093b,FIFO,pb:4880a397240847a9801e5529c5615429
ma:5ceb957edc5d454d83f843cdbd8049e6,FIFO,pb:5d63b1fb18344fb7a9c1ed18a4613a36
ma:5dff69f43803429881293ff1df98a4f5,FIFO,pb:bcfbfb3fa92d4604862a0da3da7638e0
ma:5dffe8a77d3f4838a55f07fdac261068,FIFO,pb:47ce7c852cb34f7eba94705c5f213931
ma:5e6fa82112594739895c73d8a33d6f7b,FIFO,pb:3a433ba9ae01473f830c8c269fe92029
ma:5e8375dd12f04032a536695e91a2cfe3,FIFO,pb:47ce7c852cb34f7eba94705c5f213931
ma:5e8523654d2c4f8eb9d838424e6f2c1c,FIFO,pb:714c1a89c04a47fdba55ba882caad568
ma:5f753a5f2a9346e3a59d707bf9652770,FIFO,pb:185806bd2e7e4f0caf8d33460ad2c62b
ma:5f7dd30119f5426f92b61d53c050425f,FIFO,pb:5c57c48685b042e98c02a7741a11c5e9
ma:60349cf3b3a640d3973a4811f724fb39,FIFO,pb:a654116c4b794d3e96d4562ad37fc4e5
ma:6085839ad50143d6b4a70b5f4d926c05,FIFO,pb:879e912d6e1f47f79e2771912e764a2a
ma:60e5442c41864c6992db490779248de7,FIFO,pb:8c3ac989ffc7440f9d08d7fdc24619ca
ma:616f614b5c7447bdb0265ef2e861e012,FIFO,pb:8c3ac989ffc7440f9d08d7fdc24619ca
ma:6176101e8d56498aadac8eb50ae72a6d,FIFO,pb:9cca31dd55b347499aa60349a8c4793b
ma:61de52728e994acd998e18a8c1dc4987,FIFO,pb:8c3ac989ffc7440f9d08d7fdc24619ca
ma:628dc5257bd24020a4e9725ba4436cf6,FIFO,pb:b01f562a231e4b53af5c6b415288d18e
ma:62968d3ef1e442148e3700e9a2372915,FIFO,pb:544137bf0cad46259c1774aa554b5000
ma:62b1b7589dd54f2699062fee58b3357d,FIFO,pb:07a7f0a289e24d6dac7839b7ec864bf4
ma:632460c1542541d3ab36a25fb3b37113,FIFO,pb:8c3ac989ffc7440f9d08d7fdc24619ca
ma:64bd26876d3e42af939c2f422c280132,FIFO,pb:33cc8d5e68cd4fa3aa91c39e3c6d6d14
ma:654211ac9e004f0ca25a03e23300a807,FIFO,pb:714c1a89c04a47fdba55ba882caad568
ma:6639ecf8cb7e4610927f25589aeafa63,FIFO,pb:b01f562a231e4b53af5c6b415288d18e
ma:6682bfda5b734be980e5a0bbacb24eec,FIFO,pb:78399d3059ff43c5be8cfd63e68d9bd7
ma:6689efd91a3e4de4a42bc425075f9fec,FIFO,pb:9cca31dd55b347499aa60349a8c4793b
ma:66e071620d744c45b38601efcff1f900,FIFO,pb:a654116c4b794d3e96d4562ad37fc4e5
ma:674de8d008b949d6b4e9b297e35fc119,FIFO,pb:013b6da1481b4160a1a6e5d27a80df8d
ma:67a561523ef04d58a033628f2384d56b,FIFO,pb:a654116c4b794d3e96d4562ad37fc4e5
ma:67b8187541854afaa95c448d6b2d3892,FIFO,pb:47ce7c852cb34f7eba94705c5f213931
ma:67c50035a11248169de812e1b752552a,FIFO,pb:3c9913b1d28a47cdb99766fa5c27d863
ma:68e43cedb0a5413980ff96e041a3e6a5,FIFO,pb:90f25203994641d39016e3cc20bc0a37
ma:6909dc0adf1e436a930cd0e69fd6acac,FIFO,pb:4880a397240847a9801e5529c5615429
ma:69b3dc71f83a4864859d71424bb7ad0f,FIFO,pb:78399d3059ff43c5be8cfd63e68d9bd7
ma:6a63988127a5414b8e5716b17355316a,FIFO,pb:11e12b004dba4446bc326ae424a8c416
ma:6aac64891d0544d2bcbbf780ef5d0667,FIFO,pb:5d63b1fb18344fb7a9c1ed18a4613a36
ma:6aaec835dbac484c9de594a284d49eb9,FIFO,pb:11e12b004dba4446bc326ae424a8c416
ma:6ad748b26a22429b83197f4c65c0a91d,FIFO,pb:3c9913b1d28a47cdb99766fa5c27d863
ma:6b9a83a33d8f4dfe8de2267f59647cb1,FIFO,pb:78399d3059ff43c5be8cfd63e68d9bd7
ma:6c230a3334cb484190a0580a974c4852,FIFO,pb:9cca31dd55b347499aa60349a8c4793b
ma:6d002ddafa0b46a09b2be3c73f4270ec,FIFO,pb:90f25203994641d39016e3cc20bc0a37
ma:6e1ac507d2fa4ff990430fea57c89218,FIFO,pb:4880a397240847a9801e5529c5615429
ma:6e67309e240f42609ba40c16b07e19f7,FIFO,pb:b01f562a231e4b53af5c6b415288d18e
ma:6ea30a65267149ea996cf8f015ce4217,FIFO,pb:b01f562a231e4b53af5c6b415288d18e
ma:6efc756abdd245c88ab439276428d0d3,FIFO,pb:f3ba004856044e53a3692c75eb1cf69b
ma:6f9a2538cf88428a91e754153fba5e7e,FIFO,pb:8231682ab1e84ef588b516fe49089726
ma:6fb4bf73116743e889dd558249cae8f5,FIFO,pb:6ea489e3761b48eb829b072e832720d1
ma:70cb609e510b46959aac35a267bf311e,FIFO,pb:3c9913b1d28a47cdb99766fa5c27d863
ma:70d541009a6f4306865d1f90f40afc05,FIFO,pb:4880a397240847a9801e5529c5615429
ma:710c63bbef9d47eda85f2b3342bc4af8,FIFO,pb:b01f562a231e4b53af5c6b415288d18e
ma:71412b489d3a41f9b597343069a45cd7,FIFO,pb:013b6da1481b4160a1a6e5d27a80df8d
ma:744ca19037374fbeac2990b74b1258d0,FIFO,pb:f08c58f6dce0415b8077905c30d2e664
ma:74c12af428ec43f6adb512fa4dd7c4fd,FIFO,pb:0881dff973a949e3a22fff6845768b30
ma:74faba6170554da5b466337b9be1ca49,FIFO,pb:2ffc42249ea242a399b00763437eea4e
ma:752eb72f7c6c4b80a21dfe5dce0728b3,FIFO,pb:78399d3059ff43c5be8cfd63e68d9bd7
ma:757fcb716b8b4aab8f9c043ec79c1279,FIFO,pb:5c57c48685b042e98c02a7741a11c5e9
ma:761d730fb52148c490c9f778a19955b5,FIFO,pb:5c57c48685b042e98c02a7741a11c5e9
ma:76fa311a91e94ffd9404112d7de4e08f,FIFO,pb:3a433ba9ae01473f830c8c269fe92029
ma:77c6949c2d3747ea8493c1cbd8fbbfd6,FIFO,pb:6ea489e3761b48eb829b072e832720d1
ma:77e9c4a5f1d64f6dbb04245b3b75eb1a,FIFO,pb:90f25203994641d39016e3cc20bc0a37
ma:7c03eea0562347f99f86aeb32da7f08e,FIFO,pb:0bcaf28192774a0891c340e0e086b905
ma:7c1a4a0282b041bf953262ad410d7145,FIFO,pb:2ffc42249ea242a399b00763437eea4e
ma:7ce360fed9f74966ad85b784c6f4e02e,FIFO,pb:90f25203994641d39016e3cc20bc0a37
ma:7d20d54d9cee4e0ba5381b66524a5a21,FIFO,pb:a654116c4b794d3e96d4562ad37fc4e5
ma:7d627d1d39e74e5fb095f5842d1028d1,FIFO,pb:8c3ac989ffc7440f9d08d7fdc24619ca
ma:7db3ddeb6a2546d5bbac1c2a79f7c981,FIFO,pb:9cca31dd55b347499aa60349a8c4793b
ma:7dc87375cc5243da8ab4a7b781f95998,FIFO,pb:bcfbfb3fa92d4604862a0da3da7638e0
ma:7dcd3dbdb67d45ba82bfff917faee582,FIFO,pb:a654116c4b794d3e96d4562ad37fc4e5
ma:7ebe5cff01174a65b8c80176842e64fd,FIFO,pb:cac21748a3964e1581d6959395f823dc
ma:7f8e924ffce845b18f53584899136042,FIFO,pb:33cc8d5e68cd4fa3aa91c39e3c6d6d14
ma:7fcb9017355e4f0ab2865bb0a4e04e01,FIFO,pb:f3ba004856044e53a3692c75eb1cf69b
ma:7ffdd2bdd2b047d5affdce43ef6c582e,FIFO,pb:0bcaf28192774a0891c340e0e086b905
ma:801c5b7b81094f9283f790597e7c88cd,FIFO,pb:33cc8d5e68cd4fa3aa91c39e3c6d6d14
ma:80c9cba4d91d4000930442d7a2e4594d,FIFO,pb:90f25203994641d39016e3cc20bc0a37
ma:825f9c20bec04fff828926796cb56bf7,FIFO,pb:5d63b1fb18344fb7a9c1ed18a4613a36
ma:83968e2c57ef42ed930387b788c661f3,FIFO,pb:b01f562a231e4b53af5c6b415288d18e
ma:83ddaa68c36945c6a8ae60764f15f431,FIFO,pb:f3ba004856044e53a3692c75eb1cf69b
ma:840d0f05f85544749433818d3dd6f910,FIFO,pb:9cca31dd55b347499aa60349a8c4793b
ma:8456ab1a4ec1495a9ac083c981ee4e43,FIFO,pb:a654116c4b794d3e96d4562ad37fc4e5
ma:8489e6cb0c51443b8d1312318e662e74,FIFO,pb:2ffc42249ea242a399b00763437eea4e
ma:8585388beb9e4cc3a87ba1cf81111ecc,FIFO,pb:0bcaf28192774a0891c340e0e086b905
ma:85a8720a2c84485da237ade5328cbbc3,FIFO,pb:0881dff973a949e3a22fff6845768b30
ma:85fdb36305764f47aa2ec296266a4844,FIFO,pb:6ea489e3761b48eb829b072e832720d1
ma:86483203c7764f0da4fba2bf5c686f97,FIFO,pb:4880a397240847a9801e5529c5615429
