task_id,exp_id,start_time,end_time,ressource_id
tf:006a16ac82714d229b3f5aa6e6726661,exp:aab21fb12a664260bc00e039f7567afb,125.0,130.0,ma:577e4a0c402146a69eedceb03a9e91f4
tf:006a16ac82714d229b3f5aa6e6726661,exp:ba9c9acfe4de4ac0aa835bc3e852f3e4,111.0,116.0,ma:f79c4c9bc6f34c43b6fe72b0f9fb00c4
tf:006a16ac82714d229b3f5aa6e6726661,exp:c9012b7f5a8041999682e1fcfdd1e0a4,111.0,116.0,ma:f79c4c9bc6f34c43b6fe72b0f9fb00c4
tf:006d574f83a6465e89509919f53fec38,exp:1ca1aa9f538c4f44a71101cd9f9a69d2,34.0,39.0,ma:3f28cf59ccc243a68a8b7cdc07c5bee1
tf:006f7b44f6bc49f589838b3fb3147003,exp:7853f2dfb3104526a44bede02225eef6,10.0,15.0,ma:db83d4377b0d4322bced030dd6e1bffd
tf:00702cc955a04bdb853c10ceceb39ca3,exp:337ec4273b8346228e7417c303fa4f02,111.0,116.0,ma:97f4b2b476ac4eb789045c8c3e5e3e29
tf:007aa625e5344579a00a7810500e96ee,exp:b560796a874448e884ae32ba97511736,125.0,130.0,ma:01da536ac62a4bb5b56d7e251f24c738
tf:00938655baaf428fa7dcd97389a9c7c2,exp:7f7f5ac6fcd9444aa35949b5ca44517f,20.0,25.0,ma:010c4632be0a44d3829a3d739c6330ff
tf:00938cf4e6ac4c15b578af1c7ef450f8,exp:75c3199de3214baf8b3507012d076e86,101.0,106.0,ma:744ca19037374fbeac2990b74b1258d0
tf:00938cf4e6ac4c15b578af1c7ef450f8,exp:c030a7616be44ed8983b31479754f91e,101.0,106.0,ma:744ca19037374fbeac2990b74b1258d0
tf:00938cf4e6ac4c15b578af1c7ef450f8,exp:d6c8dd151d0440c9aa41b9ecf3dfaac1,101.0,106.0,ma:744ca19037374fbeac2990b74b1258d0
tf:00938cf4e6ac4c15b578af1c7ef450f8,exp:e5dea09ede124ba080f6595c5987b6b3,106.0,111.0,ma:08fbed035ad741c6896f2fe1e1ca1a87
tf:00938cf4e6ac4c15b578af1c7ef450f8,exp:e6db491bda5f44989481f94990ddeb16,106.0,111.0,ma:08fbed035ad741c6896f2fe1e1ca1a87
tf:009594bb598e444d88c4621b200f8275,exp:fdca22bbf3d740098b3bccf0643db446,130.0,135.0,ma:e72379e4801842d3a1759846f3d30281
tf:009da236668243dfb0be9aba4b3d0085,exp:7853f2dfb3104526a44bede02225eef6,82.0,87.0,ma:da21a3a0679d45d9af6f1969940b50b3
tf:00a591aeaae34f4a87b6666c4e1d743c,exp:b560796a874448e884ae32ba97511736,87.0,92.0,ma:8d041d4a64c54d278dd858621f929f7c
tf:00a9c839d46a4078b30ea0eaebc41ead,exp:337ec4273b8346228e7417c303fa4f02,87.0,92.0,ma:710c63bbef9d47eda85f2b3342bc4af8
tf:00c52829e24f4a9a855ca703f297d0c6,exp:0bcab6bcf1b44d368fcb090ae918f1f5,87.0,92.0,ma:1357a0c6fdeb4628a32fc88fbfed3fba
tf:00c52829e24f4a9a855ca703f297d0c6,exp:6322fb6be9854c039e89074b00756485,87.0,92.0,ma:1357a0c6fdeb4628a32fc88fbfed3fba
tf:00c52829e24f4a9a855ca703f297d0c6,exp:6522fbf20cde45a587dfee63fabb6577,87.0,92.0,ma:1357a0c6fdeb4628a32fc88fbfed3fba
tf:00c52829e24f4a9a855ca703f297d0c6,exp:cea42cbb12164ef09dc7c30f1f3b5f42,101.0,106.0,ma:c61a97307478452b82c4dbd5a6c73436
tf:00c52829e24f4a9a855ca703f297d0c6,exp:e05a511c645f4b7f89903e86c7c4ac28,101.0,106.0,ma:c61a97307478452b82c4dbd5a6c73436
tf:00d1be940e4e4b98982a2be640542b5f,exp:06d082a7fdff425b835608373d5df23c,130.0,135.0,ma:c0dbb3cc9f6d499b9adac5a793d3eb7f
tf:00d1be940e4e4b98982a2be640542b5f,exp:45cbcfc158f14201a2707bef4b8828b3,106.0,111.0,ma:c0dbb3cc9f6d499b9adac5a793d3eb7f
tf:00d1be940e4e4b98982a2be640542b5f,exp:595eb0e4e1d649bb807352439ef320c3,106.0,111.0,ma:c0dbb3cc9f6d499b9adac5a793d3eb7f
tf:00d1be940e4e4b98982a2be640542b5f,exp:9a297e01eddb47d0af5fb86df850b507,106.0,111.0,ma:c0dbb3cc9f6d499b9adac5a793d3eb7f
tf:00d1be940e4e4b98982a2be640542b5f,exp:cff699db15be4598b9919c1b726f1c9e,130.0,135.0,ma:c0dbb3cc9f6d499b9adac5a793d3eb7f
tf:00d27dc562c147baac7ab8cf4344c6aa,exp:1b232730821f41bcb8da0dfd6f810891,10.0,15.0,ma:e44eeb9b21774becb3110638f2291793
tf:00d27dc562c147baac7ab8cf4344c6aa,exp:76131ab5d6ab4290b6dd13247ccd8061,10.0,15.0,ma:e44eeb9b21774becb3110638f2291793
tf:00d27dc562c147baac7ab8cf4344c6aa,exp:b64bd86a44af4a768c04976cf4857f0b,29.0,34.0,ma:e44eeb9b21774becb3110638f2291793
tf:00d27dc562c147baac7ab8cf4344c6aa,exp:e6b1a5a6b0e24a9383087e53a073531d,29.0,34.0,ma:e44eeb9b21774becb3110638f2291793
tf:00d27dc562c147baac7ab8cf4344c6aa,exp:f056c47cd3d44e8c8ec02b0d0c94a761,10.0,15.0,ma:e44eeb9b21774becb3110638f2291793
tf:00daf67129a14f64a0d2783f2eca94b5,exp:92b7e370534647378cc17a5b832b7137,106.0,111.0,ma:bde56ed559c64d6098692782ffa72947
tf:00debc8b77e54962aa6c433a1e1e7a60,exp:afc1a8de140f486cb13df5928e24cdaf,111.0,116.0,ma:5415d728e81f496db9da35015c949df4
tf:00e331ad22d34690b0f94240ee3780c1,exp:b32e25fe54c54945aac033722495d0fd,63.0,68.0,ma:a856586485874709a0fd17a316aa5080
tf:00ebb311789c48dd876f79b88c5a4623,exp:593ec4a7e94b41249bc79fc0cd985b35,63.0,68.0,ma:bb487cd579f2459ca10197d09c746cf5
tf:00ebf8f5242d46e291990eafc3b463e7,exp:30e191a47fe4423989e638285bf7ec61,106.0,111.0,ma:9d14566d6fc141e29a2cf188e1424353
tf:00ed7c9155de470ca35cf888e0b13902,exp:7853f2dfb3104526a44bede02225eef6,16.0,21.0,ma:fc2c341d91a84e6dbbfa163ecb0de9aa
tf:00f143b15b414eeea9b819b22201ac01,exp:593ec4a7e94b41249bc79fc0cd985b35,39.0,44.0,ma:de7d120ca22a496aa41ca0ddec32ce16
tf:00f15f592d0f424db2b56e2a5bc437a0,exp:1d5708601cf64577b1cf88d42cace205,63.0,68.0,ma:322b794f23924c48a6d8913cbd260eda
tf:00f15f592d0f424db2b56e2a5bc437a0,exp:33492d06e660466498122a4518efbc45,53.0,58.0,ma:322b794f23924c48a6d8913cbd260eda
tf:00f15f592d0f424db2b56e2a5bc437a0,exp:511128d809f74a0ea6134cbf3b9c99f2,58.0,63.0,ma:dfb753ea43b640c382245ee20ca60a8f
tf:00f15f592d0f424db2b56e2a5bc437a0,exp:c204fcd2d3904dc5a34f0fcda93172f7,63.0,68.0,ma:322b794f23924c48a6d8913cbd260eda
tf:00f15f592d0f424db2b56e2a5bc437a0,exp:cc097910932e447e8ee917f5ff04d9ee,58.0,63.0,ma:dfb753ea43b640c382245ee20ca60a8f
tf:00f1612b18bc43bf8d6200e72b729cb0,exp:a78e73355f3f415a86acdea754da0e2a,44.0,49.0,ma:4b0f5171c7f6439381529c3f107fa489
tf:00f196d2946743a28c9aa05a70674ecf,exp:d6804b786e004c928a897482bbae8b37,106.0,111.0,ma:2a9316081cd54408934e9d03950d11ba
tf:00f5b35aab6e4b6dbb2d35c069eb711b,exp:a78e73355f3f415a86acdea754da0e2a,53.0,58.0,ma:5a758e9ec60c4be7bbab72fc60a9a543
tf:00f68148b7334210a5b439982257ae94,exp:9dd4a1c7e2ef44db978c64d2ba7734d0,77.0,82.0,ma:f8ca61ace3d945358fc9744b8d21ee4c
tf:00fb2b2df6d743188ac77e93e2fbbc5e,exp:7d8c1849d8e74e8c9d75a29bb7e29989,34.0,39.0,ma:8e16b02aa18b4fa8a30dc9532c00bbbb
tf:00fc04108fda49df80c919a55cf2a7dc,exp:ae4bfed5b8684fa983699282a9b14413,15.0,20.0,ma:ae3778edcb8c454ea0863d90cca69a7f
tf:010a212bdca14d5fb15a0056caa33473,exp:b32e25fe54c54945aac033722495d0fd,101.0,106.0,ma:3384f76c39874afaada9f0e0fdbb4818
tf:010c3ee5a7ad4a5287ea32649b112037,exp:90113286f905407fbdcc49f06c9ee042,106.0,111.0,ma:12cb8e3fde7044309ce174c774d02057
tf:0120e5ed54644f8299085fe00cf10602,exp:1ca1aa9f538c4f44a71101cd9f9a69d2,77.0,82.0,ma:94d9bde4c9ce40b38a6454ebf517bbee
tf:01277124c0e74c69bd1dc40f2fada2ed,exp:90113286f905407fbdcc49f06c9ee042,101.0,106.0,ma:e823a922c7ec4a3a83a40133ea0e2cae
tf:012efe269470472ba202f23c149a132c,exp:d6804b786e004c928a897482bbae8b37,10.0,15.0,ma:825f9c20bec04fff828926796cb56bf7
tf:0133c4e136ed4c8f99e857f29648b597,exp:90113286f905407fbdcc49f06c9ee042,135.0,140.0,ma:5f7dd30119f5426f92b61d53c050425f
tf:013b99f5d2ea4081b3ef10f6db209cfb,exp:30e191a47fe4423989e638285bf7ec61,29.0,34.0,ma:0310fc93b6cd476fb9479bb482e6406e
tf:014222e0318b4ecfbddebdb20d3df795,exp:92b7e370534647378cc17a5b832b7137,16.0,21.0,ma:67b8187541854afaa95c448d6b2d3892
tf:0143cd3ab7de4ff790f2e48d179fef26,exp:92b7e370534647378cc17a5b832b7137,63.0,68.0,ma:4f9749c67fee4625bac2b10a07f8c811
tf:01457b7463984b4193f7ae22beb8ac05,exp:5249899eebfa48188aeaad1921ef85eb,53.0,58.0,ma:5b569a3f68044b5fa41de471ec29093b
tf:01502972419645c59dbde71534002166,exp:7853f2dfb3104526a44bede02225eef6,101.0,106.0,ma:fd838edc9308430280d28937903da79e
tf:0171043cfc214c30b972cec9d8fb441e,exp:90113286f905407fbdcc49f06c9ee042,58.0,63.0,ma:d6a8706e13d14e289e518bae0db91e52
tf:01741c3e074542a7981aa59b715f6258,exp:92b7e370534647378cc17a5b832b7137,87.0,92.0,ma:67b8187541854afaa95c448d6b2d3892
tf:0174ff8fdcb649d48ba5f358c0a708c5,exp:337ec4273b8346228e7417c303fa4f02,5.0,10.0,ma:ddba634fd3a847809f0bf76d190dea1b
tf:0182b487c6304235a70604d269d3cd31,exp:ae4bfed5b8684fa983699282a9b14413,82.0,87.0,ma:e96fd0f4da9e44a4a90543f4fd4c44d1
tf:0185acef84e346c19eb41315155ca2a6,exp:593ec4a7e94b41249bc79fc0cd985b35,135.0,140.0,ma:afb8f9dc6e5d4fc1baef4377102e15b3
tf:018acfed4b8a4d5ab2626013a5f47a82,exp:30e191a47fe4423989e638285bf7ec61,8.0,13.0,ma:70cb609e510b46959aac35a267bf311e
tf:018cf304fda24fc48ac890ad51dd193f,exp:9dd4a1c7e2ef44db978c64d2ba7734d0,125.0,130.0,ma:15855708e3ca4a7e9aba7040c6c43ceb
tf:01a2cb84ad6c4922ba04e6293a38ca7e,exp:5249899eebfa48188aeaad1921ef85eb,39.0,44.0,ma:48e6e7fdc6144a3a9bcf8f64f26543f4
tf:01b2248354a74141972653edc738391b,exp:afc1a8de140f486cb13df5928e24cdaf,53.0,58.0,ma:e3b7e3b0e40048e18f8bebac33083537
tf:01c00571753c4bd08d8254e1e140f64a,exp:1ca1aa9f538c4f44a71101cd9f9a69d2,53.0,58.0,ma:25f41bfa9d264e469c8f1a7ebbf78b3c
tf:01d7cfdddc004291a011f2eefbdb8a1a,exp:b32e25fe54c54945aac033722495d0fd,15.0,20.0,ma:bd6dac09532a478fa87cea0c0db080e8
tf:01e32413e52948ad83cf3927bf8cf139,exp:aa5f9c085e89488d9899d207a7be5a19,106.0,111.0,ma:c962b83549404c4f80db65b68af22b22
tf:01e32413e52948ad83cf3927bf8cf139,exp:abd15a718852488b957e5dac66b6e5fe,125.0,130.0,ma:654211ac9e004f0ca25a03e23300a807
tf:01e32413e52948ad83cf3927bf8cf139,exp:b6c1b09e03f54207ad0666b6b0a62e5b,106.0,111.0,ma:c962b83549404c4f80db65b68af22b22
tf:01e32413e52948ad83cf3927bf8cf139,exp:c0290c80940045aa8bc6710edb8d53ac,125.0,130.0,ma:654211ac9e004f0ca25a03e23300a807
tf:01e32413e52948ad83cf3927bf8cf139,exp:f90cba11e59144d4a9bd48cde0f6080b,106.0,111.0,ma:c962b83549404c4f80db65b68af22b22
tf:01ec77080c564bc3b72d314650cd02ad,exp:090d7bccee7c4e028d009368816ad729,101.0,106.0,ma:8d23a529df874adda122c441d825fbac
tf:01ec77080c564bc3b72d314650cd02ad,exp:518ee2856a2c4924af99c2a435e41540,140.0,145.0,ma:48913faeb333486b83d1eff0e25fb266
tf:01ec77080c564bc3b72d314650cd02ad,exp:bbdbbce8a852468193fb95836c8c601d,101.0,106.0,ma:8d23a529df874adda122c441d825fbac
tf:01ec77080c564bc3b72d314650cd02ad,exp:ca50f6955a3a4f598a285f1a829d3460,101.0,106.0,ma:8d23a529df874adda122c441d825fbac
tf:01ec77080c564bc3b72d314650cd02ad,exp:cebc2d827ce5476b867807bc9657a94d,140.0,145.0,ma:48913faeb333486b83d1eff0e25fb266
tf:01ee181a7c2048b59fdf39b5c66a27cd,exp:9dd4a1c7e2ef44db978c64d2ba7734d0,39.0,44.0,ma:12889d44c421470191b0caa0da93845b
tf:01efd09b33444fd99d6a6c4579a23dd0,exp:b560796a874448e884ae32ba97511736,10.0,15.0,ma:8d041d4a64c54d278dd858621f929f7c
tf:01fd3f918bb6408dae09add0bd30c444,exp:7853f2dfb3104526a44bede02225eef6,111.0,116.0,ma:c251326ed83445f98b6937bbee74f0c2
tf:0204ac04cd204a7ea7cdd7c57fe474b6,exp:b32e25fe54c54945aac033722495d0fd,44.0,49.0,ma:57ed84b80fac429d9859b845a26a962b
tf:020abaea09ef41eb8f42ca4576322c1f,exp:7853f2dfb3104526a44bede02225eef6,34.0,39.0,ma:3344f138cd06416b8f7cc72afb5fa818
tf:0213ae01c7c64b328636b6bc51ace13b,exp:ae4bfed5b8684fa983699282a9b14413,6.0,11.0,ma:20af1852e95843aa8a99d0b4ef83f245
tf:021b3001747d4f25b47a8c6aab6efc2a,exp:ba0b13b6a7f04263811d79df5cf185a0,125.0,130.0,ma:ab33f44fe7274c0fa9e1da6b34be21de
tf:021f4f01a0f34d5bb624db91844a5575,exp:5249899eebfa48188aeaad1921ef85eb,116.0,121.0,ma:90044335b6a74f95876f6431ce8542e1
tf:0222508d180744c2b71cf96bbba20ae1,exp:fdca22bbf3d740098b3bccf0643db446,77.0,82.0,ma:98997a3422bd4fdca9c6b945a8289471
tf:022add7d80534b338649e4c83dd198db,exp:92b7e370534647378cc17a5b832b7137,130.0,135.0,ma:f632db3afa92455c83c3b9d223032ada
tf:0237ae3caba746ceaacb8219a9cf4731,exp:1ca1aa9f538c4f44a71101cd9f9a69d2,53.0,58.0,ma:3f28cf59ccc243a68a8b7cdc07c5bee1
tf:0237d558ddcb4b98ac122358787eaa5a,exp:ae4bfed5b8684fa983699282a9b14413,77.0,82.0,ma:e373a1b16ef749d1aa64c4e3268b5e76
tf:023ac437aecf479a968dad17ad484e24,exp:090d7bccee7c4e028d009368816ad729,87.0,92.0,ma:7ebe5cff01174a65b8c80176842e64fd
tf:023ac437aecf479a968dad17ad484e24,exp:518ee2856a2c4924af99c2a435e41540,106.0,111.0,ma:48913faeb333486b83d1eff0e25fb266
tf:023ac437aecf479a968dad17ad484e24,exp:bbdbbce8a852468193fb95836c8c601d,87.0,92.0,ma:7ebe5cff01174a65b8c80176842e64fd
tf:023ac437aecf479a968dad17ad484e24,exp:ca50f6955a3a4f598a285f1a829d3460,87.0,92.0,ma:7ebe5cff01174a65b8c80176842e64fd
tf:023ac437aecf479a968dad17ad484e24,exp:cebc2d827ce5476b867807bc9657a94d,106.0,111.0,ma:48913faeb333486b83d1eff0e25fb266
tf:023b7a82059a40c8a9b370efbff2a906,exp:7f7f5ac6fcd9444aa35949b5ca44517f,6.0,11.0,ma:e464694ba8bd466fabf02b428641df00
tf:025141e88a4d4d1f8b4d085ba97a975b,exp:7d8c1849d8e74e8c9d75a29bb7e29989,15.0,20.0,ma:3842d803f74c4dcaa6648cfeccf53084
tf:026089aa007f48d59946df03c846257a,exp:4059335628db456189b7defb634a1d1c,53.0,58.0,ma:8b9a1f77c2214839a14c39e5736f4a6e
tf:026089aa007f48d59946df03c846257a,exp:6bb8e2d9eeb54663b0cf9cc26f8d6180,53.0,58.0,ma:8b9a1f77c2214839a14c39e5736f4a6e
tf:026089aa007f48d59946df03c846257a,exp:90448fa35297456891653aa87cd4ed1b,58.0,63.0,ma:8b9a1f77c2214839a14c39e5736f4a6e
tf:026089aa007f48d59946df03c846257a,exp:9adaed1c28184812b3a58c58e6dfb585,58.0,63.0,ma:8b9a1f77c2214839a14c39e5736f4a6e
tf:026089aa007f48d59946df03c846257a,exp:df8275bd5e5644fbbe602ed76a7ff33a,53.0,58.0,ma:8b9a1f77c2214839a14c39e5736f4a6e
tf:026b40fc45fb40d2b9c203b911031acb,exp:d6804b786e004c928a897482bbae8b37,130.0,135.0,ma:1da434e850db49ce8cd54b572f4e8a66
tf:026b4b8d1fb3425bb90635acd5c868ac,exp:5249899eebfa48188aeaad1921ef85eb,125.0,130.0,ma:48e6e7fdc6144a3a9bcf8f64f26543f4
tf:026d106fb2e8405a8fa4058a069d6bf5,exp:1ca1aa9f538c4f44a71101cd9f9a69d2,53.0,58.0,ma:da46869031b8435f835a5423d77fdf41
tf:0275a91b1d694c8aac192d57a4315976,exp:afc1a8de140f486cb13df5928e24cdaf,77.0,82.0,ma:ad0fdf118b9b4e869f19b1136cbc7ed0
tf:0287da74f49141dfa8a40c7d77606415,exp:7f7f5ac6fcd9444aa35949b5ca44517f,53.0,58.0,ma:97cffdb0e35c4c0a9a52f1a1755f180c
tf:028fede8b5ae42dc8e112d66b6b80f94,exp:92b7e370534647378cc17a5b832b7137,111.0,116.0,ma:481bb798bf144caf9d51ce7ddc183624
tf:02921cff56dc49bbae3426e699244635,exp:ae4bfed5b8684fa983699282a9b14413,53.0,58.0,ma:b601e061c7f24a77a66373741dbd275c
tf:029a0d3545c942f9a38128433f768ef9,exp:debc99b0503f4fdebe41b61cee41ffef,77.0,82.0,ma:251dcea79fb440bda6f35af2f0cc49de
tf:02a5837433d8446f97b72b84688a6c73,exp:ba0b13b6a7f04263811d79df5cf185a0,111.0,116.0,ma:8456ab1a4ec1495a9ac083c981ee4e43
tf:02a96a30c5624f1ab6dfd98cfca6ec4e,exp:0d7026f304934735a2eef3004dd77e54,87.0,92.0,ma:dd0afde8cb6242bd9100970169b591e7
tf:02a96a30c5624f1ab6dfd98cfca6ec4e,exp:76355fa60e64471b80eec062c1391a8e,87.0,92.0,ma:dd0afde8cb6242bd9100970169b591e7
tf:02a96a30c5624f1ab6dfd98cfca6ec4e,exp:b984c474c71845e6a64a3c2999aaf668,106.0,111.0,ma:4d51c798ef974f41835f66837068deab
tf:02a96a30c5624f1ab6dfd98cfca6ec4e,exp:e82546b1d1994778bd3bb5a7f5ecf7c1,106.0,111.0,ma:4d51c798ef974f41835f66837068deab
tf:02a96a30c5624f1ab6dfd98cfca6ec4e,exp:e9ebde6e58d540839bb47d8eda228a5c,87.0,92.0,ma:dd0afde8cb6242bd9100970169b591e7
tf:02b11e90035a436bbf03fc401d9c41dd,exp:b32e25fe54c54945aac033722495d0fd,58.0,63.0,ma:68e43cedb0a5413980ff96e041a3e6a5
tf:02bedfd22f1c4ac98a9a29a31d8db1eb,exp:593ec4a7e94b41249bc79fc0cd985b35,58.0,63.0,ma:752eb72f7c6c4b80a21dfe5dce0728b3
tf:02bf36d475c5481eaa019336334ab889,exp:30e191a47fe4423989e638285bf7ec61,87.0,92.0,ma:9665c3091a41436ebfca6ac83d84cfb9
tf:02c6a3cf508e414f9aa42c638f968f3c,exp:afc1a8de140f486cb13df5928e24cdaf,44.0,49.0,ma:ec576084afe64ea895198511d3c66c91
tf:02d042330ae443c0ae2b2e629f95dd50,exp:92b7e370534647378cc17a5b832b7137,34.0,39.0,ma:1c214d1b8e214549a55495475009f8ae
tf:02d38fdac2774a20b116c521cc9f003b,exp:7853f2dfb3104526a44bede02225eef6,106.0,111.0,ma:c0eb6c9e25994ef890337debffb02708
tf:02d7fd5fc315431db93f6509d2ef21b3,exp:d6804b786e004c928a897482bbae8b37,87.0,92.0,ma:c8c3ea18177949d7812b890e5025aa16
tf:02dd4e8c671d47c99ddf5483d2fcd4c3,exp:3646efe4d0b4467c80363386f56f5fea,5.0,10.0,ma:1d084bd8981348bb90451f5c9f7e25cd
tf:02dd4e8c671d47c99ddf5483d2fcd4c3,exp:48af9cf881cc456092aa0cda5ce21383,5.0,10.0,ma:1d084bd8981348bb90451f5c9f7e25cd
tf:02dd4e8c671d47c99ddf5483d2fcd4c3,exp:676b321d1c6041dbbf310f31f8d752d5,10.0,15.0,ma:c951e35f3a4842748acb5bdfaa54c36b
tf:02dd4e8c671d47c99ddf5483d2fcd4c3,exp:8972666ecf4f4dc9b2fb004e626b7041,5.0,10.0,ma:1d084bd8981348bb90451f5c9f7e25cd
tf:02dd4e8c671d47c99ddf5483d2fcd4c3,exp:eb3283d86e9143ad8e7446be80d0ef3e,10.0,15.0,ma:c951e35f3a4842748acb5bdfaa54c36b
tf:02dd7914372646f895039a7b87944fce,exp:d6804b786e004c928a897482bbae8b37,82.0,87.0,ma:c8c3ea18177949d7812b890e5025aa16
tf:02ef443a60c243d3b133a2358925cceb,exp:337ec4273b8346228e7417c303fa4f02,87.0,92.0,ma:a66706298dd642ce8c25b335e984dd42
tf:02f02ba669c846e28322a32cd3a2c507,exp:5249899eebfa48188aeaad1921ef85eb,130.0,135.0,ma:86483203c7764f0da4fba2bf5c686f97
tf:02f103f0ceed4b6ea9388100917fa5e5,exp:337ec4273b8346228e7417c303fa4f02,39.0,44.0,ma:0b8d06f2b514413989943b2aaccc4e70
tf:02f676d191c7471d8808b5a8a2d413ce,exp:1ca1aa9f538c4f44a71101cd9f9a69d2,63.0,68.0,ma:f650f7f078294689b7d6bdb10f036a8d
tf:0303be4865074736a48ef8aeed7933a4,exp:9dd4a1c7e2ef44db978c64d2ba7734d0,29.0,34.0,ma:61de52728e994acd998e18a8c1dc4987
tf:030874b3e6d5411387f637e9089b323b,exp:7f7f5ac6fcd9444aa35949b5ca44517f,10.0,15.0,ma:09d46ac5f46c4262ba6c9c990a855f5c
tf:030a91345c7442dea88ef2df7d98eddd,exp:9dd4a1c7e2ef44db978c64d2ba7734d0,15.0,20.0,ma:15855708e3ca4a7e9aba7040c6c43ceb
tf:031b7398d9d7413ca9f0b9dc6a4359a0,exp:ae4bfed5b8684fa983699282a9b14413,101.0,106.0,ma:b601e061c7f24a77a66373741dbd275c
tf:031f630b8c344089b3c0ff6d2786e813,exp:b32e25fe54c54945aac033722495d0fd,106.0,111.0,ma:7ce360fed9f74966ad85b784c6f4e02e
tf:03270dd1716a4695a762300ee7986d5a,exp:2b5b8dd4b87d4086b5c70f3f26f71d57,77.0,82.0,ma:8b4f998b77fe47619fec909a07669ae8
tf:03270dd1716a4695a762300ee7986d5a,exp:9e8da92041394a66a54b27d7ef5779ca,58.0,63.0,ma:2dda42627a9b4099a462a1c7fb54c954
tf:03270dd1716a4695a762300ee7986d5a,exp:b1cd091d85e14fc6800408c2436879b3,77.0,82.0,ma:8b4f998b77fe47619fec909a07669ae8
tf:03270dd1716a4695a762300ee7986d5a,exp:ca8ec18ac8374ebbb4084b46121942d2,58.0,63.0,ma:2dda42627a9b4099a462a1c7fb54c954
tf:03270dd1716a4695a762300ee7986d5a,exp:eb783d8c34b742cd9d079e39887d80f7,58.0,63.0,ma:2dda42627a9b4099a462a1c7fb54c954
tf:032a686298324c379c3a686f68668000,exp:ae4bfed5b8684fa983699282a9b14413,20.0,25.0,ma:29258f1452da4fde94a6564992d35674
tf:0334465641634135980a742626adb2c4,exp:593ec4a7e94b41249bc79fc0cd985b35,101.0,106.0,ma:38681e3a72a046eaa4e6ea2f4c46dd7f
tf:0349e121ce104263bc4b339feabd57d7,exp:30e191a47fe4423989e638285bf7ec61,135.0,140.0,ma:70cb609e510b46959aac35a267bf311e
tf:03507826863c43af94877e9ca77b0325,exp:fdca22bbf3d740098b3bccf0643db446,111.0,116.0,ma:21dfa5276c7f4fea9115af44e9c7e44d
tf:036168bbdf244a8b9478cdbf141b3180,exp:ae4bfed5b8684fa983699282a9b14413,77.0,82.0,ma:fbae10c022e24365a2342720876cda7c
tf:036acf82235d443e850b16b10f54c9e5,exp:90113286f905407fbdcc49f06c9ee042,39.0,44.0,ma:c532c661564842ec9be0e98e4156e407
