uid,start_time,end_time,ressource_id
ts:01bf4263802d4029834cc807039d5129,26.0,29.0,ma:fb10484c590e4eff8642ad2563a6aab0
ts:01c820a6541e4e78b0d3066ffdc5c33f,97.0,99.0,mr:ac73d9953fc34e4ea5be0487ee188703
ts:01cbd7af28bd4cb998c527c126eb428c,97.0,99.0,mr:ebe8ef378ef4484bba865243b814446c
ts:01e1f7ed5a0942b98101803a1ef40ca7,25.0,27.0,mr:021025926b324878ab4190e295920620
ts:01e4f7ce5ef046b2bf319f6a4a88a61e,74.0,77.0,ma:5b23b5ee77f34cf996e9b611dc8b3a12
ts:01f4afff331d472da76e1759a80a0832,0.0,3.0,mr:02e0d284dfc04fd6b5ba7a3d6f92e254
ts:0206e3260f1745049bc47fc2f10c3fae,50.0,53.0,ma:4f9749c67fee4625bac2b10a07f8c811
ts:020866f12021439c98f94e89f41a2d65,0.0,3.0,mr:669f9fc1ce5f465ea8cc95a34efda5c0
ts:020bf984acaa4cec955777a18245b25b,74.0,77.0,ma:213ed638e7d0450a9984f7461f035ca6
ts:021f8e810dc440efba9990203d500fa1,50.0,53.0,ma:fd838edc9308430280d28937903da79e
ts:0224619ed844431790d5e320fe0432be,121.0,123.0,mr:5bbf98dd2f3240988d71b89f44ed90b3
ts:022ccb5cd6b840ec8d69ffc0ff4ae7ec,97.0,99.0,mr:e769e9f0e2bb4f9195c6b5dc2d3d2a91
ts:0231dd3bb3cb4ddf8f23effc2f8ecb00,25.0,27.0,mr:aa084fa62ff74d96af56057a79dbf8a8
ts:023e162c18b143668af34264d842d5fb,97.0,99.0,mr:ed402926ba0b40bc883efc5f3dd4793b
ts:02467da2d868487499b41db94a8f2e23,0.0,3.0,mr:b23df4c6aafb4067be657410d60c0c99
ts:0249f6544bb54182834991a2d7771361,26.0,29.0,ma:15855708e3ca4a7e9aba7040c6c43ceb
ts:024d86445d344b2bb517504cfc433bf8,0.0,3.0,mr:6ed764fa2f074981bfff7f2dd716edcc
ts:0255fae422814ec3a6b19d9813bad50c,0.0,5.0,ma:c0dbb3cc9f6d499b9adac5a793d3eb7f
ts:025912f4cdfa448eae0bf0328052996f,74.0,77.0,ma:c40d8245eba049b0adb79c8edf1b7c14
ts:026d768c2e93415a83c476d100e01729,97.0,99.0,mr:653a21d0c66a4f2489804ffff05141f9
ts:026ee30a8b9f483092305d7d9cf62b3f,26.0,29.0,ma:c948e83750394b66aa0b8927ad082b61
ts:026f4ce5145f435886352cbe6c69859d,26.0,29.0,ma:b4b07ddd59ef4e94a26428cae81e76b6
ts:02753004c23540dcb81abbb38cfedd5b,146.0,168.0,ma:6ea30a65267149ea996cf8f015ce4217
ts:027c22cfe2654861973aaec4409a9968,50.0,53.0,ma:42010d303fd941b8a4972040bf15bf49
ts:027f9e3a432c4a23bdbcd20b246a4e86,145.0,168.0,mr:a5bca574ab2c429b88501037fd1eb26b
ts:028cfba8388f4aeba9f0647355e94635,122.0,125.0,ma:9b075baf742a4fe3970572d9330683bb
ts:02a0a459c8e747aa9173ff99e7f58054,49.0,51.0,mr:1e7a8456cd5b4db691150d8c9caf691b
ts:02a9ca4dcc6e4f4b9e9d18c9f2badf2c,50.0,53.0,ma:12889d44c421470191b0caa0da93845b
ts:02c85ca7193a44ca8a74daef7284e0e8,50.0,53.0,ma:e598f9d43c0149b18564879df08dc58f
ts:02cc797a9b6b4f0b8d94241e59ab8083,145.0,168.0,mr:935da450fef14e11b282083921bba39b
ts:02cf08be05ea4dca8ccb9ea8d87e8940,97.0,99.0,mr:9e2e8a6aad534a1aaa7128c8cb751308
ts:02d6732584c84b60820007953750be40,50.0,53.0,ma:aca852aecbbf4a519a7bc3bce7974e4d
ts:02d7cae8e6df4c91bfe2bf66b889354f,97.0,99.0,mr:ffe3612fa0f44167a0c613630d5c414f
ts:02e13589f45d4883af464200ac687099,25.0,27.0,mr:43b6ffa200ba4133ae5621081a4eec04
ts:02e318572fcf45638d0bf42b13a2e131,0.0,3.0,mr:448d76a3c382453ab19fcaa5050bb1e2
ts:02edcd49163c4149973b9b585c578643,145.0,168.0,mr:29c7b2fb4544440abd13ce3776c6dd28
ts:02f7443028b24d3789876d0b3af2c22c,98.0,101.0,ma:c801c5d9fa4048679c247f6d68d8fe7f
ts:030c6c2f38714393b021164c392e6e63,121.0,123.0,mr:1567b922b5f04f7dbaa44db63c1908f1
ts:030d9cb67ebc4cd184ac5e5471fb45b4,26.0,29.0,ma:9c9019926560468fbd03151482e6991f
ts:0315a429955946108dc592b0a01a9ba1,122.0,125.0,ma:76fa311a91e94ffd9404112d7de4e08f
ts:031dbe126e254cf2a65063956a57fea3,145.0,168.0,mr:e7780566ad514ae491543cd95d667c00
ts:031fe9ad0fa74662b38c71ca4e15846c,122.0,125.0,ma:c3752faa416143c6abe0f922e89058d0
ts:032111939d0c43069e0faf0dcd5ca4b5,121.0,123.0,mr:a074c59d45644d438a5056f82b1fce81
ts:03285107f7b1422aa2590ed066e06a37,97.0,99.0,mr:1e55893133c34f91b83e27ba180dbfd6
ts:03302e63dc354cbdb40367fa3190821b,73.0,75.0,mr:bf93c89374c045feac335f4747b3682f
ts:033a59ebc01d4d32a1119934c659eeb9,50.0,53.0,ma:77e9c4a5f1d64f6dbb04245b3b75eb1a
ts:033feda15a844007ad93dd24a0f656ce,97.0,99.0,mr:afc8ee3cbecf4c8f898ffbb5522e35a1
ts:0340450518fc454eae7324fda661c362,25.0,27.0,mr:f5310d3201cd4848bb65b41977655f76
ts:0345ca6b01d84c4cba7788decd335610,122.0,125.0,ma:b601e061c7f24a77a66373741dbd275c
ts:0345d93b7ad34c90aec283489096142c,26.0,29.0,ma:6b9a83a33d8f4dfe8de2267f59647cb1
ts:0352ed8c5f8640c2aa8a0555482e965f,121.0,123.0,mr:983ce45dbf7a4571a2b70ed33a9e47a2
ts:0353f4154dc345be9b4e9d1b19616e19,146.0,168.0,ma:e157b627ad1c4fc799725ff39b0c9269
ts:03613fef42c54e69a59ffc9f63a7697c,50.0,53.0,ma:c62de67bd26c4393a59f1b30abca40a7
ts:036191b4594b4e5da55fb455eb054a18,25.0,27.0,mr:16f27422e7c54a06804bc238ff475807
ts:0363c5c1be9e4fb4ad68308858f5f3c1,122.0,125.0,ma:60349cf3b3a640d3973a4811f724fb39
ts:036b809e6025419096ad1e620b7adb5c,98.0,101.0,ma:aca852aecbbf4a519a7bc3bce7974e4d
ts:037d6c7859af49f9be93fd0d4ebd65c9,145.0,168.0,mr:f0f5311ed2194b868b2d1d2eb6f06e53
ts:038b19a894ea42e2bf606c55c0b2a975,122.0,125.0,ma:c5c444ae35cd498fae9fdd84b13a17ad
ts:039f5051f5914443a03b045934b75ff3,0.0,3.0,mr:98789bcbe657495b9d706642eee029f6
ts:03b72549891b414ebc2e415a198cafc4,0.0,3.0,mr:80bbe32f66604ef59426b2cac25a8bd8
ts:03b7c64234fd4fb9b2eba0ca2b8cad47,73.0,75.0,mr:8420a8c7fb534f4ab9c3d5057d85a1b4
ts:03c0777dec244b8bb44abd7345a3aa23,122.0,125.0,ma:481cfe97884e4125a1875cf1062fe2c1
ts:03cf036d452f4147aacd7f2ef27e6887,0.0,5.0,ma:5e8375dd12f04032a536695e91a2cfe3
ts:03cf8c4a013c4f6a9aa53cddd2d50445,74.0,77.0,ma:c3752faa416143c6abe0f922e89058d0
ts:03e464269e50451d93b91bc831de81c4,145.0,168.0,mr:bbc04b6b3302470ca2659e28a609465c
ts:03f6df4b541e45de8727fba2a0fa13a9,122.0,125.0,ma:757fcb716b8b4aab8f9c043ec79c1279
ts:03fe2d7714a147efae662d2ccb26ab64,0.0,5.0,ma:5a758e9ec60c4be7bbab72fc60a9a543
ts:04125d4454ec40ff881daa76b2ce3870,50.0,53.0,ma:5b569a3f68044b5fa41de471ec29093b
ts:041c4b631e6b45e1a92cc19eb80b1d44,73.0,75.0,mr:86f75d6348db4407b1ad1a83e51079a1
ts:041dde12f6254c31a4f6d80841f9f6eb,0.0,3.0,mr:c4420e5455e1441b812003ed5aa6462b
ts:041f71ba3fbe4a8c8456f802c0a46080,98.0,101.0,ma:b28bfe38846647de83f2f1b052eb4be3
ts:042952b34a63482eab9de2a573ed2735,0.0,3.0,mr:1432b25ecbe84ed781da5709b0b1c5e8
ts:042ad5a635d14d41a18801c1bd1304dc,97.0,99.0,mr:bc2f270c986a4c859bfa9fe2c4af2e19
ts:043038bd2b984b70a4dd9129a7f8c545,73.0,75.0,mr:fc93b4b28b7e4bad91373882e1859242
ts:043bc54b2149445eb6cb55521f082f9d,26.0,29.0,ma:4ebee26fa70d4013b1ed72e631fc9b65
ts:044ea857ae914206acd428b7d3c5df71,97.0,99.0,mr:8c5e6a867317486d8ae20e1418e3a75d
ts:045588a8754f4c96a801db4f652d6ffb,98.0,101.0,ma:251dcea79fb440bda6f35af2f0cc49de
ts:0458e8576694430583e36b0c27532b29,97.0,99.0,mr:f9808d0918b147488d1424a6642a4992
ts:04864da409374a4db34b60060cf7b0a9,122.0,125.0,ma:b0ea3657c61148a580ef20f21b9cb36e
ts:04868bf1bf02492eb9b0e1641b2a12ae,26.0,29.0,ma:83968e2c57ef42ed930387b788c661f3
ts:04933b7f5ce043e1895d5256c40b4caa,97.0,99.0,mr:2ce277e390b64a8dae3a2ee5cd9ad44a
ts:04a584a5b7c44b69a99b7587582d4c34,145.0,168.0,mr:4c84476965f14c6b8fee8db338a22da1
ts:04ab802c2fac4145aec4e521f7da381a,50.0,53.0,ma:64bd26876d3e42af939c2f422c280132
ts:04b72632c6cb40ed8cfaaee98c151451,25.0,27.0,mr:935da450fef14e11b282083921bba39b
ts:04bfe0816d654e92b5b9f8c1eb4d3a69,98.0,101.0,ma:3bf13d9143874f649a5614ecc82d7d59
ts:04cbca2c1d4f4e3fb08b52166bcf8f17,97.0,99.0,mr:4c534d2078bd4cdbb61c0ebd8e464e31
ts:04d7dfcbc04a406ca7bd254c1dd738a4,0.0,5.0,ma:ea676d3dcb2142f8bac115ee9fa78d6b
ts:04dd29b127bc4440a54051b0bbadb8b7,26.0,29.0,ma:57f98f690146419c92965c8e2d5183a5
ts:04e38423b7ae486181046dd79f1a1b58,0.0,3.0,mr:0883eba903cb40189e117737caee1253
ts:04eaf5a56505455d86064cd9298eaadc,74.0,77.0,ma:db83d4377b0d4322bced030dd6e1bffd
ts:04f82b4f9aa644eaa4b6013c9df87f11,49.0,51.0,mr:dde99d583b3d4bcaaf8869038bb5a913
ts:05037d4791bf4ee896f9ab45925cdfb6,97.0,99.0,mr:3a716a5ef5ba4c15b1bb76c5e89c62fa
ts:051f155316dc46b990bf1e77fc37da0c,0.0,3.0,mr:ed402926ba0b40bc883efc5f3dd4793b
ts:05213294980a497ca11cda4d952f996e,122.0,125.0,ma:b8fdacc6ef79458096f87cfbf10a903d
ts:05253ae1060e49b0a56b268859bf1264,98.0,101.0,ma:fcf72a288aa74d6f9b3f48a287c4f594
ts:0526292873f54bc5bdb156a8b058b4ea,0.0,3.0,mr:cc38e2fc134d4c0fbfd04d024756ac67
ts:053b47afc5494411bcd0c7b72bbee2b5,0.0,5.0,ma:289fda55d1584752bd95cf1ffd40edb6
ts:05443ca3b9dc49eebc946246f07699c0,122.0,125.0,ma:8a5df2b607864e2299963925ac2f72fc
ts:054a44de39864ca8a91249fec8071338,25.0,27.0,mr:77f6d30d768845178975a441d80b54c9
ts:054d3d6d3d494c73851ff3ed723f1e83,121.0,123.0,mr:b8018142d5ae4f8793217dd01ff0f72c
ts:055ac680f53a45558c4d54265f00f872,49.0,51.0,mr:8875675fe4354a59abb2150ae02377f5
ts:0566e93fc2744eb7a9c9b75651627d7e,97.0,99.0,mr:d0a7fe05372446568bb19d58fb499e2e
ts:057561b4abf846d6b2bad73e0e97f078,145.0,168.0,mr:eecfbde2b280498ba45c515f98ba6d61
ts:057d6ec1b2f6447c9dad3abf100bcdca,26.0,29.0,ma:cdd9229ffe32480e8edc4aba2894f90f
ts:058e4d72a1cc489aba621ae1f9589cb1,97.0,99.0,mr:bcc235075be54f8b972856dcf03be32f
ts:058feb696ba944e0a9567084cd7877d2,121.0,123.0,mr:140625577a4c4e8fb9fd7f2f0f0d35f1
ts:059a404e5d4a47399d9d12c1b480a408,122.0,125.0,ma:77c6949c2d3747ea8493c1cbd8fbbfd6
ts:059dbfa537624b46bffcc7915e76be47,146.0,168.0,ma:ac3205fd48e24ed09af8085ac5d84107
ts:05a28c8e2f21438db026afe26fcd01dd,98.0,101.0,ma:000da5952b344c2bb7d6b2a6a11723f0
ts:05a691f808f34a5786c94e568f3f9f7c,49.0,51.0,mr:c0520d54c1884a66a65c6d38ca6b923f
ts:05bb9152b6a54bf6a0a78677017282b5,74.0,77.0,ma:5e6fa82112594739895c73d8a33d6f7b
ts:05bd0bfbe14644dfad9c2eff41947dd4,145.0,168.0,mr:4978f6cc156d4d63999563a952d8c508
ts:05cb6e076a794d51aef99a934fe66f96,145.0,168.0,mr:275aed34aa25457ea9a2b2f97e01a22e
ts:05ce4238844a4997ba7416b66aaeb556,146.0,168.0,ma:154c15e5cd58425abb89afc05e936d80
ts:05d17546b65d4f10b855aec244125241,73.0,75.0,mr:0c8b1d9bebba4527ad164e60b9e21d63
ts:05d4f0bc2d9f4fdbba99f36699bb727b,0.0,3.0,mr:b66beb6129834b1c9d8577a476755b3f
ts:05da4d59448d4854b34495a58113733f,97.0,99.0,mr:935da450fef14e11b282083921bba39b
ts:05e9d8dbace743e1b37c388be65e19c9,25.0,27.0,mr:29f50cd231c94f99ac6c4c345997bd4a
ts:060123961d57467baafb97dc548d665e,49.0,51.0,mr:dc45adcfeee5484f8d0bb3d57219cb7e
ts:060748c724e24d2faba17254f2f6338c,49.0,51.0,mr:65e0a35909204a6d9a83a5e6e09d7d83
ts:060fe8935c2540c587edba13ce7948f1,26.0,29.0,ma:c61a97307478452b82c4dbd5a6c73436
ts:0616ba63d6b34b7e983f5f005c3e1adb,73.0,75.0,mr:baf84863e46346ec9431455fe04fd1e1
ts:062767f806c0464c8989f0549db99586,50.0,53.0,ma:ae3778edcb8c454ea0863d90cca69a7f
ts:06298619329d4531a536cd3a94a84dac,98.0,101.0,ma:5f7dd30119f5426f92b61d53c050425f
ts:0632e266bde14c8f954afbc408ae78f9,73.0,75.0,mr:306c0b38ce8443c7ae1e4da86196fb1e
ts:065883652d7c4728aa3a5ad0adecff40,146.0,168.0,ma:752eb72f7c6c4b80a21dfe5dce0728b3
ts:065c4154f7e245d39218246b8bc1f406,25.0,27.0,mr:6ea37461a17e4224bbc1abb9190c9bbe
ts:06638b0b3a27459a9d285de4a8ad7ab1,26.0,29.0,ma:8915d6ce0ff447de8075877d1177e525
ts:06760a4c91d8428186a7a2df33c3a88a,26.0,29.0,ma:aca852aecbbf4a519a7bc3bce7974e4d
ts:067f641524514e8f99f2a62a6ff5d712,74.0,77.0,ma:761d730fb52148c490c9f778a19955b5
ts:0685c3f0af0447dd9b850a3b35259d94,50.0,53.0,ma:4c4e2754ce4846a69796033624c3218f
ts:06aec31f58344cb7b7377bb02e8a0014,145.0,168.0,mr:ab876cbab6cc4856a0df959341753571
ts:06aef26874e54ef39c90b46ebcf94c93,145.0,168.0,mr:4ddf6692ec51435480d3d9f1f4e716d7
ts:06b76e5520d74d14af219a602cbdfa51,49.0,51.0,mr:7f988f5407a94ec2a4de66cc154595a8
ts:06b776128b644634bb112c997d298030,49.0,51.0,mr:82e7bdfac32a42d78df0784475ee61c3
ts:06be40d0abc14a79b2f871f731bd35c3,26.0,29.0,ma:3e93a30e03f64845945d08a14236fb3e
ts:06ce900a0101418ead7fa1915b45c096,0.0,3.0,mr:5bbf98dd2f3240988d71b89f44ed90b3
ts:06d7d2f5860248ed9b54bc748c5dd712,97.0,99.0,mr:59592b845ba44a94b2c30e00160c2de8
ts:06ec697a1ad14791a83edfca3ffcc522,74.0,77.0,ma:86483203c7764f0da4fba2bf5c686f97
ts:06f0cd6a3a294177adb4aa64688905e7,145.0,168.0,mr:b92efef57c3a4839b77262a38b7cadfb
ts:06f0f17982dd486a99b24b0564bc3145,49.0,51.0,mr:c73e73a4889843059c3d38c0db996366
ts:06f4582704294f998142253bd5e94ce5,146.0,168.0,ma:5b23b5ee77f34cf996e9b611dc8b3a12
ts:06fbd9aa64e54747a326bd6844d1c658,74.0,77.0,ma:77c6949c2d3747ea8493c1cbd8fbbfd6
ts:070bba4c6ce44496822a66765e15e0de,0.0,3.0,mr:6f16999166e746a781c5be005fd4a662
ts:070cc80873bb403f8c4c1c0b27d59d60,121.0,123.0,mr:f4cde798904d453a8112500e5c2b0b4a
ts:0711fa628f3e4d6db281e91079b97c7d,98.0,101.0,ma:fefc82e3aa234cada34ac9affe6d32aa
ts:0721eb8b65224e93864f32d471dfe142,0.0,5.0,ma:a8f23f30f7e34e6ca20df62618b35d06
ts:0724ab55bc124d2eb04c6d2206f0afff,0.0,3.0,mr:5b5e48e79e644bf2af193ac726a601d6
ts:072a422e22bd48a2a9ab0ff3160008fe,145.0,168.0,mr:b319e275db9a41a48a6246e0948bb946
ts:072efaa0603e44058a67e89feb93554d,50.0,53.0,ma:2a9316081cd54408934e9d03950d11ba
ts:073411284ec64fd188deb51f9a077403,97.0,99.0,mr:141bc99592284262b4fc88b58ea1572e
ts:074e5f6c78f04d5c9db477708649b6a8,26.0,29.0,ma:c0eb6c9e25994ef890337debffb02708
ts:074eb7ec08204783aad2c61c3d173d00,0.0,5.0,ma:9c61a12d85ec447bbe145d5b0789239a
ts:07515ac95f46406290765b7638e948b7,49.0,51.0,mr:584bf88057474d33a63e4e4a723a01d9
ts:075cb10de24c4506a8aba5beeaf64d2d,98.0,101.0,ma:5900c2e2e16d49f79a7c99d0d8bd0e8a
ts:076262e903f64a07a6189ebdfd3a1d05,145.0,168.0,mr:c749f5119809459a98a41166ae723a8f
ts:0764bc8980024762835ab04275f69906,49.0,51.0,mr:3f9c070b2026476f903a49828611d78e
ts:0779f0c2a465435cadf24f1e3f22c088,121.0,123.0,mr:2c7f8bd086cb41f7aa0d191221601934
ts:07877187ef894b67824f250b53064bcb,145.0,168.0,mr:be22985acaf144daa77f017ae19b4f95
ts:079990fd890d455bbba743914ff217ee,98.0,101.0,ma:ab33f44fe7274c0fa9e1da6b34be21de
ts:079fd4ed53404bafb42d168ca5c77816,73.0,75.0,mr:c62289de7b1a4930b216be9bb751853d
ts:07a1fdd307eb40c79088f7e6625a4fd9,122.0,125.0,ma:b0a829bbf4cb45069c50f5e24720453e
ts:07a418d3d154486192113b282931a883,0.0,5.0,ma:4f63336a69ae467598d5f2d931f545aa
ts:07b313ee55b34090b94e3ae4b5dd3e0b,50.0,53.0,ma:8915d6ce0ff447de8075877d1177e525
ts:07b5977a3b9a4125bd9fa7cf4997757f,0.0,3.0,mr:c9ccb9e202db4be888e8b8d92c3fa080
ts:07c6932a7cbc41fc8c53490d4ae64112,26.0,29.0,ma:7dc87375cc5243da8ab4a7b781f95998
ts:07d481bc648d4c95a9b1894b16b0b1e7,25.0,27.0,mr:f6b2b8f248dc4292889403ad5e80f42c
ts:07ecbe28cbe14465b746c02ab902e2f5,122.0,125.0,ma:2633c1a1c40a4ba2a8122c578fca532a
ts:07eed5c5289b481884835157f01de6aa,26.0,29.0,ma:b702f079a59046bda92153b154b9815d
ts:07ef29c898ae46eda8188de2a32f83d1,146.0,168.0,ma:840d0f05f85544749433818d3dd6f910
ts:07f03d59a16f4fdf903a14150b426262,26.0,29.0,ma:fbc34ac58b5b4791b5b9c2a3c91a9c71
ts:08057e268dfa49dab5cda2378a9f7ea5,73.0,75.0,mr:8c8438d74f5540629e25c3140794bba9
ts:0811f2106efa45029fe02a71a60b2350,145.0,168.0,mr:296027d6a33a4b4489065162321a8b08
ts:081959e990d1444d8698b19b12341f64,121.0,123.0,mr:4a1fd92473094f99a557895235515e45
ts:0834f53a55eb4cc99fbc7314915b1693,50.0,53.0,ma:507eaebd2502459bbc1a7da9e3aa0ad0
ts:083974d528954ff0bf599aafd0f585cf,25.0,27.0,mr:ffe3612fa0f44167a0c613630d5c414f
ts:086f90b750774da8bbae329036b0dc62,73.0,75.0,mr:59fa41a7b5c646d4a0ad33e6adf14e7e
ts:08729c8f94144cd4b089ab205a165c88,26.0,29.0,ma:cfd1ec9493c443838df0df9571348e81
ts:087361ac57d344409dd594771abcc9d7,73.0,75.0,mr:a5ddcb3bb47c4402ae1ff9bb75e35aba
ts:087a24d8fb9640c5a76a8785c9a2332d,74.0,77.0,ma:9665c3091a41436ebfca6ac83d84cfb9
ts:0883c77b7d8f406dbc550b76413d8faa,98.0,101.0,ma:f6b1d61efd86471fa862e51b443f7bdc
ts:088676b678b14fe4b6db401a450a2d4c,50.0,53.0,ma:dd0afde8cb6242bd9100970169b591e7
ts:088b43d92fab4ea8a2899a4f79a2ce8c,49.0,51.0,mr:8c8438d74f5540629e25c3140794bba9
ts:089036e168bd468481a139bd220ec785,73.0,75.0,mr:c749f5119809459a98a41166ae723a8f
ts:08aebd44d99b4a18b3f06755a75a5f0d,121.0,123.0,mr:1d14e8a0a2c84c34bfab9ae08cb8123a
ts:08b4efc24f844fbbbb74e32464d2536b,49.0,51.0,mr:89ff90b612d1403fbd39f2d0f4f67b61
ts:08c51d6718d8458a9c02b6c01d1eccc6,26.0,29.0,ma:c40d8245eba049b0adb79c8edf1b7c14
ts:08db3fba22234575b337ba0fe3a127a8,146.0,168.0,ma:2e2fa334697a4268bd5e73ef427c0016
ts:08dbd41eb99a43a1ae6c283f626d4099,98.0,101.0,ma:49f6fa7ee37444ff94c1f2f987762886
ts:08e7d4add71447f388a277a441a85fd5,25.0,27.0,mr:d163dd3bdf7a4654b997e19ec149c494
ts:090025808fc6460a9edcea1913c8e294,122.0,125.0,ma:41021b50904143c095b9b9e6d0ac4a1d
ts:090f9df49dad437caacc091557cee197,121.0,123.0,mr:c4420e5455e1441b812003ed5aa6462b
ts:09179512fc0d4975b6940aa0173cd964,25.0,27.0,mr:bb7ce054e68a40a5b18661e123fb120d
ts:091b671c72ea4346be87f3480272f2fd,97.0,99.0,mr:3419632e1241425ba9e7acb2d15cf195
ts:0925cf9c8d404605ada2e918cc144066,49.0,51.0,mr:c1ae461663ea4696b3633ef7c90a60bc
ts:092be5cb99a74a409a1ad0c9b184c7e3,122.0,125.0,ma:4d51c798ef974f41835f66837068deab
ts:092fab7e4e234c008766709d4f68e877,121.0,123.0,mr:f847947620c04e03908675ae6aeddc4a
