uid,rank,activity,type
tf:097b4288dff84c0eb5dfdb81430e06c1,0,soin,production_tasks
tf:098b130e037141ad94c44bd4bc390fd8,0,soin,production_tasks
tf:0990e4c98fbc4f77a99149a79fc116c0,0,soin,production_tasks
tf:0995cb0460ae47b196fa913a504f510c,0,soin,production_tasks
tf:099794c698694e8cb5629364ddb7f420,0,soin,production_tasks
tf:09baeb0bf38848ec8995aa5e81ff35e1,0,soin,production_tasks
tf:09d5c7bf94c34823a5445c765611ccfc,0,soin,production_tasks
tf:09dae944d09f4f18b9e76a6b45a390de,0,soin,production_tasks
tf:09ddddf960d2476383134a3ac65fae43,0,soin,production_tasks
tf:09de9fb66b204c81a708913ffcc23fd1,0,soin,production_tasks
tf:09ed8d7924db4f41a483266fd8a436c2,0,soin,production_tasks
tf:09f2af0eee7e4a7c8029d348cee3c70e,0,soin,production_tasks
tf:09f37fa9188a4ff2a462f8dfb113bc2a,0,soin,production_tasks
tf:09f581cd49c144239012be2b88367fae,0,soin,production_tasks
tf:09f8895a12d84918a76c83b52f739825,0,soin,production_tasks
tf:09fb1ceffaab461ab40144c677c99a26,0,soin,production_tasks
tf:09fd2b0abb904d969a158889ba9ff8c7,0,soin,production_tasks
tf:0a036085fad941fabeb012eb56281cd0,0,soin,production_tasks
tf:0a054bffc10f4e0cb8b85775b631c0c1,0,soin,production_tasks
tf:0a05b16506e545a281d60092b51f9dd1,0,soin,production_tasks
tf:0a1c5faae42f4bf08eb8f60ca72c9f4f,0,soin,production_tasks
tf:0a23f7ab5c1f4a0f8511715e940f629a,0,soin,production_tasks
tf:0a2b9afef2254ee38903b52d27b5c851,0,soin,production_tasks
tf:0a394f5f10084aeea5ee65db569764f3,0,soin,production_tasks
tf:0a3bf975ffbc4fb182fdc2344e5af1b8,0,soin,production_tasks
tf:0a4421ed19534c13af4129448dd62a15,0,soin,production_tasks
tf:0a453bf8c8bc4bc1907b0236f4e8ba0f,0,soin,production_tasks
tf:0a4c6f91869d493db206340c00e533a8,0,soin,production_tasks
tf:0a4f2833cd3647d28cb64b57f53358a8,0,soin,production_tasks
tf:0a516750fea24e29afe927e8f7f4e571,0,soin,production_tasks
tf:0a518acef0c64816a54dd436a5ce081f,0,soin,production_tasks
tf:0a54d229772041bf8240292c71456c5d,0,soin,production_tasks
tf:0a5a95703d7840cc812dcedcf54ba18f,0,soin,production_tasks
tf:0a68a5e79781465ea52bdbb19631e219,0,soin,production_tasks
tf:0a7848998a1248b19ed85927b137ccee,0,soin,production_tasks
tf:0a7e82288d214a80aa91ff0316a3371a,0,soin,production_tasks
tf:0a901b30376d4e3bbb20cd9e7de28e4e,0,soin,production_tasks
tf:0a92479b056a47d6bbdb3a00c0c6aca8,0,soin,production_tasks
tf:0a9b4fcbc68e42d09684d8616ff93aff,0,soin,production_tasks
tf:0aa142335c4d42358a0449b3fe195a01,0,soin,production_tasks
tf:0ab53a907eea437f8cf9ae6378297bbd,0,soin,production_tasks
tf:0abe3c43b6ab4d7594935fed7f6cc5bd,0,soin,production_tasks
tf:0ac9ef4923a04024b76fc926435bf567,0,soin,production_tasks
tf:0ad6af769d694774a36bee4bf4b6ba33,0,soin,production_tasks
tf:0addecfe0fff49b6b0ef0711cd2663a1,0,soin,production_tasks
tf:0af21d585b0545c5930ed6400080b03c,0,soin,production_tasks
tf:0af539217a0d4fd3bdae6fa126635ca9,0,soin,production_tasks
tf:0af6fc9ae6bb4bc0a4973acc8cbd7490,0,soin,production_tasks
tf:0b01673b9e154409b8270d3a15329c89,0,soin,production_tasks
tf:0b024893cd4648e2831e94c298376d6a,0,soin,production_tasks
tf:0b02fbbed0f849f69b51b36a38b19a79,0,soin,production_tasks
