uid,name,redundant,machine_id,competency_id
fn:158ce320a6024e4f9a9854ce21352bca,f2,False,,
fn:159822d66a634af4a4b1de174552996d,f1,False,,
fn:15e5389affda4254a3d67ff79f8e68b7,f2,False,,
fn:15e77ee521a041a5b593811d81421616,F1,False,ma:a8f23f30f7e34e6ca20df62618b35d06,comp:f1018048fc0c4b91ae9090afe12bcaed
fn:1600fde7093f4c50ba106b7f1b5ad08b,f2,False,,
fn:160d54a1e1d74889b54b7592ab30cdf7,F1,False,ma:bdff14e838a844b89da7d07af68d59f0,comp:b4efc3d6f09844998b6dbcb9a068b8fc
fn:161a72037d21472984ff26a0ae0de1bd,F1,False,ma:a856586485874709a0fd17a316aa5080,comp:500d39ebf8154ac7ba0f81a6da489192
fn:16496e2201ae4fec9b12525f2169afd3,F1,False,ma:0a509c7f8fb74d31b5aeb2f9efa89a3f,comp:d12f6bc580c64476932238d8d996d78a
fn:1649f21a5fd04f03996528cbf07781b9,F1,False,ma:e972797116584a9eab89d2ce0b5e1883,comp:bcf17c7b14ee4fb4821cb033e2f875c7
fn:16635b35cb7e4996ad53c9215336be51,f2,False,,
fn:166805424e214284b2ae35c44cb68c43,F1,False,ma:b658481070374ea486065b4a976f304c,comp:067f3bd736424515a099d4de8182980e
fn:1697652d89694c14b12c1ffc926fe3d8,f2,False,,
fn:16eedd6ad9b84bdf9a0c631771894083,F1,False,ma:40d52ab941614662abf02574a4513eab,comp:acdc0f159a6347808eb161ffedd1b881
fn:16f2a421d03c4ae593ad88aebd2ea7a2,F1,False,ma:5415d728e81f496db9da35015c949df4,comp:63f1d5cc56f649ec95baa2af7b947198
fn:17355a9a60894dd684b0e8613f566d3c,f2,False,,
fn:1748753a110d41dba6d5a449272abe1a,f1,False,,
fn:174fc1b4eba24b3f9043da23f7a1863d,f1,False,,
fn:1761c24e734341459f3dc58c1620c9a8,f1,False,,
fn:1770e45e865b446699f550f5a8678fce,F1,False,ma:b4f1aac7d1444e3f815804361ee1d6aa,comp:be9097bdc9664547816baa715e1518fd
fn:17fc64a523f14a49a98105e35efc17e1,f1,False,,
fn:18199bf8e2774016aa4e3b322e25defb,F1,False,ma:d9ac194d88964dd39e686a6710de12f4,comp:550d57fe361f48c79316c2695f3c7ebf
fn:18563ac9a19f4dfea23d0e743fe2fc31,f2,False,,
fn:187767ccc5ca4496a06a3bb377c44f1b,f1,False,,
fn:19395d71a56e43e8a3f3eb45e6feec6c,f1,False,,
fn:19461b36d0a74b3ab665d4933744def5,f1,False,,
fn:196abcd013f947ce8b227ae7ec65e5d4,f1,False,,
fn:19725547b45f4e23ad800992fc5e56f5,f2,False,,
fn:198649f5f59e4bf0bfc71e1d90d17602,f1,False,,
fn:19a3f1d4bff1421d84e6aecbb5371c97,f2,False,,
fn:1a06b0f906c44a7c8b8b0bd347daf5e4,f1,False,,
fn:1a08df755703442f86cf097b1cd89b20,f1,False,,
fn:1a0b034c1f984e7d8e86e076802206fe,F1,False,ma:bc807294bff74943960fcec13ee21839,comp:49555a24b5294bc4b3620209d98aa0a9
fn:1a1d13227cc440ed8193ad1e4d0b739e,f1,False,,
fn:1a427828054c436295414b115b34d251,f2,False,,
fn:1a4f56fd19a44b90850e2c647eb27451,F1,False,ma:f9af8623d94046c88611da69ad2d3f50,comp:d22211f2b1874d2e954e6ba53fc8156d
fn:1a6252df7985454c94633f747dc4b465,f2,False,,
fn:1a7f890024c547cb9850c344c047be50,f1,False,,
fn:1ac2c57907b94e55a1b0bc000c5a9743,f1,False,,
fn:1ad9020d60d2406f8a83c639c765e217,f1,False,,
fn:1b5f83d366734a6184816d59c24866df,f2,False,,
fn:1b8c3ee0aa2f4ab2ab9c3f2ed8d564fa,f2,False,,
fn:1ba21fb369d24d40892bf524c4d1785f,F1,False,ma:088cbdad52cb419e9a64f932cd7d3b38,comp:755bac1d406c4cffab9eb2cf79ca324d
fn:1bcbd8910aa94f389248663717b4337c,f1,False,,
fn:1bdce79a189440ad83152236d6a7af50,f2,False,,
fn:1c7e8ed3bfa34cddbcaed93994497c7b,F1,False,ma:8915d6ce0ff447de8075877d1177e525,comp:aa090717764849599999c13eb97c5ead
fn:1c86e62024a04d74bed1236d1b2b1584,F1,False,ma:c3752faa416143c6abe0f922e89058d0,comp:6a469baff08b4ac48e4cee2588008e76
fn:1c9e5c8281d048ada932e6be50068d1d,f2,False,,
fn:1cfa1d7ecd3648f28978f06b6c3d9670,f1,False,,
fn:1d250c41d95d4ed0a44b33aa9a6a0140,f2,False,,
fn:1d4a95b73fb940788ec60eccc70bbb82,F1,False,ma:8d4285758b0147948defff72fe1a08cf,comp:2ac8cdf0c7b5433dbda7b89077828725
fn:1d52ced3bb354be7829c48e05a0f5d9e,F1,False,ma:e59d3472f6f9455cba8405c41a257f50,comp:f5354aeba07245188a8f2448d3a0f42d
fn:1d56f59c5a4a42b283069d8fa0307ea7,f1,False,,
fn:1d68444e83c24bd8bd16968d43f30cab,f2,False,,
fn:1db9fb58ef3c4c489d70321c286773e1,F1,False,ma:ae86125954cc41d5a0ba258f6086263d,comp:e5cfad2fbbf349f7afa1d26f9fe1501b
fn:1dcda61a9b8647ba952d82e8ef722195,f2,False,,
fn:1de39e7e7d8e4447a720e6bff561ba14,F1,False,ma:c350e48d0b7f4907ac9ae21607c2fa82,comp:48fba4d6364e4d25a1fcf22bca671a7a
fn:1deebc477d6942a6b69cbed55d78be8f,f2,False,,
fn:1e0143f99c55432b8a832c90e93c27cf,f2,False,,
fn:1e1a0863aad54ef6ae2316b11f66644d,f2,False,,
fn:1e25ea81874a4f98ae6188b947d4b6eb,f1,False,,
fn:1e72fae6d40d4f319a5efa4c0a47386b,f2,False,,
fn:1e735162a0f44bedb6d004a262b7cbee,F1,False,ma:baa01d0a102545f1be4eb3990cb82990,comp:ee3a20310ccc48c0920a95e17aee0558
fn:1ea25e53ac9641f8b27eeb8c1c47790f,f1,False,,
fn:1ebf91842a414b29a6ee9cc15063fde5,f1,False,,
fn:1f13543de7de4550b85b53a7b3febe3a,f2,False,,
fn:1f53eecdb1d54f4a9f7f2d053f369d27,F1,False,ma:98997a3422bd4fdca9c6b945a8289471,comp:e0c6fa8b986947c8ad6425dcb2c721c3
fn:1f689341603245a2895b56b37745209e,f2,False,,
fn:1f7902de470348d9a0ccd3b60ac69dcf,f1,False,,
fn:1fe0a571a76f49c7a87f2c3f825d9ab5,f2,False,,
fn:1ffc69674f0d4e4cacd8335470fd0043,f2,False,,
fn:20ca1664baad474785d13b753c3b2f76,f1,False,,
fn:20d58329ab704e20accdd23bc06be221,F1,False,ma:70d541009a6f4306865d1f90f40afc05,comp:49da723cac4e4a94bd3f2ed125101cbb
fn:20d8a679ec1d41e0a8caf7769c188ac4,F1,False,ma:7c1a4a0282b041bf953262ad410d7145,comp:a7524c2ed2ee4927a67503914f390b14
fn:20dc9d4d36514ad4952d250c824d2e17,f1,False,,
fn:20f9d36ef992461db0dc145c87dce673,f1,False,,
fn:210ee3b6a4534e7fbbb5a7c084e163f2,F1,False,ma:13a8d4ad618b4efaaaee14f10d08c524,comp:b31a839d6f274ac5b05761e85d899582
fn:2111d0183182430e81d019e216c28a8a,F1,False,ma:2fa1883e40234e2b855ae3ade30232d1,comp:2be9d0f4c7a844408909b1d34f537b28
fn:2129a6eb90d1410ebe0124716c942d45,F1,False,ma:3886ee5f439e47a5ad1295a091bd6f54,comp:b49f397e4f6444f69be34c831736d434
fn:2139195d7b63479db598741392e61586,F1,False,ma:fb688e4de2d4418e9e6b5f9a3135a6ea,comp:8ba48b199dfe441e94cb75201f3a4c4d
fn:213d200efc354f0f87c64fca72099906,F1,False,ma:6085839ad50143d6b4a70b5f4d926c05,comp:9ba3fa782b2b496799f7de52033d399f
fn:21665e51c8fe46f4a5ba9d6fa9c858bf,f2,False,,
fn:21814bf7d739461eb3a763610a41600d,f2,False,,
fn:219b6b1290134fdaa552e2652a5bf8bd,f1,False,,
fn:21bc0c5711024515b63bfdfb39d5bae3,f1,False,,
fn:21c0c4f592e04450adf441d4eba8c68d,f1,False,,
fn:21fece4344094d20bfc5fa3adfef074e,f1,False,,
fn:2246e303839a4659b3d9d91ce2006f26,f2,False,,
fn:226867d5492c4ca492feb2e1881e4aad,f2,False,,
fn:22829b97ace94113bf0d966bdcd44bd9,f1,False,,
fn:22cf87d92c584fa593b40a8eaef11e42,F1,False,ma:bb487cd579f2459ca10197d09c746cf5,comp:bcaec5c1414f4bd7ad6d64fde47724be
fn:2315d493641e4d1483a55c5a3476c88a,f1,False,,
fn:2343b714510247bd948bddc409fc4ef7,f1,False,,
fn:236ca1cbcb45449c970a518416c42cfd,F1,False,ma:50a388c303594028930eeeca57ee4425,comp:1736ed8b64754d1891e0ca4377b8d7d0
fn:239b9611b8ee4e64b7dbd85f72a3c6ac,f2,False,,
fn:23a840ca7aad4ba3aa5da6092323f23f,f2,False,,
fn:23af2122238640bf83991065f1a754a9,f2,False,,
fn:2402b70bb82d4ab0921774ac5dfbdc9f,f2,False,,
fn:24151b13b81045f9b759ecf8eb438f67,f2,False,,
fn:243b582adc714370bd590260baab785e,f1,False,,
fn:2455228dae2d4f14828210dd8e15fad9,F1,False,ma:b1dfe676617641dd91b44959f659045b,comp:4e60014dfd1c489db53c27c076ba6c75
fn:247f4425c9b348559a9d745b7f947a47,f2,False,,
fn:24aa062fc11e497286526de7e801f8db,F1,False,ma:62968d3ef1e442148e3700e9a2372915,comp:3a271b6cf18b4a61a8ad6ebdbb813f23
fn:24d0121cd46149d68e0f8839cd684c62,f2,False,,
fn:24fd81a4336e417681389ef332297c01,f1,False,,
fn:251bf9385f534a6c8b60d81dd6c3988b,F1,False,ma:aca852aecbbf4a519a7bc3bce7974e4d,comp:73e84b179e64418caac4695319118b7d
fn:25ca5f37336046828b23dc36dfc9d2da,f1,False,,
fn:25fb385d32f54ee88d631ab027254439,f2,False,,
fn:2678f496354f495893ebfbeba75e1594,F1,False,ma:761d730fb52148c490c9f778a19955b5,comp:d985047bfe814f1cb361d2754fe11767
fn:26d7af1fb8af40b9a4a7ef7fb7794cd6,f2,False,,
fn:26daec70b0a24c6eb4f4d377dc672530,f2,False,,
fn:271336a6f1904038b1e085112f3d26a0,F1,False,ma:77c6949c2d3747ea8493c1cbd8fbbfd6,comp:257a7ed10606489f8dff8841f2e9d444
fn:2718e95a4a26460ebf02a7e4fe00b053,f2,False,,
fn:274ef28fad7f4b76b4d6aa6e014b825e,F1,False,ma:9e8a6de550f944b9913e101948ec953c,comp:bad0c8ae08ac4752b65b987457837032
fn:277e9b9ad8ab45cb9e53ddead63b2d3b,f1,False,,
fn:2783ad8310f54fcdbc0ab04cb2169bf4,f1,False,,
fn:27d738f3d2ae4cb6b369a288af258c11,F1,False,ma:dd0afde8cb6242bd9100970169b591e7,comp:dcee07dd254c4f32b59b76acf7803edf
fn:28144fac9f3d41a5bd6767052895761a,F1,False,ma:48913faeb333486b83d1eff0e25fb266,comp:0572859472b246f6b552ea127baf056d
fn:28163b81e79f481596dd9378961525a4,F1,False,ma:c532c661564842ec9be0e98e4156e407,comp:747b86a1a1584a84a518b2b71bb856d6
fn:282cd4a97d074ec0b405a730071131d7,f2,False,,
fn:285a9da6ee2340de9e1579f31c8cc9d6,f1,False,,
fn:28700e5190b247be81d5d7b805682402,f2,False,,
fn:2933963d5f90490c86e3b6c32b27f55d,F1,False,ma:cfd1ec9493c443838df0df9571348e81,comp:102ef86d50a0461199a957fd4f980c0f
fn:2960f08c1ecc472ab10aee42653fb0f5,F1,False,ma:c8c3ea18177949d7812b890e5025aa16,comp:877d7e54fa66402a983620a93d4b38f3
fn:29c2151136464174a0681231dc9776c9,f2,False,,
fn:2a3949aaa49445519e98913efac7166a,f2,False,,
fn:2a6a56cfc93346f3a1f4d7df3187ec31,f1,False,,
fn:2ad2cabcbad442cf9827592edade8463,F1,False,ma:f4fb7f624e0446b29d49942537ed8c48,comp:797ad33f471945758579370d5e0512be
fn:2b48b6c6080a40ee8f0aba03c3ae0f9d,F1,False,ma:f3f019568b724a8395193a3fe0559832,comp:728df2c1cb684614861ed870dedcb348
fn:2b8cc578d6db4b54a94f43e04e1f510e,F1,False,ma:ece43127cd544b5fa175d8cab05d7952,comp:932e926f989340038354061d3c799020
fn:2b99ddd4b42a45c4bd5a7e47c9ffb2b6,f1,False,,
fn:2b9e2a89d5164da88ba378f112988ac5,F1,False,ma:8b4f998b77fe47619fec909a07669ae8,comp:2d760c7513b6450fa471e76d6b0e57b0
fn:2baaa5297c124b79946e3ebee3f39c3d,F1,False,ma:4ad2cafbb33148d98096cecd42b990b6,comp:64992ba35bf7431682b5cdcb882f8f9f
fn:2bbb27ff564046718792a7b4067eaebb,f2,False,,
fn:2bbe4fcc0d35426f83e0ca06ae94d0e3,f1,False,,
fn:2c6cfd6fdaba4a1aaecfd762467a72a1,F1,False,ma:801c5b7b81094f9283f790597e7c88cd,comp:ea658fe67aab4cb1ba0c39c849f6ae98
fn:2c6f4cb79ed94eb89e1aee26001913ea,f2,False,,
fn:2c815f2abf85450a88a3029c606dfa9b,f2,False,,
fn:2cba16653c96481e9ba7cd58e55de328,f2,False,,
fn:2cee09b676744a4abf264703ac447dae,f2,False,,
fn:2cf7fd85c0a842998bb15989aa7312e6,f1,False,,
fn:2cfb088332d74f519524d325b706d316,f2,False,,
fn:2d389c48c9804f1abc90adbb8fffae76,f2,False,,
fn:2d408aa6e2164221b79106d6cd34d784,f2,False,,
fn:2d5ced31b2b541c3a1432a072d027ba6,F1,False,ma:0b27de174a2d44eb99c0c90e9d6d3bc1,comp:7e6a77052d194d0daa94392c3906d455
fn:2dbdce3e44724eac80eb30f7ed96772d,F1,False,ma:67b8187541854afaa95c448d6b2d3892,comp:e4679e87f4d74e1eb4daef38b76d27b9
fn:2dde2c16da6342888cf0dfc97f30bb2f,F1,False,ma:6f9a2538cf88428a91e754153fba5e7e,comp:08d889cc760f4fce8f48df6a11c958a1
fn:2de245a88b27477d9dcaef15816c7faf,f1,False,,
fn:2de6f04e464148f28780ab4e64abcd3b,f2,False,,
fn:2e22fd4cbbb442aaa64708aff5ee1b53,f2,False,,
fn:2e6fc615015e41658b1a1e6dd77ca385,F1,False,ma:9ae59b4bae904de7b6ba35d9493f8bcf,comp:08532f30e87f482e9ae9fd3fa8b4f30c
fn:2e9f19e93acf43bf8023f390306a7c18,F1,False,ma:6efc756abdd245c88ab439276428d0d3,comp:821c2e17e75c4459ba0fce967f420b61
fn:2ea26b17a54c4614a773d847b656e407,f1,False,,
fn:2ee5530b5dce4891a12d8832cc0f149f,f2,False,,
fn:2f382826555e4b47b2e09b42e9f4f5ed,f2,False,,
fn:2f82171c517f428cb62cc078dbeac548,f2,False,,
fn:2fa2ed907000463786f7397678a523a0,f1,False,,
fn:2facfd7c85a64f8ebc97c5bbe3e5c1cd,F1,False,ma:dba181c89a2b49d8a9578a2065b6d4df,comp:f81d4e6f325a41af8b7083ca3bfca42a
fn:2fca736e782c45dca79d13c288328ec9,F1,False,ma:b1f2e66d36b642d7ac1e7d89c4098ecc,comp:997f89dffc954e429d04f933d3867b99
fn:2fcfb4d4341a4291b23c44b61df9d600,f1,False,,
fn:2fd56949568b42a1a48f313fbc14d46b,f1,False,,
fn:2fd69db6390c4947911ea77a041cb069,F1,False,ma:577e4a0c402146a69eedceb03a9e91f4,comp:80273cea6ae2478782312f16ffd2989a
fn:2fdb8cb93ff0490f92784c81f37b5e94,F1,False,ma:da21a3a0679d45d9af6f1969940b50b3,comp:6d48b94a7c474531a613e1e57bd1f335
fn:2fe36bbd34324c4f9a0b3d91c9222dac,f2,False,,
fn:300daa739d03469587c3b83a5a5f257a,F1,False,ma:e896d08160134824b9f07c138791beee,comp:f7c73ea30ba549a4a5f95965bb09017d
fn:30a90c96d35840afa35769b0384e60a5,f1,False,,
fn:30aa5d6166e2462988e63b85456e65aa,F1,False,ma:4aeda42d003a408e95e9605eee473c7c,comp:16897917365b485c853a99657458df52
fn:30dfc0ab6c1e467da73e7ad7cc5f14b0,F1,False,ma:68e43cedb0a5413980ff96e041a3e6a5,comp:1eab430dfabf42d98d39a239d3119336
