function_id,device_id
fn:a2de837d66464aa09a70c9249855027d,dev:641d59a537d34e379c6290991aaf5b71
fn:9a3b364e99394720aa3ca8dfa8691d24,dev:641d59a537d34e379c6290991aaf5b71
fn:9a3b364e99394720aa3ca8dfa8691d24,dev:098236cb2bcd463db3b86327d2cf327c
fn:9a3b364e99394720aa3ca8dfa8691d24,dev:61930f3822f64caeb9f3faeb0f9d5a4d
fn:9a3b364e99394720aa3ca8dfa8691d24,dev:2854d7980e5a4a6ca071c9ca156505ca
fn:9a3b364e99394720aa3ca8dfa8691d24,dev:5ec2d7f7c622463c9ca4bc931b2631ad
fn:9a3b364e99394720aa3ca8dfa8691d24,dev:d44bcb25cc304fe68d0239f8f3e76f7f
fn:9a3b364e99394720aa3ca8dfa8691d24,dev:ad1546ee670d4c0ca7251b19bc00086f
fn:9a3b364e99394720aa3ca8dfa8691d24,dev:ceb7dde4cc6c498ebe2ab0e0609c17f8
fn:9a3b364e99394720aa3ca8dfa8691d24,dev:f924afed9cca4bfcb93e482842818e6d
fn:9a3b364e99394720aa3ca8dfa8691d24,dev:538c11b30a164368811a791af4be1eac
fn:97233085281841bd81712f0447ee1db6,dev:9a107ec57e7e455e89e61a1725d36635
fn:97233085281841bd81712f0447ee1db6,dev:ae80a05827944a8baa31bbfd2386c8ac
fn:97233085281841bd81712f0447ee1db6,dev:c9cfa0bd22134b32b5e5c64401455fdc
fn:97233085281841bd81712f0447ee1db6,dev:ba204a3e23be4cad97a729ec46483867
fn:97233085281841bd81712f0447ee1db6,dev:de22c5ffa050434ab800a94d1a3028a1
fn:97233085281841bd81712f0447ee1db6,dev:ad1a91ed3daa454ead7e748bb1c1a5cf
fn:226867d5492c4ca492feb2e1881e4aad,dev:ad1a91ed3daa454ead7e748bb1c1a5cf
fn:226867d5492c4ca492feb2e1881e4aad,dev:ceced50ab6d448df833a082863ce7526
fn:226867d5492c4ca492feb2e1881e4aad,dev:fbe5b6ba96a24b6e9ac7e6791ad7a8ac
fn:226867d5492c4ca492feb2e1881e4aad,dev:a0c76c0523014ba2985b2f0a4e9bfb7e
fn:226867d5492c4ca492feb2e1881e4aad,dev:d466806e008043f29a60c7e155127387
fn:226867d5492c4ca492feb2e1881e4aad,dev:40c538a051114fcf97b3f3bf6b753aa8
fn:226867d5492c4ca492feb2e1881e4aad,dev:d79d10b566994204abb2fd7ee087f3e8
fn:226867d5492c4ca492feb2e1881e4aad,dev:b5c51c4fd8184e3cb5bf174e3851c5b1
fn:226867d5492c4ca492feb2e1881e4aad,dev:9a0214b442c948f49b70c66947d2e3e3
fn:226867d5492c4ca492feb2e1881e4aad,dev:2ce926aa8a93428a8a35a3b69bebddd4
fn:c8807132d8334722b9a8e524357b4574,dev:b722f018e68a4faf8bad36861e6f8766
fn:c8807132d8334722b9a8e524357b4574,dev:8607464e7a0849b39a28ed48d402a347
fn:c8807132d8334722b9a8e524357b4574,dev:30c267bca13449ad9106c3e008f7b507
fn:c8807132d8334722b9a8e524357b4574,dev:4a50a65cb5514a6891af3878a2f30b38
fn:c8807132d8334722b9a8e524357b4574,dev:b9d114f97dd949a2a8f80584d23a5d83
fn:c8807132d8334722b9a8e524357b4574,dev:83baa5f851dc4cdbbb78ce6ee3409aef
fn:c8807132d8334722b9a8e524357b4574,dev:337164306fcb45c7b46d4c6786c6fcc0
fn:c8807132d8334722b9a8e524357b4574,dev:782a4345ba734173b296fe660ab173c9
fn:c8807132d8334722b9a8e524357b4574,dev:25eb6b8fe2d94f9bb3b208c32ccddc00
fn:c8807132d8334722b9a8e524357b4574,dev:490f22df754646149b9f65776154a1ae
fn:1474cccf0a0548b1877a4e51496f9a4c,dev:2994e3db90e64d0e9c2489b9e9afe553
fn:1474cccf0a0548b1877a4e51496f9a4c,dev:92455445ffea439e8c4783ba9e1093f4
fn:1474cccf0a0548b1877a4e51496f9a4c,dev:f0b9aabfc6b74f859fcf4f723b386282
fn:1474cccf0a0548b1877a4e51496f9a4c,dev:16ae7c8ec7b6480dbaccca8931b13460
fn:1474cccf0a0548b1877a4e51496f9a4c,dev:65b09262bfe84e09a06dce7c4c4fe690
fn:1474cccf0a0548b1877a4e51496f9a4c,dev:b722f018e68a4faf8bad36861e6f8766
fn:44d714ae129247caa28f16e4f6818287,dev:c486c026147c4980a847b7e02905d45a
fn:44d714ae129247caa28f16e4f6818287,dev:ad9d7f1032834bfd80ea232fa64e3655
fn:44d714ae129247caa28f16e4f6818287,dev:e4d8bffea1884c40a52edac178278f47
fn:44d714ae129247caa28f16e4f6818287,dev:bd227b05aef748a38001adec4b21165b
fn:44d714ae129247caa28f16e4f6818287,dev:ab8095c3ea584c9ab759b8db0ee233a3
fn:44d714ae129247caa28f16e4f6818287,dev:023ce2f827df4da7a620bebfe107fd62
fn:44d714ae129247caa28f16e4f6818287,dev:06e3e1d3e1cd4eeaa84066a6f864715f
fn:44d714ae129247caa28f16e4f6818287,dev:d42e8cffce9a442d95362a6cd134081f
fn:44d714ae129247caa28f16e4f6818287,dev:46dadde76bea4a08bc37cc4153da7850
fn:44d714ae129247caa28f16e4f6818287,dev:04a5acf8306d449eaf46cb39d464fb73
fn:b57fa9b0695a427291464bbc3c16a4eb,dev:d8ba6a00a3e94f47ae943a2cc7af7a3d
fn:b57fa9b0695a427291464bbc3c16a4eb,dev:cedc402132b742aa8eecf2314f0a6457
fn:b57fa9b0695a427291464bbc3c16a4eb,dev:c9f02716e75549be90d872e3acbb96ce
fn:b57fa9b0695a427291464bbc3c16a4eb,dev:7ca56b92639e47cf8c4dbe05bbbbcb51
fn:b57fa9b0695a427291464bbc3c16a4eb,dev:f164fdbd1c9c4be9a25a209a18dffa25
fn:b57fa9b0695a427291464bbc3c16a4eb,dev:c486c026147c4980a847b7e02905d45a
fn:890ae695059642b1803811912e4f24db,dev:08d6d910f15347f49ee11a3fdd2223b9
fn:890ae695059642b1803811912e4f24db,dev:72dcb4ec0b7c4264bb86b31f92257e00
fn:890ae695059642b1803811912e4f24db,dev:6ca11a2d66834ba8a05e01d7ffdc4954
fn:890ae695059642b1803811912e4f24db,dev:fe49b00f27ba42fbb45296d92e77ae4d
fn:890ae695059642b1803811912e4f24db,dev:a25ab56758b441ebb38fd70ffe5466c6
fn:890ae695059642b1803811912e4f24db,dev:f714624044e6456ead1c8644e9e3eadd
fn:132aeda5f6004649a980be405739e389,dev:f714624044e6456ead1c8644e9e3eadd
fn:132aeda5f6004649a980be405739e389,dev:43dbc29410704d1eb2bbd43f2ee1f77a
fn:132aeda5f6004649a980be405739e389,dev:1f361369b005443093219fb684113fcc
fn:132aeda5f6004649a980be405739e389,dev:36a5e0904df743b18403e251b1591d5a
fn:132aeda5f6004649a980be405739e389,dev:8c2ea892897a4c59b89846fd305465ce
fn:132aeda5f6004649a980be405739e389,dev:57b1a1bdaa964ed5be3163025ce5dd51
fn:132aeda5f6004649a980be405739e389,dev:d4b3e093eb5a4a3ea9bc0bc2d8eb7a98
fn:132aeda5f6004649a980be405739e389,dev:60db74d023fa42ec9f09434c1a42c386
fn:132aeda5f6004649a980be405739e389,dev:8c8eea6e249245faa8d955713ad1bcb8
fn:132aeda5f6004649a980be405739e389,dev:5539c403587e465492f437926a41d09d
fn:517122df14c64e378ed2bcc53a94068d,dev:cc550285cac0451cab92e0f5287376de
fn:517122df14c64e378ed2bcc53a94068d,dev:c876b4d1b91445d88774c85d3d3496d9
fn:517122df14c64e378ed2bcc53a94068d,dev:d94a74375f6b435d845ff9c6ea32e4c6
fn:517122df14c64e378ed2bcc53a94068d,dev:9551adcbf708464e8fe693bc9840ca24
fn:517122df14c64e378ed2bcc53a94068d,dev:be36c04915d14454a27f883ce1028924
fn:517122df14c64e378ed2bcc53a94068d,dev:80ce34e9f34e4a41a9ad193028583df6
fn:c35837d77a4a429996592663a42aaa6b,dev:80ce34e9f34e4a41a9ad193028583df6
fn:c35837d77a4a429996592663a42aaa6b,dev:0834075932f44ea19df6161f3bd33bc7
fn:c35837d77a4a429996592663a42aaa6b,dev:e4dd1c95835c40b69b6804ec81a2b5d4
fn:c35837d77a4a429996592663a42aaa6b,dev:f588e1fcd0e74ebd960b432f376f0e87
fn:c35837d77a4a429996592663a42aaa6b,dev:b1ade6e7f65249ca8fc9350bb054cc5b
fn:c35837d77a4a429996592663a42aaa6b,dev:4576111fb3874265885e46c84515d56c
fn:c35837d77a4a429996592663a42aaa6b,dev:70129288784c4690a82800e034ed2737
fn:c35837d77a4a429996592663a42aaa6b,dev:1fb30d5ca4cc4d90901e776a3a42cce0
fn:c35837d77a4a429996592663a42aaa6b,dev:5753c826367440e1b5bcee3e097c37b1
fn:c35837d77a4a429996592663a42aaa6b,dev:e190ebc7955b4c9f9c728c4ec0058606
fn:1c9e5c8281d048ada932e6be50068d1d,dev:eb9feac07d8a4998afd3d4c8d04a8d49
fn:1c9e5c8281d048ada932e6be50068d1d,dev:e4e60a19328246318bf706257a4fda93
fn:1c9e5c8281d048ada932e6be50068d1d,dev:212a47387de34be19bd5d14b7c1cfbb9
fn:1c9e5c8281d048ada932e6be50068d1d,dev:a05a79f118e647779b5ad8c97e52b091
fn:1c9e5c8281d048ada932e6be50068d1d,dev:2b101f56cbdd4ba38fc624b64d1ca922
fn:1c9e5c8281d048ada932e6be50068d1d,dev:dd2ada79caf64fe9a705b42f20228352
fn:1c9e5c8281d048ada932e6be50068d1d,dev:997bac91731945b9908d93ab19d88715
fn:1c9e5c8281d048ada932e6be50068d1d,dev:ff73e53793d44307a946423a9a1b1f94
fn:1c9e5c8281d048ada932e6be50068d1d,dev:952d6979358b4ebbb672cb66325c7e24
fn:1c9e5c8281d048ada932e6be50068d1d,dev:c6325feecbad4fa3a89cdc953c817677
fn:d771ddf34bb246d58e85dadab82cb8fa,dev:8c842c3f700d4c9bb81b4c8cc2f19133
fn:d771ddf34bb246d58e85dadab82cb8fa,dev:e293ac88bd724353815ff60021aa8a9c
fn:d771ddf34bb246d58e85dadab82cb8fa,dev:ac86a15ef54a4a66991028fda0ca40b6
fn:d771ddf34bb246d58e85dadab82cb8fa,dev:7121c168c3974013b7e72cd7829e9584
fn:d771ddf34bb246d58e85dadab82cb8fa,dev:ca91fc9d7e7e46c38a26dc7808735350
fn:d771ddf34bb246d58e85dadab82cb8fa,dev:eb9feac07d8a4998afd3d4c8d04a8d49
fn:da12a9cecfc4494ab966554fbbc12f8e,dev:26f1f682f4194401994ec24c455b8307
fn:da12a9cecfc4494ab966554fbbc12f8e,dev:7a71af3deb5d4132ac135dab41013d4a
fn:da12a9cecfc4494ab966554fbbc12f8e,dev:6a7edfcb961d4971939f0f44da4e8d2c
fn:da12a9cecfc4494ab966554fbbc12f8e,dev:aed0a778d8404f52b9a4d6239a7cec7d
fn:da12a9cecfc4494ab966554fbbc12f8e,dev:5d734b6028a04e1383bee1a793982e49
fn:da12a9cecfc4494ab966554fbbc12f8e,dev:05ff7ea4aa8449d88e3ae2ccaf8f6aec
fn:b9b83ca95d184d6fa312ea3701bc5be0,dev:05ff7ea4aa8449d88e3ae2ccaf8f6aec
fn:b9b83ca95d184d6fa312ea3701bc5be0,dev:ff9aabf7173146b0b054fee4e2106340
fn:b9b83ca95d184d6fa312ea3701bc5be0,dev:ef7fe44d855049c8ba38d674a693bbfe
fn:b9b83ca95d184d6fa312ea3701bc5be0,dev:090d0842d65b49f59498d201038483cb
fn:b9b83ca95d184d6fa312ea3701bc5be0,dev:f9107aa766d24fb49f0f799ba902ab4d
fn:b9b83ca95d184d6fa312ea3701bc5be0,dev:7ad4ca41de3b4cce9d323c74a4afd6b9
fn:b9b83ca95d184d6fa312ea3701bc5be0,dev:ff6ed5abe2624f98ac3c6936193a4d5f
fn:b9b83ca95d184d6fa312ea3701bc5be0,dev:42494fde6282429aa38eb1bf6d5af1c3
fn:b9b83ca95d184d6fa312ea3701bc5be0,dev:e6dbc4c080404e39848a11b43328c68a
fn:b9b83ca95d184d6fa312ea3701bc5be0,dev:d23a8f18493e4e1aa78869ae15919471
fn:cafecffef93c44c6a14cac3150cc4201,dev:642ca04e30764f419882da67dca6c134
fn:cafecffef93c44c6a14cac3150cc4201,dev:9323542559fd40ed8ad40451ff837967
fn:cafecffef93c44c6a14cac3150cc4201,dev:bc69449f07e349e2bf51e8c0cb9d5115
fn:cafecffef93c44c6a14cac3150cc4201,dev:a9ab939237c14005b73a423488413270
fn:cafecffef93c44c6a14cac3150cc4201,dev:e9dda8769e834554ac91f69ffbf08457
fn:cafecffef93c44c6a14cac3150cc4201,dev:649d5e5feb2b4469bcceddb078f93726
fn:cafecffef93c44c6a14cac3150cc4201,dev:a00a8278c17b444b970ab9b02620a825
fn:cafecffef93c44c6a14cac3150cc4201,dev:4e95c2cbcb754bbabd926b8040464451
fn:cafecffef93c44c6a14cac3150cc4201,dev:b71fa43d221c4c198ff9691492dc72fe
fn:cafecffef93c44c6a14cac3150cc4201,dev:1ab8f2dceaa54a1db8c3a56e5d6d0f85
fn:e7975b7cf93c4f94b3e78618eca3ff4a,dev:a9a531bdb8764f578e67272d70644320
fn:e7975b7cf93c4f94b3e78618eca3ff4a,dev:8af9bd926fe8465bb4df1dc91093d908
fn:e7975b7cf93c4f94b3e78618eca3ff4a,dev:9b198054a7c245649e16d318616d98ac
fn:e7975b7cf93c4f94b3e78618eca3ff4a,dev:79d4e0c9818f479694af27a224505d14
fn:e7975b7cf93c4f94b3e78618eca3ff4a,dev:88443dd40a5d4970933919c1c7dd22cf
fn:e7975b7cf93c4f94b3e78618eca3ff4a,dev:642ca04e30764f419882da67dca6c134
fn:2a3949aaa49445519e98913efac7166a,dev:08ba3ea53bd54d4bbfe031226fa70b48
fn:2a3949aaa49445519e98913efac7166a,dev:36b0298a200b44dea054107b5b0ba5fd
fn:2a3949aaa49445519e98913efac7166a,dev:bbdddbfd45a4409b9a99336eee61eba0
fn:2a3949aaa49445519e98913efac7166a,dev:88146273e1904134b9e5b4bd0126a57c
fn:2a3949aaa49445519e98913efac7166a,dev:bce331799e674f1e9751cb86e53919dd
fn:2a3949aaa49445519e98913efac7166a,dev:c3f402acd6884541825960815763a140
fn:2a3949aaa49445519e98913efac7166a,dev:4f368650aebc4d3baab8bd2c71f56d40
fn:2a3949aaa49445519e98913efac7166a,dev:5a2789c6bded465e8c92bd06d2aba1f8
fn:2a3949aaa49445519e98913efac7166a,dev:99fdfd7eb5434e5a9b4e63a490068496
fn:2a3949aaa49445519e98913efac7166a,dev:18dccfd22b5d4e3495da41fc2d950dbd
fn:047711ce488f4f0abc9a1ff9b528db68,dev:b7e6d382abda40b69a0542ed0b9b2e4d
fn:047711ce488f4f0abc9a1ff9b528db68,dev:d25042d50f244106800a395d00c28def
fn:047711ce488f4f0abc9a1ff9b528db68,dev:8843ec1a9c924f929788aab767d11526
fn:047711ce488f4f0abc9a1ff9b528db68,dev:6815d594f09148bab862a0926ca9eca0
fn:047711ce488f4f0abc9a1ff9b528db68,dev:105c6a8086614f0d864c29e6ad0be8e4
fn:047711ce488f4f0abc9a1ff9b528db68,dev:08ba3ea53bd54d4bbfe031226fa70b48
fn:43bcdbe3b681405ca0286c15c8b65ac8,dev:e1a3ab31bdfd4d41b6b0d8c9c60fb567
fn:43bcdbe3b681405ca0286c15c8b65ac8,dev:4cbd3106c4104ba3a3bf320090ba7016
fn:43bcdbe3b681405ca0286c15c8b65ac8,dev:f281124380854e719c783b1d0a0efeff
fn:43bcdbe3b681405ca0286c15c8b65ac8,dev:b1b325284e3e46a1978fde2f8c23cc4f
fn:43bcdbe3b681405ca0286c15c8b65ac8,dev:5a9591c90b834558895c556ef57683f7
fn:43bcdbe3b681405ca0286c15c8b65ac8,dev:d790fb898f294b04b8028acfe23611a2
fn:fe65945ded324d5493c706b5f562aabd,dev:d790fb898f294b04b8028acfe23611a2
fn:fe65945ded324d5493c706b5f562aabd,dev:3c95d68268854f7eb0b65a4bcbf09a8a
fn:fe65945ded324d5493c706b5f562aabd,dev:086ad772cdcf4c2a8e92005aa2970eb8
fn:fe65945ded324d5493c706b5f562aabd,dev:30477363db524c07bd92e02d0ad7e050
fn:fe65945ded324d5493c706b5f562aabd,dev:d5b534dd3c084a9fb5d93cf8543710d6
fn:fe65945ded324d5493c706b5f562aabd,dev:be1ad412d5334905bd4ffe4e46a7c318
fn:fe65945ded324d5493c706b5f562aabd,dev:79da15e9a93245999e5745f8d3d49b52
fn:fe65945ded324d5493c706b5f562aabd,dev:6b63097e411e4988adc23a61673fbfa0
fn:fe65945ded324d5493c706b5f562aabd,dev:876267c6255e478f8c55d2d8ea987106
fn:fe65945ded324d5493c706b5f562aabd,dev:3faeaf4dc41a439dbb5fa81888caf689
fn:21bc0c5711024515b63bfdfb39d5bae3,dev:8fdea82abe98479d901d7d0dd50f6481
fn:21bc0c5711024515b63bfdfb39d5bae3,dev:f4392fd8c21841fba74a6adef5a1c458
fn:21bc0c5711024515b63bfdfb39d5bae3,dev:eb705809b3f64f7db49e5fd14375653b
fn:21bc0c5711024515b63bfdfb39d5bae3,dev:7287de099a4d43c3bbc1d5c01794c135
fn:21bc0c5711024515b63bfdfb39d5bae3,dev:fbf985c11d2a4b9db186685ef92561d7
fn:21bc0c5711024515b63bfdfb39d5bae3,dev:68a36b0728a749f09b80eada62968c5a
fn:8dab710b3da6495e95a9540221acf370,dev:68a36b0728a749f09b80eada62968c5a
fn:8dab710b3da6495e95a9540221acf370,dev:a275c20606b543a78e4ac99ce8b86726
fn:8dab710b3da6495e95a9540221acf370,dev:1849f6a2426340599c45ab5112fe276f
fn:8dab710b3da6495e95a9540221acf370,dev:03a98821f722471dae405ff166913d2e
