uid,problem_id
mr:d0988f9b167d40c6ab3a1913a47c7107,pb:3a433ba9ae01473f830c8c269fe92029
mr:e56f488c109b49c2a4637acb2169219d,pb:3a433ba9ae01473f830c8c269fe92029
mr:e7c529c6effb48669b3aee0c0663cf89,pb:3a433ba9ae01473f830c8c269fe92029
mr:f980a5d634b746d295d4874ed3e5d19d,pb:3a433ba9ae01473f830c8c269fe92029
mr:f99905f43c0849ed8caed5f8db20605c,pb:3a433ba9ae01473f830c8c269fe92029
mr:fc02f4c32a7e48e29d2e13cb9d737d1d,pb:3a433ba9ae01473f830c8c269fe92029
mr:0aa3f32140034bfc96cf828f2f1a3f6f,pb:3c9913b1d28a47cdb99766fa5c27d863
mr:3ef84449a2db40a8ab19b7da1c4ad9ea,pb:3c9913b1d28a47cdb99766fa5c27d863
mr:46ca5c44d59d4e8c97536f904c35f18a,pb:3c9913b1d28a47cdb99766fa5c27d863
mr:4978f6cc156d4d63999563a952d8c508,pb:3c9913b1d28a47cdb99766fa5c27d863
mr:4e0ea6ff813149ee8af85621d4e06c0f,pb:3c9913b1d28a47cdb99766fa5c27d863
mr:5266bf37538e4fb8ba441733ed7dc61f,pb:3c9913b1d28a47cdb99766fa5c27d863
mr:5ec1aebba688400e9634942cadc2b088,pb:3c9913b1d28a47cdb99766fa5c27d863
mr:84f8b7e3d61449bbbf203453f06e3f05,pb:3c9913b1d28a47cdb99766fa5c27d863
mr:94a3f61b90584b32abb9a159a143bd1d,pb:3c9913b1d28a47cdb99766fa5c27d863
mr:95662e4c597f44e284ebbe32a2853939,pb:3c9913b1d28a47cdb99766fa5c27d863
mr:96ccb4d4f76c4c13af522b7df75dab14,pb:3c9913b1d28a47cdb99766fa5c27d863
mr:98789bcbe657495b9d706642eee029f6,pb:3c9913b1d28a47cdb99766fa5c27d863
mr:a7041a7d1d934b65b043474b8e6fc8f5,pb:3c9913b1d28a47cdb99766fa5c27d863
mr:ad307b5481c14ef8bd5376a4708db2fc,pb:3c9913b1d28a47cdb99766fa5c27d863
mr:cc38e2fc134d4c0fbfd04d024756ac67,pb:3c9913b1d28a47cdb99766fa5c27d863
mr:d26b199831f44809819fc91b2361ef75,pb:3c9913b1d28a47cdb99766fa5c27d863
mr:d3f0b71c1c264d9cb6e07366c081f747,pb:3c9913b1d28a47cdb99766fa5c27d863
mr:d8dc49f55eed409e9bc8485326afe9ef,pb:3c9913b1d28a47cdb99766fa5c27d863
mr:e0b98b5f6f50459388013698ed942daf,pb:3c9913b1d28a47cdb99766fa5c27d863
mr:e0c4e55c247e4abe8f32a61f3d86dc75,pb:3c9913b1d28a47cdb99766fa5c27d863
mr:f521c4a0c1484877aaf0e3c4fb9c829f,pb:3c9913b1d28a47cdb99766fa5c27d863
mr:0e5f503d97bb4e4181974aa1f661ee78,pb:47ce7c852cb34f7eba94705c5f213931
mr:154f94d1d1d84b908599b90f20e5ad98,pb:47ce7c852cb34f7eba94705c5f213931
mr:2a2bf536976d48abbd575831b4780162,pb:47ce7c852cb34f7eba94705c5f213931
mr:369a1372e5414e4884664ff927838bca,pb:47ce7c852cb34f7eba94705c5f213931
mr:3af7c993486c4110a743d3e5f1bd9b58,pb:47ce7c852cb34f7eba94705c5f213931
mr:499887f9f1b24ec0b9a3ec4792b61431,pb:47ce7c852cb34f7eba94705c5f213931
mr:4e8876bc32a54e22bde690eb739c2d9c,pb:47ce7c852cb34f7eba94705c5f213931
mr:51a744c4c4a3437fb25c26faf6185456,pb:47ce7c852cb34f7eba94705c5f213931
mr:777f858eadb04e2caeb275929b6896cc,pb:47ce7c852cb34f7eba94705c5f213931
mr:79a39a2df856493fb3d98bb39539f004,pb:47ce7c852cb34f7eba94705c5f213931
mr:902418bb1d22427c95153a5570159af9,pb:47ce7c852cb34f7eba94705c5f213931
mr:9b85cc13e06f4ae097c155ee4894cd7e,pb:47ce7c852cb34f7eba94705c5f213931
mr:bdb3eddbc63e4f4382aac66c872e1c60,pb:47ce7c852cb34f7eba94705c5f213931
mr:d0f601171e854b31ae008d4cf468b642,pb:47ce7c852cb34f7eba94705c5f213931
mr:ddc8547449ed4957b3c443c248b129ee,pb:47ce7c852cb34f7eba94705c5f213931
mr:de479a882aa245f7b0eef22a770190ff,pb:47ce7c852cb34f7eba94705c5f213931
mr:df110b32d5fa446c9299398fb3151080,pb:47ce7c852cb34f7eba94705c5f213931
mr:e4b18f919e1940548813daf7839ba51c,pb:47ce7c852cb34f7eba94705c5f213931
mr:eee4028fb68f4fb684609483b4eaa5f0,pb:47ce7c852cb34f7eba94705c5f213931
mr:f4dfc41254b7471da0b27f4ff18a172b,pb:47ce7c852cb34f7eba94705c5f213931
mr:ff8e1b9b60af49fa9a3e6b7a774c15cc,pb:47ce7c852cb34f7eba94705c5f213931
mr:02f2fb7f2c8542bfaa0e294b47050349,pb:4880a397240847a9801e5529c5615429
mr:111e1d21e4304926a304397063926f92,pb:4880a397240847a9801e5529c5615429
mr:275aed34aa25457ea9a2b2f97e01a22e,pb:4880a397240847a9801e5529c5615429
mr:3057c5c17f674c30bc57f6fb9692fb24,pb:4880a397240847a9801e5529c5615429
mr:49b193b6c20f4dde95ada81a35154cef,pb:4880a397240847a9801e5529c5615429
mr:54e7c054a70942deabc4c02daa6cc758,pb:4880a397240847a9801e5529c5615429
mr:55e9e206438448ff923e63ae5a1f347b,pb:4880a397240847a9801e5529c5615429
mr:584bf88057474d33a63e4e4a723a01d9,pb:4880a397240847a9801e5529c5615429
mr:59902b913754403d937a901c28f5b076,pb:4880a397240847a9801e5529c5615429
mr:5b5e48e79e644bf2af193ac726a601d6,pb:4880a397240847a9801e5529c5615429
mr:6ea37461a17e4224bbc1abb9190c9bbe,pb:4880a397240847a9801e5529c5615429
mr:7588799f336141168782b611584a7449,pb:4880a397240847a9801e5529c5615429
mr:78421db5bb96479599dc320ac0f3ea20,pb:4880a397240847a9801e5529c5615429
mr:787e18e1bda14334bc32495ffdad47bb,pb:4880a397240847a9801e5529c5615429
mr:82e7bdfac32a42d78df0784475ee61c3,pb:4880a397240847a9801e5529c5615429
mr:8ea184404e334f97abdb26c7ae13cd7f,pb:4880a397240847a9801e5529c5615429
mr:a00319d4549c4a778071da89cede4688,pb:4880a397240847a9801e5529c5615429
mr:a2ae65505ac34ccd960e4c1010cb8f0c,pb:4880a397240847a9801e5529c5615429
mr:a4d3a9f2e8d24314a399eb93b1e30447,pb:4880a397240847a9801e5529c5615429
mr:ebf2d730982f45cdb58fab9fce59ea99,pb:4880a397240847a9801e5529c5615429
mr:faa07a6f4b5f4dd2bec19259fbf49d9c,pb:4880a397240847a9801e5529c5615429
mr:37d20badc36b4b1d8e6932a28dbc79ee,pb:544137bf0cad46259c1774aa554b5000
mr:7f988f5407a94ec2a4de66cc154595a8,pb:544137bf0cad46259c1774aa554b5000
mr:8c17fc1ef65d49ec86d66ff39dc0d5f5,pb:544137bf0cad46259c1774aa554b5000
mr:f4eee797b7f847be8113b23bbb32f30a,pb:544137bf0cad46259c1774aa554b5000
mr:329d300faa854228ace920843f69ca8a,pb:5a4ef2bba1aa49ab95d603ac03c6a8c8
mr:352db18064d34d99b5d42146b999909c,pb:5a4ef2bba1aa49ab95d603ac03c6a8c8
mr:a4cf897e997943a88c41ce41e2e94a7e,pb:5a4ef2bba1aa49ab95d603ac03c6a8c8
mr:cd33b4006ac643eaa038712618686a9e,pb:5a4ef2bba1aa49ab95d603ac03c6a8c8
mr:065096f44d254166b74d26d76fb77ab8,pb:5c57c48685b042e98c02a7741a11c5e9
mr:1567b922b5f04f7dbaa44db63c1908f1,pb:5c57c48685b042e98c02a7741a11c5e9
mr:43b6ffa200ba4133ae5621081a4eec04,pb:5c57c48685b042e98c02a7741a11c5e9
mr:4bb981ed71804e58a8564b85e3b73608,pb:5c57c48685b042e98c02a7741a11c5e9
mr:4c209b179cde424394f59fff0397f007,pb:5c57c48685b042e98c02a7741a11c5e9
mr:50bb7b4a744044f099534db10c4128e4,pb:5c57c48685b042e98c02a7741a11c5e9
mr:6088644b77764bb6a30f58b6806cff22,pb:5c57c48685b042e98c02a7741a11c5e9
mr:653a21d0c66a4f2489804ffff05141f9,pb:5c57c48685b042e98c02a7741a11c5e9
mr:7916ba5ce6fa492d84245c9e1e7a6362,pb:5c57c48685b042e98c02a7741a11c5e9
mr:7c71302b8e474cf690152b5094632319,pb:5c57c48685b042e98c02a7741a11c5e9
mr:7d1977baa68c4f5c88a4a4859be3cfef,pb:5c57c48685b042e98c02a7741a11c5e9
mr:943d04c1349547bf9e11476bb3ec67bc,pb:5c57c48685b042e98c02a7741a11c5e9
mr:9fb3594caa8d437b89f7a6933660176d,pb:5c57c48685b042e98c02a7741a11c5e9
mr:a790f2ac0b0647129d4e82cd601158c4,pb:5c57c48685b042e98c02a7741a11c5e9
mr:b23df4c6aafb4067be657410d60c0c99,pb:5c57c48685b042e98c02a7741a11c5e9
mr:cceda525aeb5473e8a77e4df8ad282ed,pb:5c57c48685b042e98c02a7741a11c5e9
mr:da161047edb34f2790af5b45d65617e5,pb:5c57c48685b042e98c02a7741a11c5e9
mr:eb7471a7e5af4df1a69ae6f262f3f83a,pb:5c57c48685b042e98c02a7741a11c5e9
mr:f0f5311ed2194b868b2d1d2eb6f06e53,pb:5c57c48685b042e98c02a7741a11c5e9
mr:f5310d3201cd4848bb65b41977655f76,pb:5c57c48685b042e98c02a7741a11c5e9
mr:f60909962b664aa49e0476a20c6538ec,pb:5c57c48685b042e98c02a7741a11c5e9
mr:0bcce712187843b08cf2f7be12148e2e,pb:5d63b1fb18344fb7a9c1ed18a4613a36
mr:169fb2e6775d466f80b5f8d220898b32,pb:5d63b1fb18344fb7a9c1ed18a4613a36
mr:30819e317ea84cae92f0dbf0c4200c88,pb:5d63b1fb18344fb7a9c1ed18a4613a36
mr:426209482dd9472199a6a351bee8047a,pb:5d63b1fb18344fb7a9c1ed18a4613a36
mr:4a1fd92473094f99a557895235515e45,pb:5d63b1fb18344fb7a9c1ed18a4613a36
mr:5453c516d79148628f1f2291d5339d79,pb:5d63b1fb18344fb7a9c1ed18a4613a36
mr:59fa41a7b5c646d4a0ad33e6adf14e7e,pb:5d63b1fb18344fb7a9c1ed18a4613a36
mr:7cadb7e5139d4771bef84b48c2d5ada6,pb:5d63b1fb18344fb7a9c1ed18a4613a36
mr:7f3a0d36d57644818fb31891137661cf,pb:5d63b1fb18344fb7a9c1ed18a4613a36
mr:83221dc39f6a4681b57022ad7b4632bf,pb:5d63b1fb18344fb7a9c1ed18a4613a36
mr:a074c59d45644d438a5056f82b1fce81,pb:5d63b1fb18344fb7a9c1ed18a4613a36
mr:a55b4259708940bd9bcf3b55e9f75465,pb:5d63b1fb18344fb7a9c1ed18a4613a36
mr:ae4d3dc46bdb434ea7f2b298f00c971d,pb:5d63b1fb18344fb7a9c1ed18a4613a36
mr:b00ec0d6eb894bea95877d2fcf37025c,pb:5d63b1fb18344fb7a9c1ed18a4613a36
mr:bbc04b6b3302470ca2659e28a609465c,pb:5d63b1fb18344fb7a9c1ed18a4613a36
mr:cf1a4cb1b92449c09634268ab2002476,pb:5d63b1fb18344fb7a9c1ed18a4613a36
mr:cf2d3be0777e40c0809ad93d3f4d8a7f,pb:5d63b1fb18344fb7a9c1ed18a4613a36
mr:d0d3f6a70f784bae8f116a41486de699,pb:5d63b1fb18344fb7a9c1ed18a4613a36
mr:d7e35c7dec0b4fefa73338982697b981,pb:5d63b1fb18344fb7a9c1ed18a4613a36
mr:efebbce908e44368a9fa89c2d934bf4a,pb:5d63b1fb18344fb7a9c1ed18a4613a36
mr:f4b45720401e46e9af19ee0ac13f5d07,pb:5d63b1fb18344fb7a9c1ed18a4613a36
mr:140625577a4c4e8fb9fd7f2f0f0d35f1,pb:61a6abe5f8f04cce941bc45cd304daf6
mr:172853cd63ac4de0ad591a085867cca6,pb:61a6abe5f8f04cce941bc45cd304daf6
mr:a5bca574ab2c429b88501037fd1eb26b,pb:61a6abe5f8f04cce941bc45cd304daf6
mr:c749f5119809459a98a41166ae723a8f,pb:61a6abe5f8f04cce941bc45cd304daf6
mr:296027d6a33a4b4489065162321a8b08,pb:6ea489e3761b48eb829b072e832720d1
mr:7d3c0e5728af4631a133b188fe33e137,pb:6ea489e3761b48eb829b072e832720d1
mr:ce5dd30a7be649338c15238d0941bcef,pb:6ea489e3761b48eb829b072e832720d1
mr:d69a3338a0944aecbca4a55c7506f8c5,pb:6ea489e3761b48eb829b072e832720d1
mr:2618f763730d4f5fb8f74185d9c1a564,pb:714c1a89c04a47fdba55ba882caad568
mr:58c05711686f44a1833a0fc955df8fe6,pb:714c1a89c04a47fdba55ba882caad568
mr:ef254ca1ee554decb29957b5c44e66eb,pb:714c1a89c04a47fdba55ba882caad568
mr:f322676311e449abab385ffa9aaedabb,pb:714c1a89c04a47fdba55ba882caad568
mr:14d41dedf11f4df28685e06593b298fe,pb:78399d3059ff43c5be8cfd63e68d9bd7
mr:2a634ddae9414887867dd6edf9e380a4,pb:78399d3059ff43c5be8cfd63e68d9bd7
mr:303fc11e1eb646c78d0422ede679a904,pb:78399d3059ff43c5be8cfd63e68d9bd7
mr:358fbacae1aa424599d8f6009d0388ec,pb:78399d3059ff43c5be8cfd63e68d9bd7
mr:38ea5ba2f18a49daafb7e6a3c80df135,pb:78399d3059ff43c5be8cfd63e68d9bd7
mr:48f4019f6c0843b090650daf88b25f9e,pb:78399d3059ff43c5be8cfd63e68d9bd7
mr:4db5fd459b474b0aa8d0e7ca1f98ec19,pb:78399d3059ff43c5be8cfd63e68d9bd7
mr:65e0a35909204a6d9a83a5e6e09d7d83,pb:78399d3059ff43c5be8cfd63e68d9bd7
mr:6ed764fa2f074981bfff7f2dd716edcc,pb:78399d3059ff43c5be8cfd63e68d9bd7
mr:89ff90b612d1403fbd39f2d0f4f67b61,pb:78399d3059ff43c5be8cfd63e68d9bd7
mr:8a5e9f304f994784a97f8410d2734bf4,pb:78399d3059ff43c5be8cfd63e68d9bd7
mr:8c5e6a867317486d8ae20e1418e3a75d,pb:78399d3059ff43c5be8cfd63e68d9bd7
mr:9c960ff8f7e9434ea7a31a3c830f9822,pb:78399d3059ff43c5be8cfd63e68d9bd7
mr:a695bdb4b3b2454a9b38e032169e099b,pb:78399d3059ff43c5be8cfd63e68d9bd7
mr:babcf7e61659419f8bb77a558a7b4d82,pb:78399d3059ff43c5be8cfd63e68d9bd7
mr:bf93c89374c045feac335f4747b3682f,pb:78399d3059ff43c5be8cfd63e68d9bd7
mr:c0520d54c1884a66a65c6d38ca6b923f,pb:78399d3059ff43c5be8cfd63e68d9bd7
mr:c511a2db4844455fa3c61dbcc5364c9c,pb:78399d3059ff43c5be8cfd63e68d9bd7
mr:d1615a7eaba64a1cb74adf508c8aaed8,pb:78399d3059ff43c5be8cfd63e68d9bd7
mr:dbc21c3986f447ae8d8ebde9f30634ae,pb:78399d3059ff43c5be8cfd63e68d9bd7
mr:dbcb929a338249ae9f4d14a37c64ba94,pb:78399d3059ff43c5be8cfd63e68d9bd7
