name,exp_id,value
Es,exp:611840d988d74f01a797fe7a5feda670,0.484579
Es,exp:61a667a70d2a4d7c93014404e703b0cc,0.954833
Es,exp:6322fb6be9854c039e89074b00756485,0.451902
Es,exp:6522fbf20cde45a587dfee63fabb6577,0.580537
Es,exp:676b321d1c6041dbbf310f31f8d752d5,1.14275
Es,exp:67accf48c36f46f99a4c8e13b866acd0,0.75233
Es,exp:68051ed8aa73446b96289a997ac85397,0.433936
Es,exp:6bb8e2d9eeb54663b0cf9cc26f8d6180,0.647246
Es,exp:70194d53f2394ebdbd84fde442c7fb65,1.25852
Es,exp:710e545bfdff40d3b7dcbf36db4afe4c,0.954752
Es,exp:7409428808134ccc8291eb7c52150ad2,1.14963
Es,exp:75065d66ce574a9eae415a4612098f3c,0.58055
Es,exp:75b79441e4ae4dc9bc5ef0e21473c3a2,0.476021
Es,exp:75c3199de3214baf8b3507012d076e86,0.548689
Es,exp:76131ab5d6ab4290b6dd13247ccd8061,0.469101
Es,exp:76355fa60e64471b80eec062c1391a8e,0.455106
Es,exp:7853f2dfb3104526a44bede02225eef6,3.0561
Es,exp:7978da58ced84164aa865d9974f4a54e,1.10741
Es,exp:7d8c1849d8e74e8c9d75a29bb7e29989,3.04092
Es,exp:7f7f5ac6fcd9444aa35949b5ca44517f,4.26012
Es,exp:829f5addb4194ad5a5e9f83c4f78b2af,0.970768
Es,exp:82be49b850a849e0943df0f1726b3021,1.13104
Es,exp:859011f6129f49ca843b9a34594f7cb3,0.839738
Es,exp:8972666ecf4f4dc9b2fb004e626b7041,0.609761
Es,exp:90113286f905407fbdcc49f06c9ee042,3.74564
Es,exp:90448fa35297456891653aa87cd4ed1b,1.04254
Es,exp:92b7e370534647378cc17a5b832b7137,3.4015
Es,exp:964870b49e3f4830bbd4a87b0b723918,0.49286
Es,exp:9a297e01eddb47d0af5fb86df850b507,0.509887
Es,exp:9adaed1c28184812b3a58c58e6dfb585,1.02701
Es,exp:9dd4a1c7e2ef44db978c64d2ba7734d0,3.27124
Es,exp:9e8da92041394a66a54b27d7ef5779ca,0.540189
Es,exp:a6fcc8683cca4673934061b4fe268ede,0.564231
Es,exp:a78e73355f3f415a86acdea754da0e2a,3.71316
Es,exp:a85c0a6b4c864c00bbbff4debec6fb58,0.987155
Es,exp:a9547e5224b5451aa92dd118e4afbd57,0.488768
Es,exp:aa5f9c085e89488d9899d207a7be5a19,0.485039
Es,exp:aab21fb12a664260bc00e039f7567afb,1.02198
Es,exp:abd15a718852488b957e5dac66b6e5fe,0.939595
Es,exp:ae4bfed5b8684fa983699282a9b14413,3.57077
Es,exp:afc1a8de140f486cb13df5928e24cdaf,2.65537
Es,exp:b1cd091d85e14fc6800408c2436879b3,1.29391
Es,exp:b32e25fe54c54945aac033722495d0fd,3.60097
Es,exp:b560796a874448e884ae32ba97511736,3.82724
Es,exp:b64bd86a44af4a768c04976cf4857f0b,0.975563
Es,exp:b6c1b09e03f54207ad0666b6b0a62e5b,0.518433
Es,exp:b81c90eaa3114371962512c135bc4225,1.24592
Es,exp:b984c474c71845e6a64a3c2999aaf668,1.04937
Es,exp:b9e6f90d23604e8183e152782ab5ce0f,0.484455
Es,exp:b9f54ce2d1f2416aa2f9c5d56ccf44a9,0.461938
Es,exp:ba0b13b6a7f04263811d79df5cf185a0,6.0375
Es,exp:ba89c7259a634d58b5dc1a68a2c8ad37,1.59702
Es,exp:ba9c9acfe4de4ac0aa835bc3e852f3e4,0.533728
Es,exp:bbdbbce8a852468193fb95836c8c601d,0.47073
Es,exp:c0290c80940045aa8bc6710edb8d53ac,1.22666
Es,exp:c030a7616be44ed8983b31479754f91e,0.508645
Es,exp:c204fcd2d3904dc5a34f0fcda93172f7,0.682038
Es,exp:c58dfb964df84a72a3b57fd24ec5bb4f,0.437383
Es,exp:c9012b7f5a8041999682e1fcfdd1e0a4,0.471089
Es,exp:ca50f6955a3a4f598a285f1a829d3460,0.637686
Es,exp:ca8ec18ac8374ebbb4084b46121942d2,0.933603
Es,exp:cc097910932e447e8ee917f5ff04d9ee,1.28252
Es,exp:cea42cbb12164ef09dc7c30f1f3b5f42,1.06545
Es,exp:cebc2d827ce5476b867807bc9657a94d,1.08229
Es,exp:cff699db15be4598b9919c1b726f1c9e,1.12936
Es,exp:d053d085aae8448e98deaa1ed63d018a,0.925492
Es,exp:d6804b786e004c928a897482bbae8b37,3.81727
Es,exp:d6c8dd151d0440c9aa41b9ecf3dfaac1,0.503018
Es,exp:d9110be13d4645e4992dc6b6c69a1e18,0.658567
Es,exp:dd31f4ecbfc3452a8fdccf733e55ef26,1.3669
Es,exp:deb65a988153470a98deff395769b7af,0.469359
Es,exp:debc99b0503f4fdebe41b61cee41ffef,3.87174
Es,exp:ded30111cb07460eb08ac5fa8d641492,0.513972
Es,exp:df8275bd5e5644fbbe602ed76a7ff33a,0.503512
Es,exp:e05a511c645f4b7f89903e86c7c4ac28,0.922384
Es,exp:e4a4022b43e9414fa57d1afde563cd27,1.37653
Es,exp:e5dea09ede124ba080f6595c5987b6b3,0.939336
Es,exp:e6b1a5a6b0e24a9383087e53a073531d,1.09715
Es,exp:e6db491bda5f44989481f94990ddeb16,1.01845
Es,exp:e82546b1d1994778bd3bb5a7f5ecf7c1,1.15295
Es,exp:e9ebde6e58d540839bb47d8eda228a5c,0.746789
Es,exp:eaa12cc0f34b46f1aa567cbff9281967,0.897555
Es,exp:eb3283d86e9143ad8e7446be80d0ef3e,0.972163
Es,exp:eb783d8c34b742cd9d079e39887d80f7,0.463438
Es,exp:f056c47cd3d44e8c8ec02b0d0c94a761,0.642226
Es,exp:f525523755c049dc8160e823b0884a95,0.600852
Es,exp:f6b3dbd637b94bb394af0788076deae2,0.931203
Es,exp:f90cba11e59144d4a9bd48cde0f6080b,0.813402
Es,exp:fdca22bbf3d740098b3bccf0643db446,4.04439
log_level,exp:06d082a7fdff425b835608373d5df23c,40.0
log_level,exp:090d7bccee7c4e028d009368816ad729,40.0
log_level,exp:0b48f44e68ea4849a1e3565229835076,40.0
log_level,exp:0bcab6bcf1b44d368fcb090ae918f1f5,40.0
log_level,exp:0d7026f304934735a2eef3004dd77e54,40.0
log_level,exp:107bc87692d042dea46e57b2fbc6fb91,40.0
log_level,exp:11ff1fb05b674c518056597b444fad56,40.0
log_level,exp:176f0a6c86f9414e92bdeeb35af22700,40.0
log_level,exp:181ed1a174df49ed825091c26081f088,40.0
log_level,exp:1b232730821f41bcb8da0dfd6f810891,40.0
log_level,exp:1ba3b2bf1b994e868d8c9050b8771ada,40.0
log_level,exp:1ca1aa9f538c4f44a71101cd9f9a69d2,40.0
log_level,exp:1d5708601cf64577b1cf88d42cace205,40.0
log_level,exp:1fecd76f641e48db93dabb2a54037558,40.0
log_level,exp:2153d5c0da934372b0c0c21d0e785832,40.0
log_level,exp:26e8d6a192ad4d7f9691c8d5d43eac57,40.0
log_level,exp:2b5b8dd4b87d4086b5c70f3f26f71d57,40.0
log_level,exp:30e191a47fe4423989e638285bf7ec61,40.0
log_level,exp:33492d06e660466498122a4518efbc45,40.0
log_level,exp:337ec4273b8346228e7417c303fa4f02,40.0
log_level,exp:3646efe4d0b4467c80363386f56f5fea,40.0
log_level,exp:4059335628db456189b7defb634a1d1c,40.0
log_level,exp:45cbcfc158f14201a2707bef4b8828b3,40.0
log_level,exp:48af9cf881cc456092aa0cda5ce21383,40.0
log_level,exp:511128d809f74a0ea6134cbf3b9c99f2,40.0
log_level,exp:517b38d8c1ee4f5ba4db2221d3d65f4b,40.0
log_level,exp:518ee2856a2c4924af99c2a435e41540,40.0
log_level,exp:5249899eebfa48188aeaad1921ef85eb,40.0
log_level,exp:56f5414066874dfc8acf8afb742a4f68,40.0
log_level,exp:593ec4a7e94b41249bc79fc0cd985b35,40.0
log_level,exp:595eb0e4e1d649bb807352439ef320c3,40.0
log_level,exp:611840d988d74f01a797fe7a5feda670,40.0
log_level,exp:61a667a70d2a4d7c93014404e703b0cc,40.0
log_level,exp:6322fb6be9854c039e89074b00756485,40.0
log_level,exp:6522fbf20cde45a587dfee63fabb6577,40.0
log_level,exp:676b321d1c6041dbbf310f31f8d752d5,40.0
log_level,exp:67accf48c36f46f99a4c8e13b866acd0,40.0
log_level,exp:68051ed8aa73446b96289a997ac85397,40.0
log_level,exp:6bb8e2d9eeb54663b0cf9cc26f8d6180,40.0
log_level,exp:70194d53f2394ebdbd84fde442c7fb65,40.0
log_level,exp:710e545bfdff40d3b7dcbf36db4afe4c,40.0
log_level,exp:7409428808134ccc8291eb7c52150ad2,40.0
log_level,exp:75065d66ce574a9eae415a4612098f3c,40.0
log_level,exp:75b79441e4ae4dc9bc5ef0e21473c3a2,40.0
log_level,exp:75c3199de3214baf8b3507012d076e86,40.0
log_level,exp:76131ab5d6ab4290b6dd13247ccd8061,40.0
log_level,exp:76355fa60e64471b80eec062c1391a8e,40.0
log_level,exp:7853f2dfb3104526a44bede02225eef6,40.0
log_level,exp:7978da58ced84164aa865d9974f4a54e,40.0
log_level,exp:7d8c1849d8e74e8c9d75a29bb7e29989,40.0
log_level,exp:7f7f5ac6fcd9444aa35949b5ca44517f,40.0
log_level,exp:829f5addb4194ad5a5e9f83c4f78b2af,40.0
log_level,exp:82be49b850a849e0943df0f1726b3021,40.0
log_level,exp:859011f6129f49ca843b9a34594f7cb3,40.0
log_level,exp:8972666ecf4f4dc9b2fb004e626b7041,40.0
log_level,exp:90113286f905407fbdcc49f06c9ee042,40.0
log_level,exp:90448fa35297456891653aa87cd4ed1b,40.0
log_level,exp:92b7e370534647378cc17a5b832b7137,40.0
log_level,exp:964870b49e3f4830bbd4a87b0b723918,40.0
log_level,exp:9a297e01eddb47d0af5fb86df850b507,40.0
log_level,exp:9adaed1c28184812b3a58c58e6dfb585,40.0
log_level,exp:9dd4a1c7e2ef44db978c64d2ba7734d0,40.0
