uid,start_time,end_time,ressource_id
ts:016f6afd90c948bfbf019443ebcf0593,0.0,5.0,ma:f7db3fee516945dea17471ba1561ca63
ts:0170af421ace4967882690c87da9fa57,0.0,3.0,mr:917eb6fb4fe84538bb782ede4c674a62
ts:017870b54e2844a3b76d3876a0fadebf,49.0,51.0,mr:85c7fb9b564a4672af59f5217cb624d9
ts:0182555431154647b4342e544b5843fd,26.0,29.0,ma:f21330ed4ccb4cc2b725a64e86276e34
ts:019a8f8329c84d8b80f31016287741e3,98.0,101.0,ma:b31f947a366340a0af6dff3dce9313c8
ts:01a575836ba440baae32ffeeaabf3f46,26.0,29.0,ma:4c637b7b2c1348bfb375a742e983b40b
ts:01adf76a4e6443489598dc33d2bee790,26.0,29.0,ma:0d558d5e1d694b44a9488c621d11f616
ts:01aeb3d0a5b14931966a125ac92fb704,25.0,27.0,mr:4c20d499e42748cfa2584220687de12e
ts:01b9afc8d9a94ba296aad9929dc99786,121.0,123.0,mr:db446a667f66468db2da4c0d3b726377
ts:01c17d8198964cb9b4d2bb20e7a6d13e,74.0,77.0,ma:c1d066d5e9384592ac9fcdceb481c3a5
ts:01c30395ce104942a2caef1cd1094403,98.0,101.0,ma:6b2499941ea64cabb737f3d9a6bd364e
ts:01d11455feca44bca4e103c32b47af39,121.0,123.0,mr:8767d6b31a724ab5a4e4e9b00e1a1918
ts:01d286036d24425ea127472afb1b34d2,121.0,123.0,mr:8ad78f6b908f43a991f808332ae6825b
ts:01e09f665ce74e769d20ca410413116e,50.0,53.0,ma:ef7d913740b14b02818fa3f5e3f79d67
ts:01e6d056edf94946b10e4a316eba7245,121.0,123.0,mr:ac5a452a88574bd686ac6211ec2f8a2f
ts:01ec89014b8045ac9d31eabe18bfc125,145.0,168.0,mr:788e79c15dbc464abe6b885e7fb0ac1f
ts:01ee6a475a9e4b27ab2bdf947dc7a063,50.0,53.0,ma:b3cf8bcf4ae5437d9faeb64e64e07d02
ts:02063654f3ab47b5aee30db4086764df,73.0,75.0,mr:7c2c9536a49e4c44bb076ce11d50958a
ts:0206ab2873b64b1a88f464dbfc9baa46,74.0,77.0,ma:1faead35cf2547db82ef0203f3f142a9
ts:020eee9eec52426c9d231be741ed64d9,49.0,51.0,mr:651fc6cd8a3d4bc1a3f68b1d38c8c915
ts:02266d58d5b241579b51654fcbb71934,145.0,168.0,mr:7c1ef85012c643c49d52bea460dc6ef8
ts:0227c1435bad4f44b59ca6e212e38630,146.0,168.0,ma:b3cf8bcf4ae5437d9faeb64e64e07d02
ts:0227f62700114e3dae0e09f7ac3c9eb7,121.0,123.0,mr:7f400f69d6fb4962bd515c183601dd61
ts:023bdea49fb34e97aeecbd400e1db2e0,121.0,123.0,mr:ccc67ddc9ad6421ea568e8f522982c7d
ts:023cffb7aada4e78a54bad717ec2f25a,73.0,75.0,mr:535cddc0b692439f9b279fa6f41e1885
ts:024cd6b719124546bed78374293d76aa,25.0,27.0,mr:57301bcf942c48e2819f37b202643044
ts:0252697fa3a64db1b65d484919a317e7,121.0,123.0,mr:2d80a55096fb46c0aa691175702397f9
ts:025886dc79f14509ba72736a3f1bcdd5,146.0,168.0,ma:cfd3c805881140c4b21be0e5a9352692
ts:025eb979113d4ad09828720d99078d4a,74.0,77.0,ma:ea718479ed844d0e8673238f6a8b8c96
ts:027656011d924a63b6e7d69e1215ce13,74.0,77.0,ma:9639b461876f4e57b2a31057fc178084
ts:027a0d18a28c4ee0933b582deb3d2beb,49.0,51.0,mr:dbeb9f229b584f95a1afba0e993c9e40
ts:027f287527e04239bd73a24a397683bd,146.0,168.0,ma:79f4374bf050476680c88ccf7daea6ca
ts:027f783c97db4ad6844b09d98cb13ef7,73.0,75.0,mr:41ac707490d845bbbb214deb2c20853f
ts:029517ce0486451d89f992b60b4075e1,122.0,125.0,ma:847d3b9fd36c4a6c87c0709433f2a354
ts:0295b2bef7b346d2b492b83d390555f4,25.0,27.0,mr:3f59fbb7396b417399a204d9a0bb95fd
ts:029db973952d4baea359143a10f1e079,122.0,125.0,ma:a1b30ef6c3f64878a57db798692ae778
ts:02a9eb0d290a491da9c483a31b5198f9,145.0,168.0,mr:ee5e24f23b344cf4a22fa9e33e989c76
ts:02aabe2fcd5c4e26bd7276b53ee5c702,49.0,51.0,mr:940c5d6b7be6497aa7409b8afbef80a1
ts:02af533c7dec441e8ade8b3e14ef9a86,98.0,101.0,ma:0158e2df672644a5af5e918570b593ce
ts:02b4039318d743c5a39e366fc597bd3a,50.0,53.0,ma:bfb498f3d9094c4f852ae8f8ebba4292
ts:02bad0e9c9ab40ec892e80ad4bc2e4a8,0.0,5.0,ma:1640bb9b83a64009937de8494ec8d885
ts:02bc6912358b43f9b531487386d8c0c5,0.0,5.0,ma:59467202811a448d98fd896a02f0a087
ts:02bf8672e3744f03a92b5fec4c7c7aa2,0.0,3.0,mr:80e88c5e67114322b5b9cdf2229a3204
ts:02c2229e813f4ec29afccd855ac9a19e,97.0,99.0,mr:b0009854184145b598cdfa4ec3b6b31c
ts:02c2366980804338a34c2b3b13cd757c,73.0,75.0,mr:5419ace6772843548c6be9c1ac91c132
ts:02eec741737444fd871edb650fb98fbf,122.0,125.0,ma:3e40564040094a93afa88659337aa738
ts:02ef2879e1634446a13aff91c79bdc31,145.0,168.0,mr:11e96675e34742919adb02ba6c8bb4a7
ts:02fc86ad99db49cfa97cc904337c578d,74.0,77.0,ma:4d137c39b5aa4862900b056e9561ee22
ts:030139b7caf24619a5e1e348258f1c61,74.0,77.0,ma:e9fd2a493b5540998cf547ed69e1ea78
ts:031c6fdf9a4449c6af7e9074784ece21,73.0,75.0,mr:76b4903bc0bc4ec59090428b5255e58b
ts:032108ca3d914cf6b5d77fb52dd0bdcf,122.0,125.0,ma:dcf26ea78d68446fa12deae740ac4435
ts:0326e3902177475fa99069769f11facb,26.0,29.0,ma:59c0bdfdf847497c93ddebf2c620c050
ts:0337f9fcb6ae41c48466bd0537a15454,25.0,27.0,mr:bb7bb16cc00249adb1d19ca3ad2af52d
ts:033aa0b8dc03464db2b0afc9d0b0428f,26.0,29.0,ma:52032c7a7d214ebdaa82750f80dae19d
ts:033db607b5e44ee0a1a7b20ed2e7999e,49.0,51.0,mr:765a51b9fe184520b3fe44cd981d908c
ts:0340441598c64da3835a2f31fa6e6100,122.0,125.0,ma:306e4756ea0d4d26905e988e0f14c4c8
ts:034cb1dd27b2418a8df070281bda28d6,0.0,3.0,mr:1dc38111db2e4a26b537bb789c945283
ts:0354f71374a34ca38ff37b04c5c0116c,73.0,75.0,mr:3724501b57434123b2efe596e0065019
ts:037b01241cc54e58a72670ae92b2c4c6,146.0,168.0,ma:aa3b2111df9044778c5f007e84aad390
ts:037f488d17c64d1dbab8f8efe30dca43,0.0,3.0,mr:bd34e0deb724471aab012d4d8c6f554e
ts:038479e96fa846629d567d7f0a9cf957,74.0,77.0,ma:c929cf44536544469682636e9365d415
ts:0387d19485784e8b9500ceb0f81f1f46,121.0,123.0,mr:ecb7f364cf70423d9523ba10cdbec616
ts:038a3744a69d4785ad398b2d1456a817,25.0,27.0,mr:8d5c149be4a24f918978650ed0016d1b
ts:038b58b636be465ba3759e51b5981823,0.0,5.0,ma:6c2df9381c3344ae8991ba5fb7d19508
ts:0396629f148a42e980afe419d1729600,98.0,101.0,ma:653001ff1fb3473eb92773be9377c283
ts:03ad21d4b5ce45fda4ccb6e46e41120f,0.0,5.0,ma:e5b87a09683b421899153ac5f0fb28b6
ts:03b46af7f5d64878b7664f00b5dc1947,74.0,77.0,ma:890036758e234229b3e749dfb426e8e0
ts:03cd891d30b84299b74e7c79c705f75e,49.0,51.0,mr:cac00e69376c49a8a154c2a437c780f8
ts:03d846177abc4601853b56b13c5cc364,146.0,168.0,ma:d22b96b043774da5ba759602f63dbe37
ts:03de67bc869747249539bfbc96a735c0,50.0,53.0,ma:47e98843f0b143c5ae5ead5137b68527
ts:03df94f22db5401bb365544bb9bcf315,0.0,3.0,mr:cac00e69376c49a8a154c2a437c780f8
ts:03e8999d53f646c49333157cfb05b511,73.0,75.0,mr:9c9d0944853c4dad86c4624052f24670
ts:03ebb1aede044b30abf1157e022657d8,74.0,77.0,ma:f6ffe5ba865e4f9fba53e542d4fd4b55
ts:03ef45fd66c4427caf7b5c4cfbc598e3,26.0,29.0,ma:11e5a1bc4ae44d2c964fb52dd4493442
ts:03f17309efed4ff2bfffb29fdb33a2ee,74.0,77.0,ma:a05e0adf7db24bd9a6cb2b50d7a58550
ts:0401dec616e14013823f0452208eaf45,25.0,27.0,mr:2a8208c0e95747dda1d8e9e249eaa6b3
ts:040682060c1b4eb3a7ecc30c891cd1ed,49.0,51.0,mr:5357c59b16d74d8aa1c9f38fa48da116
ts:0406b984be934c418f364c68d1f6fc68,25.0,27.0,mr:6ed74fdb9feb449e949b3ced77dec33c
ts:041f3358be714fec861f5531c8b48b3f,50.0,53.0,ma:11f7c7ca71f44d788797bb3921f80096
ts:04203bc4bbb548568cc5759cf1ab224f,25.0,27.0,mr:a79d0d9316bb4f3c827c38b5b3134bf6
ts:04259f6b7953489398a9aa15a5708b96,98.0,101.0,ma:0368d285b24b4318b8509544ed75218f
ts:042917e3859646a6b911aae269c023e5,122.0,125.0,ma:4102404f40d34e8f89816f5f4ce2f956
ts:0431741393bd42cbb42c89e8be5a1842,49.0,51.0,mr:241549519c7a4b9f9e205b4a3f5248ef
ts:043a53d933dd4573bb43783706f0da48,98.0,101.0,ma:97fcf372282a48c78b18251df43eadc1
ts:0440919bd149458da6e3f9bb48d850cb,26.0,29.0,ma:a78889d1771e461b9d34ea8795c07f06
ts:0444d4c51ee04a2280bf11fbff19c6dc,26.0,29.0,ma:9f77ac9ec2a947509e6bc4fd9ab99274
ts:044a784ddb82422dbee706f5c55d21e9,122.0,125.0,ma:289641648a1843b9b25b73433937a078
ts:0457132478da40f3805c118bfe80b851,98.0,101.0,ma:c929cf44536544469682636e9365d415
ts:045dcfca8bd64370b65c616571a2969b,0.0,5.0,ma:c391dba7bc7749ddaf379b0813cb8157
ts:046a768ef630450ea7e183e4d078d48d,121.0,123.0,mr:6cc13b747013487f9e70af727832dbb6
ts:04721136452547bfbb4489e5a94434ae,145.0,168.0,mr:765a51b9fe184520b3fe44cd981d908c
ts:0476881f843b46fe85a3e52848cc8f61,121.0,123.0,mr:2b320c19a47d47469b3ac55323f23860
ts:0479aff245a5413cb4f888473d21b639,50.0,53.0,ma:5e2e18c650a8408ab636490011228940
ts:04816802335647cfa639f847d42a6a7b,74.0,77.0,ma:150f0c6af79c4ba4a0a37cb343911ac1
ts:04a0c793e1b34884b66def0afee2c75b,121.0,123.0,mr:bc979dc34aa74ad984e5b9c5b8710b13
ts:04ad45d25a1e4b278aed9978585e77ac,25.0,27.0,mr:7c33438b4c4844ec992e8c1156702bfe
ts:04bd4701461940acad7f900cfcb577c2,97.0,99.0,mr:2b581f4aef06463fb8fd764e9dd88173
ts:04c14139b5cd48cab1c953d61adc6fea,98.0,101.0,ma:1faead35cf2547db82ef0203f3f142a9
ts:04cc379cabef49868ed0f5485fe2fe08,122.0,125.0,ma:6a956284dae14eccaf48d771b650dddc
ts:04cf8747690a448bac8fd197e6a08407,146.0,168.0,ma:c11541c530144a4c845b6e60b5d840ca
ts:04d0a2f8ff3b4512b91c7cf88a9a8e83,0.0,5.0,ma:cfb160ac31cc49979fec37a7471a14a9
ts:04d3bd0f22a2472d98f0b6e21a35f5a5,97.0,99.0,mr:ee32324072fb48ae884acd86968aedf6
ts:04d4914aad6348ae973298e2d64652d4,98.0,101.0,ma:ebc704523ab344c381fd2f356e47af2f
ts:04d7fbe863374f57aeebc681955b0a08,98.0,101.0,ma:be9a08409d8446ba94686654c3997e60
ts:04da585ad3a04749bc7eff4084d1c34f,73.0,75.0,mr:ee32324072fb48ae884acd86968aedf6
ts:04daf706b92b416198078fbf6071659a,98.0,101.0,ma:7db9f38917124fc28f467e7ee621df55
ts:04dc07a110244518b7d7bcd416a5a6d9,122.0,125.0,ma:bc9907b954db46d4921cf2d8860453dd
ts:04de107b2b394684a745189717fd4952,0.0,5.0,ma:53c54f5d229647b3b16cd1b03988bdf1
ts:04e6ca93132a443b8e12d84e9c8ed18a,50.0,53.0,ma:555a5d4018c043b4be24df8baa2b64fa
ts:04eb37e13bea44fa8d49632d74bf1f3f,122.0,125.0,ma:e9fd2a493b5540998cf547ed69e1ea78
ts:04f86a1b12a74f2687d329158b045061,97.0,99.0,mr:2699c2afec5345f6821bd47868d27d15
ts:0500165725744fc8b97d0e00a5795577,145.0,168.0,mr:04b3e8969fc246f5882a2c6e34fd8621
ts:0504435cb7d04359ae6054f29e348a11,145.0,168.0,mr:a4ad3fb52c9d44b6bded8ecaca731caa
ts:0504b6037c0249d68ae8a0a7d5229f8b,73.0,75.0,mr:06bc559ef8fb4069b2c4eebbc9a7d788
ts:0507992c0f84484aa702beba19e2b271,0.0,3.0,mr:a2e400f666d64cbebca5ca1fc5c4d8d7
ts:050ab826ca0c4394aaaaac31f565ceb2,146.0,168.0,ma:bc9cb7c12b894fc8b5f201e645c6c2dd
ts:051546720863433cbe11f1b5f8ccac4d,121.0,123.0,mr:f5a2ed5486d34ae6b36c6fe2aee6e335
ts:0516b82bc5a944b3a4586082377161cf,74.0,77.0,ma:a3ec53fbcdc94f379d42a5b1b90b60e5
ts:052f53e20f3f4b52988c9ba73c54ce18,25.0,27.0,mr:50bec64d908b4c1587138369614bd3a7
ts:052f585d522c41a190a69d0e32e647b6,145.0,168.0,mr:34d85686b80a4bd7952142e9710aef64
ts:0533a78b2ece4d72b8561cdc27a9d5fd,0.0,5.0,ma:0d8804838408403d8a3013744812eec6
ts:05354cf194dc45539a4699b55207358b,145.0,168.0,mr:737a89b5d409423585a0dace3aceac94
ts:053dde7d3a034592a6641b2f09b8ff7a,98.0,101.0,ma:194d1d4a39a04c4b814330b22727aa03
ts:0544a5e20ec74cf290d10d6393162a2f,121.0,123.0,mr:fda71add89b744cda8b132482f3a55b9
ts:05490f5465be4870a9dce4a99b194062,97.0,99.0,mr:5cd3c0c2b5604524a2e25118fc018c03
ts:054f74b365d644dea7eb9c9c8170593b,0.0,5.0,ma:c431fbb247924881a5adf4de59af0a0e
ts:055ef0100c324d16ae8aac06f2c90824,25.0,27.0,mr:ba0e6fc526e4461fa2e3b5b991054b8b
ts:05686d24ce8c4c63a75ce016e934aa67,122.0,125.0,ma:16ce96d2406c4e8f873623731108cbd3
ts:056abc3f2b224f5e8e2f4946dc9b2f0d,122.0,125.0,ma:0aaecd55f7a3407296bfe5246fa0f775
ts:058d2a24d1a940cc8b5c41525d37e67b,74.0,77.0,ma:06e4c2e158e64eaeb282d5a32aa92609
ts:0596ebdbf52b4b3c9a87a3329c681fac,49.0,51.0,mr:5f59a2390df74c4e879972b712d7094e
ts:059a0a7267934f6db62e5dd06c1fc3cd,98.0,101.0,ma:282ba8de02514423b3e78223c98f6f35
ts:059f082e7aa14c0db4785d815326e7f7,25.0,27.0,mr:95f35796a3b74769ad47f60706893635
ts:05a4c39eb0b54385826c2f91d6abd3e0,74.0,77.0,ma:f67978da111d40f7978cd16e3f098514
ts:05aff65c75ae46528dd1c915fb7ba394,122.0,125.0,ma:7453c696a5554a099803288351c751e9
ts:05b3d559465c46fd92028c505b7a8a72,121.0,123.0,mr:2f46b603f37442a99c8b5836a53c41c8
ts:05bb8887f01340f390517ef2a9269370,50.0,53.0,ma:0d3dbb6d679243e685787b27429b8e65
ts:05bc79dceaab41d39ecb4799904519c2,98.0,101.0,ma:38ba32329684431581ab08d1bc44ef27
ts:05bfc487d0fe44059cf05eb67f3ebfff,0.0,3.0,mr:145e5533d7e94e3895e0822be37793e4
ts:05cb5e9a21584d5599f536cb89ec0448,98.0,101.0,ma:5a5ce575a9774e24a176c92970e89221
ts:05ed32a0ae954b8e861a2a00a4d6a204,122.0,125.0,ma:5aceb76a2c00415cb58ec3424c624231
ts:05fe2665680b49eca8e197cf7e6eb1ad,25.0,27.0,mr:7a8b76ccb4634d1c91e136fa42679415
ts:05ff218559da4e4788e7455252ce34f8,97.0,99.0,mr:dfa76f90f6d841c0b16edccfa25eb7c6
ts:0604b0ea287c46e9aaab5c4225e30070,146.0,168.0,ma:5f2a9f86607d444c97f6a9dafd8abff0
ts:0609752790e34952a9a955f3fe08895b,97.0,99.0,mr:e54037516b7841e8bb6289621dfb4275
ts:061a61132cb740a289cb6191fe12e5b2,122.0,125.0,ma:890036758e234229b3e749dfb426e8e0
ts:0620b35102f74f6490084f7d3d721474,122.0,125.0,ma:35f8cf66317c482bbe16f3886104da6b
ts:0620f3857f40433c98ca0b377f6b12f7,0.0,3.0,mr:dcb8d029a516490db8bc9b11e6480874
ts:062e7fe3fa8046fca3779fd5a8560b90,49.0,51.0,mr:1ca9d16611224030912c98b450a2e82a
ts:06342e0cdbb74e6aaec09f9ce0f07577,25.0,27.0,mr:2b320c19a47d47469b3ac55323f23860
ts:0637ded69ac440c0acf3b88e8b93151d,121.0,123.0,mr:ce8715385a184510bd7a20e734d6e48c
ts:0638676294b64589991f7539d3e74eba,121.0,123.0,mr:53b9fb1f32b9444289326c270c07ef30
ts:063b3518136d449c892e9012499668b8,145.0,168.0,mr:3a158a9589214b5eb9a283bc2b57e7ad
ts:064166a229f2408e9421973d90dea067,74.0,77.0,ma:ebbb18e00a9545269dfbb8409d85d34c
ts:064eb774eaa4479ea58bf19b9ed486e7,122.0,125.0,ma:cfbf6fa58468446b9a53906bab375cd4
ts:066ca82ac9c645c99c12461a2ab957cf,98.0,101.0,ma:4a50577347754591a63b7dfba6e1cae2
ts:067d71154f274fffa6ed83ccd0bf91d2,146.0,168.0,ma:738a5f2573c84a78a7996fc1828d3369
ts:0686ce5f73394c3b93617b695f38f96c,121.0,123.0,mr:79cb1f24ac6542c988a012a305636aed
ts:068c3a24a1494fb680049e558ce5c461,74.0,77.0,ma:738a5f2573c84a78a7996fc1828d3369
ts:068d5f8b5f1349cc83c8eca9b366207e,146.0,168.0,ma:e901643c3fd949e2b460049c6afb96d2
ts:06987a8510a04711a2e405d9a2113241,145.0,168.0,mr:08f657e9418e41eb99c0d860b7d9d623
ts:0698dba85fdf4fe8b1cb6c326777acd6,73.0,75.0,mr:2e3d503ebe7a43f99540f0d6a621b799
ts:069b4ea4e1d84fe3b2b08a9eee663eb0,97.0,99.0,mr:6abe158f1126486aa094e38dcdcdc4a2
ts:069c076564984d66b18471215ead519a,25.0,27.0,mr:0a7cc93883a34b1cb775d8e453ee958b
ts:069d6a9d286f4782b92293eaead8a3c5,145.0,168.0,mr:e7764dd5f03642bfa5a0db37bacd83fb
ts:06a9f115bacb4c4599eaa731d8820613,25.0,27.0,mr:36f9acaf39f74286bfc1299a025d76cf
ts:06aaf76b29b04eb3a84b2ae62e0db68b,0.0,3.0,mr:5e0a972c3555495788d013401973c845
ts:06abca42aa3842e797433b7865daf862,146.0,168.0,ma:c49d29a60ea54dfca502445d90a60db3
ts:06ad6171e31b4aaa98668ac67da472d8,74.0,77.0,ma:af592808959348b1aa9381e9bdfa55aa
ts:06b0f8c637394fa78e3e3d4eeb91bcd3,0.0,3.0,mr:e2871568349e4c08a744962f14f1bd85
ts:06b22eefcf4d46f59cb6d6c8f1851a02,0.0,5.0,ma:32f811a82af44cc8b8eef8938e4cb007
ts:06b2d5c8475b468284eef2333569ac1b,26.0,29.0,ma:1221102aa4d54844b84dbfd21c60925c
ts:06b9201810f04003b2d43ad0800cf8bf,73.0,75.0,mr:98abd4f8b04a488ab8908067b3458e60
ts:06c0c86c930047ab8dd317f48410529c,26.0,29.0,ma:1a32000effdd4d889b7efba87f78e786
ts:06c35cdbc7d14625be987ca51c13c58f,49.0,51.0,mr:9c3c7e716e784827a9b33d8c0a5f277d
ts:06cda26a75204ca386025110c4db46cb,73.0,75.0,mr:95ed4eef177244cd9b7226d35b01f4c6
ts:06cde4b6da8b4c1ab3f36e2af1c117c0,49.0,51.0,mr:1f7042657eb045b9b8221405873c28b4
ts:06d2b818165f443f940057a6b948a8a4,97.0,99.0,mr:cf4fb942c7fa4c889f3c010ebbd0abf4
ts:06d5505925674a1bb1c644653e5e9fea,97.0,99.0,mr:e3b9074b8f834e239329c72d70902bde
ts:06ddf21a4656479d933d5f7e0847cb06,74.0,77.0,ma:cfbf6fa58468446b9a53906bab375cd4
ts:06e74e0a55414badb5cddbf1da7502f8,50.0,53.0,ma:bf03ae3e02024369b6459532f4be1ed9
ts:06ea7002430349ab8809fa69902ff27c,98.0,101.0,ma:a505a64c02d6413d8df40b325a797117
ts:06eb31b13cdc4b539dbfe540a2e19e2b,49.0,51.0,mr:3483c0e7eff04c8b9bf47dcd3f1b0a4f
ts:06ec9843304e435ea39f4484fe112a77,146.0,168.0,ma:c1f0daedfffa46bcbed2033ff5f2d4d5
ts:06ee9e6676ac4513821b3e9c8d6870c0,0.0,5.0,ma:e72b29bacfb145b8b0ea39f097f14041
ts:06f6a565e6ae493bb283788d62dac9a0,145.0,168.0,mr:45e1d34864d344faa6a7908dcf374e43
ts:0704d893b6624741b0e6868e9caf6401,50.0,53.0,ma:37b7251da5b1407da1fb8608d6f245f7
ts:070c10b14c174cda88cabe9706322656,26.0,29.0,ma:eb7004760ae04dad8ffea48260702f21
ts:0719668ede604024af3f63106a771641,0.0,5.0,ma:4e666ab1b6184a068fac09b31849c04b
ts:0720ba2b5a9b41e49ffb18b9818b5d7a,26.0,29.0,ma:44a5a7f9ab8f4821aa785108236db544
ts:072e1265292b47e0a750ca27c392011b,122.0,125.0,ma:78907e8159a44c739c721fdaa83a8f9f
ts:073628c822dc448190e075add026e4a0,50.0,53.0,ma:7a4ca85247ed4a56bdcaa1b558584999
ts:07377590af1d4959bbf1f2b88b9d8ef3,121.0,123.0,mr:41ac707490d845bbbb214deb2c20853f
ts:073886a7b96946ee9f6f720e025563b1,25.0,27.0,mr:8d369f88d2d442ef8b1d6fc59bc0acc4
ts:073a1ecb812f4a8eaa74a97e806e2e01,121.0,123.0,mr:087b25ff75144cd1b79c312aaae5b633
