uid,name,redundant,machine_id,competency_id
fn:0d571bd22bb9491bb31052cc174b162f,F1,False,ma:cba70c5fe2a24f5a93132d39404c6ccd,comp:1f1b4d40856743d78232c0cb934f14d9
fn:0d802ba5daf548d1b40be5c702f0fb3a,F1,False,ma:35beda95760c439298772ba135d8c606,comp:fcdfdb93c18d4444b6447cbf74ec818e
fn:0daffe9ac0464bac8603750e2f54e8d6,f2,False,,
fn:0dcd841e57c64f62bda1a5f91afcd9ca,f2,False,,
fn:0df1bf78b2544912bfeab8b79e5d3341,F1,False,ma:c46ba8f603b44d6681853e5ce5a3d0d8,comp:a50a67de7653446f880cf9e9b11289de
fn:0e0cc70951684c84b9c170579b06461f,f2,False,,
fn:0eab22a6a09b4c71926ee13e505d800e,F1,False,ma:d521355c85b44cab8d8ab49bc7dc3943,comp:0fc48ee8b23845f7b2518ea551351a09
fn:0ec3d8452fc24b4cb3d88654813de73c,F1,False,ma:b3cf8bcf4ae5437d9faeb64e64e07d02,comp:701e2abc9c9f4b00922c103460dc2e55
fn:0ec55a5dba9e407fa4f6b06892528d52,f1,False,,
fn:0eccb85f27fd4623b9f19c9f725872b4,F1,False,ma:b89cbae615e4442a9eceeb2fdc7e1ec7,comp:2f16846bfa94449484ad45feaf919912
fn:0ed92c7ea28e4e7099d5644f3cf64dcb,f1,False,,
fn:0f155b86beec4989aa4ba1b696c0cc46,f2,False,,
fn:0f189d03afa24d6791892ea7f03d5384,f1,False,,
fn:0f29aa95fa7d45be841470c3c612e4a7,F1,False,ma:f1fae4ee43074c4baa251b7bece7d240,comp:f4d23a7ae6654216876e44784d6ad4c5
fn:0f4f683cd9f54e9095409f28d04eaeb8,f1,False,,
fn:0f61b686c2bb46f0a55dd21dd688e754,F1,False,ma:37b7251da5b1407da1fb8608d6f245f7,comp:26c332fb26194263b3508cc9ea40b9e1
fn:0f6e08322c634edba7e266129fa3c58f,f1,False,,
fn:0f767976d6cf4019ac533b864edbaaec,f2,False,,
fn:0f99d7985011456d837cf9a3b159df31,f1,False,,
fn:0fc1ce1bfc364826b1e2207a957312de,f2,False,,
fn:0fc2d713f35a4d4f88a577e894cfaf2c,f1,False,,
fn:10156e95a5a244ea950659437ca793ed,F1,False,ma:ac9a05df95eb44569d4d6b1c79c930ef,comp:1a2d030e856347b186dccf70f2737a21
fn:10869bf68236464ebf089e1e66ebe2f2,f1,False,,
fn:109781bd4d6b4aa3b2aa9d3d8215e165,F1,False,ma:e487ec4634c74b4aac915cf0d9a17213,comp:5b49c7ab2eae4c07b791bc757e81789e
fn:10b8a445a6ee4473b2a9f121a3dc21da,F1,False,ma:f21330ed4ccb4cc2b725a64e86276e34,comp:2fece65c511447e4837a2a5afb77e607
fn:10b8d97ced2a41eca7ace9c76a8fc913,f2,False,,
fn:11428b31cd2142bb81b045569937a195,f2,False,,
fn:117055dd56e84f9ebf5e5207bf929a32,f1,False,,
fn:1170a58486774bd29f043753205c5331,F1,False,ma:c3290d9dc1cb47448b3ff8a08369be28,comp:443215795fcc46f0b3903027f764b74d
fn:117b4e3a8b7743e5ae1991eadce6ad94,F1,False,ma:0318c7777f8c43ef8430a64808148864,comp:d63e771e415d4dce930cd0f068df2e6b
fn:117bb505286d4c8b9488be6a41f52592,F1,False,ma:243570ae3cd340b1987524ae66dfd5cf,comp:7e6030d3e685489f8a85cacefd0e1653
fn:1183d86de4a147c8bbcf55f7168d19ff,f2,False,,
fn:11b3389c6d52442eac6f46b1a5deb947,f2,False,,
fn:1205f6a5c3114660a78ab1d31474b735,f1,False,,
fn:126b1f1c19234ec78d1d42a82791c9d4,f1,False,,
fn:129c1edc401b4825ba2897df2acdff42,F1,False,ma:9347ed1a033743f7b7820078b3666c3e,comp:f68a80c63c284c678c129aad12141013
fn:129f6a2742724225b56b2dec019dd8d9,f1,False,,
fn:12ac9f4854d34c1cbe0cbbf404782c21,F1,False,ma:7f27ea7c0f764d6b9491cf164a508951,comp:57e39df323ee4a4f99407f1deb5ae210
fn:12b1f9870fbc418a8ca963c9e211a32b,f2,False,,
fn:12bb94b5fb2545e0b3b0b8c37154c9e6,F1,False,ma:59122601191b47f99a3a5438835ce42a,comp:0d7c94e08eb040b3ad607847b9dfd342
fn:12c75ebe906347fca20d835f37848dc4,F1,False,ma:0d8804838408403d8a3013744812eec6,comp:b72b46f54aa143399e145329b3879436
fn:13187d04b059441ba6335e58873cf5fd,f1,False,,
fn:1338d13145bd4fdfa71109d7f5f1d4ca,f2,False,,
fn:133faa995d8a4c708f932acefaa258fd,f2,False,,
fn:139661d89aca4cdebfa48785ee21c064,F1,False,ma:3aa965582a7d42cc95c1edfbd39a4929,comp:2fe388fce3c541c6806705542cbeea52
fn:13b69434587b401380fd405b1245875c,F1,False,ma:05808522638645039815f2e25e362641,comp:1abdab55db6847879dac71268a718f17
fn:13bd972f46494819b97b107f4e2bcb69,F1,False,ma:a0aa307604ca49479cf1e04cec5fa519,comp:8d5e7f26d5c645e4be51b8fdf5dab368
fn:13c13533799f464ab6e3dd30686bf705,f1,False,,
fn:13c276e0e8554a138fdaa677fb7a9212,f1,False,,
fn:13eb0526956b42b6828e41b8600734c5,f2,False,,
fn:141e1086481e4968a68a38d6e62d6c11,F1,False,ma:ab1c48d1e44e4fbab46a0c674c97989b,comp:66337b6a2530458aa47b7ddfe07b350c
fn:147ed44626e846e5a59928274f23b883,f2,False,,
fn:14a42521b29e437b9a31b3542262fb63,f2,False,,
fn:14cc734a9cf647348fde8279591fbc81,f2,False,,
fn:14e63a3d62c14654a2bf5c6072334eb6,f2,False,,
fn:150a060aa5744a8abaef8b07c68ea550,f1,False,,
fn:1546600204344f6080289bf182778ccf,F1,False,ma:6a956284dae14eccaf48d771b650dddc,comp:58905e46796249419cb34605fe449a7e
fn:155b6c8b9ea7489d8413dbe786b413c8,f1,False,,
fn:156a18b02ca64df486ccf3aeb0d217e7,f2,False,,
fn:15b7d1c140f94b6b893411d3e3dc8495,F1,False,ma:289641648a1843b9b25b73433937a078,comp:2d0081f075524d95872f28510496514d
fn:15e00a7eaf334fac8b1fcbabba405bd0,F1,False,ma:ede90a3692f24743bb007dd6337d099b,comp:2b632cf2cd1044cd901fae7dca2b03bd
fn:15e4137cbabd47ff96abcdb468393946,f1,False,,
fn:1601f4e9bcbc48679f9e143c9daef406,F1,False,ma:5a5ce575a9774e24a176c92970e89221,comp:4155b03e9ce6481ca8c0fc996b893285
fn:1614c202a9c74d1c90d4984f14052605,f1,False,,
fn:1637a0091f6b4a29bb852ead8efad524,F1,False,ma:ac12f7bd70ca4d6fb88e480d78a2ae83,comp:e62f0a32dae04146a623ed09faf92145
fn:1657f37e148f4a51b2bb7207094f8c52,f1,False,,
fn:167e16913bf74a2ca373adede985acc5,f1,False,,
fn:167f5f9be6154eb09cf2971ed0392344,f2,False,,
fn:170a3a7d767143808244bcdbaa833e45,f1,False,,
fn:172b4e72a9d440bd99da50de4051d99d,f2,False,,
fn:172f2e73227b47ad86c5b1a3c2994529,F1,False,ma:5191c15deb4b49fe8cca541eb3a510a0,comp:bb9b67e4fc7941b2af57686a8e3891a0
fn:173f6a3252754426ba4fbf7fcab3814e,F1,False,ma:b15e706882b34feaad0ab793913dc675,comp:1a41b9be3f4a4991884a5e486dca8ff3
fn:177e0f38ebb447c383c685aeed9878a0,f2,False,,
fn:179c630846c148c5ac7b285e5f945f7a,f2,False,,
fn:17c2ee1cabfa478bafd2a64ccde0edd6,f1,False,,
fn:17f8338915554c188c3d8ca791e666d1,f1,False,,
fn:186d14b08a2743ed8b5ba1d539ab8765,f2,False,,
fn:18883447161d4fffbaad4874951d8716,F1,False,ma:e4d8950ebc6e4d398df8b848eb10073d,comp:4708be3b30d94687904444fff678da26
fn:188cdcb655a846e7a8c37bd5b3de7714,f1,False,,
fn:1895406d7acf4a659f3ba375c7a43c36,f2,False,,
fn:18a30032858e4c55b0f447f5c8fc8189,f1,False,,
fn:18be54798fd944f9be0cc7e2dfde70d7,f1,False,,
fn:18d83f64ac3b4c06bc84ae5e14ef8c8b,F1,False,ma:8e6ff2b8feaf402181f546b9fb015537,comp:f6d70dc84ce5414a9117c0dceff1b458
fn:19126971454d4c2db9cf5626b1c433cd,F1,False,ma:90c50e604f7748c589ee42050c2aad67,comp:36ea6cffd43d4699a2314e6c88b0928f
fn:191a8bf9b7bc40a4a05902a9b949caa0,F1,False,ma:7c0a0eb3c3254bd6823620d828b4501e,comp:8a93c0e79d6a43d58e2c2246cfc06644
fn:19222d7d94f143f083323a19820f6384,F1,False,ma:e4beff3ef93344b680c57734c19f08bd,comp:61b99ee14fe34c75953cd8beaea4f197
fn:1940410cdfa84f0c9212da62a4350c57,F1,False,ma:eaba9c15d3454e04a916dcd8cc2e25a6,comp:97112aa8a5a04fd593a96f2cbba36fb4
fn:195a9d6dfcc14a7f861a1a69092c102d,f1,False,,
fn:195fa6c077f240f0ae07ca5931e44922,f2,False,,
fn:196b1d553ed04854a0259d9bc6a3eb1b,f2,False,,
fn:197e01dd5827455ba8a6800aa64656d2,f1,False,,
fn:19b69e59eb614676aa96b2e74e267918,F1,False,ma:33c03e50bfa5469abdac48e36d59b048,comp:9c47d387e82543759c23a278ea370644
fn:19b6c9966b084c40ab18da1acbf6c3db,f1,False,,
fn:19bb11fc8d2a4b5c9de959bd4f9e0a20,F1,False,ma:d13acd6adfc04f6f8e0493e9c6302a09,comp:b72290d9a609448293c6490bef2b12c0
fn:19d366c4e4a447cc962af2f9a2541f7c,f1,False,,
fn:19e53a9ee672494dbb7665d46dd33fac,f2,False,,
fn:1aaf8741cd7743ca994bf472a0a464cf,f2,False,,
fn:1acf22ded07d415590be363eb449bd17,f1,False,,
fn:1b2d897a65e940fc90d67ea217db4273,f2,False,,
fn:1b328f486179413a9b3d7e669afc23fd,F1,False,ma:489237554a414486b760cce146753065,comp:d8d692c2fd81449e8bd3397514ace076
fn:1b3c76b1a0054f7baed8238a3e68e8cc,F1,False,ma:af592808959348b1aa9381e9bdfa55aa,comp:b134d7be44c249dcb4e61f1060e62ed9
fn:1b472956f06b4aecbc5091068e887541,F1,False,ma:e5414d3fa32846a0b0c951ab8acb6aac,comp:be5787211b6f41c7848d928710b75acb
fn:1b764601472c4c4e9ce839d57b4c6f15,f2,False,,
fn:1b9944d9e8cc4a98b1d64c49a950d17e,f2,False,,
fn:1b9e9a03d3b74d36b9f67dc00054be0e,f1,False,,
fn:1baa40bccdb24c00b74d30f55254a84e,f1,False,,
fn:1bb5c8bd5e4443bc885fa53b4aa92821,f2,False,,
fn:1bbf146466704ac895ce71ba9d5be82d,f1,False,,
fn:1bd836108d2f490992870c747df4eed8,f2,False,,
fn:1bef3065e6b54314a4042ff7ac187766,f2,False,,
fn:1bf0c006a9fc4947bec306130d1362a4,F1,False,ma:168b3fbb60154681aefe5dfb87ee34ef,comp:e778d39a60ed416a893235fd603103b9
fn:1c26d84b79bd4a0a83351951d129bf8a,f1,False,,
fn:1c2affb3954f45b4920c4ab1244682c9,f2,False,,
fn:1c33455c33a743698dc56423356a93d9,f2,False,,
fn:1c5a2de3ac6848ed8eb27fa35516af0d,f1,False,,
fn:1c7be6873e964ea28182b2ecc9bbae11,f2,False,,
fn:1cba1fa5c6c8405bab0b487d1e31f6de,f1,False,,
fn:1cdf836ee7794acaa97e571fc7bd6827,f2,False,,
fn:1d119308465544e6bd464b4cfdd997fc,f1,False,,
fn:1d119f9a82e94582b9df597aa83e29f8,F1,False,ma:4aef611786bf4b889fc375ebc7f8279d,comp:ff3a63eb46264d6b87320aa0e1455fa3
fn:1d1bf1b87d2447c3b015d6f79bdf5a6b,f2,False,,
fn:1d3393cf3cb7441f9b8f01c7119d4535,f1,False,,
fn:1d3e03460803441899c638c028afc2c2,f2,False,,
fn:1d48c7840a594751b0ce9880f44da80e,F1,False,ma:78635f0f149149fda2401009ac0f5790,comp:7f583e5340874a238a1736685b206b73
fn:1d695a50f647418984b3d3b75293f5b4,f2,False,,
fn:1d7e31ce780143bab8a3eb5c5b13cf8d,f2,False,,
fn:1da3328af4a04018bcd7e243030cfdd6,f1,False,,
fn:1de9d20d78ba467fa1ca2ef4190b788d,f1,False,,
fn:1dfbffc61e084e72b789bd7cf7d3e6fa,f1,False,,
fn:1e1aeb70f6854f1fb1afe0466cea4d06,F1,False,ma:0d0f6875718d4ef7b4ff064dcc981661,comp:869d89ea0a2a4ef7b3c41998d7a14015
fn:1e2609fa0fae47c3a0689bf8696a204f,f1,False,,
fn:1e6e19d49ede4b32b5790ba322792763,F1,False,ma:44a5a7f9ab8f4821aa785108236db544,comp:8f71a884ba724e6f8861f7b8d56b205d
fn:1e78ad78ef22405599bfc41f6f9aa677,F1,False,ma:4f4f4a4eda1e4cfb9da8ef1d55cd7de6,comp:ee5c91aa9ca446b7835c890dab47537d
fn:1ea2f2e803d04c409f53c0ead6225ca1,f1,False,,
fn:1ea7331ff78c4acab43b301fdbf4d5ca,f2,False,,
fn:1ebc11c092d547eeaaf4931d57a4ef2b,f2,False,,
fn:1eed63c65dc84686bc67d085331498de,f1,False,,
fn:1f1196587f2d472982d2b36795d9cfa9,f1,False,,
fn:1f3a7e0fed6a4b76831326f4f23312a5,f1,False,,
fn:1f5947ba939f42ad90685a96134fa089,f1,False,,
fn:1f7b57c5ab18418198bc5d85a1777eec,F1,False,ma:d4c468157b82451c987fd67d6cf3688f,comp:289d923fa86b4677b02b4d8b7c162a03
fn:1fd851ac9bef4e218306f67cfac899be,f2,False,,
fn:2010c71e5e6c4657b60a51002299e0bd,F1,False,ma:96970e0f0c3d441bb3ac112b475f20b5,comp:7fd7481c93194a378702470cb4295538
fn:204ff81c47474186b28b8e1fb4e5301c,f1,False,,
fn:209c77f2a2914029a488a3e2c9a51fc2,f1,False,,
fn:20c197890e734e5892e3ad74fcb9a5aa,f2,False,,
fn:20c4b0db4a194bb9b82d7c5d050cf24c,f1,False,,
fn:20c6faaf7ee4443f950c16f700f27d46,f2,False,,
fn:20c9859a847545a9adec2cb2c5c4504d,f1,False,,
fn:212b96b56f9d4e1aace1739ba0de04ba,F1,False,ma:fc1ed0ed64ae44c3815ee9eddec9c742,comp:ba009535064943ca844d32b834074dda
fn:213636156ce54f40a87352ace452a090,f2,False,,
fn:21407704480c48ea929af4fa109618dd,f1,False,,
fn:219cafec6ab94d84bb0ee1aa832868ba,f1,False,,
fn:220b2e8b362e47a0bec0db484ed38501,f1,False,,
fn:22102dae9e1d44299e240ff6ef352e20,F1,False,ma:19c5396eb99249008b7a88208d0f087f,comp:25a4caf22d37403287c79f2d6fa10db9
fn:223f77f742164e74ac95e87edac1c042,F1,False,ma:daadd683bd734b0293557caac302f541,comp:1071c2b0851a452a8eba9fecbf8e4492
fn:2257215eb6294f5eb81eac0241b995a8,f2,False,,
fn:22637650ca28441594cbe195e6fdc498,f2,False,,
fn:22a54fb3788a4612bd16425bd5596389,f2,False,,
fn:22db9ad72d3047f29c9e7801ec622d69,f2,False,,
fn:23060f044b3141158f8ab18acba61a76,f1,False,,
fn:2329b7bc40dc411bae8e6d2837395c3c,F1,False,ma:25c354f02a074b589dd1cecf82fac21b,comp:5befb29d1a944e128d4f942605862b8c
fn:232d2bd62db7409a87a636d9c3ca620e,F1,False,ma:4595d4569b92480bb040110cbdcda1e9,comp:5bfd69db30ce44f69a3e5947a36f64db
fn:235a70302b6042299bf6160bf0b25f26,F1,False,ma:bce519b5f328482bb6a4950a09d9a642,comp:6bafbaec0a8548e08b7b4a79ea24618a
fn:2395a7ca9e394cdf8741b5a6e3a9b8c7,f1,False,,
fn:23b3bc7b02164133af82ce53ecf09bbb,F1,False,ma:013706b7966a4e1a9ae4adb58f360919,comp:827288bf43b4404aa972a7922cf7a682
fn:23b8a7fc9c52458aa1fffb69c19ae27e,f1,False,,
fn:23bd76f78ad34a24a1857f7fa64eed1d,f1,False,,
fn:23efacda739147e58bc3755969301d70,F1,False,ma:d5c728c63d21445cbbe3fd100aca5ad4,comp:9a393b500cc84e0fbe1b624dc5eb0440
fn:240928575b8447288a80016f096350d7,f2,False,,
fn:245948ce535649cd835b1a545bd02402,f1,False,,
fn:247252269cdd41f39ac60186b8e55159,F1,False,ma:c1d066d5e9384592ac9fcdceb481c3a5,comp:c45be1c5685c4aa0bdcbe613e5b3504a
fn:249464a9d43a43f1be327945d5b5a820,f1,False,,
fn:24a6eb22bc8f47cfb956cb90e14893a6,f2,False,,
fn:24ae8d9c2c8049e9aa77b878325d71a7,f2,False,,
fn:24d9a95c33dd461c92516a1fb9be6a17,F1,False,ma:3191e85fcd6d4e2c810efcd3f998b494,comp:bca11d779a7945498923cb1bc1b4d926
fn:24f5c87309454c529d818d1de75305c3,f1,False,,
fn:24f8a143353d4b73b0776eaf40979d7a,F1,False,ma:7566f4622617480e9ce2bf4f6c32063d,comp:f2a5489223c04cba8b236c4849fc20ae
fn:250c9dd2c6ef472383147891d55dc04f,f1,False,,
fn:250e3d1a79424dd0a67f62f313b7b810,f2,False,,
fn:25250ed36bc547558cce00486957f3da,F1,False,ma:ae13affd2076419b8f927ba8a1be7109,comp:c68f550291584696a1547deee8afe41b
fn:2529267b690c42438c046b75d0d6a2c8,f2,False,,
fn:253f24679aa54d368b6c150e3ddd217c,f2,False,,
fn:25ba4a6b51f847118ad43b35e1cb41cb,F1,False,ma:f851849c3e394d7fb8b5ca62c907c799,comp:c0289c71835048dba7fa0bb5a267b869
fn:25d802d74a2d40739239b2289b49bd28,f2,False,,
fn:263064355a884dc2a8fdea529d6674df,f1,False,,
fn:263e008815b343dd9daac5e80e80e77d,f2,False,,
fn:265d9ecb70a34332bc6faca62d20759d,F1,False,ma:768b0f5483404328bc0f505db693297e,comp:d4b114cb6d5748d9835fbaad907e29ba
fn:268fcd3596c04315aa75fa806d1440af,f1,False,,
fn:26a8f2f40df74523aec78826b014582a,f2,False,,
fn:26b9b15e367c45dc889644e55febb40f,f1,False,,
fn:26bdddd953434740838ddb4f0d9adb9e,f2,False,,
fn:26c4c1522d2e40c4a8bbf580469931d3,F1,False,ma:0aaecd55f7a3407296bfe5246fa0f775,comp:9b9c3acb33ec4857969244b19613e83c
fn:26f277f5a7904451815d0b3a2ad03b81,f2,False,,
fn:2733e7d02004448f9e9bbca4b9167c00,F1,False,ma:e901643c3fd949e2b460049c6afb96d2,comp:84c0ef18ab7b4e46bc2fa81b0238517d
fn:277f74a551aa43c295a01509eed01375,F1,False,ma:37c19d23e0d940fb917c1687fe111106,comp:4cf444457c9342008afa303cf7f12291
fn:279a067eda204497bf6c2d89d1b03e5f,F1,False,ma:f9671cf3beea4a7896e10f0b1f06c7a8,comp:0c8ebab02f7848dc893d3e787a9f4bca
fn:27b3f02110214af19cadb3f1b7993c18,f2,False,,
fn:27c5eae17d1643b089dbaf4558bef992,f1,False,,
fn:27ca2ae41d114a9c9992f7062f49e6a4,f1,False,,
fn:27e0451755004e7aba066f3eca8d2a5a,f2,False,,
fn:28216847693c49c58d0566da1af66b49,f2,False,,
fn:28326bbc15364d81b693236a56de22d0,f2,False,,
fn:28361079be88495fb3dc0fc43cf4bbf9,f2,False,,
fn:28968e7acaca45c397af45de0c9c071b,f2,False,,
fn:28a82ee50baa4a4ba9c0bb67551a70f1,f1,False,,
fn:28c540e35c1d4ac69f396501d804dee2,f2,False,,
fn:28dd1e7e8bd54f90ac1caeaa155e96b1,f1,False,,
fn:28f401e9bbfc4f7c92a5d35a36498bb6,f1,False,,
fn:28f70c2a6d624eb3aaa01a8a74338a74,F1,False,ma:5e2aa55c8e8e46e9a78e6a90ad056404,comp:674c8a8ff1fa4179a512e5452f387cbd
fn:28f79036bc824d409c367bf855ab3dfc,F1,False,ma:618342750d004cd48150e3474365457c,comp:e87832f707534980bac2aa77d7243052
fn:28f938a090154de6a020e270c5255f10,f1,False,,
fn:2903f22e6b6d4cb691a16439f54637ae,F1,False,ma:89ebd910daf24e7fac82b5281c3eb988,comp:0898e2ad1664428a9c44be16b1bfce78
