uid,duration,routing_id
tf:027503cc72eb4e8bbde3446ac22aab19,5.0,ro:ad86d5e356d34043b90d18645d4b4479
tf:0283bdc5657044079b1fff73d3ae7502,5.0,ro:42c1448a24194433ba7d2ed5537603cf
tf:02863c88127d4acf9c5c897452e6ada3,5.0,ro:cf981db4793643ba8db3a815258a6be4
tf:02872ebac56449059967438e035cebeb,5.0,ro:57bf9245c9e14f9999d914342e83e79f
tf:028e49c8999a47aeac139aa945ad5f3e,5.0,ro:b288750fd8be4548802ccb0b27d05417
tf:029960f95aac46159c11e9b58f383b45,5.0,ro:e5ce6d4f6d954d83896517ba71f2b09a
tf:029fe05aa97c4a76aa0c6bc614c22fcc,5.0,ro:d4d3177da5134425a955758763be78b6
tf:02b0dabdad2c4fe8a4bb1c9216afe58b,5.0,ro:5c02cf27189e4c2a957d96845ff47bc6
tf:02b16a7b5b984adbbc0920e43ad7c6fa,5.0,ro:ac363ce9738e48c690474fc4174f6c7b
tf:02b1b8f8eaf0408ca44988025965bd72,5.0,ro:12f706d89cd347e8a49030a0b6ecc87a
tf:02b30c9d1d6b4130a89a91623fbbb174,5.0,ro:17557c93cf634e89a620ab78e99e39a0
tf:02c1849a06544d51899b538621d60cfb,5.0,ro:220b00e64cfa4710a5833255c2cc2cee
tf:02c50186a64b44d08434e5892886a583,5.0,ro:de225864871d4306af2a641ac668b7ec
tf:02cabea590f346048690a36f68ff6e7d,5.0,ro:e2552534ac9741a69eb0b75bb8c1dc50
tf:02d31885002f417f82be974b351fa0e3,5.0,ro:2c7ff9db536548a3a2544a726a1fce95
tf:02d523e14e8f4b18a0a2b34f90e86ec7,5.0,ro:a0bef934ca06414da3169a6cdf8ea4ee
tf:02d5d072f13740ffa3ce6611c83bb2ab,5.0,ro:7592844ae6e44f71b77275ef221b0202
tf:02d8b6b77b6746a1ac769c8ee5b10d59,5.0,ro:8b579ef0be5149949a90bafae965f011
tf:02da1bf923694a7da4566a01f9b97ef3,5.0,ro:ac16bf42aa444302aa015d55896bf0f1
tf:02ecedde12d649e780db5f6e2b994993,5.0,ro:31e8c9e04e1e4d9eb51618ab7804081d
tf:02edf4bc28494687a25e7818b4b9ee8a,5.0,ro:c1e4beb0aed345f695ec4f7ec825a987
tf:02f778a8ba5f4575a1342cf3df991690,5.0,ro:3c4e5dd7e0a642d6a7368be914ce1614
tf:02f7f1333844475ba0ef7a9986ae65b4,5.0,ro:946d8d4a1fd646898884a1fff9120f4d
tf:02f897db2ea74ae68dac3cf6eedab0f5,5.0,ro:71e4161ffa09426d8a5211ebc05a91d5
tf:02face7db2274291ac1c7984b76d500a,5.0,ro:d4d99413876a4f598f58fafb9bc86ac2
tf:031e01e9919240909614fc8924b972cd,5.0,ro:16313a06f7a5490284837a05e51a3c2b
tf:031eea1b24bd4975949ed8b92f69a1be,5.0,ro:22844f6f1eb440d087aff694d8950ee6
tf:0329ccb39162497db02ae4bfd8dfb87f,5.0,ro:85d140dd546b4bf6bdc7b96fc57f26b9
tf:032dd4471f2f4ec2b3c329664c7a65cd,5.0,ro:f6527bf1f8fe44fb952bde71a9c8c896
tf:03354451fb86410ebdf2f8439fd45f31,5.0,ro:9872840e09d54d6697f0313798eaebe3
tf:0338bb89123d400da5e2070e62fd5580,5.0,ro:49b557836de04de1b9d03a143a3a8699
tf:033a527d2e984cebbe828efa8dc860f5,5.0,ro:789ca4e0efdf49b79eebb0de4ada087e
tf:033e7e84849649b491aa616a517cc124,5.0,ro:8e85ee51a5b44eb29a16b5db0a5e7471
tf:034477e1dc7349ab958f2e51e2812635,5.0,ro:8e7307acee1949928a92e8d778879134
tf:0344d182bab2409a9313bdf5092d89d7,5.0,ro:8c25a6ac2af642d19e0618cf7abbb899
tf:034566cd730f4a8f82198260aa296069,5.0,ro:1f074eee930e48b7806da215ad3fc142
tf:034655aa91b840848a8bed82b158bd3a,5.0,ro:0631145734114a42ab1511717e52d843
tf:034880189bcf4a14b581ee96b86dd997,5.0,ro:06c255b0a14644eb92c3926a37580997
tf:034b39dc32224faa9a0c8b712153db3a,5.0,ro:ee4a1f478bdf44408e02ae0a425df42e
tf:034c30acd1844b2ca9ddc9187e0b11c7,5.0,ro:6d2d438a4da54361b68e43a95da085ad
tf:034c95393d32416980776671f2d3d6d4,5.0,ro:9ad30cf0e8614ced96e916048d3229c6
tf:034dde1139b1496497308f35b46eb6f1,5.0,ro:8fd3efbd54424ec1b859871f936f8653
tf:0363efc7e79b429aa2957d728f86dad5,5.0,ro:7980b59bd9594913b9ec22c8bb7351de
tf:036ad46b178d438fa4834125f036d24a,5.0,ro:ce39546a284c431a9f47221bd5a31f72
tf:036c60afba7845d2a579fbcb694f817b,5.0,ro:c7e572d76bca40a2963356cf1c665185
tf:03704e5f20ea42ce877889f8ec0dcccb,5.0,ro:9f69ba9ea309491b88e453f3764c4cac
tf:037578d0c0154cf389092a2c30903bcc,5.0,ro:3e465e2c391448f6b57b9077fdcf4c0d
tf:0381075f46ad486f8f66b0989d164f44,5.0,ro:858b5f3b8dd7454ab99111008edeb362
tf:0383ce357b28496d8951de11f02a68f0,5.0,ro:c0f58141a5ec46b6bca26d5f4a1dffa3
tf:03849397d8fa44d1acc364b16cfa7226,5.0,ro:183b890be7814088a1e8ea5b7979ad58
tf:0384bcbf3be944d1a66b4c140b066855,5.0,ro:36cf9b1107a64100b6aba846e4f9a4d0
tf:0384ddf8b45040e3bb0d09b98854d264,5.0,ro:e93ccb3370b6403a958f1cea02ee014b
tf:0388feb02e9a4cad871f05a35413b5bc,5.0,ro:6fbec76ffcbb43df8d32294be2c1db73
tf:0391ddb3c2e04d2787c8876c74314ce7,5.0,ro:a21bef592ab1427898c06513c7a7dcc7
tf:0392d96626734616865a4d44c40c00a8,5.0,ro:1e658e9e04a14414b8bd8bf377b39c56
tf:039875c205bd4bd799011995be3a1abc,5.0,ro:89fe35de62f447838448ba4e7774e0e8
tf:03a6dca509b846b9845a97423aabda90,5.0,ro:bb9e5ffea9234fcfaceeeaf9b88477df
tf:03ab965406034ef6a962e8fa7df4aaf0,5.0,ro:27d300103af64b41896e9d0116acd3ee
tf:03af4cf22044452fb6c060d18b552620,5.0,ro:4c8e216b51a648eda11293817e86e893
tf:03b197cd3aeb4386a883e37639880b5d,5.0,ro:e7e70d8b269b456988012d15453e42cf
tf:03b41b6ee4834d71b5eb3123b811b99d,5.0,ro:2c9857db524c427ea03e301ffaade061
tf:03b5eba888784a11890b2d85c5331166,5.0,ro:5f648e08b15f47fc949b5c84f2ef0380
tf:03beec2815234e9598a04378cb082419,5.0,ro:ad61d2905ff9449796c4c7cc2fe6c09e
tf:03c1087df50f4b139feb3bdef77f65e8,5.0,ro:ac2251076f71487e8854e9184b424692
tf:03c132d0193b41f8ab2478b2ff69447c,5.0,ro:4061d34f45c24466bd8156e437557dc2
tf:03cf1150cc4a4c43ab16cc61ba9b13fe,5.0,ro:23015149d99e4661bc588e005ffbec57
tf:03cf99d42b76495eb8907431c0457982,5.0,ro:b2913200dd4342bfa379336bbfc05500
tf:03d16e78e3374d209a8165a50b7fcf2d,5.0,ro:8e005f2c9524431c87de5da8047ebda3
tf:03e0d1c18d424369b8f6c2117aac99f1,5.0,ro:64cb1a205d454cb2ba9ded84fcd796c5
tf:03ed673a981c4756af264dd985d028de,5.0,ro:8a2d10a123ef4b07be5ca25dfad82c11
tf:03f721c610c9479ba90118a1ec79138e,5.0,ro:355f8471c5794f1c9ad1e01a99a4a207
tf:03f8e30bc1eb40aebd7dbfb5e78391ee,5.0,ro:f329a5909fcb424fb7fc751988c6286e
tf:03f93e44e3cc456eb0a143775cd46d48,5.0,ro:b9961cb9ed894c709256e54fb246563c
tf:03fa64708bdd4a5386184659a951943d,5.0,ro:0a09e7285b1b40358bb5f4933d3a170b
tf:0404088d136a4c3b95021cf53f5108d6,5.0,ro:a4144ecd155a4d0bb212539edfad1288
tf:0406e195175848d699c5388b263a2d0e,5.0,ro:2bd5a3bc48ce404e96ebf2389de0246a
tf:04083d9b0bd04dc7a00a65fee81ef71e,5.0,ro:c95ab2fea7b7472d82deac1f175ee400
tf:0409ddbe9e6547ad82e7f0b718a8195d,5.0,ro:43b8aeab8be24da5a0b31a44ebd88164
tf:040a24c8213f4a3898a5da7963e33940,5.0,ro:927d42472e1d4de9b57d68f55d5c1ad4
tf:0413e84252df4be5ac5db7554a22e913,5.0,ro:6e12b6a5363d41caa236d9ffe6d2da80
tf:041674b3902e49b29f0b1cbbb69a7add,5.0,ro:69bdb36b550746bc82f88c7fc3e43749
tf:041de52facac42b8a244774ac9851ae4,5.0,ro:1747981a261140b9bda975147344a7d5
tf:042be41f51d34faa8db8efb059930cff,5.0,ro:79686fd5efe640cf98e03107b265f870
tf:042f3741a6954f219b4ac1366ab0a9d5,5.0,ro:46250061d0894bec99ce092fdefe9eb2
tf:042fba0fe3c84a71805d0a0716cd7446,5.0,ro:b04af3b1460f48288f143e022628207b
tf:043ed19fc03c490ebeb6b9acf39f49d8,5.0,ro:b19a558b6a0b4941b129306f8f38791b
tf:044f3863caca465d8f270a1c2f8e3524,5.0,ro:c6b2b310cc72450bbd1f912a297b07b3
tf:045249058e124236a025e96ac3eb6fcb,5.0,ro:77859acaef114e15a9b05da50ca5ea85
tf:0454f78eb17c46eabe4a8a5847c839b3,5.0,ro:3f1811dc7bba45d0a6e071290b11e1ea
tf:04570f93a5164fcf9e16940ba308c7e6,5.0,ro:a9005828e5aa453c8264ffa736d2ccef
tf:04668961419b465f83606d1c290680d3,5.0,ro:6a504a09d4f8460494d2a2d058cfe7d2
tf:047132a61a594815beb70395543040bd,5.0,ro:e8be8eba8adb4cab8155c8e6859ecba0
tf:047807a7266c49ebaa6bfdc9dc07a723,5.0,ro:d6fcb91fda564c2498829fa1d83f0586
tf:047902fabafb405e923b4f341f2b0db9,5.0,ro:ce2218bebb5c431e8e7752a32ecf0ad1
tf:047cf15a11e34d57bdf52b4951035d88,5.0,ro:af94b4e74ddb48c19cb376abbc57a950
tf:0480e6b2dae64bdb86d21d1c770a1136,5.0,ro:6cf3ae1e8b684c6787dcb8a4880343a5
tf:0483f23feb584543899d55d759ef5304,5.0,ro:5430066cd35d41379a573ca429974d93
tf:04860c9c09cb4630a9e0ec215df80707,5.0,ro:c20a60a8f8ae4a098964fb47e7131525
tf:04883c26d49b44b0b86d0d5c42c3b3ff,5.0,ro:11474c85ad074fdaa31521a7b2b3cdbd
tf:0496ab44e8e545d4956168ffb62f44a8,5.0,ro:83b2cd9e900c452e8192b39aa6dc8558
tf:049857b16de641bbadbcaa2461fb45e0,5.0,ro:167dbba8124e47f099e3c4259e6b14d9
tf:049b07df4ec04583bbbb907698417d95,5.0,ro:a5e08c4cef3e44bdb8f3733cc4afc34c
tf:04a0c3b9b46f43599d7644c74cd8b147,5.0,ro:b3c2f107aa7a426692fae845875e511b
tf:04a3b90d098e4f6ba706612932081650,5.0,ro:52aadafd863d41a6a1ce436a4b4fe2f4
tf:04a80bdf1f294ecba7017cc378e739ff,5.0,ro:eee3949766e641bba74e536526b45a42
tf:04a8af54a4a64c77863ee4bcf6ef7d44,5.0,ro:338f6bfa28104963acc0c7881b31ee79
tf:04ab6d7cce7548b3a4d1cdc36700aaba,5.0,ro:b94a8c89c1124d0c9f95b54515294bdb
tf:04b5c520a0974dc69f9d1bdc643cd29f,5.0,ro:dc1f071b96554354982d446cb27f1171
tf:04bcf7a365974b91981686b95e3d98fb,5.0,ro:4c0e59537d4040c0ad5787bc60b5f0be
tf:04c93175480f445a94668616b5fcff73,5.0,ro:fbcef1a0131a4285a689334e0a171a4f
tf:04cbe2a36a0b4aeebb0f9fb9835f6909,5.0,ro:aad0ccb25a654e038e37a96dca855b9e
tf:04cd0fc2aebb46dfb614a0f745fe796c,5.0,ro:c098be258beb4c97a565e8b1539b45c1
tf:04cd9e997e8e41e79a2febce2e75758e,5.0,ro:6167f9e255e94c06ad0b13b04d4e0a34
tf:04d2098841704239bd6db8450fb99225,5.0,ro:bf83211c1baf44c2911a23fe9f5fa018
tf:04d34a7ef6314eac9e103be3be528c6a,5.0,ro:5187587b6f1d440bbb8ff04962211167
tf:04d7a8a8974b4a46950be3cc42635bc6,5.0,ro:5dd72ed7ec544f79a912d32578d48b2f
tf:04d9bd70265449a4babf69e69452a3e2,5.0,ro:2b05ea648e8d4a0da42d38a734368454
tf:04db2e3908164a5eaecf09c3908ca746,5.0,ro:126ffef6a6794ca681cf3bc048794ee4
tf:04e3621c4bc7485385214e4ddf3a7925,5.0,ro:a63a20dea3014bb79e384b28336559e5
tf:04e5df465ac34d7caeb276a9386dcc14,5.0,ro:50d1cc16ddc64630b31190533018ac87
tf:04ea94531c644dd08d08ce458f30397f,5.0,ro:a974ece0ddb148039f8fe005fc9e8343
tf:04f53d349de8406caa11d3f329d2b550,5.0,ro:7d6b0bb618a04ecea27c467433c0500d
tf:04fc8a5f3a384776a29c1b06c6127809,5.0,ro:1a41bc328dd740879833393b820b4f96
tf:04ff881f23cf4d4e925fc0a12ad2dde7,5.0,ro:9be1036ad54540fcb8310414b262c9a2
tf:0506185d672e4a33b07bd8227f0fc366,5.0,ro:95c830c121c14b4a9c7c4b0dc5a1c793
tf:05070c1fc2bc4b188a7d6cb64c367bc1,5.0,ro:a408314735f8412eaa9ed3c2df952a47
tf:05084a1434934f4a87f7f7c09ade135d,5.0,ro:15e72965a7b3473b9a9d6279448531fe
tf:050b334f4e1145edbe8df74e0bec6941,5.0,ro:46b64dc9dfd8408b9fe576bc3ae9afce
tf:050de1f859cc4ea69b5deb6dac92663e,5.0,ro:282cdf45fb3d47a7a878ff52ed531579
tf:0510e03d0bed458982f1ec7c8114f7c6,5.0,ro:804b1c488cd046699fab30a5cae78d43
tf:051b5d0eba3447e58d2e8e8c27de1168,5.0,ro:c65be383412b47daa19fe9b2b0747ef1
tf:0527a1ef79b84a8f8cab5b5d49936c73,5.0,ro:1e5529376ec643df896c5b9c0328a3ac
tf:0531763b50d24152ab39789ff9162683,5.0,ro:4338c39a43294e3f87b0c98210663c51
tf:05360d06693f4f139dbe7f27109f26e2,5.0,ro:730d569f2eac4f90a8618dd64d0a964d
tf:053bdc116e6249209468ae5d61a50a27,5.0,ro:d1eb3393669d46298af12626d7575423
tf:053ce90c33274097ad5a74a0779dd532,5.0,ro:33666218a8ad4948a12c883027fd1344
tf:05424655429143838b5a488e946c0f88,5.0,ro:d9ee088d25534cf49acd60af178d917a
tf:0543e9cf78084d8d97cf17fe02d81533,5.0,ro:ae13436b0a474464a8881ac80407c36b
tf:05446e4f58654076af1e98b5e07a29a2,5.0,ro:42f1d659afd84222b5da46a530aa5929
tf:05599648d9a8459c8741ddb81afd31ce,5.0,ro:06603ba8cd13432d888f543ea27e6091
tf:055c1e46fddc4177bbb056de0c899298,5.0,ro:8688f83ec5f045058cc67b1da76c92a5
tf:055e31736dc944978d371ff020d9ee5c,5.0,ro:37b1ccafbe13410aa94b598927d98104
tf:055ed9f14b1c468789d2313d8093cd9b,5.0,ro:ad190d2e64754977b970a7e60ffd45a9
tf:0563b29fbf1a40169692672be13d1326,5.0,ro:71bb22f57e2a46c39749758abb4c566b
tf:05658d1e04c4434a9cac86c8847d7e0d,5.0,ro:0b4db06e4b054e99bd9a2bd2ff4163da
tf:056595228a3e495d8355d62fd5319933,5.0,ro:6524beb13bbf4d28b264145971196961
tf:0569a9f871be449394931c2b78f921b5,5.0,ro:9e85913d296143968b5b44d2e7b2f1dd
tf:056d674d1d6544cb80dcada5db4e3b42,5.0,ro:2045d07bf9e049e7a9dea31a8cf146f9
tf:0589ac486d944133bd7342c41bbc51c3,5.0,ro:d2771fe224634b56af2e3445ad982759
tf:0597a7009ab941818da562ea92a69e2b,5.0,ro:1607f7e832d2494cbd8c416264b6ff6c
tf:05a1e9c97b6a4e229118dfd416fd92e6,5.0,ro:dd409c62444440e4be4631f1a70ee1ea
tf:05b35b08f995486281ec855fbcb3a34b,5.0,ro:0c3fde5092e34f50a3208c9623504830
tf:05b5bfa659f947309ad84dd64dabc48a,5.0,ro:06662fb4e7be4824893520e679890243
tf:05c57c84377b451fa1820501828707be,5.0,ro:566b140f3b18472bb11eb0f8fa28896d
tf:05c6e94c240540249f07b0b864594135,5.0,ro:08d3875e294c4ba6a4ced93feb7293e7
tf:05cc104f8f834ca68021a1c21e144da3,5.0,ro:2c2e912039954aac837fd82ee1d85a31
tf:05d5759898b243169c5374f52b2dde32,5.0,ro:670753765f874c109264e7c91941a848
tf:05dd57cd67384dae8a722d7c93dd585a,5.0,ro:e58ff10fd82b463083d7a04ae366d6b4
tf:05e0627b79a34f2ea89ded509099c2f2,5.0,ro:5e425b194faf48c49e0b39379d319c4a
tf:05e082516eba4f11a746a881ca9d0bbd,5.0,ro:17e5d9c9588f4f799d4d1d5bf414c2d2
tf:05f18c11d6094c65805e14d914c7c87c,5.0,ro:ac2a3307adec4c16ad2ccd51bbbbf7a1
tf:05fabede3a7341138a94ffada8a881ac,5.0,ro:0162dc45479043369ec0d732e1ca57cc
tf:061211bd5091447094ba9a0b3b1ed293,5.0,ro:9abbde88d99e4379b350b1cfcbee6995
tf:0614edcb08dd432da1d191efeecca245,5.0,ro:f3dc8f24d6de48bdb2a0861c559fec5d
tf:061a8f40b83f427684d01a583e282536,5.0,ro:35792e9b6e2b4045afd9f924340d025f
tf:0622aeb6049345b2861b87de357c3e89,5.0,ro:0d1d8a42766c44f29cf15ca7b50b8bb3
tf:0627ec72d1114907854e4b1c7131e9f1,5.0,ro:a4eb8ef6d41c449a8e8899746753ec5b
tf:062e2b32a8b14b1392c729d6bcb5b33d,5.0,ro:66956fc545f74651b76371976faf409a
