uid,rank,activity,type
tf:0381075f46ad486f8f66b0989d164f44,0,soin,production_tasks
tf:0383ce357b28496d8951de11f02a68f0,0,soin,production_tasks
tf:03849397d8fa44d1acc364b16cfa7226,0,soin,production_tasks
tf:0384bcbf3be944d1a66b4c140b066855,0,soin,production_tasks
tf:0384ddf8b45040e3bb0d09b98854d264,0,soin,production_tasks
tf:0388feb02e9a4cad871f05a35413b5bc,0,soin,production_tasks
tf:0391ddb3c2e04d2787c8876c74314ce7,0,soin,production_tasks
tf:0392d96626734616865a4d44c40c00a8,0,soin,production_tasks
tf:039875c205bd4bd799011995be3a1abc,0,soin,production_tasks
tf:03a6dca509b846b9845a97423aabda90,0,soin,production_tasks
tf:03ab965406034ef6a962e8fa7df4aaf0,0,soin,production_tasks
tf:03af4cf22044452fb6c060d18b552620,0,soin,production_tasks
tf:03b197cd3aeb4386a883e37639880b5d,0,soin,production_tasks
tf:03b41b6ee4834d71b5eb3123b811b99d,0,soin,production_tasks
tf:03b5eba888784a11890b2d85c5331166,0,soin,production_tasks
tf:03beec2815234e9598a04378cb082419,0,soin,production_tasks
tf:03c1087df50f4b139feb3bdef77f65e8,0,soin,production_tasks
tf:03c132d0193b41f8ab2478b2ff69447c,0,soin,production_tasks
tf:03cf1150cc4a4c43ab16cc61ba9b13fe,0,soin,production_tasks
tf:03cf99d42b76495eb8907431c0457982,0,soin,production_tasks
tf:03d16e78e3374d209a8165a50b7fcf2d,0,soin,production_tasks
tf:03e0d1c18d424369b8f6c2117aac99f1,0,soin,production_tasks
tf:03ed673a981c4756af264dd985d028de,0,soin,production_tasks
tf:03f721c610c9479ba90118a1ec79138e,0,soin,production_tasks
tf:03f8e30bc1eb40aebd7dbfb5e78391ee,0,soin,production_tasks
tf:03f93e44e3cc456eb0a143775cd46d48,0,soin,production_tasks
tf:03fa64708bdd4a5386184659a951943d,0,soin,production_tasks
tf:0404088d136a4c3b95021cf53f5108d6,0,soin,production_tasks
tf:0406e195175848d699c5388b263a2d0e,0,soin,production_tasks
tf:04083d9b0bd04dc7a00a65fee81ef71e,0,soin,production_tasks
tf:0409ddbe9e6547ad82e7f0b718a8195d,0,soin,production_tasks
tf:040a24c8213f4a3898a5da7963e33940,0,soin,production_tasks
tf:0413e84252df4be5ac5db7554a22e913,0,soin,production_tasks
tf:041674b3902e49b29f0b1cbbb69a7add,0,soin,production_tasks
tf:041de52facac42b8a244774ac9851ae4,0,soin,production_tasks
tf:042be41f51d34faa8db8efb059930cff,0,soin,production_tasks
tf:042f3741a6954f219b4ac1366ab0a9d5,0,soin,production_tasks
tf:042fba0fe3c84a71805d0a0716cd7446,0,soin,production_tasks
tf:043ed19fc03c490ebeb6b9acf39f49d8,0,soin,production_tasks
tf:044f3863caca465d8f270a1c2f8e3524,0,soin,production_tasks
tf:045249058e124236a025e96ac3eb6fcb,0,soin,production_tasks
tf:0454f78eb17c46eabe4a8a5847c839b3,0,soin,production_tasks
tf:04570f93a5164fcf9e16940ba308c7e6,0,soin,production_tasks
tf:04668961419b465f83606d1c290680d3,0,soin,production_tasks
tf:047132a61a594815beb70395543040bd,0,soin,production_tasks
tf:047807a7266c49ebaa6bfdc9dc07a723,0,soin,production_tasks
tf:047902fabafb405e923b4f341f2b0db9,0,soin,production_tasks
tf:047cf15a11e34d57bdf52b4951035d88,0,soin,production_tasks
tf:0480e6b2dae64bdb86d21d1c770a1136,0,soin,production_tasks
tf:0483f23feb584543899d55d759ef5304,0,soin,production_tasks
tf:04860c9c09cb4630a9e0ec215df80707,0,soin,production_tasks
tf:04883c26d49b44b0b86d0d5c42c3b3ff,0,soin,production_tasks
tf:0496ab44e8e545d4956168ffb62f44a8,0,soin,production_tasks
tf:049857b16de641bbadbcaa2461fb45e0,0,soin,production_tasks
tf:049b07df4ec04583bbbb907698417d95,0,soin,production_tasks
tf:04a0c3b9b46f43599d7644c74cd8b147,0,soin,production_tasks
tf:04a3b90d098e4f6ba706612932081650,0,soin,production_tasks
tf:04a80bdf1f294ecba7017cc378e739ff,0,soin,production_tasks
tf:04a8af54a4a64c77863ee4bcf6ef7d44,0,soin,production_tasks
tf:04ab6d7cce7548b3a4d1cdc36700aaba,0,soin,production_tasks
tf:04b5c520a0974dc69f9d1bdc643cd29f,0,soin,production_tasks
tf:04bcf7a365974b91981686b95e3d98fb,0,soin,production_tasks
tf:04c93175480f445a94668616b5fcff73,0,soin,production_tasks
tf:04cbe2a36a0b4aeebb0f9fb9835f6909,0,soin,production_tasks
tf:04cd0fc2aebb46dfb614a0f745fe796c,0,soin,production_tasks
tf:04cd9e997e8e41e79a2febce2e75758e,0,soin,production_tasks
tf:04d2098841704239bd6db8450fb99225,0,soin,production_tasks
tf:04d34a7ef6314eac9e103be3be528c6a,0,soin,production_tasks
tf:04d7a8a8974b4a46950be3cc42635bc6,0,soin,production_tasks
tf:04d9bd70265449a4babf69e69452a3e2,0,soin,production_tasks
tf:04db2e3908164a5eaecf09c3908ca746,0,soin,production_tasks
tf:04e3621c4bc7485385214e4ddf3a7925,0,soin,production_tasks
tf:04e5df465ac34d7caeb276a9386dcc14,0,soin,production_tasks
tf:04ea94531c644dd08d08ce458f30397f,0,soin,production_tasks
tf:04f53d349de8406caa11d3f329d2b550,0,soin,production_tasks
tf:04fc8a5f3a384776a29c1b06c6127809,0,soin,production_tasks
tf:04ff881f23cf4d4e925fc0a12ad2dde7,0,soin,production_tasks
tf:0506185d672e4a33b07bd8227f0fc366,0,soin,production_tasks
tf:05070c1fc2bc4b188a7d6cb64c367bc1,0,soin,production_tasks
tf:05084a1434934f4a87f7f7c09ade135d,0,soin,production_tasks
tf:050b334f4e1145edbe8df74e0bec6941,0,soin,production_tasks
tf:050de1f859cc4ea69b5deb6dac92663e,0,soin,production_tasks
tf:0510e03d0bed458982f1ec7c8114f7c6,0,soin,production_tasks
tf:051b5d0eba3447e58d2e8e8c27de1168,0,soin,production_tasks
tf:0527a1ef79b84a8f8cab5b5d49936c73,0,soin,production_tasks
tf:0531763b50d24152ab39789ff9162683,0,soin,production_tasks
tf:05360d06693f4f139dbe7f27109f26e2,0,soin,production_tasks
tf:053bdc116e6249209468ae5d61a50a27,0,soin,production_tasks
tf:053ce90c33274097ad5a74a0779dd532,0,soin,production_tasks
tf:05424655429143838b5a488e946c0f88,0,soin,production_tasks
tf:0543e9cf78084d8d97cf17fe02d81533,0,soin,production_tasks
tf:05446e4f58654076af1e98b5e07a29a2,0,soin,production_tasks
tf:05599648d9a8459c8741ddb81afd31ce,0,soin,production_tasks
tf:055c1e46fddc4177bbb056de0c899298,0,soin,production_tasks
tf:055e31736dc944978d371ff020d9ee5c,0,soin,production_tasks
tf:055ed9f14b1c468789d2313d8093cd9b,0,soin,production_tasks
tf:0563b29fbf1a40169692672be13d1326,0,soin,production_tasks
tf:05658d1e04c4434a9cac86c8847d7e0d,0,soin,production_tasks
tf:056595228a3e495d8355d62fd5319933,0,soin,production_tasks
tf:0569a9f871be449394931c2b78f921b5,0,soin,production_tasks
tf:056d674d1d6544cb80dcada5db4e3b42,0,soin,production_tasks
tf:0589ac486d944133bd7342c41bbc51c3,0,soin,production_tasks
tf:0597a7009ab941818da562ea92a69e2b,0,soin,production_tasks
tf:05a1e9c97b6a4e229118dfd416fd92e6,0,soin,production_tasks
tf:05b35b08f995486281ec855fbcb3a34b,0,soin,production_tasks
tf:05b5bfa659f947309ad84dd64dabc48a,0,soin,production_tasks
tf:05c57c84377b451fa1820501828707be,0,soin,production_tasks
tf:05c6e94c240540249f07b0b864594135,0,soin,production_tasks
tf:05cc104f8f834ca68021a1c21e144da3,0,soin,production_tasks
tf:05d5759898b243169c5374f52b2dde32,0,soin,production_tasks
tf:05dd57cd67384dae8a722d7c93dd585a,0,soin,production_tasks
tf:05e0627b79a34f2ea89ded509099c2f2,0,soin,production_tasks
tf:05e082516eba4f11a746a881ca9d0bbd,0,soin,production_tasks
tf:05f18c11d6094c65805e14d914c7c87c,0,soin,production_tasks
tf:05fabede3a7341138a94ffada8a881ac,0,soin,production_tasks
tf:061211bd5091447094ba9a0b3b1ed293,0,soin,production_tasks
tf:0614edcb08dd432da1d191efeecca245,0,soin,production_tasks
tf:061a8f40b83f427684d01a583e282536,0,soin,production_tasks
tf:0622aeb6049345b2861b87de357c3e89,0,soin,production_tasks
tf:0627ec72d1114907854e4b1c7131e9f1,0,soin,production_tasks
tf:062e2b32a8b14b1392c729d6bcb5b33d,0,soin,production_tasks
tf:0647e64c6dd540b893d13449d77ebb45,0,soin,production_tasks
tf:064a2b6471e0466da5fad54666026c7c,0,soin,production_tasks
tf:065878fcd41f475f8435089cd707f2ca,0,soin,production_tasks
tf:065aa6d28a1a48b9ada3f300637aa997,0,soin,production_tasks
tf:0671eff82f6e48ed97aa8e4139e0ff58,0,soin,production_tasks
tf:0678b003de344ed9841e7c4b8de628b0,0,soin,production_tasks
tf:069ddbf3a3314fcc91b40034e7f9f229,0,soin,production_tasks
tf:069e39cb73c541f9a56f692791528566,0,soin,production_tasks
tf:06a57f573360458084894277703772ec,0,soin,production_tasks
tf:06ad582aa4734b91be6718c781fd30a4,0,soin,production_tasks
tf:06ae195b69634b288df568dbf9e805ae,0,soin,production_tasks
tf:06b8a58db4a14d8da8f93d88a369eafa,0,soin,production_tasks
tf:06bc28c1e1264c9ca4a78ad3ffa75862,0,soin,production_tasks
tf:06bf68157bfe41ff92279bb3355d1547,0,soin,production_tasks
tf:06ca9505819a441082492e7cc3aceceb,0,soin,production_tasks
tf:06d18d96fe484e11bccbb8ff62162a71,0,soin,production_tasks
tf:06d3f04b28aa42c59e9c3da8799576dc,0,soin,production_tasks
tf:06d55bc4fc3a49d0963226c4ae8d1b62,0,soin,production_tasks
tf:06d62cb8a3e34cc88d27dadc80176e64,0,soin,production_tasks
tf:06d8ae0b7a8e4dafb7b9e0ff798d2759,0,soin,production_tasks
tf:06d90efef78e472087353299747b4ecd,0,soin,production_tasks
tf:06df7dc6733e493d80ebc67324ac5d64,0,soin,production_tasks
tf:06e0165ca9574bc8b4efc6c38db8bfd9,0,soin,production_tasks
tf:06e3b44f4714419a86c0949c4d959c27,0,soin,production_tasks
tf:06e41ba431c14d6d8bb6ad5f782902b8,0,soin,production_tasks
tf:06e9f6100d7b40fe87525cef58f17f88,0,soin,production_tasks
tf:06f1460be34d44748038b7da12d7fc6e,0,soin,production_tasks
tf:06f88866f69846c189ccd4a46f1f12e4,0,soin,production_tasks
tf:06f89897c3a34b0cb7e51d1315f223ac,0,soin,production_tasks
tf:06fb907f8bfa45469323a951e390284d,0,soin,production_tasks
tf:070704962d954ac392212595585a35d7,0,soin,production_tasks
tf:07158002fa5e4ba6aa642b935958516f,0,soin,production_tasks
tf:0722b74c479245f2811ab740998270ec,0,soin,production_tasks
tf:0723581d9ef842df8e8c58b666597ae2,0,soin,production_tasks
tf:0726cca5b55743b38c21f3da481f6b5b,0,soin,production_tasks
tf:0729ce5446184924a1d91652e031594e,0,soin,production_tasks
tf:073c326be322405ca31e816ceb69b410,0,soin,production_tasks
tf:073ca72643af428b85248d87e8f01a08,0,soin,production_tasks
tf:074145d0cd964c5c8590fb61d10ca81d,0,soin,production_tasks
tf:0747594a9401479eaafd9c5e545c171e,0,soin,production_tasks
tf:074a2e925a324f0aa40601cb8a509a37,0,soin,production_tasks
tf:075ee4da106440b7a94c6cdf6aee7d2b,0,soin,production_tasks
tf:076baa98722e4ce6918c2dd8513c4a6c,0,soin,production_tasks
tf:077a5324f2ff4c62a7777d18b42d5f57,0,soin,production_tasks
tf:077ac0e454934f55b9f9d44ea15735c6,0,soin,production_tasks
tf:07855e1a6ef144ecb6a0a20560389281,0,soin,production_tasks
tf:0786270805204b579171c73a676c273b,0,soin,production_tasks
tf:0789ff7dba7a4273bdf2f733b86527b9,0,soin,production_tasks
tf:078d7d7eef4e47b9816d16109436ccac,0,soin,production_tasks
tf:079190658ea141198a7fd74f9cf17d80,0,soin,production_tasks
tf:07929ebc0df64d42a62d3852d6ceebf0,0,soin,production_tasks
tf:079577c423a04bf18779bacdfe25fd0c,0,soin,production_tasks
tf:0798a04f462942268b4746a0dd68dc6d,0,soin,production_tasks
tf:079908af4d57461fb15ed1bc535e64a7,0,soin,production_tasks
tf:07a5d56961b44280b31c5ba8d43669fe,0,soin,production_tasks
tf:07abeffb473f4fb08d82e0dd7edcd5f9,0,soin,production_tasks
tf:07ae72c789a344f49ba3491fe724c649,0,soin,production_tasks
tf:07af15fb056c4c7483b0fd518297d25d,0,soin,production_tasks
tf:07b8060690c147989441914d0f36b047,0,soin,production_tasks
tf:07bc7543d0e246ffae1f4f46b4915fc0,0,soin,production_tasks
tf:07c04f0b202e4534916842fb32ce7729,0,soin,production_tasks
tf:07c47677e7714d5da17e3e5e39841602,0,soin,production_tasks
tf:07ccfd21441a4601ab331b45f0e57ada,0,soin,production_tasks
tf:07d41a1f703d404ca1a5219c36b141cf,0,soin,production_tasks
tf:07dbf3d1328f492b9222d9a79dda83b2,0,soin,production_tasks
tf:07e8629d719c43f4996ecbee4d27ba2f,0,soin,production_tasks
tf:07fc653d6b2d41aeb0c5f9e637b33c54,0,soin,production_tasks
tf:0804b0dbaf664d109f2c4c94c30dd20a,0,soin,production_tasks
tf:080bc28d68e4456baccda0f73d76eb57,0,soin,production_tasks
tf:081502cfb743420d8fbd2859a38ed4de,0,soin,production_tasks
tf:08266bdb8f05493086094b0db72170e8,0,soin,production_tasks
tf:08310e87b73a4b53b23b30a0ee074022,0,soin,production_tasks
tf:08389e6b7b3143078c1894fe490e3756,0,soin,production_tasks
tf:085766c259104d01889171c3f11df89f,0,soin,production_tasks
tf:085a8dd1b6ca4ea9b8fbcf2cb355b236,0,soin,production_tasks
tf:085deee7f33f459b9e0965435dd06bcc,0,soin,production_tasks
tf:08613928d59a4ce7a6175f68cf07ef52,0,soin,production_tasks
tf:086a9fc5ce6d41a595a19533d56bc994,0,soin,production_tasks
tf:086be20407ff490ba0cfeb098bfd043e,0,soin,production_tasks
tf:0878e1820dc94056bd837ee3615d4c4f,0,soin,production_tasks
tf:087bbc4819fe48408261fdd12e1b9730,0,soin,production_tasks
tf:087f4ddafc094dcfbb2c352e7a6aaaa5,0,soin,production_tasks
tf:089255028b1e450891f91fb4265d49c7,0,soin,production_tasks
tf:089a23e456a14377a4de8c71bf7a1f6d,0,soin,production_tasks
tf:089d28db48ec466db30309b7237f53d8,0,soin,production_tasks
tf:089dd99f5f914ba09e6a7d66cd5b22b0,0,soin,production_tasks
tf:089f9ed8c7524385b3e91a75c5e31e24,0,soin,production_tasks
tf:08bcf453c13e43e590af1accc7abc083,0,soin,production_tasks
tf:08cc162b49b940308e320316bdad8fde,0,soin,production_tasks
tf:08d262fefca24ddca46e4c375b46effd,0,soin,production_tasks
tf:08d2907946eb4f519269182427ebd70e,0,soin,production_tasks
tf:08daf0e8e27a45afac0bda1fb72916aa,0,soin,production_tasks
tf:08dc6ca4bf9949a792c539883abcabe2,0,soin,production_tasks
tf:08e0371b0cdb487b8c98f28cb395d070,0,soin,production_tasks
tf:08e3150f552a47758a774176e9b135d5,0,soin,production_tasks
tf:08eb534bbb1f4a54bf9e3f0c87ce5607,0,soin,production_tasks
tf:08fca9dd01ba4561b61d44eaca5d4885,0,soin,production_tasks
tf:09048213b0ff4720a0d8e2216099db55,0,soin,production_tasks
tf:0906e04d199b4807a759093884751d97,0,soin,production_tasks
tf:0909121933cf44ad8b84d98306380ff8,0,soin,production_tasks
tf:090b827513f34247a017be82eda0164d,0,soin,production_tasks
tf:090d4d313717460aa84614f4436596ff,0,soin,production_tasks
tf:090d700b4b494d36bac890322214329d,0,soin,production_tasks
tf:09203845c8c44c689519b90fc4c6d318,0,soin,production_tasks
tf:09228c788f68426c843333dcc3fa1208,0,soin,production_tasks
tf:09231f5fe7c74936b52b67e7ca649ac2,0,soin,production_tasks
tf:092b7ae4e45a4b789c16218df9a9c64f,0,soin,production_tasks
tf:09415fd5f5594dacb409288c0cfd0b82,0,soin,production_tasks
tf:09603ba278b043289fb1b534670a0f07,0,soin,production_tasks
tf:0963c502de7448629b4f2a96bc66759b,0,soin,production_tasks
tf:0963cd34edea4cafaa09851f5da84fd5,0,soin,production_tasks
tf:0966bc3b8f53456bbf12e7571ff63d01,0,soin,production_tasks
tf:096707f8d908408f9717f30a9f86be24,0,soin,production_tasks
tf:096eaff2b63c44af830afe379279bda7,0,soin,production_tasks
tf:09789cce48304403985f2f3fed3387f2,0,soin,production_tasks
tf:0991b1f5cd71460e865e7ba4b3df082d,0,soin,production_tasks
tf:0994da9bf26c449db44fa16b0cee1a6c,0,soin,production_tasks
tf:099ab4816f604dc2997712ee1d3c1878,0,soin,production_tasks
tf:09a1c2fefd64465dbee08c4f2980a366,0,soin,production_tasks
tf:09b08882b14b40eb91047ff95f99cb74,0,soin,production_tasks
tf:09b1c54f7932442fb037959d5092bd7f,0,soin,production_tasks
tf:09bd6d77b263481598b30b1399154462,0,soin,production_tasks
tf:09c5428e8c9c473e9fdbba3d09de3bef,0,soin,production_tasks
tf:09cede4afd574d35afe4280bb633566c,0,soin,production_tasks
tf:09d12d69150f4c5988073254cd14a41f,0,soin,production_tasks
tf:09d4ba8b2baa4ff68ce6779c1c509677,0,soin,production_tasks
tf:09e0da167f454a9594b715770fad476c,0,soin,production_tasks
tf:09e42c300b364e90bc33341a61eebc96,0,soin,production_tasks
tf:09eee464db3441e79c7fb48fa8e358c0,0,soin,production_tasks
tf:09f0d48397734b698def3da4f01783dd,0,soin,production_tasks
tf:09fd2dd37d144a5aafd95fbbfa913db5,0,soin,production_tasks
tf:0a02682c8b864b2db328464bc61cf0b8,0,soin,production_tasks
tf:0a05bc763c74408aaf65584fa7ec9816,0,soin,production_tasks
