uid,activity,capability,cost,type,ressource_id
comp:00d039b79c0d4ab38fd897d96dbd35cf,soin,1.0,0.0,production_competencies,ma:a9f33db8097a4ed9b9b838ec52e56cdf
comp:00d232f12fc746b08bd6c81058eaad62,soin,1.0,0.0,production_competencies,ma:994e1320312a489db67a1edbece3fce1
comp:00d51613e5664212848ab9fc58051d71,R13,1.0,0.0,maintenance_competencies,mr:94942902e43343af9290d15dff9a256f
comp:00d923391ec547cdbb4a7371a70c65dc,R14,1.0,0.0,maintenance_competencies,mr:a148d00de4924f7faae2b197f3831ce8
comp:00e9ce5141c7495ab2088d3c66387ed6,R1,1.0,0.0,maintenance_competencies,mr:6f0d0051d41a4353a62c22f408d89059
comp:00f281f58a50440e890f694f65b12117,R11,1.0,0.0,maintenance_competencies,mr:65e84ad303db40f9885b9e3407200afb
comp:00f73f23f0444bb5b28cfa77dcdb0b98,soin,1.0,0.0,production_competencies,ma:ee312b257f1e480e928bdd62faed23a0
comp:00fbe3ae91a14915a10e8cd2e4ac7895,R10,1.0,0.0,maintenance_competencies,mr:62f5df209059459da75a930c9e7f66e4
comp:00fc3f286d8944a59cfc387d8d001c34,R8,1.0,0.0,maintenance_competencies,mr:acc094315fae4ed68f077c4c131e01ae
comp:01043a1437934bceb4333ff1f2acde85,R9,1.0,0.0,maintenance_competencies,mr:49443e246d51498b829467194896bd38
comp:010a02b95b184e04bcbf1fec3de9b1a4,R7,1.0,0.0,maintenance_competencies,mr:c5585ffd4f5e4c16b26ec8e291778609
comp:010b2c16f4cc4d16815fd8c7f84eda39,R4,1.0,0.0,maintenance_competencies,mr:e770f2a43e6844d1b5e6af5e59992ed7
comp:010b6d07b19b41748c8d120a5d04c727,R2,1.0,0.0,maintenance_competencies,mr:765a51b9fe184520b3fe44cd981d908c
comp:0112cd1993f340a79a0035ed15131582,R1,1.0,0.0,maintenance_competencies,mr:46ebbbf18bcb465db41b348d0f76bfbd
comp:011bc517498e4bd98a39506f9881636d,R4,1.0,0.0,maintenance_competencies,mr:1751315f663a4c2ea9a3d2a65caac869
comp:013c9c82302740ba915fc192d57f8d1f,soin,1.0,0.0,production_competencies,ma:614b405e93d74594a8c304189519c188
comp:0147a073f1e243f7b73d22d0b32dfd1c,R4,1.0,0.0,maintenance_competencies,mr:ee3c18e3cda34362932c26d6112769c6
comp:014f09fe4d8d44fcb929648154d407b7,R7,1.0,0.0,maintenance_competencies,mr:bd34e0deb724471aab012d4d8c6f554e
comp:01503e5d7241404fa5e700709a12b85a,R15,1.0,0.0,maintenance_competencies,mr:702ea81bfdf74cfc9f44025b77afb6cf
comp:0156b48bb0d04470a5c79ac01b137800,R6,1.0,0.0,maintenance_competencies,mr:4c20d499e42748cfa2584220687de12e
comp:016c82116725459b91ce2b64ae9b5776,R2,1.0,0.0,maintenance_competencies,mr:5fef3e9bce314b588ff19ad8074db707
comp:017c623aef9a41a8b99d6e35e37dab90,R1,1.0,0.0,maintenance_competencies,mr:145e5533d7e94e3895e0822be37793e4
comp:018215eee1b94921ac2b2143b1922b33,R15,1.0,0.0,maintenance_competencies,mr:8ee9be81760f4da0b007932dfcbe4040
comp:01824869e5c048a58f7a7a1a2058033e,R15,1.0,0.0,maintenance_competencies,mr:9d7d0f2e877e4ea9becd3235018d9000
comp:01856c9787434a8aa22c046e91d1be64,R11,1.0,0.0,maintenance_competencies,mr:b3924a428f564d7488cbd3769490b870
comp:018a827b4c7d4927ab6138bb14cfc0f5,R4,1.0,0.0,maintenance_competencies,mr:ae617c88db8d4b498d0f337848b817c3
comp:018c18e9c459495a86390ec3ba2592e4,R1,1.0,0.0,maintenance_competencies,mr:afb4160284c64573967cbdcd5e7485e0
comp:01952d89a6614730adceebe7a1020212,R6,1.0,0.0,maintenance_competencies,mr:8c969643692e439e8af5133cffb11c35
comp:0198487e2b984027ad155bff380b566f,R12,1.0,0.0,maintenance_competencies,mr:ad5dc25f51844a8eba75f339f4af3884
comp:019bb5972a8841b9b980487a6a31d6fc,R9,1.0,0.0,maintenance_competencies,mr:7c2c9536a49e4c44bb076ce11d50958a
comp:019c55e029374d61a9c3f34dea4d163c,soin,1.0,0.0,production_competencies,ma:b0fe7d2b14ce4b388373b6101ef632ed
comp:019f464063054657a179dc7cc8515be6,R14,1.0,0.0,maintenance_competencies,mr:fc5ea2750bbc44a0a651a99d776afbe3
comp:01a3511459144c7a88eaea9b466cd6b8,R13,1.0,0.0,maintenance_competencies,mr:97f08185d3764f239d929a8636099ec2
comp:01a3d6aabae340128d834a30aedfe396,R10,1.0,0.0,maintenance_competencies,mr:b74e740c106944ed92e66fa09e6d1290
comp:01b6086ab57c4326889690e9033bcc9e,R14,1.0,0.0,maintenance_competencies,mr:9f03331bbfe843faaeb35de7569293b0
comp:01bc0264d47842efa415f2b51bd5268b,R14,1.0,0.0,maintenance_competencies,mr:ee3c18e3cda34362932c26d6112769c6
comp:01bf4a9fcb0f4ca79feb5ca65446c773,R15,1.0,0.0,maintenance_competencies,mr:82f7f434edf34ff09e63b903a533a5f1
comp:01c0096a7eac4579b17bd855992f69f4,R1,1.0,0.0,maintenance_competencies,mr:bf9ac371db624f108951eb5258a65386
comp:01c0e2618b1a4c868803dbf0cdeaadbf,R9,1.0,0.0,maintenance_competencies,mr:9aa29b5e0f0e410bb9c4da71fb0124d8
comp:01cd5aab0acd4ca28af8f6a508dac8a7,R6,1.0,0.0,maintenance_competencies,mr:e77b1f0d7e18499d85a89400623cdfd6
comp:01d184e60fd1498e9b28adfddfa09764,R8,1.0,0.0,maintenance_competencies,mr:5cd3c0c2b5604524a2e25118fc018c03
comp:01d23b8ad5ed47ee8d8dfd6f4c0c4016,R13,1.0,0.0,maintenance_competencies,mr:f5a2ed5486d34ae6b36c6fe2aee6e335
comp:01d54fc9ead74ad0bc1c4f11b25563bd,R12,1.0,0.0,maintenance_competencies,mr:acf0bb3870f144f696737fb8563f7cea
comp:01d9a28eee904b7396e1de46eae9a717,R15,1.0,0.0,maintenance_competencies,mr:49405462996c4f518189d86877183ccb
comp:01dadaee2eea45e3a1dd6389337f6f87,R5,1.0,0.0,maintenance_competencies,mr:992f84a6736543a4a069263878dd2f6f
comp:01db27b967434b1fac40b7e4b974e632,R4,1.0,0.0,maintenance_competencies,mr:e77b474fd8164957a3d71242a6ac9e3f
comp:01dbd0acf75c4d5387da06b8daa9ebed,R1,1.0,0.0,maintenance_competencies,mr:48a1df85a8d54eb8977906da7adaacbe
comp:01deef8068c944cc8425bcf760ec389f,R12,1.0,0.0,maintenance_competencies,mr:a763175c537f469da25ec3893ece661f
comp:01e7e277e6b043ce872de1c8aa9032a3,R8,1.0,0.0,maintenance_competencies,mr:0b6e58f1183242a3a030bdd423968ed5
comp:01eaafe200274e2eb9b88890401dd345,R5,1.0,0.0,maintenance_competencies,mr:98abd4f8b04a488ab8908067b3458e60
comp:01f8eb297a934c26861abab9d35cc545,soin,1.0,0.0,production_competencies,ma:5f31ea8ec68545a0ba6161e9291b3f61
comp:01fcfb3a20b04e9e8bab0758f775521e,R14,1.0,0.0,maintenance_competencies,mr:49405462996c4f518189d86877183ccb
comp:01fd62fb4fbc4add9c942bf1d9d6ef44,R11,1.0,0.0,maintenance_competencies,mr:e00035c6a43d4f5b95880c1269412a40
comp:021465c3e509421d95df146ec6729012,R6,1.0,0.0,maintenance_competencies,mr:d005712209604e32ac93fbea2ed2f752
comp:021c5e1bf21c462983ce1dfb21ecb7e0,R8,1.0,0.0,maintenance_competencies,mr:917eb6fb4fe84538bb782ede4c674a62
comp:0227ca855017495796cc4e8996cf91f8,R9,1.0,0.0,maintenance_competencies,mr:1ef243021ac14827a0b3c406d9f3ece2
comp:022844723bc84068bb135d27d0294417,R9,1.0,0.0,maintenance_competencies,mr:1fd10614ccb34a358d58295adca651a6
comp:0241d9e4ad824b148716bb820e2c7c81,R4,1.0,0.0,maintenance_competencies,mr:11e96675e34742919adb02ba6c8bb4a7
comp:024278fbce0949aa96f0445b3699c1e1,R6,1.0,0.0,maintenance_competencies,mr:3c07951ccb7f4edf81927657a7567b16
comp:0242a001799c47a9b50d8258e48902ed,R15,1.0,0.0,maintenance_competencies,mr:8c5065246eb34cb6939013aefb4d29e7
comp:0242b600726b4571b915667d3995e35a,R10,1.0,0.0,maintenance_competencies,mr:7920b40a01d8426a8b93875747106b54
comp:0243a1eb91424946a75ac760b37db2a1,R2,1.0,0.0,maintenance_competencies,mr:667e32a45b6f477494f44bf90a12f3a4
comp:0249e8c88cc84f998c11ca9253f184c6,R12,1.0,0.0,maintenance_competencies,mr:9c9d0944853c4dad86c4624052f24670
comp:024acfb739be4d22a21434c3b39fd4cd,soin,1.0,0.0,production_competencies,ma:66fdeda589344f6d98f41172bf5c9006
comp:0253520e708b4e0caeaaf1f940b6b1d9,R11,1.0,0.0,maintenance_competencies,mr:62f5df209059459da75a930c9e7f66e4
comp:025bef2b38ae4fbe88c8312af7416e44,R6,1.0,0.0,maintenance_competencies,mr:acc942ce016a4deb8bbe3cb166055227
comp:025cfe63a05844d2a2681a3f028929d3,R3,1.0,0.0,maintenance_competencies,mr:dfa76f90f6d841c0b16edccfa25eb7c6
comp:02673623c0ef4ccf9edece109139dea9,R3,1.0,0.0,maintenance_competencies,mr:219b5ad0e5bd435ba81fca6b2b58a055
comp:0268061d94cc4a078b1ba3da473847e8,R1,1.0,0.0,maintenance_competencies,mr:6cc13b747013487f9e70af727832dbb6
comp:0273fca7c4544c70bf66c916c8847a80,R8,1.0,0.0,maintenance_competencies,mr:af03f5c3da0c4f818f231355dae82d9d
comp:027e763837744371822bd0cbc6419553,R6,1.0,0.0,maintenance_competencies,mr:5b640dff424d4b23aa58f7703f1109d3
comp:028451d9a0da4289b06d92242663fdc5,R5,1.0,0.0,maintenance_competencies,mr:9347ede5809144ecaac03ea2674d93ca
comp:0297e129b21c4099b7ac2ff5294edea7,R12,1.0,0.0,maintenance_competencies,mr:e0aa4e4dd6bf44198ceb72427dcd3646
comp:029acbd3c20d4dca8bf602a09b95eaf5,R8,1.0,0.0,maintenance_competencies,mr:7f83753a8d7c49849b1d160f2f670c07
comp:029b0172cde447aabdb14dbfff88278b,R2,1.0,0.0,maintenance_competencies,mr:3483c0e7eff04c8b9bf47dcd3f1b0a4f
comp:02b648db58a74ee7bfa0c491ae5c01f9,R5,1.0,0.0,maintenance_competencies,mr:5357c59b16d74d8aa1c9f38fa48da116
comp:02b9132192a743eea266c210068734ea,soin,1.0,0.0,production_competencies,ma:0d3dbb6d679243e685787b27429b8e65
comp:02bb7a813e444c8996cb6fe98e10cf1f,R3,1.0,0.0,maintenance_competencies,mr:af460ac8e4734799b7ee62f543fbfcbc
comp:02bc135aa7904baca7894fcbbefdc64e,R3,1.0,0.0,maintenance_competencies,mr:9c9d0944853c4dad86c4624052f24670
comp:02c50a5e0a9f4c0c91797838ca52e780,R8,1.0,0.0,maintenance_competencies,mr:4ac954c22d584297890f5d0b1cea184f
comp:02d0b171cbeb40fa9bf6ccf5a13fdc5c,R15,1.0,0.0,maintenance_competencies,mr:8a6d7e3746144a7f94448235d1f854fd
comp:02d910ff74a04e91a1dee34516833a88,R15,1.0,0.0,maintenance_competencies,mr:7315d4d3dac443c286d2adad068d2c4a
comp:02e3d3977a104ea2a462a907b1900be3,R10,1.0,0.0,maintenance_competencies,mr:8b990b9b69384c57b86d0ce732e899cd
comp:02e86c37aaea419dae4f6432084f2569,R1,1.0,0.0,maintenance_competencies,mr:49024f27d0cc49ef8de143c9d2d88ce4
comp:02ef1a39378f4e099aaefec3a45e88ae,R4,1.0,0.0,maintenance_competencies,mr:17c4076ed0cf437199233cde434ce307
comp:02f222d4eed74985866452cbf01fd509,R2,1.0,0.0,maintenance_competencies,mr:2e100cb1d94840f89352607e246dbad9
comp:02fc184276814b3f94aa0c3ac8653675,R9,1.0,0.0,maintenance_competencies,mr:99af26701a4a4249b782f76db4d647b6
comp:030621a63bde4b36b49cf88cb63ec418,R5,1.0,0.0,maintenance_competencies,mr:e6c9dfea4b1b415c86ed2dfe74df7fae
comp:030a2411a95b4b6785210dcba48df451,R7,1.0,0.0,maintenance_competencies,mr:71ba4cacca4f490eb7e5c83a41d2c220
comp:0313319e5e9848caa9cc098e31d67458,R1,1.0,0.0,maintenance_competencies,mr:7a8b76ccb4634d1c91e136fa42679415
comp:0316c046e69741c6bcc49085e1600c5f,R11,1.0,0.0,maintenance_competencies,mr:e9b57c4948184d05bf0fbdf9478b4836
comp:032360f0d99242f48f5ce111116a4f2f,R4,1.0,0.0,maintenance_competencies,mr:9c9d0944853c4dad86c4624052f24670
comp:032f9b0a3850410fa7f0065c66a66946,R10,1.0,0.0,maintenance_competencies,mr:f7314b00639f41de9048d031c5d1e995
comp:033624ce2d7c4c848a0ea16561b6cc4e,R7,1.0,0.0,maintenance_competencies,mr:0d569062146a4cf0b25f8ae3563c7749
comp:0339c5cecc4d43538d29709e98b6b362,R13,1.0,0.0,maintenance_competencies,mr:8d369f88d2d442ef8b1d6fc59bc0acc4
comp:0341a1bed8ac4f2bb2f4d03b9b3ff9b1,R11,1.0,0.0,maintenance_competencies,mr:85c7fb9b564a4672af59f5217cb624d9
comp:0344f8d1dd574bbc85dbacdcea05828c,R4,1.0,0.0,maintenance_competencies,mr:049537c4f57843e08b0b090558c46c0c
comp:034636fd01c546bf90119d4b9bda6d25,R1,1.0,0.0,maintenance_competencies,mr:329aa966f5244c3fa70c152626692bf6
comp:034f2c8590104922903b42c3f26cc42f,R4,1.0,0.0,maintenance_competencies,mr:979e7155e8974f008137dd34972a35e4
comp:0357b17cca384adababcc60dce0c5323,R15,1.0,0.0,maintenance_competencies,mr:bdc914c5f22746d1912bd670a14e5272
comp:0368139f15384b1a94673aa2e62e7cd1,R10,1.0,0.0,maintenance_competencies,mr:801fa1b446324ec3ae8adb76a5352b68
comp:0369f596fe40407fb43ee11b76c44d32,R15,1.0,0.0,maintenance_competencies,mr:ed77d251a3754a4ca86a336f419a7cae
comp:036d120446ea4731983f64fb7ca81875,R4,1.0,0.0,maintenance_competencies,mr:7722b676ef734aafb22064b6f6a57c3e
comp:036d9b1f62e04445997518583c27bb24,R12,1.0,0.0,maintenance_competencies,mr:53acf846305e45e3a80d113428e016a6
comp:037540399c124454ad6a5870b150f18a,R3,1.0,0.0,maintenance_competencies,mr:6fe0ab17b4f44e7c9ce155c9bdf3df6d
comp:0376f1077c2646858ca48051f0b40ac3,R8,1.0,0.0,maintenance_competencies,mr:caab04e95f7c4781aea4568b8c06d7ed
comp:0380fbf49a5c41069ea7764c9952350f,R1,1.0,0.0,maintenance_competencies,mr:4d56605176ed45f5a6e402b44fab188c
comp:038629cfb707488c8e35f0c1b5c74ecb,R4,1.0,0.0,maintenance_competencies,mr:95344cc9f2b84c7ea2dec735bd5ff66c
comp:0386d08ef417411fb023cc7a24ce01b2,R6,1.0,0.0,maintenance_competencies,mr:07bcb91fe1374bb39d38fe4b6281dda8
comp:038e7ec157f14e559e4567dc4d41c8c9,R2,1.0,0.0,maintenance_competencies,mr:99af26701a4a4249b782f76db4d647b6
comp:039b4480ef9e45f2bfbfbba4dfb898ef,R7,1.0,0.0,maintenance_competencies,mr:cafe43d58dab490c9fcbe0262e2a9fe0
comp:03a6772031414db5889355d9734cce7e,R4,1.0,0.0,maintenance_competencies,mr:2cfc2422f28c496bab1d3e1297eb34f2
comp:03a89546c5664b298054ba8defe7dc65,R12,1.0,0.0,maintenance_competencies,mr:cf36dd0e43394a7f816e396056497e4e
comp:03aa1ff440d1417a890bc4ba176d0e5f,R8,1.0,0.0,maintenance_competencies,mr:dd0f1ba8b93a4b929e6b03db72a60f0c
comp:03ad8cbfa80549d28efe6c9c8d4a60df,R15,1.0,0.0,maintenance_competencies,mr:a97b953b82274495944f6fb4973e2b32
comp:03b62fd681b84bb2a8c05368de47e0a1,R14,1.0,0.0,maintenance_competencies,mr:992f84a6736543a4a069263878dd2f6f
comp:03c05e4eb5274a80b7a267337be4f1f7,R11,1.0,0.0,maintenance_competencies,mr:cf4fb942c7fa4c889f3c010ebbd0abf4
comp:03c45e59349a47409ba51118c8855f42,R9,1.0,0.0,maintenance_competencies,mr:49a882f5c3f9437fb61ce7501b7e0b31
comp:03cc8665e83e493dbd97727533a65f69,R5,1.0,0.0,maintenance_competencies,mr:d7a26998a11049d6a616c9553e3980a9
comp:03d97c1ed4d34b51967bcb830c377f3a,R4,1.0,0.0,maintenance_competencies,mr:93b2747ffe104b66bb477c3d30a62aa1
comp:03da485eb3584b888e0a238e3375ac84,R1,1.0,0.0,maintenance_competencies,mr:59fae751dab7477ab3e6960918186bd6
comp:03db87b3915e4178bd3333917a50e940,R9,1.0,0.0,maintenance_competencies,mr:15f901f35a6048ea9a2326e2f59ce035
comp:03e057b7d7ef48c3a85ee866538db936,R7,1.0,0.0,maintenance_competencies,mr:3ab704eebd7d4df4abfc9469a728d481
comp:03ef358246684cb6ae97fe85746a6e31,R3,1.0,0.0,maintenance_competencies,mr:fd32a38410424f8e8e2903c25290c311
comp:03f7b186bd7c4e77bb7edaf773f58c99,R4,1.0,0.0,maintenance_competencies,mr:71e0dd2788be47ac81294e314c7a6dba
comp:03f829f12ec246d8bf368118c71989c5,R4,1.0,0.0,maintenance_competencies,mr:faf32687b9b04dbeb8033574d8d908d9
comp:03fd162c11564166a1f9affbaaadf80d,R9,1.0,0.0,maintenance_competencies,mr:6f79b14f2fc1417e920521f947907ee6
comp:0404cc56d58a41bb871b1d714a94a224,R14,1.0,0.0,maintenance_competencies,mr:f1b24c34aee24ea681e04eb097f81344
comp:040adad751c54194b7de63c0a6d96a5e,R5,1.0,0.0,maintenance_competencies,mr:07cf993c92134ed78c7274f484fb42a6
comp:040aebfd37c64f28a1264612f9ec2bfc,R15,1.0,0.0,maintenance_competencies,mr:917eb6fb4fe84538bb782ede4c674a62
comp:040de9a235644c3da147a2a25bf7805d,R9,1.0,0.0,maintenance_competencies,mr:860c660694c34f6cba5de349735cf795
comp:041bd4a7c1a248e8b0ecc403b0a3cae6,R14,1.0,0.0,maintenance_competencies,mr:cf36dd0e43394a7f816e396056497e4e
comp:043ac4e0c5144b0781263efd60c3ed09,R10,1.0,0.0,maintenance_competencies,mr:ae617c88db8d4b498d0f337848b817c3
comp:0443acb24df04a9182d833fdb1e7a39f,R15,1.0,0.0,maintenance_competencies,mr:1ef243021ac14827a0b3c406d9f3ece2
comp:044c3d1627fb4ce1ac80353dcbad97cc,R1,1.0,0.0,maintenance_competencies,mr:2cfc2422f28c496bab1d3e1297eb34f2
comp:044d099886f14780aba4079c1dac5510,R1,1.0,0.0,maintenance_competencies,mr:bf17f078549c4edcbd81e2319d8fab5e
comp:045195004bfb4a8d8227c130a3e6fbba,R15,1.0,0.0,maintenance_competencies,mr:ef71277f9b79462da34b14d09811f485
comp:045322e478e8444d9b3a0920776cd0e8,R4,1.0,0.0,maintenance_competencies,mr:6f0d0051d41a4353a62c22f408d89059
comp:0456dd0e4f744aeaaced2da6140d041e,R4,1.0,0.0,maintenance_competencies,mr:358079e3d1e9422b9e4a00865c223ef0
comp:045bd57dfd554d229eb18f70660b704d,R1,1.0,0.0,maintenance_competencies,mr:4e59a11e45a544c491aa2dd8dcbd7135
comp:046c3319108b414aacb4e0d5625bbcc9,R7,1.0,0.0,maintenance_competencies,mr:3c025cb4eab643f4b558c7c019d38bc9
comp:04744a37736a4a79b838c8cd12c0f1b6,R15,1.0,0.0,maintenance_competencies,mr:17c4076ed0cf437199233cde434ce307
comp:048ce3ad53dd4988813d1d4163713c6b,R5,1.0,0.0,maintenance_competencies,mr:c669c674549f40879c84ca3b0f2a3d45
comp:0492a6916c2340fbb25bc9eaa0d88c42,R12,1.0,0.0,maintenance_competencies,mr:a14006b94acb44d2b6259b67dcfa6cc6
comp:0498b3be01ce42ca88624cf77299912a,R7,1.0,0.0,maintenance_competencies,mr:5e028b713dbb44e7a162ddf91208b444
comp:049a7c11d33344a0b3e318b465449b60,R8,1.0,0.0,maintenance_competencies,mr:36f9acaf39f74286bfc1299a025d76cf
comp:049c0757ed17490ba6e3ab9237284884,soin,1.0,0.0,production_competencies,ma:9c55c7db87624d79be3a3b1c6d239907
comp:04a92074d09e46b191cc14b25dc9ede1,R11,1.0,0.0,maintenance_competencies,mr:d2251ab965d04598b883262541239cee
comp:04a9b37ff9e34971b9518d550455ba7c,R5,1.0,0.0,maintenance_competencies,mr:257c2c7212214c618ca79c5441c7029d
comp:04acd5b921974d1a9011a4d71ecacb25,R14,1.0,0.0,maintenance_competencies,mr:c1093c807ff747bfac441881afbdadc2
comp:04af8f5b3d074a679167b45bfe53c26f,R9,1.0,0.0,maintenance_competencies,mr:85439b725fdf480e8ef6a41649e6ffe8
comp:04afdac8b2dc4f6382acbd689c2b622a,R5,1.0,0.0,maintenance_competencies,mr:cedd8cb976e34b80b2e64dfdc3ea84af
comp:04bb50a97ecc4230951cee6bd942eaaa,R8,1.0,0.0,maintenance_competencies,mr:4a4ffbeeca014dfa824929f27ce75941
comp:04c4db2cc9414ec38ef83feccd1bfc56,R9,1.0,0.0,maintenance_competencies,mr:45e1d34864d344faa6a7908dcf374e43
comp:04c6307bd0fd410cac9b4edfb7954677,R14,1.0,0.0,maintenance_competencies,mr:d4f8d5e3570d4db5b39f591542c42680
comp:04c7d9b3fea34e9f984dbee965176773,R3,1.0,0.0,maintenance_competencies,mr:2f46b603f37442a99c8b5836a53c41c8
comp:04cbde0ed4234952ae8b61a6fc557eea,R4,1.0,0.0,maintenance_competencies,mr:9eebc994d49f47d1943cb14667ca76f1
comp:04d6644e1c2c466f81f1a980fc446a7e,R5,1.0,0.0,maintenance_competencies,mr:16cc0f71e9624192aefb773761211078
comp:04da19ed5e314627a60e845fd45a9c2f,R8,1.0,0.0,maintenance_competencies,mr:08f657e9418e41eb99c0d860b7d9d623
comp:04f2a789a55243c5aa827af20641ff2e,R2,1.0,0.0,maintenance_competencies,mr:f30e931df0f44b2d9ac585a418756d09
comp:04fc057138094e3786bd5a8a49da9840,R8,1.0,0.0,maintenance_competencies,mr:562c01533ccb4bd6a833e3c06abd02a0
comp:0510af10e1fe4b4e9814c0094917fc57,R2,1.0,0.0,maintenance_competencies,mr:d7a26998a11049d6a616c9553e3980a9
comp:05119833bf7b40f7a412dae43648c3e9,soin,1.0,0.0,production_competencies,ma:d0ee1d02f4b647caaa83e716b2f9cd5f
comp:0517083f74c04d53af2bb2a8f8be50d0,R9,1.0,0.0,maintenance_competencies,mr:cd2ae7cb6e3f449a867855d2029b2df8
comp:05173f5efc3f430cac44281bb7682ab6,soin,1.0,0.0,production_competencies,ma:d59c71634faf43a5840df5fcd40e93ea
comp:051ba8d0ac674d61aeefc6762b855c44,R3,1.0,0.0,maintenance_competencies,mr:b7415de1f68b4f67981e988f75446e6a
comp:051e1f5fadde402b804daeb673d7adec,R4,1.0,0.0,maintenance_competencies,mr:a24a598111ce4894891b0444fbdeec68
comp:051fc76975f74409b6ce4ae2d99ba788,R6,1.0,0.0,maintenance_competencies,mr:e208de008b174e43bca97d5e02c3a4e5
comp:0520a1ec89624f2c9d814064d4c92a58,soin,1.0,0.0,production_competencies,ma:3ca0cfe1fdc64fae80f48d1cf0527967
comp:052d98de492b4a3b99be8b45f973c398,soin,1.0,0.0,production_competencies,ma:7453c696a5554a099803288351c751e9
comp:05352cd6e88a4825af3d53f6e594ae83,R11,1.0,0.0,maintenance_competencies,mr:380f1612ebf44112b753cd64585a04bc
