uid,rule,problem_id
ma:0d558d5e1d694b44a9488c621d11f616,FIFO,pb:22b7627fb8e34d58ab079d9353f46ed1
ma:0d56eb784cf44cf68f0f4166923f734b,FIFO,pb:eeae4ff3cf9441b7a74ee59b4bf368fa
ma:0d8804838408403d8a3013744812eec6,FIFO,pb:2d50e5eef8664a48b6498bb07803397d
ma:0ee3af2cf1634dd287c170d2a780af1c,FIFO,pb:c979b34139bb4d45b9a2ba8f8961dfe0
ma:0f1c0292161544ac94df752471126d89,FIFO,pb:6b24bf8425a8417ebcd7fc5502f5bc7e
ma:0fc6ecd7848b49e9a8ffd11dd5ca866d,FIFO,pb:3db2b0fdd08644f88fdb469153a62b09
ma:107b6540271545c8bfeab2da0049ea8f,FIFO,pb:cc3a7b009e7b47c0bd967927c64e6ada
ma:10a0b9ddb4174ef28b39d4408c13dcb0,FIFO,pb:9f2f989121b246768b0a817a815c14cd
ma:10ee314b211045fba01a227f5949bb94,FIFO,pb:c76e01b20c1043748bc423a1743c236b
ma:11734ba05c7a485f919aed5ac4fe9f5c,FIFO,pb:b589dead27ba4cfa9420a2f10c4689b0
ma:118d0171d57548f0b267701306f0817f,FIFO,pb:75a644b8ed8c4ff4bda8b13350b8f545
ma:11c81ed238e74825954a7da0eebd5c7e,FIFO,pb:da37eb012b3140c083bd918381113605
ma:11e5a1bc4ae44d2c964fb52dd4493442,FIFO,pb:75a644b8ed8c4ff4bda8b13350b8f545
ma:11f7c7ca71f44d788797bb3921f80096,FIFO,pb:0711a60a24004315a5e003f06b18e68e
ma:120db96b7a1a45f281aadb6f15d3d003,FIFO,pb:22b7627fb8e34d58ab079d9353f46ed1
ma:1221102aa4d54844b84dbfd21c60925c,FIFO,pb:9cce3cc298814c50b76431e7c558ab50
ma:1320d8ca703f4371a507d5f706bd5b0c,FIFO,pb:c979b34139bb4d45b9a2ba8f8961dfe0
ma:134877ab9996402786c0fc0cf64de8bb,FIFO,pb:c7f149c03e544bba81c804ab54f90c0a
ma:13d2d82d9ba24f7a96a6c7e45e83d344,FIFO,pb:a98dc31661e84c65812f2b02d99b2b70
ma:146e8f34be5d4194b54bcfc971719c6b,FIFO,pb:11a117d6ad7d46eaa8c0baca175c90ac
ma:14b78309eb0a4f8387f9b0fa09c36038,FIFO,pb:2d50e5eef8664a48b6498bb07803397d
ma:14fd3c1c45b547e3a89488e0ed458212,FIFO,pb:3c992d942fdc4f6189d88165160c4135
ma:150f0c6af79c4ba4a0a37cb343911ac1,FIFO,pb:75a644b8ed8c4ff4bda8b13350b8f545
ma:1516a63fee3a4136945adea563af52f0,FIFO,pb:cfdf1b9393974ca7b3f6714f7b8cf63e
ma:15a250c96a8e481dac58bb739cf69159,FIFO,pb:9cce3cc298814c50b76431e7c558ab50
ma:15ad9b78119f46d1818575bfaa5ede28,FIFO,pb:0711a60a24004315a5e003f06b18e68e
ma:15fbd1a0bea44a8cb21c992b8a6dd8f4,FIFO,pb:3738bdf49c1d4c52b691f4c9b2bb2b5e
ma:1640bb9b83a64009937de8494ec8d885,FIFO,pb:c7f149c03e544bba81c804ab54f90c0a
ma:1682170963cb4076abbf041c4a38322f,FIFO,pb:6b24bf8425a8417ebcd7fc5502f5bc7e
ma:168b3fbb60154681aefe5dfb87ee34ef,FIFO,pb:3c992d942fdc4f6189d88165160c4135
ma:16a540a02ced4de9b51094d42694c298,FIFO,pb:1c92f4f9e4aa431a9fe2371bc8a6416b
ma:16cdd2c65a504ff0a462f0d1b589fc2e,FIFO,pb:b589dead27ba4cfa9420a2f10c4689b0
ma:16ce96d2406c4e8f873623731108cbd3,FIFO,pb:22b7627fb8e34d58ab079d9353f46ed1
ma:16d085964cd645ba8643e1ef0fcaea5c,FIFO,pb:9f2f989121b246768b0a817a815c14cd
ma:182970272c0644c7a1de44e85fcb23d2,FIFO,pb:21749b88ab5d448298dd4d71bdbb7642
ma:18648e9d49304b789a10bbde090aa5ab,FIFO,pb:b589dead27ba4cfa9420a2f10c4689b0
ma:18af0eff47e04d87b326e021516b2147,FIFO,pb:23356c9714e640d6b56306cd9ed58d46
ma:193bb45f1d1e4a05b2ab5d06cf3dfd48,FIFO,pb:3db2b0fdd08644f88fdb469153a62b09
ma:194d1d4a39a04c4b814330b22727aa03,FIFO,pb:f0bc65eb9ed340649c272ff6986b189a
ma:19c5396eb99249008b7a88208d0f087f,FIFO,pb:77ec910870974d7caa52ea2fdbd7f191
ma:1a32000effdd4d889b7efba87f78e786,FIFO,pb:20e65eaa7e3442a9b004262f5fccc80b
ma:1a58995e611340c5bf0c68b223032a99,FIFO,pb:75a644b8ed8c4ff4bda8b13350b8f545
ma:1b4d9def56df4f38baeb8fba7e1ad1c0,FIFO,pb:1c92f4f9e4aa431a9fe2371bc8a6416b
ma:1b56982da2344a8e820dbffd53ece20e,FIFO,pb:2d50e5eef8664a48b6498bb07803397d
ma:1b5ba73f33b1481983108aee5afee966,FIFO,pb:6b24bf8425a8417ebcd7fc5502f5bc7e
ma:1b728c693e7a4194b6de10dfd876eef5,FIFO,pb:23356c9714e640d6b56306cd9ed58d46
ma:1e5dc3ebc4024069944945556a8163cf,FIFO,pb:21749b88ab5d448298dd4d71bdbb7642
ma:1e6c8ec4a7f7422faa21636d8c65ed35,FIFO,pb:7b602c63b1b84fddbd715a449cc5ed30
ma:1e9a4b1e1f094b1ca411ba1ba319ef21,FIFO,pb:32db109d3b534e69a8d99a286c82f237
ma:1faead35cf2547db82ef0203f3f142a9,FIFO,pb:6b24bf8425a8417ebcd7fc5502f5bc7e
ma:21201fdd13d44806b743678348be54fb,FIFO,pb:11a117d6ad7d46eaa8c0baca175c90ac
ma:213568f8b9184990874faff512b3f209,FIFO,pb:c979b34139bb4d45b9a2ba8f8961dfe0
ma:2159a97b112641ca9c9a44f7b2ee997f,FIFO,pb:c76e01b20c1043748bc423a1743c236b
ma:21998bde8e19458e87e0eec673afdd2c,FIFO,pb:2d50e5eef8664a48b6498bb07803397d
ma:21b7530789b84de485e65360bcca11e6,FIFO,pb:eeae4ff3cf9441b7a74ee59b4bf368fa
ma:231572a50bf24797bda40ac26177ec0d,FIFO,pb:f7aa15115b9b4007abe4c3b45a72448b
ma:238d3edc2796480cada76f69fa168e08,FIFO,pb:a4187d88b5584897973ddce26e7e3766
ma:239e5ef255214d3da3d2fec51da42b7e,FIFO,pb:3db2b0fdd08644f88fdb469153a62b09
ma:243570ae3cd340b1987524ae66dfd5cf,FIFO,pb:22b7627fb8e34d58ab079d9353f46ed1
ma:2467836dbfc04f10b1e8252f4264a7ea,FIFO,pb:20e65eaa7e3442a9b004262f5fccc80b
ma:25666381eedf432a8dc9544019496988,FIFO,pb:21749b88ab5d448298dd4d71bdbb7642
ma:25895ee3091e4355a531448296ce7bfc,FIFO,pb:f12ec1beb8f644809ada679a121d8659
ma:25c354f02a074b589dd1cecf82fac21b,FIFO,pb:ae28c8341d6d4ac4b7005090083756a5
ma:266ba62467cc4f7aa4d345d217638f99,FIFO,pb:9f2f989121b246768b0a817a815c14cd
ma:26d044aafdd04446bae9773ec1ba17ab,FIFO,pb:684dd49d6599496cb1a05404591d39a8
ma:271938682ec94b9f86c4830b4d0e525b,FIFO,pb:ae65cbfcf390487e83830da4cfe038e9
ma:274506adaa32423aa3f68202074730a1,FIFO,pb:75a644b8ed8c4ff4bda8b13350b8f545
ma:274d134900e247539a79d3c9a57c6303,FIFO,pb:2d50e5eef8664a48b6498bb07803397d
ma:277c7bb41de84af2a7f6ad5baee07740,FIFO,pb:7b602c63b1b84fddbd715a449cc5ed30
ma:27a14bd6ec554977849983f651ef8e34,FIFO,pb:6b24bf8425a8417ebcd7fc5502f5bc7e
ma:282ba8de02514423b3e78223c98f6f35,FIFO,pb:086ee52fe5fb47a78fc687f1f3beb27f
ma:289641648a1843b9b25b73433937a078,FIFO,pb:9f2f989121b246768b0a817a815c14cd
ma:28ea49469bfc48dd80ad1bdd497be77c,FIFO,pb:0e69cd33f8fd4145974d44b6a8c8c28d
ma:29cc000fc0514d6692d4328083d05f34,FIFO,pb:ae28c8341d6d4ac4b7005090083756a5
ma:2b1a3e935deb49128f3b2cee2ee80f04,FIFO,pb:9cce3cc298814c50b76431e7c558ab50
ma:2bc5b081170f43eb968d3f978d93dd83,FIFO,pb:21749b88ab5d448298dd4d71bdbb7642
ma:2c81930c027b46b4ae3720606d37d22f,FIFO,pb:174644aa778a4d78a9d992369a2f7f94
ma:2c842352090e451faf767b321072f72c,FIFO,pb:11a117d6ad7d46eaa8c0baca175c90ac
ma:2cb8d3eeae9b4220bae7f471ab2104d1,FIFO,pb:c979b34139bb4d45b9a2ba8f8961dfe0
ma:2cda1e48dcb349c28e07552929ae974b,FIFO,pb:1c92f4f9e4aa431a9fe2371bc8a6416b
ma:2d05273754254ba294b61159f96bb9e6,FIFO,pb:22b7627fb8e34d58ab079d9353f46ed1
ma:2e7fa01881654e57b8d6a00c32f41602,FIFO,pb:75a644b8ed8c4ff4bda8b13350b8f545
ma:2f236baf82224011a5e11264c9804661,FIFO,pb:cfdf1b9393974ca7b3f6714f7b8cf63e
ma:2fa489ac055e4d8ba8d613da5229d56f,FIFO,pb:75a644b8ed8c4ff4bda8b13350b8f545
ma:2fe018cc794f4cc4b6d22d41da0d9b01,FIFO,pb:1c92f4f9e4aa431a9fe2371bc8a6416b
ma:306e4756ea0d4d26905e988e0f14c4c8,FIFO,pb:6b24bf8425a8417ebcd7fc5502f5bc7e
ma:30b90f61ce154f3c8ecf601e92595f0c,FIFO,pb:ae28c8341d6d4ac4b7005090083756a5
ma:30baa016df4b4b95838b17a738abaafc,FIFO,pb:1c92f4f9e4aa431a9fe2371bc8a6416b
ma:3191e85fcd6d4e2c810efcd3f998b494,FIFO,pb:ae65cbfcf390487e83830da4cfe038e9
ma:319ba25ad6d24ac4bc8313c7c16e63d4,FIFO,pb:20e65eaa7e3442a9b004262f5fccc80b
ma:32425401ac5c4848887c2ea385028666,FIFO,pb:21749b88ab5d448298dd4d71bdbb7642
ma:3288b83cd86344b2bb1ff82857c195a2,FIFO,pb:c7f149c03e544bba81c804ab54f90c0a
ma:32f201394f8d40c1ba67673b83b66c4a,FIFO,pb:684dd49d6599496cb1a05404591d39a8
ma:32f811a82af44cc8b8eef8938e4cb007,FIFO,pb:1c92f4f9e4aa431a9fe2371bc8a6416b
ma:334f0d5916a8401da260f001a11e1350,FIFO,pb:22b7627fb8e34d58ab079d9353f46ed1
ma:335c761362b14f7581d6e0a02ff6218f,FIFO,pb:75a644b8ed8c4ff4bda8b13350b8f545
ma:33ae43d5cfea49ae98a80e37ebcad73c,FIFO,pb:55eb7f4480d34647954bd645d97d435f
ma:33c03e50bfa5469abdac48e36d59b048,FIFO,pb:0e69cd33f8fd4145974d44b6a8c8c28d
ma:34786084a5c54a24b44aa4c1d0bc0cfd,FIFO,pb:21749b88ab5d448298dd4d71bdbb7642
ma:35beda95760c439298772ba135d8c606,FIFO,pb:23356c9714e640d6b56306cd9ed58d46
ma:35f8cf66317c482bbe16f3886104da6b,FIFO,pb:7c2a1a9e43334c8d9bf19b1d8840b29d
ma:36221c8f6a9b4171b1b09d2a1be25228,FIFO,pb:7c2a1a9e43334c8d9bf19b1d8840b29d
ma:36894ccf94584079b77321b457e30a8f,FIFO,pb:21749b88ab5d448298dd4d71bdbb7642
ma:37b7251da5b1407da1fb8608d6f245f7,FIFO,pb:3db2b0fdd08644f88fdb469153a62b09
ma:37b7645afe984e9dbc635cf522137bbb,FIFO,pb:2d50e5eef8664a48b6498bb07803397d
ma:37c19d23e0d940fb917c1687fe111106,FIFO,pb:f7aa15115b9b4007abe4c3b45a72448b
ma:38ba32329684431581ab08d1bc44ef27,FIFO,pb:23356c9714e640d6b56306cd9ed58d46
ma:3aa965582a7d42cc95c1edfbd39a4929,FIFO,pb:11a117d6ad7d46eaa8c0baca175c90ac
ma:3be48a1f613e48c3a820fc359a2d5a10,FIFO,pb:ff37c0935c9b4d88bf5c694798f88c10
ma:3c5bd9f9e10047c581676747b3e3ef65,FIFO,pb:c76e01b20c1043748bc423a1743c236b
ma:3ca0cfe1fdc64fae80f48d1cf0527967,FIFO,pb:0e69cd33f8fd4145974d44b6a8c8c28d
ma:3e40564040094a93afa88659337aa738,FIFO,pb:2d50e5eef8664a48b6498bb07803397d
ma:3e425f6427fa4a06bc427c18c9954369,FIFO,pb:20e65eaa7e3442a9b004262f5fccc80b
ma:3ef0bcdf3ba841ee8458aa6969e2fa56,FIFO,pb:84fba4f67b6940bd88de9b6764d56203
ma:3f5d55b1324f48109fb5879182c6c900,FIFO,pb:20e65eaa7e3442a9b004262f5fccc80b
ma:3fa7a3a4cd3c4039a785ba4acb6399b0,FIFO,pb:3db2b0fdd08644f88fdb469153a62b09
ma:3fd3bc897cca4ce5895f386a89b9530c,FIFO,pb:7b602c63b1b84fddbd715a449cc5ed30
ma:408d129c45a845b9b3454dbe6367e260,FIFO,pb:0e69cd33f8fd4145974d44b6a8c8c28d
ma:40b82a99883b44849f948b7ec8b4fd9c,FIFO,pb:c7f149c03e544bba81c804ab54f90c0a
ma:4102404f40d34e8f89816f5f4ce2f956,FIFO,pb:c979b34139bb4d45b9a2ba8f8961dfe0
ma:410b635cc0044d8fa04c4e37267a5f9d,FIFO,pb:3db2b0fdd08644f88fdb469153a62b09
ma:41a391c0cde841fbb9b9cf54ad3ca322,FIFO,pb:ea1c07c5c2784fb485becb572e27ed45
ma:4200737c4fcb4afdb8f43e2bf6822419,FIFO,pb:174644aa778a4d78a9d992369a2f7f94
ma:42078bb59df1409680721e487b6c1210,FIFO,pb:1c92f4f9e4aa431a9fe2371bc8a6416b
ma:425b4368cef54f27add360d9ee2d9814,FIFO,pb:3db2b0fdd08644f88fdb469153a62b09
ma:4261ca85ca5b490f9796ca9abc14a415,FIFO,pb:9f2f989121b246768b0a817a815c14cd
ma:428757207fe749c7838942e7a1a53963,FIFO,pb:11a117d6ad7d46eaa8c0baca175c90ac
ma:436a7410fbb542b4a84127c1d25649a1,FIFO,pb:77ec910870974d7caa52ea2fdbd7f191
ma:43ded7c71f79463d88d8db4f06cb0290,FIFO,pb:23356c9714e640d6b56306cd9ed58d46
ma:44a5a7f9ab8f4821aa785108236db544,FIFO,pb:7b602c63b1b84fddbd715a449cc5ed30
ma:4595d4569b92480bb040110cbdcda1e9,FIFO,pb:75a644b8ed8c4ff4bda8b13350b8f545
ma:45adc9cc5a1e4e08bb49a7469051e4df,FIFO,pb:f0bc65eb9ed340649c272ff6986b189a
ma:461cc5d66acd4e6ea3450a244f72e1c7,FIFO,pb:966fc42fd9e447bfbab86ce00e970231
ma:47a6e9c91f43433ea1495e55eded770c,FIFO,pb:1c92f4f9e4aa431a9fe2371bc8a6416b
ma:47e98843f0b143c5ae5ead5137b68527,FIFO,pb:7c2a1a9e43334c8d9bf19b1d8840b29d
ma:48026a50e287475185337481ef67aedb,FIFO,pb:a98dc31661e84c65812f2b02d99b2b70
ma:489237554a414486b760cce146753065,FIFO,pb:6b24bf8425a8417ebcd7fc5502f5bc7e
ma:4905d0db17cb455d8d9049d6736154d1,FIFO,pb:9f2f989121b246768b0a817a815c14cd
ma:4a50577347754591a63b7dfba6e1cae2,FIFO,pb:c979b34139bb4d45b9a2ba8f8961dfe0
ma:4a66f662042944b0b85d5246e0838cf4,FIFO,pb:f0bc65eb9ed340649c272ff6986b189a
ma:4aef611786bf4b889fc375ebc7f8279d,FIFO,pb:75a644b8ed8c4ff4bda8b13350b8f545
ma:4bbcf6fedac342c696a6b111bffc236f,FIFO,pb:174644aa778a4d78a9d992369a2f7f94
ma:4bc48a217fb04830ae89be693acc94f0,FIFO,pb:b589dead27ba4cfa9420a2f10c4689b0
ma:4be4bbaab7974e52a1b6526452666f0e,FIFO,pb:3db2b0fdd08644f88fdb469153a62b09
ma:4c637b7b2c1348bfb375a742e983b40b,FIFO,pb:a98dc31661e84c65812f2b02d99b2b70
ma:4cc5c9195d6f40a7903be5d7ca255f7a,FIFO,pb:6b24bf8425a8417ebcd7fc5502f5bc7e
ma:4d137c39b5aa4862900b056e9561ee22,FIFO,pb:c979b34139bb4d45b9a2ba8f8961dfe0
ma:4dd80f1eb04a49748bb5d4f396c4cef0,FIFO,pb:c7f149c03e544bba81c804ab54f90c0a
ma:4e666ab1b6184a068fac09b31849c04b,FIFO,pb:7b602c63b1b84fddbd715a449cc5ed30
ma:4eb23b3fc0be4f098c166b95bdd53df8,FIFO,pb:a98dc31661e84c65812f2b02d99b2b70
ma:4f4f4a4eda1e4cfb9da8ef1d55cd7de6,FIFO,pb:22b7627fb8e34d58ab079d9353f46ed1
ma:501c520720484898a06dcf34f51f2ade,FIFO,pb:3db2b0fdd08644f88fdb469153a62b09
ma:503591ebfb9842d1b03e453537f1a963,FIFO,pb:75a644b8ed8c4ff4bda8b13350b8f545
ma:50ca1b15980348e0ba20486ae1c154be,FIFO,pb:b589dead27ba4cfa9420a2f10c4689b0
ma:50e22313e2364d8a82a2caff3e293e93,FIFO,pb:1c92f4f9e4aa431a9fe2371bc8a6416b
ma:5161f986bd9d4055a52d9d501413097a,FIFO,pb:a4187d88b5584897973ddce26e7e3766
ma:5191c15deb4b49fe8cca541eb3a510a0,FIFO,pb:21749b88ab5d448298dd4d71bdbb7642
ma:51a60681e8ed4a3abc86bbf3970a0315,FIFO,pb:174644aa778a4d78a9d992369a2f7f94
ma:52032c7a7d214ebdaa82750f80dae19d,FIFO,pb:f952c81980c647e58e37f63ddf7a41e1
ma:52f31db6a1f54f21a6f4834ef389cf75,FIFO,pb:7b602c63b1b84fddbd715a449cc5ed30
ma:53c4947dbc884f7ea34f9d3777176796,FIFO,pb:77ec910870974d7caa52ea2fdbd7f191
ma:53c54f5d229647b3b16cd1b03988bdf1,FIFO,pb:174644aa778a4d78a9d992369a2f7f94
ma:53f96fefb86f4be28955049830fea21b,FIFO,pb:73a0360c570f4ad3aa93a00b5746860f
ma:5472fd92b16741658613c47cf30564f7,FIFO,pb:0e69cd33f8fd4145974d44b6a8c8c28d
ma:547ec309e8624a3aa1951a6ec57e1e3e,FIFO,pb:6b24bf8425a8417ebcd7fc5502f5bc7e
ma:5495b60990d943aeb0914cdde50335a3,FIFO,pb:32db109d3b534e69a8d99a286c82f237
ma:54bd704f6a8a47299be75ae79946f48e,FIFO,pb:13155c73489c46ebaaaf9c0f3643cc30
ma:54ea533e2af942f3932abb2b1e248163,FIFO,pb:2d50e5eef8664a48b6498bb07803397d
ma:553aa31980784fae807345590eea6c2e,FIFO,pb:0e69cd33f8fd4145974d44b6a8c8c28d
ma:555a5d4018c043b4be24df8baa2b64fa,FIFO,pb:9cce3cc298814c50b76431e7c558ab50
ma:55cd2c0c61a34e1091a90cfe1a044869,FIFO,pb:9cce3cc298814c50b76431e7c558ab50
ma:55f9a98dfb5a4f78a203f9dca6cbbc76,FIFO,pb:0e69cd33f8fd4145974d44b6a8c8c28d
ma:56044539f9ee4c0faa1e93fe0cbb87f7,FIFO,pb:21749b88ab5d448298dd4d71bdbb7642
ma:561b4ab2a6b74d81aa8f6e840dc65549,FIFO,pb:f0bc65eb9ed340649c272ff6986b189a
ma:5620d8a03ad34b439635088f26cc8e2e,FIFO,pb:55eb7f4480d34647954bd645d97d435f
ma:56cb8fce27fd4cb1bf17a43621a6dee4,FIFO,pb:ae65cbfcf390487e83830da4cfe038e9
ma:574493849a1747ada3ea362b33bb716e,FIFO,pb:20e65eaa7e3442a9b004262f5fccc80b
ma:58614a4b17de4e969a32ed10d3c312fe,FIFO,pb:c76e01b20c1043748bc423a1743c236b
ma:5862b809656644f7b8fa6f4b4b579bfd,FIFO,pb:13155c73489c46ebaaaf9c0f3643cc30
ma:58b58cc542bb405a87196ade56ee34c4,FIFO,pb:ff37c0935c9b4d88bf5c694798f88c10
ma:59122601191b47f99a3a5438835ce42a,FIFO,pb:684dd49d6599496cb1a05404591d39a8
ma:59467202811a448d98fd896a02f0a087,FIFO,pb:7c2a1a9e43334c8d9bf19b1d8840b29d
ma:5992b0720d364ddf91ae553288a40c48,FIFO,pb:da37eb012b3140c083bd918381113605
ma:59c0bdfdf847497c93ddebf2c620c050,FIFO,pb:b589dead27ba4cfa9420a2f10c4689b0
ma:5a55b9db4c824121a88b2b2599edfcc0,FIFO,pb:20e65eaa7e3442a9b004262f5fccc80b
ma:5a5ce575a9774e24a176c92970e89221,FIFO,pb:7c2a1a9e43334c8d9bf19b1d8840b29d
ma:5aceb76a2c00415cb58ec3424c624231,FIFO,pb:c76e01b20c1043748bc423a1743c236b
ma:5b3f6d60caef4838a739e35ee6ab8c67,FIFO,pb:23356c9714e640d6b56306cd9ed58d46
ma:5b4d85de5d434ca8b704345ffcc74d29,FIFO,pb:f0bc65eb9ed340649c272ff6986b189a
ma:5c2791c080b24a9991968bd25b61071b,FIFO,pb:ae65cbfcf390487e83830da4cfe038e9
ma:5c9663ebf8264ef681593d281da04057,FIFO,pb:3db2b0fdd08644f88fdb469153a62b09
ma:5c9923c93598404fad00c89d33747e4c,FIFO,pb:6b24bf8425a8417ebcd7fc5502f5bc7e
ma:5d90930b119d42468a7d654d91226af6,FIFO,pb:ae65cbfcf390487e83830da4cfe038e9
ma:5dd1b07080f84bed95744d6a74c67eb0,FIFO,pb:ae28c8341d6d4ac4b7005090083756a5
ma:5dddb5607c6842d9b6b73a6210191939,FIFO,pb:20e65eaa7e3442a9b004262f5fccc80b
ma:5e2aa55c8e8e46e9a78e6a90ad056404,FIFO,pb:cc3a7b009e7b47c0bd967927c64e6ada
ma:5e2e18c650a8408ab636490011228940,FIFO,pb:f0bc65eb9ed340649c272ff6986b189a
ma:5f2a9f86607d444c97f6a9dafd8abff0,FIFO,pb:11a117d6ad7d46eaa8c0baca175c90ac
ma:5f31ea8ec68545a0ba6161e9291b3f61,FIFO,pb:2d50e5eef8664a48b6498bb07803397d
ma:5f34058f21344792842847e3cef4936c,FIFO,pb:22b7627fb8e34d58ab079d9353f46ed1
ma:60009ac31ccc465ea33cdfdfd51f0986,FIFO,pb:3c992d942fdc4f6189d88165160c4135
ma:602741d7c7424f62980f07b680f00b73,FIFO,pb:086ee52fe5fb47a78fc687f1f3beb27f
ma:60e886968a18439282ac028c26bf7cde,FIFO,pb:6b24bf8425a8417ebcd7fc5502f5bc7e
ma:60ee90b7fd5241f1922446d12885cbb3,FIFO,pb:c76e01b20c1043748bc423a1743c236b
ma:6107b62733c34dcd8574bdb9300b66ab,FIFO,pb:9f2f989121b246768b0a817a815c14cd
ma:611fad3c53ee4ad3be69c9b3c49b937f,FIFO,pb:9cce3cc298814c50b76431e7c558ab50
ma:614b405e93d74594a8c304189519c188,FIFO,pb:22b7627fb8e34d58ab079d9353f46ed1
ma:618342750d004cd48150e3474365457c,FIFO,pb:9cce3cc298814c50b76431e7c558ab50
ma:61890c82fb65463ca02d0f64d9656cec,FIFO,pb:b589dead27ba4cfa9420a2f10c4689b0
ma:619187277e2d4be385d47122f98bde42,FIFO,pb:a98dc31661e84c65812f2b02d99b2b70
ma:619a97df33374fbdb9e0da00ec6aa62d,FIFO,pb:21749b88ab5d448298dd4d71bdbb7642
ma:61b09967eb274908a87bdc8877019237,FIFO,pb:f0bc65eb9ed340649c272ff6986b189a
ma:61d6766cb1474d5c86378a0e57dddf5e,FIFO,pb:c7f149c03e544bba81c804ab54f90c0a
ma:6212d4fa0d5049b1bf425eaed33b9b03,FIFO,pb:9cce3cc298814c50b76431e7c558ab50
ma:621c91ac7d904c569f7b3ab56e5f53e8,FIFO,pb:c7f149c03e544bba81c804ab54f90c0a
ma:6233d7c9002343e98a704a41762ded6a,FIFO,pb:73a0360c570f4ad3aa93a00b5746860f
