parent_id,child_id
fn:5fd8e6a34f554f7689930cbe55db0973,fn:eed3dd609130495099364c6f4ed14b14
fn:038861a359a24edaa226d145423269af,fn:dc0f2690a69340e2a449d062682017de
fn:038861a359a24edaa226d145423269af,fn:d865f7a27305442d9d8fa448186dd7e4
fn:1b328f486179413a9b3d7e669afc23fd,fn:79af3d7d9e2d4458b5ea71fb33d746e1
fn:1b328f486179413a9b3d7e669afc23fd,fn:c3053af6148d42789fd989bbfa62e88e
fn:e7a7b3c8918545548a65b26cecb8e40f,fn:0f6e08322c634edba7e266129fa3c58f
fn:e7a7b3c8918545548a65b26cecb8e40f,fn:4a5967602f564c73b3212c0215aaa829
fn:fe9da3cdf9dc40558e7ca0ab72a3126d,fn:b883dbee51fe4b4c9463bd0911680305
fn:fe9da3cdf9dc40558e7ca0ab72a3126d,fn:31339aebaaee4bc0940af0395d0e2e7f
fn:f594ad462f2c46afae1536048dd5ee2e,fn:561e310ce8b0452198422672147eda25
fn:f594ad462f2c46afae1536048dd5ee2e,fn:44572ff6d23240119eead04b043b3f16
fn:be345148a018467f849338be0d17fdf2,fn:f1a3ae634b07431b9b817e6e97a49850
fn:be345148a018467f849338be0d17fdf2,fn:ab3d9cf8f94f405797832d35fdf7ce46
fn:12bb94b5fb2545e0b3b0b8c37154c9e6,fn:01402f9074fe4715866a806fa8861c62
fn:12bb94b5fb2545e0b3b0b8c37154c9e6,fn:825e46f9533742b88cc386c8e9b3a445
fn:391c881f259c451e9405af25761700ae,fn:d749a0e2a02443a48031a17616f14f41
fn:391c881f259c451e9405af25761700ae,fn:08044051756c4e83af17ae64856d37f7
fn:7f5478a86ca0408fa947856d5d5b5a5e,fn:ec823c5118024249b567a68e8697d2ba
fn:7f5478a86ca0408fa947856d5d5b5a5e,fn:48e74f720a334a0482155655e819516f
fn:b850daff6af24bc99a0edc6be69cf20c,fn:8c0b3bc1d819420e86b3febd117be163
fn:b850daff6af24bc99a0edc6be69cf20c,fn:cff81fbaabd64c3abe142fab48ddf38c
fn:0f29aa95fa7d45be841470c3c612e4a7,fn:ad65a0e136cf43dfbd4d751505d2dcee
fn:0f29aa95fa7d45be841470c3c612e4a7,fn:b6c844cd65b0438fb10df57de92bf896
fn:bd5055212be34e648031a05e29a76494,fn:b90da5b9e71e47df823fe1808f82d928
fn:bd5055212be34e648031a05e29a76494,fn:dbc467b95b7f4bdb945c3beffb8dd6dd
fn:3908f4a7ce85408486f35ff7c40c4eba,fn:b80204e84942413ea54b0870de0de784
fn:3908f4a7ce85408486f35ff7c40c4eba,fn:6a4823f6e4884d13a79c854150875515
fn:72a505bfd5f342d79af047e806a84df1,fn:72f22e14f8f64a04a191c132ae3603e7
fn:72a505bfd5f342d79af047e806a84df1,fn:cb8652760ff3476382f3a8d1059986ff
fn:d54eb537a4e64aa4be390b8ffd6ce011,fn:d2fdf38cc54b4758a9998b5f4c762bf8
fn:d54eb537a4e64aa4be390b8ffd6ce011,fn:fb59ea98a57e44c0a7ead7d129defccb
fn:d96a62d4399a4b29a948006cfe214cc2,fn:608b1d5c3d8f48f7b4a13515cc4e9c6b
fn:d96a62d4399a4b29a948006cfe214cc2,fn:27b3f02110214af19cadb3f1b7993c18
fn:3418f7bce66e49839e11519e215f3306,fn:562acdd33e474134b96aa890afdc19e3
fn:3418f7bce66e49839e11519e215f3306,fn:3515c4098fe2406da65feaa6e9f3c743
fn:3d9f2ca05a104d01b4ae06a17f3919a1,fn:f4994aafce514febb89f7b7c7fbcf241
fn:3d9f2ca05a104d01b4ae06a17f3919a1,fn:d879b4bd6e6445b8832287bb52f294b4
fn:8fe4315872a74d0488ff6a9bb2eda155,fn:40125f017698404b884956f573309a67
fn:8fe4315872a74d0488ff6a9bb2eda155,fn:adc4a10deaa34df08e6ff9180d19949a
fn:784436822075495eb4c3786027dafb97,fn:94310391a274471d9d2312e42d1d235e
fn:784436822075495eb4c3786027dafb97,fn:cd4c7d29bc534b398037c8b918db9e20
fn:8f87462bacdb4045acc83b838e024784,fn:f0598683201642eea631f7dc400d095e
fn:8f87462bacdb4045acc83b838e024784,fn:5139fa183b374beba893bf6be828ad35
fn:19222d7d94f143f083323a19820f6384,fn:f19312334da64016ab820bb8e21720b9
fn:19222d7d94f143f083323a19820f6384,fn:048e53742af64b3d957d69e0b6c78142
fn:1f7b57c5ab18418198bc5d85a1777eec,fn:dea1319601524e8ba036146052b42634
fn:1f7b57c5ab18418198bc5d85a1777eec,fn:186d14b08a2743ed8b5ba1d539ab8765
fn:864747c4d9f6452ab693f279f01f3b68,fn:37828590b59648ab9658a4cf567f4409
fn:864747c4d9f6452ab693f279f01f3b68,fn:9ab4b4e9bc6d4e3a8d6b4dc47233b548
fn:3e4e786146094782843ce04724aadf8c,fn:aa29506dcffd433a9f615a4ab64f3cb3
fn:3e4e786146094782843ce04724aadf8c,fn:2e872b0c63ad42fd9c5d6fb390e82ce0
fn:518f24e2820a42d3b78eeb46e3ade942,fn:8e0f61d989414386a9d5df9794e57c17
fn:518f24e2820a42d3b78eeb46e3ade942,fn:b196779046b64b4cb949720414d79630
fn:9652e7ecc0b444f5961310ea0fe15887,fn:17c2ee1cabfa478bafd2a64ccde0edd6
fn:9652e7ecc0b444f5961310ea0fe15887,fn:b7112895a5e74cea90710d8b8cc9ae1c
fn:5750b5658ebd4443a4df3ec918c544b8,fn:f127d0db1ab341be92dcfd26934ef6ed
fn:5750b5658ebd4443a4df3ec918c544b8,fn:c543b58ba862469e8b09fbc75e091847
fn:86cff52bc2a84bb88e38d0bd470f9013,fn:f52c4e48523346a2bbe1d8b5908174ff
fn:86cff52bc2a84bb88e38d0bd470f9013,fn:f314649075cb488a81ce3a160d12a499
fn:680721f7a2cb4fa486a6e253afc571a4,fn:05a55edcf17a430f96e526709c29ecc0
fn:680721f7a2cb4fa486a6e253afc571a4,fn:0049af45349c4497b7352b176b9cdac0
fn:18d83f64ac3b4c06bc84ae5e14ef8c8b,fn:21407704480c48ea929af4fa109618dd
fn:18d83f64ac3b4c06bc84ae5e14ef8c8b,fn:8d1a4482e6774f4cad1ccb1d92671df9
fn:570df7fc228c4c5195947a16faa7c190,fn:2e69021efa234a83a37ae75c605ab32c
fn:570df7fc228c4c5195947a16faa7c190,fn:c55c57b4c5d340ec896125f1ed7358e2
fn:f0b432078aa544e19fc80935ab8f4367,fn:86949937615c4005a7816fa6c1eb3aa7
fn:f0b432078aa544e19fc80935ab8f4367,fn:60b6724d57e649e3bd1396fad4ca9a3a
fn:30890eff6f044b80b55eaceff855ea2c,fn:204ff81c47474186b28b8e1fb4e5301c
fn:30890eff6f044b80b55eaceff855ea2c,fn:ed7b94f3b2eb41079888d49b14d52600
fn:ae2bf92dcd5d41bdb0631be289bd5366,fn:f6f2e3cefa5c4021bfba9bdec2d8b20e
fn:ae2bf92dcd5d41bdb0631be289bd5366,fn:7a8adfb3b6f04c199c547b09aa8aaead
fn:4101e1dcec5d4f449e05a387a1211fa3,fn:e34624495d594fdb8d9551ac3920a3c0
fn:4101e1dcec5d4f449e05a387a1211fa3,fn:021049d3fe4d40afa591ef5d0471b542
fn:b1a4bb2708e34267bca60430fdbf295f,fn:245948ce535649cd835b1a545bd02402
fn:b1a4bb2708e34267bca60430fdbf295f,fn:f39393ce0b044b21bd8c44d3765ec331
fn:473ca8b8a8254ce3bad4d6921412c47a,fn:fd54dfb856eb43b2ba1a21ec24cbce0e
fn:473ca8b8a8254ce3bad4d6921412c47a,fn:81b1de4dbf36444897914b9b95044371
fn:dbc365c7768f4533a32ec23453c59752,fn:f24cf6d2a41e4f2ead0b1a2d78713d59
fn:dbc365c7768f4533a32ec23453c59752,fn:c9f7b1e670aa4896a9cc8de026b42def
fn:6d4fb08b986e4082aa44f879d7195d2c,fn:a3b6a96da6814e468b864013e8fc7768
fn:6d4fb08b986e4082aa44f879d7195d2c,fn:cbc4affb6dfe4d3cbdede6c6ff0691ed
fn:a599b0f625e542dc8d5ce1e427033cc3,fn:dc16c1c5a65f414cb68460788078add5
fn:a599b0f625e542dc8d5ce1e427033cc3,fn:386edd40c0f04477acf90eb77efa47be
fn:6fcb311cdec1415e83d7a3d618087c20,fn:f793e3f4f6c64ce3a33256d352fbe03e
fn:6fcb311cdec1415e83d7a3d618087c20,fn:0a1db5458b984ca3b20d1f6a87ed6f1b
fn:ce2f7f3115b4420e83b626b0b4e95bf8,fn:317947a7b3d74244b83d8a0a16dbceaf
fn:ce2f7f3115b4420e83b626b0b4e95bf8,fn:65a4ba5f1ff547678258c7f583ce0924
fn:fd3319d8d5e94a1ea2241ad5616c8294,fn:f29a235c75544a12b967134b949a84f6
fn:fd3319d8d5e94a1ea2241ad5616c8294,fn:172b4e72a9d440bd99da50de4051d99d
fn:109781bd4d6b4aa3b2aa9d3d8215e165,fn:c4fb59a7d4d841d5997c49746bb0912d
fn:109781bd4d6b4aa3b2aa9d3d8215e165,fn:8fcfae06aa594fe9a19df3d08424bca7
fn:b6c9f0797e4447adaf5590b996fe6f0d,fn:08875dfba65d460090c8d6bb87e2b4d5
fn:b6c9f0797e4447adaf5590b996fe6f0d,fn:ec014ddd1626424bb6bdc0c7535af7cc
fn:c9b5e0ad2f224aaaa887daff9c2e5ce9,fn:8e79e5d8ac514978b3a3d49cbf32bcd0
fn:c9b5e0ad2f224aaaa887daff9c2e5ce9,fn:0dcd841e57c64f62bda1a5f91afcd9ca
fn:a3d8119f0f234065b6199ce9ad1fef2b,fn:150a060aa5744a8abaef8b07c68ea550
fn:a3d8119f0f234065b6199ce9ad1fef2b,fn:f2b65449940e48e38005df992055e18d
fn:5c55573a9ce1444b94c5c42e732e6330,fn:c05d27d45b2a41ec8a60089fd547dc40
fn:5c55573a9ce1444b94c5c42e732e6330,fn:b6d06c9a90e642ff93cac4e4f60cc510
fn:7a53cfb113a84b589fd04f3f3e9f0e12,fn:b19ec93ae3ba49109ec1c629b22d0e89
fn:7a53cfb113a84b589fd04f3f3e9f0e12,fn:d47be1067a604748802e86b75ecc1653
fn:2cbbc1d8f4ad41a58e5a1378deebe5d9,fn:32942e4df1f74899b01c8da71b8aafaa
fn:2cbbc1d8f4ad41a58e5a1378deebe5d9,fn:147ed44626e846e5a59928274f23b883
fn:03453c3d4ea84341963ad058631565dc,fn:44b2d1279349409b920902ce0ca8bbca
fn:03453c3d4ea84341963ad058631565dc,fn:133faa995d8a4c708f932acefaa258fd
fn:87f8c1ff5d114dc186dcb64fb26bbc70,fn:fad0f40afbc04a1b846e1c937915ff83
fn:87f8c1ff5d114dc186dcb64fb26bbc70,fn:90e5ed6adae34825b4936fcc8c76feb5
fn:ca177e8688054276a7c4565750cbf974,fn:af885e07f5d24a39bc34b2110dfc8eae
fn:ca177e8688054276a7c4565750cbf974,fn:bc823af062b94807a66b5b61798a09a9
fn:fc7a2f19520342d6b917aa12b0603f2b,fn:cb974ea7668143e799d1532faeabc466
fn:fc7a2f19520342d6b917aa12b0603f2b,fn:75df644b02574f25aeb32c42316fe26c
fn:ce8da568103541b1b2503ce994e4f86b,fn:cf2e5fec3b634b53af075a91b1e12ca2
fn:ce8da568103541b1b2503ce994e4f86b,fn:82b93d7a6ab14caf9d6e5e7be91b4b29
fn:f59f2098d2f6415086729b8a61f78c5e,fn:a12de917859d43b089bf96deb036b294
fn:f59f2098d2f6415086729b8a61f78c5e,fn:fb06a780a85448dbbbcb8e6b7ea0cf0c
fn:84bd1c2d97d04e4997982898d53114f0,fn:dc341ff56d1b4d5f855bd5e3a96f738e
fn:84bd1c2d97d04e4997982898d53114f0,fn:8037b22c0ecd40c381961e99a06db1e3
fn:a3cffba1b4c245e8bd206fb86d86b810,fn:26b9b15e367c45dc889644e55febb40f
fn:a3cffba1b4c245e8bd206fb86d86b810,fn:fc59b91ffe374c88bed4e339b3ac2a9a
fn:bdb06af7e1fa41bfb88647ac25fe8c9b,fn:95109b41442544d0abe163c7134e5523
fn:bdb06af7e1fa41bfb88647ac25fe8c9b,fn:3e3ce2513e5e43f9934184650b4dadb3
fn:9ede24bc14534a849eca4cddae294766,fn:d5c09c5e14b84571a88becb85f6f1c1b
fn:9ede24bc14534a849eca4cddae294766,fn:2d669bf203f34679875c14699ddce2c0
fn:a4dfff5616ed4c17811cc201c71c47a6,fn:695cbf1437a14894bba36d1244e99c65
fn:a4dfff5616ed4c17811cc201c71c47a6,fn:4d250f8ee7034b04b8e40d71b1af2a06
fn:b1ed6510cab148788a9f0ec3842b1949,fn:d49155093e1a409d9a6beb0cdc639603
fn:b1ed6510cab148788a9f0ec3842b1949,fn:432ced2135784e07b8af7ccef27bf089
fn:bbdd617e3ad343cdb54bd4e8e085677c,fn:f0f4c57cd42c489b87e8f0304418c885
fn:bbdd617e3ad343cdb54bd4e8e085677c,fn:36c08a2ae1e84daa9307a22eef5d67ec
fn:22102dae9e1d44299e240ff6ef352e20,fn:23bd76f78ad34a24a1857f7fa64eed1d
fn:22102dae9e1d44299e240ff6ef352e20,fn:fabe67e4a2f24afb92adfa683dc9d39d
fn:6c5a25995ce4445a977846daf5597ec2,fn:263064355a884dc2a8fdea529d6674df
fn:6c5a25995ce4445a977846daf5597ec2,fn:2a88b698c2b34e76ac0ca51b23e379d3
fn:08f20da24f8b48c68c7cc8b8dbaeb98f,fn:2ee23759803f440d8935c409baf14d49
fn:08f20da24f8b48c68c7cc8b8dbaeb98f,fn:6c76d668249447b78b8ca3126599a29d
fn:bf8ddfcf4ce94d27abeacdeda1e27549,fn:954d99dbe8cf449e9f2a930fb65c5816
fn:bf8ddfcf4ce94d27abeacdeda1e27549,fn:45e5910a45944deabda9c547145679ee
fn:ebcd45692fba422195efb6b8cf471c0f,fn:af573a98fd6040c2a7a6cdd8195abd99
fn:ebcd45692fba422195efb6b8cf471c0f,fn:7a841cc7abb94e24812739aff229c541
fn:b544c1c91b244007951b1b6d3601ab0d,fn:188cdcb655a846e7a8c37bd5b3de7714
fn:b544c1c91b244007951b1b6d3601ab0d,fn:c72bd81a45b94472a11ff65fae9d0bd1
fn:1601f4e9bcbc48679f9e143c9daef406,fn:56d9b340338249e49f93d3f6ce6ad8ec
fn:1601f4e9bcbc48679f9e143c9daef406,fn:fb0c2e11fafc46fcb5bb0cbe97738a15
fn:7d700fcbd47b469cb797d80d5daa853c,fn:7d85b4cfdd034aa5ad09b3602ad66341
fn:7d700fcbd47b469cb797d80d5daa853c,fn:ae37f7d49b254dc88adb74fbdc8914a2
fn:ce6e9f3badde4abf8a98f6adf91c18ff,fn:d8c3bc020de6448ba6aa98f82355b47c
fn:ce6e9f3badde4abf8a98f6adf91c18ff,fn:55efbe543d514fc491884045f41e7681
fn:87fcb3e33860427ab77faf9896757819,fn:473625c62451481db111f421301e3e40
fn:87fcb3e33860427ab77faf9896757819,fn:12b1f9870fbc418a8ca963c9e211a32b
fn:1170a58486774bd29f043753205c5331,fn:ae68a7e37cc7498e8714a51c4406d88e
fn:1170a58486774bd29f043753205c5331,fn:ba629ce7c56a470194594a05712c3b13
fn:35c8980c7a58425c90ee25f0095f53a3,fn:34d3bcff850747a9a79fe0ebc5b08ba7
fn:35c8980c7a58425c90ee25f0095f53a3,fn:4c6a734a039649d2b24861685dc618eb
fn:98f8487aaf844a87ba65c3b579ecb420,fn:1acf22ded07d415590be363eb449bd17
fn:98f8487aaf844a87ba65c3b579ecb420,fn:062405f116934635ac4406e9b1b5a440
fn:38bf4eaa31ca4d189d240a0906b6087f,fn:8f7013cc36c14b9bac262c6cf1222546
fn:38bf4eaa31ca4d189d240a0906b6087f,fn:5fbd0fd41e674bab91a2e1a6d8cfd005
fn:9ce074b8dc894608ba527a8873634150,fn:8a1d36e863da45d4abb3f6c49c032049
fn:9ce074b8dc894608ba527a8873634150,fn:fdec7560aa5741bc87d53f3431257be0
fn:5fcdc945893a4c1aa6a65c17b111e7c7,fn:f4c311e473fd4872afc1f11f99b3d035
fn:5fcdc945893a4c1aa6a65c17b111e7c7,fn:f7ad8810e2f444c195771d22e968447f
fn:235a70302b6042299bf6160bf0b25f26,fn:71b9587ad838417e9643f3917dacfed4
fn:235a70302b6042299bf6160bf0b25f26,fn:cf366650d98c4078bdf86b5ac27a49f1
fn:129c1edc401b4825ba2897df2acdff42,fn:0a58a7c3dcc448729385f1c89b295d90
fn:129c1edc401b4825ba2897df2acdff42,fn:f657a523538e4b17ae2c9c4daeef89f3
fn:cb15b2e2bef3498a8990a379112edda7,fn:2395a7ca9e394cdf8741b5a6e3a9b8c7
fn:cb15b2e2bef3498a8990a379112edda7,fn:d4c13b74654646d1bb4b5c8db9395078
fn:3d779408c99746a1825dda055c6c445f,fn:6a76ca6344c143e0943abb604a774032
fn:3d779408c99746a1825dda055c6c445f,fn:dcb0119646594e22b2d53ab7579a1cde
fn:bec77f631e724756a6973c50b92a47b3,fn:534c7814232f4820822613ba960e6ba6
fn:bec77f631e724756a6973c50b92a47b3,fn:6007faddf4b849e78475da8a43f63f8e
fn:8fe94d6d101a41a4be6755d89da6758e,fn:dcde6ec121f446ddabb76ecbaf9fa122
fn:8fe94d6d101a41a4be6755d89da6758e,fn:95c943efea8c4a96a1351fe832855756
fn:da4e8d324a854bab9aadebae2e832411,fn:533ba83f94d34d6eabd4242bee0008eb
fn:da4e8d324a854bab9aadebae2e832411,fn:c11206540b38420985c709857fbd918f
fn:578eb0f67e5546e9a3237110136022eb,fn:ae60e48b2f9c4256a66b4ed9b93c3554
fn:578eb0f67e5546e9a3237110136022eb,fn:592635c151a54dc584db3b5f97bce6ff
fn:d0e3ef88db2d40d7bcb1ce2455823ab3,fn:e227abce5d864d4597c0e0a3e6a8de6f
fn:d0e3ef88db2d40d7bcb1ce2455823ab3,fn:32cca08ee7de4f82b920f1f68d986e82
fn:d72b8ed039aa4e4db0047377216f0c69,fn:117055dd56e84f9ebf5e5207bf929a32
fn:d72b8ed039aa4e4db0047377216f0c69,fn:0604d6d33ef641cb9b8028c5b2efa526
fn:7ccb906bcfb54ff298cf56945fb9dfa6,fn:129f6a2742724225b56b2dec019dd8d9
fn:7ccb906bcfb54ff298cf56945fb9dfa6,fn:5a01bee5b0734dc18d7e89629ec187c7
fn:ee5980e4be15462a841487582fbe997b,fn:167e16913bf74a2ca373adede985acc5
fn:ee5980e4be15462a841487582fbe997b,fn:bfa54ff862634c6fa8cc45792d4f5e22
fn:1b3c76b1a0054f7baed8238a3e68e8cc,fn:f55d563f828e432fb918b5d9ef7a86c7
fn:1b3c76b1a0054f7baed8238a3e68e8cc,fn:9509e14072d14b20868f44a6a6cf3c62
fn:db87187afd934b7fb4f30292c6e9f1b1,fn:f901874597f24a4aade3b8ffebfaa144
fn:db87187afd934b7fb4f30292c6e9f1b1,fn:0a2cbd95d5104b2fbdd910ede815965d
fn:e8248da7d6db43e5beb9ae43016800f4,fn:e925e7f397ef452c9863852f12b751e7
fn:e8248da7d6db43e5beb9ae43016800f4,fn:81af2b8768ab4ec8aeaf0b61819536b1
fn:f89a667d3a1d49d19da7f295fbf0b1f9,fn:5668ef2aee704a648c0444ae09e16a5b
fn:f89a667d3a1d49d19da7f295fbf0b1f9,fn:8345c850b1004d5a82e92f8f7316aced
fn:3d1529ac3971497ebcb7f52511d3f31d,fn:ffaaae658670468ab7bcb778367b4892
fn:3d1529ac3971497ebcb7f52511d3f31d,fn:2bc9a38f55894c44a6adc59a97267635
fn:05ae8015d1d44a5fa76342545f281033,fn:028a7d582494404086331f0dd0e0b107
fn:05ae8015d1d44a5fa76342545f281033,fn:13eb0526956b42b6828e41b8600734c5
fn:83cbf552251445b3950adcb8f28ab77f,fn:a71ea46005d24a8884df1ff40f2b862b
fn:83cbf552251445b3950adcb8f28ab77f,fn:5bea26dc475a474a9acc671810ff5554
fn:2a6202c477734d9b80e0f17d2cfc4c09,fn:91a11a2689a842edbb2b718b8602e8ca
fn:2a6202c477734d9b80e0f17d2cfc4c09,fn:c0dd99d4a4224ac0a44ed67b48725b3c
fn:2b9dec05e72d435693d79c8b4f5bdaeb,fn:a17a10f5136940b0a9cc93e95abbb81a
fn:2b9dec05e72d435693d79c8b4f5bdaeb,fn:c2a638bc9fcf4730a2b0586c4c21bf92
fn:12c75ebe906347fca20d835f37848dc4,fn:2b88547f9503453abc3e19c44939618a
fn:12c75ebe906347fca20d835f37848dc4,fn:884aace02bcb4dd9b3af2cfc61fcacd1
fn:e66fe8d0a99f43629d4be42a1939affb,fn:3957711a145645d9b232eed3e8265459
fn:e66fe8d0a99f43629d4be42a1939affb,fn:d0fcc6686d6645a48ae4e18d8d56942b
fn:94121f250b8f4f589376ca0b54b2eddb,fn:b46d747157624c58bebec6ce0ceeb830
fn:94121f250b8f4f589376ca0b54b2eddb,fn:75bd3101cef6442fa18f6b335f9b9d58
fn:3a8ec051fa4d4c8faceb91703915d97b,fn:ebf9ce66de924762a27c33074d2d7b37
fn:3a8ec051fa4d4c8faceb91703915d97b,fn:97d6a2959b1b452fa8974175ab6d9c93
fn:de0e7b8734f14eb7801bc3b04a94f9a8,fn:9b5aec23eb834e8b9e83451fd302d653
fn:de0e7b8734f14eb7801bc3b04a94f9a8,fn:b1cbf1468972407496000dad0b97fe77
fn:81eb039a9c684a049f24eb3bda2ef1a1,fn:a3836949254941b88ed868c81effe082
fn:81eb039a9c684a049f24eb3bda2ef1a1,fn:04f6410f9e0047aeb65a021506b1a5ae
fn:715dd60ce22145e6ab3ad98f94f1f5cc,fn:18be54798fd944f9be0cc7e2dfde70d7
fn:715dd60ce22145e6ab3ad98f94f1f5cc,fn:da009129e61d4588bc0188942e7d9d64
fn:c516929f1ef44a02b9a259cee021d625,fn:1c5a2de3ac6848ed8eb27fa35516af0d
fn:c516929f1ef44a02b9a259cee021d625,fn:295213a98c3f46448bc3347f07c7718b
fn:265d9ecb70a34332bc6faca62d20759d,fn:63e0e648262846bc903217443448561b
fn:265d9ecb70a34332bc6faca62d20759d,fn:9248ec85f915403eae645ae3beb48074
fn:5c66091bee55460e9014e8adcc0ddf31,fn:022b9da530874808b2d45a827787256e
fn:5c66091bee55460e9014e8adcc0ddf31,fn:fa17d39f386240e8b9e7b3de16357aff
fn:04e037d6a7a04a969cc67965592255ce,fn:c5970e1d87ae4b81a42ffb3690d965ea
fn:04e037d6a7a04a969cc67965592255ce,fn:900355546d69439d802c654bb2c24718
fn:5e9fdde935a6472c9b24e96a599bdade,fn:701d5a1b4ac9407bb327a79166927707
fn:5e9fdde935a6472c9b24e96a599bdade,fn:5e2eff90ae1e44eb8694500f44f224f0
fn:277f74a551aa43c295a01509eed01375,fn:7490bf64d9574aabbf16cb836f17fc82
fn:277f74a551aa43c295a01509eed01375,fn:ec63fc1d2b374ad5b44396e077079d9a
fn:4594deeaba624661a5ec18f3e54b538f,fn:49fe988c5d9f4a27b96228c6753185df
fn:4594deeaba624661a5ec18f3e54b538f,fn:a96dc1ab436243dcbaf41fe71b650a96
fn:6924c71806bb4501803de4a0f5cfb1de,fn:62ee067ce1514a16980a0168878c435d
fn:6924c71806bb4501803de4a0f5cfb1de,fn:1c33455c33a743698dc56423356a93d9
fn:ae91654c530e470c83bccf15305fe969,fn:080dc05ab49e4ed9b9b34d84a95cfdd1
fn:ae91654c530e470c83bccf15305fe969,fn:9abcc5ed470e4fbbbd27c2e0edd25c52
fn:7e7539471bd540eea73feaf647e10f06,fn:1f1196587f2d472982d2b36795d9cfa9
fn:7e7539471bd540eea73feaf647e10f06,fn:dd6f530d17ca4134acfca1b29effefa7
fn:afe30d83407d42cc95c809dbc38c2214,fn:5885b5bf7b8c40c9b84d44970f072ce4
fn:afe30d83407d42cc95c809dbc38c2214,fn:acafca75e1e84ebfa4059a657fae5a33
fn:d97dca4125c8486abab1c7b1dd00cb09,fn:cc97a7dd715048e39695ab5b87e360e0
fn:d97dca4125c8486abab1c7b1dd00cb09,fn:cdb89e00de034d049bc4560672f1059a
fn:4c8f2223bfe94e10a7a5e14fbcdb1eb4,fn:a9128ab995034d039849c41fad3f4835
fn:4c8f2223bfe94e10a7a5e14fbcdb1eb4,fn:9257867ac41c49a4aabce65a7ed187a7
fn:88f5174588a045f0988ea5bed62c6089,fn:2dcf707d1bec47f288a730dbae419304
fn:88f5174588a045f0988ea5bed62c6089,fn:70d56950cc66476b83aaf03b13140690
fn:8a16c758bbfd4b50836d79d0c3054b36,fn:219cafec6ab94d84bb0ee1aa832868ba
fn:8a16c758bbfd4b50836d79d0c3054b36,fn:c4bd5a98d6ba48a087da8ea4bc452d44
