2024-12-29 05:57:04,315 - INFO - at 0:: CustomerAgent(mo001) create task: ([352, 355.0], 0) for (mo001, 0, Comp3)
2024-12-29 05:57:04,337 - INFO - at 0:: CustomerAgent(mo006) create task: ([267.0, 273.0], 0) for (mo006, 6, Comp1)
2024-12-29 05:57:04,338 - INFO - at 0:: CustomerAgent(mo006) create task: ([273.0, 279.0], 0) for (mo006, 7, Comp2)
2024-12-29 05:57:04,338 - INFO - at 0:: CustomerAgent(mo007) create task: ([403, 412.0], 0) for (mo007, 0, Comp2)
2024-12-29 05:57:04,339 - INFO - at 0:: CustomerAgent(mo007) create task: ([412.0, 413.0], 0) for (mo007, 1, Comp3)
2024-12-29 05:57:04,339 - INFO - at 0:: CustomerAgent(mo007) create task: ([413.0, 415.0], 0) for (mo007, 2, Comp1)
2024-12-29 05:57:04,339 - INFO - at 0:: CustomerAgent(mo007) create task: ([415.0, 418.0], 0) for (mo007, 3, Comp3)
2024-12-29 05:57:04,340 - INFO - at 0:: CustomerAgent(mo007) create task: ([418.0, 423.0], 0) for (mo007, 4, Comp2)
2024-12-29 05:57:04,340 - INFO - at 0:: CustomerAgent(mo007) create task: ([423.0, 426.0], 0) for (mo007, 5, Comp3)
2024-12-29 05:57:04,341 - INFO - at 0:: CustomerAgent(mo007) create task: ([426.0, 434.0], 0) for (mo007, 6, Comp1)
2024-12-29 05:57:04,342 - INFO - at 0:: CustomerAgent(mo007) create task: ([434.0, 437.0], 0) for (mo007, 7, Comp1)
2024-12-29 05:57:04,344 - INFO - at 0:: CustomerAgent(mo008) create task: ([151, 152.0], 0) for (mo008, 0, Comp1)
2024-12-29 05:57:04,344 - INFO - at 0:: CustomerAgent(mo008) create task: ([152.0, 158.0], 0) for (mo008, 1, Comp2)
2024-12-29 05:57:04,345 - INFO - at 0:: CustomerAgent(mo008) create task: ([158.0, 165.0], 0) for (mo008, 2, Comp2)
2024-12-29 05:57:04,345 - INFO - at 0:: CustomerAgent(mo008) create task: ([165.0, 172.0], 0) for (mo008, 3, Comp1)
2024-12-29 05:57:04,346 - INFO - at 0:: CustomerAgent(mo008) create task: ([172.0, 179.0], 0) for (mo008, 4, Comp1)
2024-12-29 05:57:04,346 - INFO - at 0:: CustomerAgent(mo009) create task: ([510, 512.0], 0) for (mo009, 0, Comp3)
2024-12-29 05:57:04,347 - INFO - at 0:: CustomerAgent(mo009) create task: ([512.0, 521.0], 0) for (mo009, 1, Comp2)
2024-12-29 05:57:04,347 - INFO - at 0:: CustomerAgent(mo009) create task: ([521.0, 529.0], 0) for (mo009, 2, Comp3)
2024-12-29 05:57:04,349 - INFO - at 0:: CustomerAgent(mo009) create task: ([529.0, 538.0], 0) for (mo009, 3, Comp3)
2024-12-29 05:57:04,350 - INFO - at 0:: CustomerAgent(mo009) create task: ([538.0, 547.0], 0) for (mo009, 4, Comp1)
2024-12-29 05:57:04,350 - INFO - at 0:: CustomerAgent(mo009) create task: ([547.0, 549.0], 0) for (mo009, 5, Comp2)
2024-12-29 05:57:04,350 - INFO - at 0:: CustomerAgent(mo009) create task: ([549.0, 558.0], 0) for (mo009, 6, Comp1)
2024-12-29 05:57:04,350 - INFO - at 0:: CustomerAgent(mo009) create task: ([558.0, 561.0], 0) for (mo009, 7, Comp2)
2024-12-29 05:57:04,350 - INFO - at 0:: CustomerAgent(mo010) create task: ([222, 225.0], 0) for (mo010, 0, Comp1)
2024-12-29 05:57:04,350 - INFO - at 0:: CustomerAgent(mo010) create task: ([225.0, 230.0], 0) for (mo010, 1, Comp1)
2024-12-29 05:57:04,350 - INFO - at 0:: CustomerAgent(mo010) create task: ([230.0, 237.0], 0) for (mo010, 2, Comp1)
2024-12-29 05:57:04,350 - INFO - at 0:: CustomerAgent(mo010) create task: ([237.0, 244.0], 0) for (mo010, 3, Comp1)
2024-12-29 05:57:04,350 - INFO - at 0:: CustomerAgent(mo010) create task: ([244.0, 250.0], 0) for (mo010, 4, Comp3)
2024-12-29 05:57:04,350 - INFO - at 0:: CustomerAgent(mo010) create task: ([250.0, 255.0], 0) for (mo010, 5, Comp1)
2024-12-29 05:57:04,350 - INFO - at 0:: CustomerAgent(mo011) create task: ([262, 270.0], 0) for (mo011, 0, Comp1)
2024-12-29 05:57:04,350 - INFO - at 0:: CustomerAgent(mo011) create task: ([270.0, 278.0], 0) for (mo011, 1, Comp2)
2024-12-29 05:57:04,350 - INFO - at 0:: CustomerAgent(mo011) create task: ([278.0, 284.0], 0) for (mo011, 2, Comp1)
2024-12-29 05:57:04,350 - INFO - at 0:: CustomerAgent(mo011) create task: ([284.0, 292.0], 0) for (mo011, 3, Comp2)
2024-12-29 05:57:04,350 - INFO - at 0:: CustomerAgent(mo011) create task: ([292.0, 294.0], 0) for (mo011, 4, Comp1)
2024-12-29 05:57:04,350 - INFO - at 0:: CustomerAgent(mo012) create task: ([270, 275.0], 0) for (mo012, 0, Comp2)
2024-12-29 05:57:04,350 - INFO - at 0:: CustomerAgent(mo012) create task: ([275.0, 276.0], 0) for (mo012, 1, Comp3)
2024-12-29 05:57:04,350 - INFO - at 0:: CustomerAgent(mo012) create task: ([276.0, 285.0], 0) for (mo012, 2, Comp3)
2024-12-29 05:57:04,350 - INFO - at 0:: CustomerAgent(mo012) create task: ([285.0, 288.0], 0) for (mo012, 3, Comp3)
2024-12-29 05:57:04,350 - INFO - at 0:: CustomerAgent(mo012) create task: ([288.0, 292.0], 0) for (mo012, 4, Comp2)
2024-12-29 05:57:04,350 - INFO - at 0:: CustomerAgent(mo012) create task: ([292.0, 294.0], 0) for (mo012, 5, Comp3)
2024-12-29 05:57:04,350 - INFO - at 0:: CustomerAgent(mo013) create task: ([256, 262.0], 0) for (mo013, 0, Comp1)
2024-12-29 05:57:04,350 - INFO - at 0:: CustomerAgent(mo013) create task: ([262.0, 269.0], 0) for (mo013, 1, Comp3)
2024-12-29 05:57:04,350 - INFO - at 0:: CustomerAgent(mo013) create task: ([269.0, 271.0], 0) for (mo013, 2, Comp1)
2024-12-29 05:57:04,350 - INFO - at 0:: CustomerAgent(mo013) create task: ([271.0, 278.0], 0) for (mo013, 3, Comp2)
2024-12-29 05:57:04,350 - INFO - at 0:: CustomerAgent(mo013) create task: ([278.0, 287.0], 0) for (mo013, 4, Comp3)
2024-12-29 05:57:04,350 - INFO - at 0:: CustomerAgent(mo013) create task: ([287.0, 294.0], 0) for (mo013, 5, Comp1)
2024-12-29 05:57:04,350 - INFO - at 0:: CustomerAgent(mo013) create task: ([294.0, 301.0], 0) for (mo013, 6, Comp2)
2024-12-29 05:57:04,350 - INFO - at 0:: CustomerAgent(mo013) create task: ([301.0, 308.0], 0) for (mo013, 7, Comp1)
2024-12-29 05:57:04,360 - INFO - at 0:: CustomerAgent(mo013) create task: ([308.0, 316.0], 0) for (mo013, 8, Comp1)
2024-12-29 05:57:04,360 - INFO - at 0:: CustomerAgent(mo014) create task: ([516, 520.0], 0) for (mo014, 0, Comp1)
2024-12-29 05:57:04,360 - INFO - at 0:: CustomerAgent(mo014) create task: ([520.0, 529.0], 0) for (mo014, 1, Comp3)
2024-12-29 05:57:04,360 - INFO - at 0:: CustomerAgent(mo014) create task: ([529.0, 535.0], 0) for (mo014, 2, Comp3)
2024-12-29 05:57:04,360 - INFO - at 0:: CustomerAgent(mo014) create task: ([535.0, 537.0], 0) for (mo014, 3, Comp1)
2024-12-29 05:57:04,360 - INFO - at 0:: CustomerAgent(mo014) create task: ([537.0, 544.0], 0) for (mo014, 4, Comp2)
2024-12-29 05:57:04,360 - INFO - at 0:: CustomerAgent(mo014) create task: ([544.0, 548.0], 0) for (mo014, 5, Comp3)
2024-12-29 05:57:04,360 - INFO - at 0:: CustomerAgent(mo014) create task: ([548.0, 553.0], 0) for (mo014, 6, Comp2)
2024-12-29 05:57:04,360 - INFO - at 0:: CustomerAgent(mo015) create task: ([2, 11.0], 0) for (mo015, 0, Comp3)
2024-12-29 05:57:04,360 - INFO - at 0:: CustomerAgent(mo015) create task: ([11.0, 20.0], 0) for (mo015, 1, Comp2)
2024-12-29 05:57:04,360 - INFO - at 0:: CustomerAgent(mo015) create task: ([20.0, 22.0], 0) for (mo015, 2, Comp3)
2024-12-29 05:57:04,364 - INFO - at 0:: CustomerAgent(mo015) create task: ([22.0, 24.0], 0) for (mo015, 3, Comp1)
2024-12-29 05:57:04,364 - INFO - at 0:: CustomerAgent(mo015) create task: ([24.0, 28.0], 0) for (mo015, 4, Comp2)
2024-12-29 05:57:04,365 - INFO - at 0:: CustomerAgent(mo015) create task: ([28.0, 31.0], 0) for (mo015, 5, Comp3)
2024-12-29 05:57:04,366 - INFO - at 0:: CustomerAgent(mo016) create task: ([186, 192.0], 0) for (mo016, 0, Comp1)
2024-12-29 05:57:04,366 - INFO - at 0:: CustomerAgent(mo016) create task: ([192.0, 200.0], 0) for (mo016, 1, Comp2)
2024-12-29 05:57:04,366 - INFO - at 0:: CustomerAgent(mo016) create task: ([200.0, 202.0], 0) for (mo016, 2, Comp1)
2024-12-29 05:57:04,366 - INFO - at 0:: CustomerAgent(mo016) create task: ([202.0, 207.0], 0) for (mo016, 3, Comp2)
2024-12-29 05:57:04,366 - INFO - at 0:: CustomerAgent(mo016) create task: ([207.0, 213.0], 0) for (mo016, 4, Comp1)
2024-12-29 05:57:04,366 - INFO - at 0:: CustomerAgent(mo016) create task: ([213.0, 221.0], 0) for (mo016, 5, Comp2)
2024-12-29 05:57:04,366 - INFO - at 0:: CustomerAgent(mo016) create task: ([221.0, 226.0], 0) for (mo016, 6, Comp2)
2024-12-29 05:57:04,366 - INFO - at 0:: CustomerAgent(mo016) create task: ([226.0, 231.0], 0) for (mo016, 7, Comp3)
2024-12-29 05:57:04,366 - INFO - at 0:: CustomerAgent(mo016) create task: ([231.0, 236.0], 0) for (mo016, 8, Comp2)
2024-12-29 05:57:04,366 - INFO - at 0:: CustomerAgent(mo017) create task: ([57, 65.0], 0) for (mo017, 0, Comp3)
2024-12-29 05:57:04,366 - INFO - at 0:: CustomerAgent(mo017) create task: ([65.0, 68.0], 0) for (mo017, 1, Comp2)
2024-12-29 05:57:04,366 - INFO - at 0:: CustomerAgent(mo017) create task: ([68.0, 74.0], 0) for (mo017, 2, Comp1)
2024-12-29 05:57:04,366 - INFO - at 0:: CustomerAgent(mo017) create task: ([74.0, 81.0], 0) for (mo017, 3, Comp2)
2024-12-29 05:57:04,366 - INFO - at 0:: CustomerAgent(mo017) create task: ([81.0, 84.0], 0) for (mo017, 4, Comp3)
2024-12-29 05:57:04,366 - INFO - at 0:: CustomerAgent(mo017) create task: ([84.0, 85.0], 0) for (mo017, 5, Comp3)
2024-12-29 05:57:04,366 - INFO - at 0:: CustomerAgent(mo017) create task: ([85.0, 94.0], 0) for (mo017, 6, Comp1)
2024-12-29 05:57:04,366 - INFO - at 0:: CustomerAgent(mo017) create task: ([94.0, 100.0], 0) for (mo017, 7, Comp3)
2024-12-29 05:57:04,366 - INFO - at 0:: CustomerAgent(mo018) create task: ([312, 317.0], 0) for (mo018, 0, Comp2)
2024-12-29 05:57:04,366 - INFO - at 0:: CustomerAgent(mo018) create task: ([317.0, 323.0], 0) for (mo018, 1, Comp1)
2024-12-29 05:57:04,366 - INFO - at 0:: CustomerAgent(mo018) create task: ([323.0, 332.0], 0) for (mo018, 2, Comp1)
2024-12-29 05:57:04,366 - INFO - at 0:: CustomerAgent(mo018) create task: ([332.0, 333.0], 0) for (mo018, 3, Comp3)
2024-12-29 05:57:04,366 - INFO - at 0:: CustomerAgent(mo018) create task: ([333.0, 336.0], 0) for (mo018, 4, Comp1)
2024-12-29 05:57:04,366 - INFO - at 0:: CustomerAgent(mo018) create task: ([336.0, 337.0], 0) for (mo018, 5, Comp2)
2024-12-29 05:57:04,366 - INFO - at 0:: CustomerAgent(mo019) create task: ([467, 475.0], 0) for (mo019, 0, Comp2)
2024-12-29 05:57:04,366 - INFO - at 0:: CustomerAgent(mo019) create task: ([475.0, 478.0], 0) for (mo019, 1, Comp1)
2024-12-29 05:57:04,366 - INFO - at 0:: CustomerAgent(mo019) create task: ([478.0, 480.0], 0) for (mo019, 2, Comp3)
2024-12-29 05:57:04,366 - INFO - at 0:: CustomerAgent(mo019) create task: ([480.0, 489.0], 0) for (mo019, 3, Comp3)
2024-12-29 05:57:04,366 - INFO - at 0:: CustomerAgent(mo019) create task: ([489.0, 495.0], 0) for (mo019, 4, Comp3)
2024-12-29 05:57:04,366 - INFO - at 0:: CustomerAgent(mo019) create task: ([495.0, 498.0], 0) for (mo019, 5, Comp2)
2024-12-29 05:57:04,366 - INFO - at 0:: CustomerAgent(mo019) create task: ([498.0, 502.0], 0) for (mo019, 6, Comp2)
2024-12-29 05:57:04,366 - INFO - at 0:: CustomerAgent(mo020) create task: ([292, 294.0], 0) for (mo020, 0, Comp3)
2024-12-29 05:57:04,366 - INFO - at 0:: CustomerAgent(mo020) create task: ([294.0, 299.0], 0) for (mo020, 1, Comp1)
2024-12-29 05:57:04,366 - INFO - at 0:: CustomerAgent(mo020) create task: ([299.0, 301.0], 0) for (mo020, 2, Comp1)
2024-12-29 05:57:04,366 - INFO - at 0:: CustomerAgent(mo020) create task: ([301.0, 305.0], 0) for (mo020, 3, Comp1)
2024-12-29 05:57:04,366 - INFO - at 0:: CustomerAgent(mo020) create task: ([305.0, 312.0], 0) for (mo020, 4, Comp1)
2024-12-29 05:57:04,366 - INFO - at 0:: CustomerAgent(mo020) create task: ([312.0, 321.0], 0) for (mo020, 5, Comp2)
2024-12-29 05:57:04,366 - INFO - at 0:: CustomerAgent(mo020) create task: ([321.0, 325.0], 0) for (mo020, 6, Comp1)
2024-12-29 05:57:04,366 - INFO - at 0:: CustomerAgent(mo020) create task: ([325.0, 327.0], 0) for (mo020, 7, Comp2)
2024-12-29 05:57:04,366 - INFO - at 0:: CustomerAgent(mo020) create task: ([327.0, 333.0], 0) for (mo020, 8, Comp1)
2024-12-29 05:57:04,399 - INFO - at 0:: ProducerAgent(ma1) plan ([358.0, 364.0], ma1) for (mo001, 2, Comp2)
2024-12-29 05:57:04,405 - INFO - at 0:: ProducerAgent(ma1) plan ([364.0, 373.0], ma1) for (mo001, 3, Comp1)
2024-12-29 05:57:04,406 - INFO - at 0:: ProducerAgent(ma1) plan ([373.0, 385.0], ma1) for (mo001, 4, Comp1)
2024-12-29 05:57:04,407 - INFO - at 0:: ProducerAgent(ma1) plan ([385.0, 387.0], ma1) for (mo001, 5, Comp2)
2024-12-29 05:57:04,409 - INFO - at 0:: ProducerAgent(ma1) plan ([387.0, 391.0], ma1) for (mo002, 5, Comp2)
2024-12-29 05:57:04,411 - INFO - at 0:: ProducerAgent(ma1) plan ([514, 526.0], ma1) for (mo003, 0, Comp1)
2024-12-29 05:57:04,412 - INFO - at 0:: ProducerAgent(ma1) plan ([526.0, 529.0], ma1) for (mo003, 1, Comp2)
2024-12-29 05:57:04,414 - INFO - at 0:: ProducerAgent(ma1) plan ([529.0, 534.0], ma1) for (mo003, 2, Comp2)
2024-12-29 05:57:04,417 - INFO - at 0:: ProducerAgent(ma1) plan ([534.0, 546.0], ma1) for (mo003, 3, Comp1)
2024-12-29 05:57:04,419 - INFO - at 0:: ProducerAgent(ma1) plan ([546.0, 551.0], ma1) for (mo003, 4, Comp2)
2024-12-29 05:57:04,421 - INFO - at 0:: ProducerAgent(ma1) plan ([551.0, 559.0], ma1) for (mo003, 6, Comp2)
2024-12-29 05:57:04,421 - INFO - at 0:: ProducerAgent(ma1) plan ([559.0, 572.5], ma1) for (mo004, 0, Comp1)
2024-12-29 05:57:04,423 - INFO - at 0:: ProducerAgent(ma1) plan ([572.5, 579.5], ma1) for (mo004, 1, Comp2)
2024-12-29 05:57:04,424 - INFO - at 0:: ProducerAgent(ma1) plan ([579.5, 582.5], ma1) for (mo004, 3, Comp2)
2024-12-29 05:57:04,425 - INFO - at 0:: ProducerAgent(ma1) plan ([582.5, 584.0], ma1) for (mo004, 6, Comp1)
2024-12-29 05:57:04,433 - INFO - at 0:: ProducerAgent(ma1) create task: ([584.0, 589.0], 0) for (ma1, 0, R1) with duration 107.0
2024-12-29 05:57:04,437 - INFO - at 0:: ProducerAgent(ma1) create task: ([589.0, 594.0], 0) for (ma1, 1, R1) with duration 107.0
2024-12-29 05:57:04,445 - INFO - at 0:: ProducerAgent(ma2) plan ([352, 356.5], ma2) for (mo001, 0, Comp3)
2024-12-29 05:57:04,446 - INFO - at 0:: ProducerAgent(ma2) plan ([356.5, 361.0], ma2) for (mo001, 1, Comp3)
2024-12-29 05:57:04,449 - INFO - at 0:: ProducerAgent(ma2) plan ([361.0, 364.0], ma2) for (mo002, 0, Comp3)
2024-12-29 05:57:04,451 - INFO - at 0:: ProducerAgent(ma2) plan ([364.0, 370.0], ma2) for (mo002, 1, Comp3)
2024-12-29 05:57:04,453 - INFO - at 0:: ProducerAgent(ma2) plan ([370.0, 373.0], ma2) for (mo002, 2, Comp3)
2024-12-29 05:57:04,454 - INFO - at 0:: ProducerAgent(ma2) plan ([373.0, 383.5], ma2) for (mo002, 3, Comp3)
2024-12-29 05:57:04,457 - INFO - at 0:: ProducerAgent(ma2) plan ([383.5, 386.5], ma2) for (mo002, 4, Comp3)
2024-12-29 05:57:04,460 - INFO - at 0:: ProducerAgent(ma2) plan ([543.0, 555.0], ma2) for (mo003, 5, Comp3)
2024-12-29 05:57:04,461 - INFO - at 0:: ProducerAgent(ma2) plan ([555.0, 565.5], ma2) for (mo004, 2, Comp3)
2024-12-29 05:57:04,462 - INFO - at 0:: ProducerAgent(ma2) plan ([565.5, 573.0], ma2) for (mo004, 4, Comp3)
2024-12-29 05:57:04,464 - INFO - at 0:: ProducerAgent(ma2) plan ([573.0, 582.0], ma2) for (mo004, 5, Comp3)
2024-12-29 05:57:04,467 - INFO - at 0:: ProducerAgent(ma2) plan ([582.0, 589.5], ma2) for (mo005, 2, Comp3)
2024-12-29 05:57:04,468 - INFO - at 0:: ProducerAgent(ma2) plan ([589.5, 594.0], ma2) for (mo005, 3, Comp3)
2024-12-29 05:57:04,470 - INFO - at 0:: ProducerAgent(ma2) plan ([594.0, 598.5], ma2) for (mo006, 2, Comp3)
2024-12-29 05:57:04,474 - INFO - at 0:: ProducerAgent(ma2) create task: ([598.5, 603.5], 0) for (ma2, 0, R2) with duration 97.5
2024-12-29 05:57:04,480 - INFO - at 0:: ProducerAgent(ma3) plan ([352, 355.0], ma3) for (mo001, 0, Comp3)
2024-12-29 05:57:04,483 - INFO - at 0:: ProducerAgent(ma3) plan ([355.0, 358.0], ma3) for (mo001, 1, Comp3)
2024-12-29 05:57:04,494 - INFO - at 0:: ProducerAgent(ma3) plan ([364.0, 370.0], ma3) for (mo001, 3, Comp1)
2024-12-29 05:57:04,495 - INFO - at 0:: ProducerAgent(ma3) plan ([370.0, 378.0], ma3) for (mo001, 4, Comp1)
2024-12-29 05:57:04,495 - INFO - at 0:: ProducerAgent(ma3) plan ([378.0, 380.0], ma3) for (mo002, 0, Comp3)
2024-12-29 05:57:04,497 - INFO - at 0:: ProducerAgent(ma3) plan ([380.0, 384.0], ma3) for (mo002, 1, Comp3)
2024-12-29 05:57:04,500 - INFO - at 0:: ProducerAgent(ma3) plan ([384.0, 386.0], ma3) for (mo002, 2, Comp3)
2024-12-29 05:57:04,501 - INFO - at 0:: ProducerAgent(ma3) plan ([386.0, 393.0], ma3) for (mo002, 3, Comp3)
2024-12-29 05:57:04,502 - INFO - at 0:: ProducerAgent(ma3) plan ([393.0, 395.0], ma3) for (mo002, 4, Comp3)
2024-12-29 05:57:04,502 - INFO - at 0:: ProducerAgent(ma3) plan ([514, 522.0], ma3) for (mo003, 0, Comp1)
2024-12-29 05:57:04,503 - INFO - at 0:: ProducerAgent(ma3) plan ([530.0, 538.0], ma3) for (mo003, 3, Comp1)
2024-12-29 05:57:04,504 - INFO - at 0:: ProducerAgent(ma3) plan ([543.0, 551.0], ma3) for (mo003, 5, Comp3)
2024-12-29 05:57:04,504 - INFO - at 0:: ProducerAgent(ma3) plan ([551.0, 560.0], ma3) for (mo004, 0, Comp1)
2024-12-29 05:57:04,507 - INFO - at 0:: ProducerAgent(ma3) plan ([560.0, 567.0], ma3) for (mo004, 2, Comp3)
2024-12-29 05:57:04,509 - INFO - at 0:: ProducerAgent(ma3) plan ([567.0, 572.0], ma3) for (mo004, 4, Comp3)
2024-12-29 05:57:04,510 - INFO - at 0:: ProducerAgent(ma3) plan ([572.0, 578.0], ma3) for (mo004, 5, Comp3)
2024-12-29 05:57:04,510 - INFO - at 0:: ProducerAgent(ma3) plan ([578.0, 579.0], ma3) for (mo004, 6, Comp1)
2024-12-29 05:57:04,511 - INFO - at 0:: ProducerAgent(ma3) plan ([579.0, 580.0], ma3) for (mo005, 0, Comp1)
2024-12-29 05:57:04,512 - INFO - at 0:: ProducerAgent(ma3) plan ([580.0, 585.0], ma3) for (mo005, 2, Comp3)
2024-12-29 05:57:04,513 - INFO - at 0:: ProducerAgent(ma3) plan ([585.0, 588.0], ma3) for (mo005, 3, Comp3)
2024-12-29 05:57:04,516 - INFO - at 0:: ProducerAgent(ma3) plan ([588.0, 595.0], ma3) for (mo006, 0, Comp1)
2024-12-29 05:57:04,516 - INFO - at 0:: ProducerAgent(ma3) plan ([595.0, 598.0], ma3) for (mo006, 2, Comp3)
2024-12-29 05:57:04,516 - INFO - at 0:: ProducerAgent(ma3) plan ([598.0, 604.0], ma3) for (mo006, 3, Comp1)
2024-12-29 05:57:04,516 - INFO - at 0:: ProducerAgent(ma3) plan ([604.0, 607.0], ma3) for (mo006, 4, Comp1)
2024-12-29 05:57:04,516 - INFO - at 0:: ProducerAgent(ma3) plan ([607.0, 612.0], ma3) for (mo006, 5, Comp3)
2024-12-29 05:57:04,516 - INFO - at 0:: ProducerAgent(ma3) create task: ([612.0, 617.0], 0) for (ma3, 0, R2) with duration 128.0
2024-12-29 05:57:04,516 - INFO - at 0:: ProducerAgent(ma3) create task: ([617.0, 622.0], 0) for (ma3, 1, R1) with duration 128.0
2024-12-29 05:57:04,516 - INFO - at 0:: MaintenerAgent(mr1) place proposal for (ma1, 0, R1): ([584.0, 589.0], mr1) - ([584.0, 589.0], mr1)
2024-12-29 05:57:04,516 - INFO - at 0:: MaintenerAgent(mr1) place proposal for (ma1, 1, R1): ([589.0, 594.0], mr1) - ([589.0, 594.0], mr1)
