2024-12-29 06:20:49,868 - INFO - at 0:: CustomerAgent(mo001) create task: ([256, 263.0], 0) for (mo001, 0, Comp2)
2024-12-29 06:20:49,899 - INFO - at 0:: CustomerAgent(mo010) create task: ([125.0, 130.0], 0) for (mo010, 3, Comp1)
2024-12-29 06:20:49,899 - INFO - at 0:: CustomerAgent(mo010) create task: ([130.0, 137.0], 0) for (mo010, 4, Comp3)
2024-12-29 06:20:49,899 - INFO - at 0:: CustomerAgent(mo010) create task: ([137.0, 146.0], 0) for (mo010, 5, Comp3)
2024-12-29 06:20:49,900 - INFO - at 0:: CustomerAgent(mo010) create task: ([146.0, 152.0], 0) for (mo010, 6, Comp3)
2024-12-29 06:20:49,900 - INFO - at 0:: CustomerAgent(mo010) create task: ([152.0, 156.0], 0) for (mo010, 7, Comp1)
2024-12-29 06:20:49,900 - INFO - at 0:: CustomerAgent(mo011) create task: ([253, 262.0], 0) for (mo011, 0, Comp3)
2024-12-29 06:20:49,901 - INFO - at 0:: CustomerAgent(mo011) create task: ([262.0, 264.0], 0) for (mo011, 1, Comp2)
2024-12-29 06:20:49,902 - INFO - at 0:: CustomerAgent(mo011) create task: ([264.0, 271.0], 0) for (mo011, 2, Comp2)
2024-12-29 06:20:49,903 - INFO - at 0:: CustomerAgent(mo011) create task: ([271.0, 276.0], 0) for (mo011, 3, Comp2)
2024-12-29 06:20:49,904 - INFO - at 0:: CustomerAgent(mo011) create task: ([276.0, 282.0], 0) for (mo011, 4, Comp1)
2024-12-29 06:20:49,904 - INFO - at 0:: CustomerAgent(mo011) create task: ([282.0, 283.0], 0) for (mo011, 5, Comp1)
2024-12-29 06:20:49,905 - INFO - at 0:: CustomerAgent(mo011) create task: ([283.0, 285.0], 0) for (mo011, 6, Comp3)
2024-12-29 06:20:49,905 - INFO - at 0:: CustomerAgent(mo011) create task: ([285.0, 287.0], 0) for (mo011, 7, Comp1)
2024-12-29 06:20:49,905 - INFO - at 0:: CustomerAgent(mo011) create task: ([287.0, 295.0], 0) for (mo011, 8, Comp2)
2024-12-29 06:20:49,905 - INFO - at 0:: CustomerAgent(mo012) create task: ([444, 453.0], 0) for (mo012, 0, Comp1)
2024-12-29 06:20:49,906 - INFO - at 0:: CustomerAgent(mo012) create task: ([453.0, 458.0], 0) for (mo012, 1, Comp2)
2024-12-29 06:20:49,906 - INFO - at 0:: CustomerAgent(mo012) create task: ([458.0, 465.0], 0) for (mo012, 2, Comp1)
2024-12-29 06:20:49,906 - INFO - at 0:: CustomerAgent(mo012) create task: ([465.0, 473.0], 0) for (mo012, 3, Comp1)
2024-12-29 06:20:49,907 - INFO - at 0:: CustomerAgent(mo012) create task: ([473.0, 474.0], 0) for (mo012, 4, Comp2)
2024-12-29 06:20:49,907 - INFO - at 0:: CustomerAgent(mo012) create task: ([474.0, 480.0], 0) for (mo012, 5, Comp1)
2024-12-29 06:20:49,907 - INFO - at 0:: CustomerAgent(mo012) create task: ([480.0, 482.0], 0) for (mo012, 6, Comp3)
2024-12-29 06:20:49,908 - INFO - at 0:: CustomerAgent(mo013) create task: ([215, 216.0], 0) for (mo013, 0, Comp1)
2024-12-29 06:20:49,908 - INFO - at 0:: CustomerAgent(mo013) create task: ([216.0, 219.0], 0) for (mo013, 1, Comp2)
2024-12-29 06:20:49,908 - INFO - at 0:: CustomerAgent(mo013) create task: ([219.0, 220.0], 0) for (mo013, 2, Comp3)
2024-12-29 06:20:49,909 - INFO - at 0:: CustomerAgent(mo013) create task: ([220.0, 228.0], 0) for (mo013, 3, Comp3)
2024-12-29 06:20:49,909 - INFO - at 0:: CustomerAgent(mo013) create task: ([228.0, 230.0], 0) for (mo013, 4, Comp1)
2024-12-29 06:20:49,909 - INFO - at 0:: CustomerAgent(mo013) create task: ([230.0, 238.0], 0) for (mo013, 5, Comp1)
2024-12-29 06:20:49,909 - INFO - at 0:: CustomerAgent(mo013) create task: ([238.0, 243.0], 0) for (mo013, 6, Comp3)
2024-12-29 06:20:49,910 - INFO - at 0:: CustomerAgent(mo013) create task: ([243.0, 247.0], 0) for (mo013, 7, Comp2)
2024-12-29 06:20:49,910 - INFO - at 0:: CustomerAgent(mo013) create task: ([247.0, 249.0], 0) for (mo013, 8, Comp3)
2024-12-29 06:20:49,910 - INFO - at 0:: CustomerAgent(mo014) create task: ([276, 282.0], 0) for (mo014, 0, Comp3)
2024-12-29 06:20:49,910 - INFO - at 0:: CustomerAgent(mo014) create task: ([282.0, 283.0], 0) for (mo014, 1, Comp2)
2024-12-29 06:20:49,911 - INFO - at 0:: CustomerAgent(mo014) create task: ([283.0, 286.0], 0) for (mo014, 2, Comp2)
2024-12-29 06:20:49,911 - INFO - at 0:: CustomerAgent(mo014) create task: ([286.0, 292.0], 0) for (mo014, 3, Comp2)
2024-12-29 06:20:49,911 - INFO - at 0:: CustomerAgent(mo014) create task: ([292.0, 298.0], 0) for (mo014, 4, Comp1)
2024-12-29 06:20:49,912 - INFO - at 0:: CustomerAgent(mo014) create task: ([298.0, 304.0], 0) for (mo014, 5, Comp2)
2024-12-29 06:20:49,912 - INFO - at 0:: CustomerAgent(mo014) create task: ([304.0, 311.0], 0) for (mo014, 6, Comp2)
2024-12-29 06:20:49,912 - INFO - at 0:: CustomerAgent(mo014) create task: ([311.0, 312.0], 0) for (mo014, 7, Comp1)
2024-12-29 06:20:49,912 - INFO - at 0:: CustomerAgent(mo015) create task: ([232, 238.0], 0) for (mo015, 0, Comp2)
2024-12-29 06:20:49,913 - INFO - at 0:: CustomerAgent(mo015) create task: ([238.0, 244.0], 0) for (mo015, 1, Comp3)
2024-12-29 06:20:49,913 - INFO - at 0:: CustomerAgent(mo015) create task: ([244.0, 252.0], 0) for (mo015, 2, Comp1)
2024-12-29 06:20:49,913 - INFO - at 0:: CustomerAgent(mo015) create task: ([252.0, 255.0], 0) for (mo015, 3, Comp2)
2024-12-29 06:20:49,914 - INFO - at 0:: CustomerAgent(mo015) create task: ([255.0, 260.0], 0) for (mo015, 4, Comp2)
2024-12-29 06:20:49,914 - INFO - at 0:: CustomerAgent(mo016) create task: ([437, 439.0], 0) for (mo016, 0, Comp2)
2024-12-29 06:20:49,914 - INFO - at 0:: CustomerAgent(mo016) create task: ([439.0, 445.0], 0) for (mo016, 1, Comp3)
2024-12-29 06:20:49,914 - INFO - at 0:: CustomerAgent(mo016) create task: ([445.0, 454.0], 0) for (mo016, 2, Comp3)
2024-12-29 06:20:49,915 - INFO - at 0:: CustomerAgent(mo016) create task: ([454.0, 461.0], 0) for (mo016, 3, Comp2)
2024-12-29 06:20:49,915 - INFO - at 0:: CustomerAgent(mo016) create task: ([461.0, 462.0], 0) for (mo016, 4, Comp1)
2024-12-29 06:20:49,915 - INFO - at 0:: CustomerAgent(mo016) create task: ([462.0, 466.0], 0) for (mo016, 5, Comp1)
2024-12-29 06:20:49,916 - INFO - at 0:: CustomerAgent(mo016) create task: ([466.0, 471.0], 0) for (mo016, 6, Comp1)
2024-12-29 06:20:49,916 - INFO - at 0:: CustomerAgent(mo017) create task: ([414, 418.0], 0) for (mo017, 0, Comp2)
2024-12-29 06:20:49,916 - INFO - at 0:: CustomerAgent(mo017) create task: ([418.0, 425.0], 0) for (mo017, 1, Comp1)
2024-12-29 06:20:49,917 - INFO - at 0:: CustomerAgent(mo017) create task: ([425.0, 430.0], 0) for (mo017, 2, Comp1)
2024-12-29 06:20:49,917 - INFO - at 0:: CustomerAgent(mo017) create task: ([430.0, 437.0], 0) for (mo017, 3, Comp1)
2024-12-29 06:20:49,917 - INFO - at 0:: CustomerAgent(mo017) create task: ([437.0, 441.0], 0) for (mo017, 4, Comp1)
2024-12-29 06:20:49,918 - INFO - at 0:: CustomerAgent(mo017) create task: ([441.0, 442.0], 0) for (mo017, 5, Comp1)
2024-12-29 06:20:49,919 - INFO - at 0:: CustomerAgent(mo017) create task: ([442.0, 449.0], 0) for (mo017, 6, Comp2)
2024-12-29 06:20:49,919 - INFO - at 0:: CustomerAgent(mo017) create task: ([449.0, 456.0], 0) for (mo017, 7, Comp2)
2024-12-29 06:20:49,919 - INFO - at 0:: CustomerAgent(mo017) create task: ([456.0, 465.0], 0) for (mo017, 8, Comp2)
2024-12-29 06:20:49,919 - INFO - at 0:: CustomerAgent(mo018) create task: ([4, 9.0], 0) for (mo018, 0, Comp3)
2024-12-29 06:20:49,919 - INFO - at 0:: CustomerAgent(mo018) create task: ([9.0, 17.0], 0) for (mo018, 1, Comp3)
2024-12-29 06:20:49,919 - INFO - at 0:: CustomerAgent(mo018) create task: ([17.0, 22.0], 0) for (mo018, 2, Comp1)
2024-12-29 06:20:49,919 - INFO - at 0:: CustomerAgent(mo018) create task: ([22.0, 27.0], 0) for (mo018, 3, Comp3)
2024-12-29 06:20:49,919 - INFO - at 0:: CustomerAgent(mo018) create task: ([27.0, 31.0], 0) for (mo018, 4, Comp2)
2024-12-29 06:20:49,919 - INFO - at 0:: CustomerAgent(mo018) create task: ([31.0, 37.0], 0) for (mo018, 5, Comp1)
2024-12-29 06:20:49,919 - INFO - at 0:: CustomerAgent(mo018) create task: ([37.0, 45.0], 0) for (mo018, 6, Comp1)
2024-12-29 06:20:49,919 - INFO - at 0:: CustomerAgent(mo019) create task: ([207, 215.0], 0) for (mo019, 0, Comp1)
2024-12-29 06:20:49,919 - INFO - at 0:: CustomerAgent(mo019) create task: ([215.0, 222.0], 0) for (mo019, 1, Comp3)
2024-12-29 06:20:49,919 - INFO - at 0:: CustomerAgent(mo019) create task: ([222.0, 231.0], 0) for (mo019, 2, Comp1)
2024-12-29 06:20:49,919 - INFO - at 0:: CustomerAgent(mo019) create task: ([231.0, 240.0], 0) for (mo019, 3, Comp1)
2024-12-29 06:20:49,919 - INFO - at 0:: CustomerAgent(mo019) create task: ([240.0, 244.0], 0) for (mo019, 4, Comp1)
2024-12-29 06:20:49,919 - INFO - at 0:: CustomerAgent(mo020) create task: ([492, 498.0], 0) for (mo020, 0, Comp2)
2024-12-29 06:20:49,919 - INFO - at 0:: CustomerAgent(mo020) create task: ([498.0, 507.0], 0) for (mo020, 1, Comp2)
2024-12-29 06:20:49,919 - INFO - at 0:: CustomerAgent(mo020) create task: ([507.0, 510.0], 0) for (mo020, 2, Comp3)
2024-12-29 06:20:49,919 - INFO - at 0:: CustomerAgent(mo020) create task: ([510.0, 514.0], 0) for (mo020, 3, Comp3)
2024-12-29 06:20:49,919 - INFO - at 0:: CustomerAgent(mo020) create task: ([514.0, 523.0], 0) for (mo020, 4, Comp3)
2024-12-29 06:20:49,919 - INFO - at 0:: CustomerAgent(mo020) create task: ([523.0, 525.0], 0) for (mo020, 5, Comp3)
2024-12-29 06:20:49,919 - INFO - at 0:: CustomerAgent(mo020) create task: ([525.0, 530.0], 0) for (mo020, 6, Comp1)
2024-12-29 06:20:49,919 - INFO - at 0:: CustomerAgent(mo020) create task: ([530.0, 533.0], 0) for (mo020, 7, Comp3)
2024-12-29 06:20:49,945 - INFO - at 0:: ProducerAgent(ma1) plan ([256, 263.0], ma1) for (mo001, 0, Comp2)
2024-12-29 06:20:49,946 - INFO - at 0:: ProducerAgent(ma1) plan ([263.0, 268.0], ma1) for (mo001, 1, Comp2)
2024-12-29 06:20:49,948 - INFO - at 0:: ProducerAgent(ma1) plan ([268.0, 270.0], ma1) for (mo001, 2, Comp2)
2024-12-29 06:20:49,949 - INFO - at 0:: ProducerAgent(ma1) plan ([270.0, 276.0], ma1) for (mo001, 3, Comp2)
2024-12-29 06:20:49,951 - INFO - at 0:: ProducerAgent(ma1) plan ([276.0, 277.0], ma1) for (mo002, 0, Comp2)
2024-12-29 06:20:49,958 - INFO - at 0:: ProducerAgent(ma1) plan ([277.0, 286.0], ma1) for (mo002, 1, Comp1)
2024-12-29 06:20:49,959 - INFO - at 0:: ProducerAgent(ma1) plan ([286.0, 295.0], ma1) for (mo002, 3, Comp1)
2024-12-29 06:20:49,960 - INFO - at 0:: ProducerAgent(ma1) plan ([295.0, 302.5], ma1) for (mo002, 4, Comp1)
2024-12-29 06:20:49,961 - INFO - at 0:: ProducerAgent(ma1) plan ([302.5, 308.5], ma1) for (mo002, 5, Comp1)
2024-12-29 06:20:49,961 - INFO - at 0:: ProducerAgent(ma1) plan ([308.5, 316.0], ma1) for (mo002, 7, Comp1)
2024-12-29 06:20:49,961 - INFO - at 0:: ProducerAgent(ma1) plan ([316.0, 323.5], ma1) for (mo002, 8, Comp1)
2024-12-29 06:20:49,961 - INFO - at 0:: ProducerAgent(ma1) plan ([429, 433.0], ma1) for (mo003, 0, Comp2)
2024-12-29 06:20:49,961 - INFO - at 0:: ProducerAgent(ma1) plan ([433.0, 434.0], ma1) for (mo003, 1, Comp2)
2024-12-29 06:20:49,961 - INFO - at 0:: ProducerAgent(ma1) plan ([434.0, 439.0], ma1) for (mo003, 2, Comp2)
2024-12-29 06:20:49,961 - INFO - at 0:: ProducerAgent(ma1) plan ([439.0, 445.0], ma1) for (mo003, 3, Comp1)
2024-12-29 06:20:49,978 - INFO - at 0:: ProducerAgent(ma1) create task: ([446.0, 451.0], 0) for (ma1, 0, R1) with duration 85.5
2024-12-29 06:20:49,990 - INFO - at 0:: ProducerAgent(ma2) plan ([276.0, 277.5], ma2) for (mo001, 4, Comp3)
2024-12-29 06:20:49,991 - INFO - at 0:: ProducerAgent(ma2) plan ([277.5, 282.0], ma2) for (mo002, 2, Comp3)
2024-12-29 06:20:49,992 - INFO - at 0:: ProducerAgent(ma2) plan ([282.0, 285.0], ma2) for (mo002, 6, Comp3)
2024-12-29 06:20:49,993 - INFO - at 0:: ProducerAgent(ma2) plan ([443.0, 447.5], ma2) for (mo003, 4, Comp3)
2024-12-29 06:20:49,993 - INFO - at 0:: ProducerAgent(ma2) plan ([463.0, 472.0], ma2) for (mo003, 8, Comp3)
2024-12-29 06:20:49,993 - INFO - at 0:: ProducerAgent(ma2) plan ([472.0, 473.5], ma2) for (mo004, 2, Comp3)
2024-12-29 06:20:49,993 - INFO - at 0:: ProducerAgent(ma2) plan ([473.5, 481.0], ma2) for (mo004, 4, Comp3)
2024-12-29 06:20:49,993 - INFO - at 0:: ProducerAgent(ma2) plan ([481.0, 482.5], ma2) for (mo006, 4, Comp3)
2024-12-29 06:20:49,993 - INFO - at 0:: ProducerAgent(ma2) plan ([482.5, 488.5], ma2) for (mo006, 5, Comp3)
2024-12-29 06:20:49,993 - INFO - at 0:: ProducerAgent(ma2) plan ([488.5, 494.5], ma2) for (mo007, 0, Comp3)
2024-12-29 06:20:50,001 - INFO - at 0:: ProducerAgent(ma2) plan ([494.5, 500.5], ma2) for (mo007, 2, Comp3)
2024-12-29 06:20:50,005 - INFO - at 0:: ProducerAgent(ma2) plan ([500.5, 503.5], ma2) for (mo007, 3, Comp3)
2024-12-29 06:20:50,007 - INFO - at 0:: ProducerAgent(ma2) plan ([503.5, 508.0], ma2) for (mo007, 4, Comp3)
2024-12-29 06:20:50,008 - INFO - at 0:: ProducerAgent(ma2) plan ([508.0, 515.5], ma2) for (mo008, 3, Comp3)
2024-12-29 06:20:50,010 - INFO - at 0:: ProducerAgent(ma2) plan ([515.5, 517.0], ma2) for (mo008, 4, Comp3)
2024-12-29 06:20:50,015 - INFO - at 0:: ProducerAgent(ma2) plan ([517.0, 518.5], ma2) for (mo008, 6, Comp3)
2024-12-29 06:20:50,016 - INFO - at 0:: ProducerAgent(ma2) plan ([518.5, 526.0], ma2) for (mo009, 2, Comp3)
2024-12-29 06:20:50,017 - INFO - at 0:: ProducerAgent(ma2) plan ([526.0, 535.0], ma2) for (mo009, 4, Comp3)
2024-12-29 06:20:50,019 - INFO - at 0:: ProducerAgent(ma2) plan ([535.0, 548.5], ma2) for (mo009, 6, Comp3)
2024-12-29 06:20:50,021 - INFO - at 0:: ProducerAgent(ma2) plan ([548.5, 557.5], ma2) for (mo010, 2, Comp3)
2024-12-29 06:20:50,027 - INFO - at 0:: ProducerAgent(ma2) create task: ([557.5, 562.5], 0) for (ma2, 0, R2) with duration 118.5
2024-12-29 06:20:50,032 - INFO - at 0:: ProducerAgent(ma2) create task: ([562.5, 567.5], 0) for (ma2, 1, R2) with duration 118.5
2024-12-29 06:20:50,039 - INFO - at 0:: ProducerAgent(ma3) plan ([276.0, 277.0], ma3) for (mo001, 4, Comp3)
2024-12-29 06:20:50,048 - INFO - at 0:: ProducerAgent(ma3) plan ([277.0, 283.0], ma3) for (mo002, 1, Comp1)
2024-12-29 06:20:50,051 - INFO - at 0:: ProducerAgent(ma3) plan ([283.0, 286.0], ma3) for (mo002, 2, Comp3)
2024-12-29 06:20:50,053 - INFO - at 0:: ProducerAgent(ma3) plan ([286.0, 292.0], ma3) for (mo002, 3, Comp1)
2024-12-29 06:20:50,055 - INFO - at 0:: ProducerAgent(ma3) plan ([292.0, 297.0], ma3) for (mo002, 4, Comp1)
2024-12-29 06:20:50,056 - INFO - at 0:: ProducerAgent(ma3) plan ([297.0, 301.0], ma3) for (mo002, 5, Comp1)
2024-12-29 06:20:50,057 - INFO - at 0:: ProducerAgent(ma3) plan ([301.0, 303.0], ma3) for (mo002, 6, Comp3)
2024-12-29 06:20:50,058 - INFO - at 0:: ProducerAgent(ma3) plan ([303.0, 308.0], ma3) for (mo002, 7, Comp1)
2024-12-29 06:20:50,058 - INFO - at 0:: ProducerAgent(ma3) plan ([308.0, 313.0], ma3) for (mo002, 8, Comp1)
2024-12-29 06:20:50,059 - INFO - at 0:: ProducerAgent(ma3) plan ([439.0, 443.0], ma3) for (mo003, 3, Comp1)
2024-12-29 06:20:50,060 - INFO - at 0:: ProducerAgent(ma3) plan ([443.0, 446.0], ma3) for (mo003, 4, Comp3)
2024-12-29 06:20:50,061 - INFO - at 0:: ProducerAgent(ma3) plan ([457.0, 463.0], ma3) for (mo003, 7, Comp1)
2024-12-29 06:20:50,061 - INFO - at 0:: ProducerAgent(ma3) plan ([463.0, 469.0], ma3) for (mo003, 8, Comp3)
2024-12-29 06:20:50,061 - INFO - at 0:: ProducerAgent(ma3) plan ([469.0, 477.0], ma3) for (mo004, 1, Comp1)
2024-12-29 06:20:50,061 - INFO - at 0:: ProducerAgent(ma3) plan ([477.0, 478.0], ma3) for (mo004, 2, Comp3)
2024-12-29 06:20:50,061 - INFO - at 0:: ProducerAgent(ma3) plan ([478.0, 486.0], ma3) for (mo004, 3, Comp1)
2024-12-29 06:20:50,061 - INFO - at 0:: ProducerAgent(ma3) plan ([486.0, 491.0], ma3) for (mo004, 4, Comp3)
2024-12-29 06:20:50,061 - INFO - at 0:: ProducerAgent(ma3) plan ([491.0, 496.0], ma3) for (mo004, 5, Comp1)
2024-12-29 06:20:50,061 - INFO - at 0:: ProducerAgent(ma3) plan ([496.0, 497.0], ma3) for (mo005, 1, Comp1)
2024-12-29 06:20:50,061 - INFO - at 0:: ProducerAgent(ma3) plan ([497.0, 506.0], ma3) for (mo005, 2, Comp1)
2024-12-29 06:20:50,074 - INFO - at 0:: ProducerAgent(ma3) create task: ([506.0, 511.0], 0) for (ma3, 0, R2) with duration 99.0
2024-12-29 06:20:50,075 - INFO - at 0:: MaintenerAgent(mr1) place proposal for (ma1, 0, R1): ([446.0, 451.0], mr1) - ([446.0, 451.0], mr1)
